科目,2012-12-31,2013-12-31,2014-12-31,2015-03-31,2015-06-30,2015-09-30,2015-12-31,2016-03-31,2016-06-30,2016-09-30,2016-12-31,2017-03-31,2017-06-30,2017-09-30,2017-12-31,2018-03-31,2018-06-30
其他应收款,"9,886,845.43","16,321,516.66","33,338,038.72",,"46,337,810.78","41,398,617.47","46,272,167.98","42,672,955.67","43,267,634.64","50,485,342.27","35,807,726.90","46,173,993.97","46,028,511.94","42,404,116.03","48,681,566.14","63,041,560.34","56,413,243.00"
应付职工薪酬,"24,248,897.07","30,362,770.65","39,809,777.59",,"38,439,876.63","39,182,905.90","60,699,686.50","60,862,762.35","44,266,202.97","44,389,805.87","70,429,796.34","62,606,210.96","45,288,750.41","47,379,702.84","76,825,897.99","74,664,838.73","51,907,292.07"
应收关联公司款,,,,,,,,,,,,,,,,,
应交税费,"2,353,101.97","3,810,843.07","8,791,306.05",,"7,431,153.03","8,860,032.00","18,572,072.34","11,408,157.31","12,963,753.30","9,343,042.91","13,526,448.42","4,203,016.85","6,504,593.04","7,469,076.20","14,538,019.43","4,419,128.78","8,914,471.68"
应收利息,,,,,,,,,,,,,,,,,
应付利息,"270,802.17","622,692.85","1,454,067.16",,"2,302,544.06","3,760,575.63","2,289,355.81","2,291,921.65","1,359,292.75","1,456,455.29","1,787,784.03","1,769,535.92","1,620,457.27","2,414,863.40","3,307,909.43","3,799,316.15","1,660,393.97"
应收股利,,,,,,,,,,,,,,,,,
应付股利,,,,,"6,257,820.28","6,257,820.28",,,,,,"6,481,080.00",,,,,"6,481,080.00"
存货,"356,746,887.27","484,300,825.48","666,145,152.71",,"738,647,533.33","799,092,584.42","741,267,508.31","764,337,699.73","778,973,291.63","789,429,519.21","843,163,232.10","933,066,598.37","990,245,375.64","1,059,771,688.18","1,088,175,429.39","1,112,937,487.14","1,116,476,659.58"
其他应付款,"23,463,145.95","25,920,344.16","23,732,508.30",,"27,750,430.16","28,318,774.19","23,339,561.75","22,369,621.13","80,271,596.53","55,432,002.27","25,742,694.20","37,209,080.07","51,818,825.66","68,166,881.82","45,183,093.62","52,046,366.90","40,050,665.89"
其中:消耗性生物资产,,,,,,,,,,,,,,,,,
应付关联公司款,,,,,,,,,,,,,,,,,
一年内到期的非流动资产,,,,,,,,,,,,,,,,,
一年内到期的非流动负债,,"36,577,250.00","6,000,000.00",,,,"8,000,000.00","19,673,351.14","17,673,351.14","17,673,351.14","84,019,070.82","76,280,465.59","79,633,397.00","74,200,000.00","359,973,936.87","534,027,960.42","551,187,061.54"
其他流动资产,"685,416.95","613,252.93","828,717.28",,,,,,,,"3,647,936.84","711,018.62","12,672,814.20","31,396,933.06","37,783,486.24","23,386,559.64","21,407,915.51"
其他流动负债,"107,473.00",,,,,,,,,,,,,,,,
流动资产合计,"836,434,799.53","1,090,829,668.75","1,365,666,351.37",,"1,552,873,449.67","1,647,025,177.62","2,071,920,275.56","2,025,549,071.49","1,958,060,720.03","1,902,398,696.28","2,200,218,374.94","2,198,723,024.48","2,268,203,038.26","2,380,647,554.29","2,606,271,580.35","2,549,157,360.22","2,466,636,195.71"
流动负债合计,"647,995,346.80","997,531,390.29","1,265,101,745.86",,"1,402,595,984.70","1,501,394,608.93","1,593,927,959.75","1,491,820,972.88","1,491,657,670.26","1,430,619,150.47","1,546,601,992.79","1,485,353,134.65","1,542,576,920.15","1,747,728,696.97","2,282,991,120.46","2,383,397,381.44","2,293,598,153.43"
可供出售金融资产,,,,,,,,,,,"20,000,000.00","20,000,000.00","20,000,000.00","26,528,000.00","20,000,000.00","20,000,000.00","20,000,000.00"
长期借款,"51,000,000.00","6,000,000.00",,,"41,000,000.00","77,994,989.47","130,401,068.69","106,391,041.98","141,383,041.98","162,568,732.22","418,093,024.65","518,473,311.75","514,593,649.56","563,350,080.66","289,302,104.15","202,119,491.32","221,084,736.32"
持有至到期投资,,,,,,,,,,,,,,,,,
应付债券,,,,,,,,,,,,,,,,,
长期应收款,,,,,,,,,,,,,,,,,
长期应付款,,,"80,202,145.25",,"68,106,954.93","61,821,536.08","54,373,644.72","119,735,458.22","113,292,626.10","106,819,858.11","72,521,496.01","71,536,434.06","71,903,839.74","72,351,665.13","93,689,232.04","69,048,829.07","65,203,953.57"
长期股权投资,,,,,,,,,,,,,,,,,
专项应付款,,,,,,,,,,,,,,,,,
投资性房地产,,,,,,,,,,,,,,,,,
预计负债,,,,,,,,,,,"277,879.50","277,879.50",,,,,
固定资产,"304,594,929.20","406,865,365.49","494,312,103.38",,"509,603,199.19","516,533,958.17","517,798,847.57","524,348,418.93","517,750,599.17","510,988,011.31","561,240,449.10","570,102,366.18","588,148,417.21","636,261,034.89","850,012,715.64","898,012,688.81","940,319,962.56"
递延所得税负债,,,"15,947.25",,"104,980.13",,"48,584.25",,,,"32,397.34",,,,,,
在建工程,"3,230,524.77","11,124,623.07","22,295,953.27",,"11,770,113.08","51,963,089.08","71,038,774.42","80,432,680.71","149,917,943.97","149,453,636.61","174,989,433.60","158,979,441.67","155,208,891.11","167,716,668.42","35,001,147.69","15,196,839.47","24,795,606.03"
其他非流动负债,,,,,,,,,,,,,,,,,
工程物资,,,,,,,,,,,,,,,,,
非流动负债合计,"59,941,935.27","19,561,444.91","93,579,047.05",,"122,472,644.43","153,027,112.28","200,183,761.85","242,986,964.39","271,536,132.27","286,114,710.56","507,371,389.26","606,629,562.30","614,217,009.02","663,417,377.37","409,922,895.23","297,932,265.50","316,005,626.29"
固定资产清理,,,,,,,,,,"503,247.74",,,"520,664.44","521,145.04",,,
负债合计,"707,937,282.07","1,017,092,835.20","1,358,680,792.91","1,396,265,400.00","1,525,068,629.13","1,654,421,721.21","1,794,111,721.60","1,734,807,937.27","1,763,193,802.53","1,716,733,861.03","2,053,973,382.05","2,091,982,696.95","2,156,793,929.17","2,411,146,074.34","2,692,914,015.69","2,681,329,646.94","2,609,603,779.72"
生产性生物资产,,,,,,,,,,,,,,,,,
实收资本(或股本),"95,300,000.00","95,300,000.00","95,300,000.00",,"95,300,000.00","95,300,000.00","127,080,000.00","127,080,000.00","381,240,000.00","381,240,000.00","381,240,000.00","381,240,000.00","381,240,000.00","381,240,000.00","381,240,000.00","381,240,000.00","381,240,000.00"
油气资产,,,,,,,,,,,,,,,,,
资本公积,"165,045,002.01","160,123,051.83","160,123,051.83",,"160,123,051.83","160,123,051.83","427,719,431.06","427,719,431.06","173,559,431.06","173,559,431.06","173,559,431.06","173,559,431.06","173,559,431.06","173,559,431.06","173,559,431.06","173,559,431.06","173,559,431.06"
无形资产,"34,427,268.80","35,560,752.74","40,038,951.82",,"39,519,522.51","40,295,049.12","42,184,376.68","41,673,726.66","41,381,406.03","42,189,764.98","43,508,000.13","46,916,985.27","47,753,875.57","62,925,213.39","142,695,348.88","141,567,280.57","142,096,985.36"
盈余公积,"24,002,581.57","32,131,576.32","39,368,417.01",,"39,368,417.01","39,368,417.01","48,324,875.87","48,324,875.87","48,324,875.87","48,324,875.87","55,422,644.44","55,422,644.44","55,422,644.44","55,422,644.44","56,623,088.60","56,623,088.60","56,623,088.60"
开发支出,,,,,,,,,,,,,,,,,
减:库存股,,,,,,,,,,,,,,,,,
商誉,"1,695,510.25","1,695,510.25","1,695,510.25",,"1,695,510.25","1,695,510.25","1,695,510.25","1,695,510.25","1,695,510.25","1,695,510.25","1,695,510.25","1,695,510.25","1,695,510.25","1,695,510.25","1,695,510.25","1,695,510.25","1,695,510.25"
未分配利润,"177,027,038.98","252,323,231.75","295,777,398.41",,"323,246,017.02","334,165,671.45","356,665,589.78","384,355,402.29","389,081,168.64","411,459,401.20","435,903,099.92","437,470,256.77","459,741,488.94","477,665,928.33","492,770,691.34","476,189,995.92","490,615,145.93"
长期待摊费用,"5,200,590.99","16,542,415.31","24,860,854.45",,"25,753,785.97","24,363,826.92","23,217,508.43","25,024,225.02","24,645,967.33","24,771,866.83","27,747,866.69","31,443,141.17","33,213,688.62","36,974,711.28","48,529,297.79","50,526,439.58","53,056,622.27"
少数股东权益,"21,160,639.58","13,559,759.55","15,250,838.00",,"15,432,536.45","17,126,684.01","15,174,046.52","15,843,752.61","17,241,310.53","18,385,662.68","20,113,801.82","22,905,201.55","23,756,808.56","29,555,998.82","55,385,047.18","56,154,708.03","57,476,313.35"
递延所得税资产,"4,888,920.67","7,824,855.49","10,231,951.74",,"12,288,136.11","13,949,523.59","17,601,693.25","17,890,159.42","18,186,484.90","17,413,070.46","22,671,860.66","23,956,592.35","23,012,811.83","24,614,802.84","27,820,415.98","34,833,267.85","32,405,301.19"
外币报表折算价差,,,,,,,,,,,,,,,,,
其他非流动资产,,,"5,457,436.65",,"5,088,459.75","4,903,971.30","23,507,706.70","21,339,016.44","60,959,981.25","100,230,017.48","68,667,435.41","111,277,111.40","113,219,164.02","190,921,971.86","120,603,284.28","112,899,372.81","86,897,257.98"
非正常经营项目收益调整,,,,,,,,,,,,,,,,,
非流动资产合计,"354,037,744.68","479,613,522.35","598,892,761.56",,"605,718,726.86","653,704,928.43","697,044,417.30","712,403,737.43","814,537,892.90","847,245,125.66","920,520,555.84","964,371,148.29","982,773,023.05","1,148,159,057.97","1,246,357,720.51","1,274,731,399.34","1,301,267,245.64"
所有者权益(或股东权益)合计,"482,535,262.14","553,350,355.90","605,878,320.02","616,448,900.00","633,523,547.40","646,308,384.84","974,852,971.26","1,003,144,871.65","1,009,404,810.40","1,032,909,960.91","1,066,765,548.73","1,071,111,475.82","1,094,182,132.14","1,117,660,537.92","1,159,715,285.17","1,142,559,112.62","1,158,299,661.63"
资产总计,"1,190,472,544.21","1,570,443,191.10","1,964,559,112.93","2,012,714,300.00","2,158,592,176.53","2,300,730,106.05","2,768,964,692.86","2,737,952,808.92","2,772,598,612.93","2,749,643,821.94","3,120,738,930.78","3,163,094,172.77","3,250,976,061.31","3,528,806,612.26","3,852,629,300.86","3,823,888,759.56","3,767,903,441.35"
负债和所有者(或股东权益)合计,"1,190,472,544.21","1,570,443,191.10","1,964,559,112.93","2,012,714,300.00","2,158,592,176.53","2,300,730,106.05","2,768,964,692.86","2,737,952,808.92","2,772,598,612.93","2,749,643,821.94","3,120,738,930.78","3,163,094,172.77","3,250,976,061.31","3,528,806,612.26","3,852,629,300.86","3,823,888,759.56","3,767,903,441.35"
