科目,2012-12-31,2013-12-31,2014-12-31,2015-09-30,2015-12-31,2016-03-31,2016-06-30,2016-09-30,2016-12-31,2017-03-31,2017-06-30,2017-09-30,2017-12-31,2018-03-31,2018-06-30,2018-09-30,2018-12-31,2019-03-31
其他流动资产,"1,345,924.76","992,501.22","1,646,729.52","26,068,900.70",,,,,"202,209,720.71","667,499.99","134,486,475.61","174,029,089.28","124,771,421.74","211,110,607.16","163,907,071.44","203,535.72","113,556,736.16","22,698,264.05"
其他流动负债,"1,765,844.45","1,979,618.16","37,075.41",,,,,,,,"692,682.11","879,570.80",,"576,598.26",,,,"418,066.50"
流动资产合计,"129,017,362.62","160,151,797.98","196,714,470.12","218,870,954.06","227,123,625.02","467,958,518.62","463,936,037.04","418,984,643.56","485,222,824.40","494,812,015.31","443,727,404.79","442,008,341.46","466,170,614.48","494,414,280.92","478,588,365.74","456,412,841.56","514,831,647.93","491,607,228.76"
流动负债合计,"47,794,879.47","53,569,299.94","48,241,300.68","60,498,076.61","60,249,080.06","49,699,325.63","57,961,164.54","63,634,914.30","81,806,027.95","69,471,444.87","65,295,834.97","60,879,741.28","68,522,609.81","88,119,038.42","101,974,089.04","174,827,470.80","173,535,887.15","290,540,978.03"
可供出售金融资产,,,,,,,,,,,,,,,,,,
长期借款,,,,,,,,,,,,,,,,,"48,960,000.00","48,960,000.00"
持有至到期投资,,,,,,,,,,,,,,,,,,
应付债券,,,,,,,,,,,,,,,,,,
长期应收款,,,,,,,,,,,,,,,,,,
长期应付款,,,,,,,,,,,,,,,,,,
长期股权投资,,,,,,,,"46,750,000.00",,"15,562,050.00",,,,,,"596,263.44","482,613.61","164,027,058.69"
专项应付款,,,,,,,,,,"200,000.00",,,,,,,,
投资性房地产,,,,,,,,,,,,,,,,,,
预计负债,,,,,,,,,,,,,,,,,,
固定资产,"73,879,021.30","79,663,112.61","73,958,569.33","69,386,025.51","68,216,746.43","67,395,355.51","84,021,812.88","88,696,122.65","78,285,645.33","76,461,332.70","95,337,363.16","93,911,258.57","92,063,950.95","89,673,707.09","192,651,566.12","272,910,313.04","291,768,607.61","292,610,362.08"
递延所得税负债,,,,,,,,,,,,,,,,,,
在建工程,,,,"7,605,815.00","11,106,146.89","18,968,344.70","21,518,070.06","23,382,684.19","59,813,607.35","73,468,273.92","82,007,883.16","92,572,231.51","95,496,958.30","101,871,369.96","15,231,278.31","29,419,336.10","17,034,318.53","15,995,533.38"
其他非流动负债,,,,,,,,,,,,,,,,,,
工程物资,,,,,,,,,,,,,,,,,,
非流动负债合计,"7,662,657.00","7,662,657.00","7,662,657.00","7,662,657.00","7,662,657.00","7,662,657.00","7,662,657.00","7,662,657.00","7,662,657.00","7,862,657.00","7,662,657.00","7,662,657.00","7,662,657.00","7,662,657.00","7,662,657.00","7,662,657.00","54,106,437.59","54,106,437.59"
固定资产清理,,,,,,,,,,,,,,,,,,
负债合计,"55,457,536.47","61,231,956.94","55,903,957.68","68,160,733.61","67,911,737.06","57,361,982.63","65,623,821.54","71,297,571.30","89,468,684.95","77,334,101.87","72,958,491.97","68,542,398.28","76,185,266.81","95,781,695.42","109,636,746.04","182,490,127.80","227,642,324.74","344,647,415.62"
生产性生物资产,,,,,,,,,,,,,,,,,,
实收资本(或股本),"40,000,000.00","40,000,000.00","40,000,000.00","40,000,000.00","40,000,000.00","53,380,000.00","53,380,000.00","53,380,000.00","53,380,000.00","53,380,000.00","67,258,800.00","67,258,800.00","67,258,800.00","67,258,800.00","100,888,200.00","100,888,200.00","100,888,200.00","104,363,200.00"
油气资产,,,,,,,,,,,,,,,,,,
资本公积,"67,671,584.01","67,671,584.01","67,671,584.01","67,671,584.01","67,671,584.01","319,581,769.60","319,601,387.44","319,601,387.44","319,601,504.95","319,601,504.95","305,722,704.95","305,702,969.60","305,722,704.95","305,722,704.95","272,093,304.95","272,093,304.95","272,579,788.67","302,221,463.67"
无形资产,"15,833,205.03","15,491,899.91","15,133,169.39","14,864,121.50","14,774,438.87","14,690,756.24","14,607,073.61","14,523,390.98","14,444,892.00","14,360,776.05","14,277,093.42","14,193,410.79","14,108,861.48","14,025,178.85","28,991,496.22","74,158,834.64","73,392,315.08","73,000,404.11"
盈余公积,"5,232,153.35","8,250,421.01","11,735,673.51","11,735,673.51","14,669,616.22","14,669,616.22","14,669,616.22","14,669,616.22","17,600,500.94","17,600,500.94","17,600,500.94","17,600,500.94","20,173,401.92","20,173,401.92","20,173,401.92","20,173,401.92","22,269,682.19","22,269,682.19"
开发支出,,,,,,,,,,,,,,,,,,
减:库存股,,,,,,,,,,,,,,,,,,"29,780,750.00"
商誉,,,,,,,,,"1,036,065.67","1,036,065.67","3,310,149.55","3,310,149.55","2,759,243.21","2,759,243.21","2,759,243.21","4,792,009.42","4,459,367.15","4,459,367.15"
未分配利润,"51,961,880.54","78,409,737.16","111,148,574.58","135,309,621.05","146,982,046.48","160,475,848.33","153,730,485.87","167,921,345.87","181,964,683.10","196,837,340.13","189,772,327.20","202,577,109.68","218,513,014.94","234,328,753.81","222,136,897.92","236,692,238.55","248,952,430.85","266,394,762.12"
长期待摊费用,"92,093.17","45,135.75","319,056.33","998,154.92","1,020,651.19","792,199.27","621,680.67","575,935.40","9,000,120.99","8,992,342.72","7,747,309.27","7,157,520.25","6,787,311.92","6,549,287.68","6,400,678.28","7,511,152.77","6,335,215.02","6,435,464.35"
少数股东权益,,"1,513,484.26","1,580,673.59","1,586,628.71","1,597,335.35",,,,"21,877,687.10","21,883,084.34","21,880,278.14","21,901,875.98","21,766,227.09","21,586,959.79","21,774,519.34","71,324,318.69","69,877,262.23","69,253,935.50"
递延所得税资产,"984,872.25","1,425,237.13","1,503,446.80","1,506,914.58","1,539,600.40","1,539,600.40","1,539,600.40","1,539,600.40","2,454,527.03","1,943,675.86","2,454,527.03","1,943,675.86","2,949,840.90","2,949,840.90","2,949,840.90","2,510,055.77","2,287,591.93","2,287,591.93"
外币报表折算价差,,,,,,,,,,,,,,,,,,
其他非流动资产,"516,600.00","300,000.00","411,751.40","11,232,255.32","15,051,110.32","34,124,442.04","20,761,036.41","32,417,543.65","33,635,378.27",,"26,331,372.82","28,487,066.49","29,537,334.46","32,864,107.27","19,309,901.39","35,530,085.17","31,889,592.13","29,218,278.96"
非正常经营项目收益调整,,,,,,,,,,,,,,,,,,
非流动资产合计,"91,305,791.75","96,925,385.40","91,325,993.25","105,593,286.83","111,708,694.10","137,510,698.16","143,069,274.03","207,885,277.27","198,670,236.64","191,824,516.92","231,465,698.41","241,575,313.02","243,703,501.22","250,692,734.96","268,294,004.43","427,428,050.35","427,649,621.06","588,034,060.65"
所有者权益(或股东权益)合计,"164,865,617.90","195,845,226.44","232,136,505.69","256,303,507.28","270,920,582.06","548,107,234.15","541,381,489.53","555,572,349.53","594,424,376.09","609,302,430.36","602,234,611.23","615,041,256.20","633,688,848.89","649,325,320.46","637,245,624.13","701,350,764.11","714,838,944.25","734,993,873.79"
资产总计,"220,323,154.37","257,077,183.38","288,040,463.37","324,464,240.89","338,832,319.12","605,469,216.78","607,005,311.07","626,869,920.83","683,893,061.04","686,636,532.23","675,193,103.20","683,583,654.48","709,874,115.70","745,107,015.88","746,882,370.17","883,840,891.91","942,481,268.99","1,079,641,289.41"
负债和所有者(或股东权益)合计,"220,323,154.37","257,077,183.38","288,040,463.37","324,464,240.89","338,832,319.12","605,469,216.78","607,005,311.07","626,869,920.83","683,893,061.04","686,636,532.23","675,193,103.20","683,583,654.48","709,874,115.70","745,107,015.88","746,882,370.17","883,840,891.91","942,481,268.99","1,079,641,289.41"
