科目,2007-12-31,2008-12-31,2009-06-30,2009-12-31,2010-03-31,2010-06-30,2010-09-30,2010-12-31,2011-03-31,2011-06-30,2011-09-30,2011-12-31,2012-03-31,2012-06-30,2012-09-30,2012-12-31,2013-03-31,2013-06-30,2013-09-30,2013-12-31,2014-03-31,2015-12-31
递延所得税负债,"1,177,620.35","164,920.78","376,341.70","665,968.47","665,968.47","355,133.33","355,133.33","885,533.33","885,533.33","558,453.41","558,453.41","260,358.44","260,358.44","359,109.90","359,109.90","365,737.52","365,737.52","669,945.04","669,945.04","565,240.61","565,240.61",
在建工程,"779,567,866.62","1,020,107,388.60","1,562,260,906.91","1,785,707,662.29","2,196,891,694.92","2,456,548,369.00","2,769,510,084.77","2,784,353,685.38","3,185,889,606.81","3,459,812,499.40","3,617,101,323.45","2,547,656,642.93","2,738,027,311.38","3,033,731,098.48","3,137,860,898.21","2,872,304,480.64","2,962,365,462.76","3,088,648,210.35","3,113,501,906.62","1,782,339,794.35","1,854,810,207.26","1,220,566,123.33"
其他非流动负债,,,,"66,667,222.54","74,084,066.05","70,380,265.12","72,556,464.19","115,619,411.43","97,500,463.75","97,315,702.03","98,480,940.31","127,451,965.56","127,850,537.18","212,006,016.26","230,073,341.61","264,336,849.73","263,204,175.08","268,102,007.84","266,798,299.26","288,583,291.23","449,539,502.56",
工程物资,,,,,,,,,,,,,,,,,,,,,,
非流动负债合计,"1,417,512,789.15","3,297,977,558.81","4,308,941,652.03","4,649,709,691.01","4,463,601,284.52","4,578,556,833.45","5,277,305,162.52","5,960,270,104.76","6,252,342,597.08","6,503,206,545.44","5,812,487,469.60","6,448,404,742.66","6,281,044,614.28","6,120,923,644.82","6,730,677,370.17","5,830,429,490.91","6,272,911,316.26","5,553,160,556.54","5,452,075,147.96","4,493,083,486.40","5,011,058,350.81","1,725,406,175.10"
固定资产清理,,,,,,,,,,,,,,,,,,,"4,054,706.33",,,
负债合计,"7,788,185,760.58","12,763,092,187.24","13,494,493,135.87","14,894,952,697.12","14,091,769,975.76","14,280,323,712.18","14,321,975,809.81","15,187,785,763.38","14,680,809,919.94","15,558,257,463.10","16,268,294,365.94","17,409,038,294.25","17,894,769,964.25","17,775,252,925.59","18,653,796,718.27","16,588,008,588.31","18,250,066,200.33","17,938,540,930.65","17,734,995,824.93","18,088,122,572.39","18,357,809,529.44","13,427,705,653.50"
生产性生物资产,,,,,,,,,,,,,,,,,,,,,,
实收资本(或股本),"1,390,000,000.00","1,390,000,000.00","1,390,000,000.00","1,390,000,000.00","1,690,000,000.00","1,690,000,000.00","1,690,000,000.00","1,690,000,000.00","1,690,000,000.00","1,690,000,000.00","1,690,000,000.00","1,690,000,000.00","1,690,000,000.00","1,690,000,000.00","1,690,000,000.00","2,293,449,524.00","2,293,449,524.00","2,293,449,524.00","2,293,449,524.00","2,293,449,524.00","2,293,449,524.00","3,316,328,012.00"
油气资产,,,,,,,,,,,,,,,,,,,,,,
资本公积,"701,301,958.62","695,563,327.71","696,728,252.80","698,369,471.20","2,890,302,316.39","2,888,722,072.05","2,889,928,297.98","2,893,683,523.38","2,898,143,043.33","2,893,570,853.92","2,897,429,742.62","2,888,185,014.31","2,888,428,026.86","2,888,744,605.94","2,888,399,969.96","4,823,048,616.92","4,823,684,947.16","4,824,772,538.79","4,823,928,622.48","4,824,179,134.44","4,824,678,414.84","10,172,502,907.45"
无形资产,"529,776,344.89","492,322,384.14","475,122,941.74","458,667,137.89","452,085,862.64","557,023,820.77","549,909,703.90","542,563,900.50","536,048,626.65","528,917,184.24","521,785,741.83","514,706,313.25","507,587,979.64","500,469,646.03","532,116,688.67","658,882,228.48","650,084,091.25","641,285,954.02","632,487,816.79","666,860,938.00","657,834,315.14","609,429,614.71"
盈余公积,"19,510,260.20","54,176,409.79","64,346,698.84","90,238,197.40","92,201,397.40","102,455,724.97","108,047,081.40","118,216,946.69","120,180,146.69","128,358,420.42","128,358,420.42","118,216,946.69","118,216,946.69","118,216,946.69","118,216,946.69","118,216,946.69","118,216,946.69","118,216,946.69","118,216,946.69","118,216,946.69","118,216,946.69","118,216,946.69"
开发支出,,,,,,,,,,,,,,,,,"26,965.81",,,,"945,639.58",
减:库存股,,,,,,,,,,,,,,,,,,,,,,
商誉,,,,,,,,,,,,,,,,,,,,,,
未分配利润,"182,343,489.84","311,995,346.30","403,527,947.71","636,551,434.80","681,525,000.85","746,509,182.88","796,831,390.78","888,360,178.43","921,537,341.42","895,133,442.02","895,020,602.39","663,743,071.42","512,348,695.08","266,719,196.81","-333,555,240.33","-2,225,309,703.60","-2,529,760,264.41","-3,211,814,286.00","-3,724,293,604.28","-5,432,790,492.94","-5,730,884,082.05","-13,236,441,981.63"
长期待摊费用,,,,,,,,,,,,,,,,,,,,,,
少数股东权益,"3,815,192.21","49,757,619.39","57,577,424.36","57,609,490.02","57,647,051.05","57,953,801.22","57,963,022.87","57,618,928.84","57,505,972.92","58,347,547.32","58,959,690.58","59,605,060.06","59,796,282.11","60,036,484.44","60,085,452.86","820,052.92","730,486.68","813,576.88","785,814.82","809,345.69","777,212.49",
递延所得税资产,"23,864,862.40","16,780,912.47","31,973,855.18","39,855,646.80","41,682,751.81","34,079,272.88","32,948,831.22","43,650,210.70","43,650,210.70","44,531,897.91","44,531,897.91","89,307,018.16","89,307,018.16","96,161,167.49","96,161,167.49","53,376,607.56","53,376,607.56","53,502,613.95","53,502,613.95","10,772,023.40","10,772,023.40","928,018.25"
外币报表折算价差,,,,,,,,,,,,,,,,,,,,,,
其他非流动资产,,,,,,,,,,,,,,,,"234,817,014.27","234,817,014.27","219,817,014.27","502,571,513.76","444,667,375.49","442,052,989.78","106,826,733.35"
非正常经营项目收益调整,,,,,,,,,,,,,,,,,,,,,,
非流动资产合计,"3,518,758,349.31","4,259,382,309.49","5,015,600,623.94","5,935,191,005.45","6,251,402,542.06","6,651,677,913.97","6,941,823,209.66","7,338,433,583.20","7,675,489,224.07","7,997,402,299.50","8,183,528,705.10","8,860,721,002.82","8,941,456,809.20","9,148,336,353.35","9,185,937,295.77","9,517,474,520.79","9,517,986,581.06","9,515,185,351.68","9,765,479,930.98","9,875,459,370.38","9,994,046,267.63","7,728,479,272.47"
所有者权益(或股东权益)合计,"2,296,970,900.87","2,501,492,703.19","2,612,180,323.71","2,872,768,593.42","5,411,675,765.69","5,485,640,781.12","5,542,769,793.03","5,647,879,577.34","5,687,366,504.36","5,665,410,263.68","5,669,768,456.01","5,419,750,092.48","5,268,789,950.74","5,023,717,233.88","4,423,147,129.18","5,017,169,269.29","4,713,249,436.05","4,032,417,935.34","3,518,191,105.93","1,817,411,772.03","1,519,752,174.74","393,600,654.70"
资产总计,"10,085,156,661.45","15,264,584,890.43","16,106,673,459.58","17,767,721,290.54","19,503,445,741.45","19,765,964,493.30","19,864,745,602.84","20,835,665,340.72","20,368,176,424.30","21,223,667,726.78","21,938,062,821.95","22,828,788,386.73","23,163,559,914.99","22,798,970,159.47","23,076,943,847.45","21,605,177,857.60","22,963,315,636.38","21,970,958,865.99","21,253,186,930.86","19,905,534,344.42","19,877,561,704.18","13,821,306,308.20"
负债和所有者(或股东权益)合计,"10,085,156,661.45","15,264,584,890.43","16,106,673,459.58","17,767,721,290.54","19,503,445,741.45","19,765,964,493.30","19,864,745,602.84","20,835,665,340.72","20,368,176,424.30","21,223,667,726.78","21,938,062,821.95","22,828,788,386.73","23,163,559,914.99","22,798,970,159.47","23,076,943,847.45","21,605,177,857.60","22,963,315,636.38","21,970,958,865.99","21,253,186,930.86","19,905,534,344.42","19,877,561,704.18","13,821,306,308.20"
