科目,2008年度,2009年度,2010年度,2011年1-3月,2011年1-6月,2011年1-9月,2011年度,2012年1-3月,2012年1-6月,2012年1-9月,2012年度,2013年1-3月,2013年1-6月,2013年1-9月,2013年度,2014年1-3月,2014年1-6月,2014年1-9月,2014年度,2015年1-3月,2015年1-6月,2015年1-9月,2015年度,2016年1-3月,2016年1-6月,2016年1-9月,2016年度,2017年1-3月,2017年1-6月,2017年1-9月,2017年度
支付给职工以及为职工支付的现金,"1,726,792.80","3,214,961.47","10,420,259.86","4,117,832.56","7,301,638.94","11,544,694.34","18,050,814.39","6,386,994.21","11,343,109.06","17,258,872.79","27,790,559.59","8,872,596.87","17,062,445.80","27,722,969.53","37,680,046.23","11,518,162.06","35,493,208.27","60,224,470.88","89,911,324.48","34,849,846.37","63,568,907.73","91,277,003.83","126,492,870.81","35,851,567.00","83,650,296.54","135,965,884.51","197,107,020.31","77,536,483.17","148,994,616.57","226,621,966.19","307,371,381.83"
取得借款收到的现金,"2,000,000.00","3,000,000.00","45,000,000.00",,,,,,,,,,,,"8,560,000.00","5,000,000.00","5,000,000.00","5,000,000.00","5,000,000.00",,,,,,,,,,,,
支付的各项税费,"556,078.59","4,743,219.67","16,328,640.23","7,675,645.57","9,577,640.34","13,329,408.85","14,664,836.26","15,006,052.02","18,077,885.39","20,866,594.42","25,587,837.30","16,280,359.95","17,386,221.04","19,252,631.60","21,963,815.62","7,365,380.44","24,186,815.60","33,910,605.79","55,171,493.27","25,117,745.42","47,850,637.56","80,292,650.33","103,619,387.27","41,445,035.58","70,364,803.74","93,175,664.76","124,411,523.39","56,667,583.94","88,132,649.82","126,189,195.66","180,162,894.27"
收到其他与筹资活动有关的现金,,"100,000.00",,,"3,224,540.40","1,804,540.40",,,,,,,,,,,"1,100,000.00",,,,,,"10,000,000.00",,,,,,,,
支付其他与经营活动有关的现金,"10,413,612.76","13,261,898.14","14,211,865.62","6,562,639.70","15,627,163.46","22,374,978.23","25,893,230.77","10,042,881.66","23,842,379.70","34,908,353.75","40,397,866.39","10,215,361.18","23,988,115.52","37,203,678.70","46,859,108.61","18,153,513.41","35,797,301.40","55,444,305.64","75,086,542.32","23,029,290.05","48,730,657.23","74,846,871.08","93,018,808.70","28,152,372.59","69,688,541.49","101,435,641.59","145,786,871.44","60,148,077.62","109,546,837.33","192,793,593.20","232,587,280.30"
筹资活动现金流入小计,"17,000,000.00","36,100,000.00","45,000,000.00",,"452,305,332.85","450,885,332.85","449,080,792.45","10,000,000.00","10,000,000.00","10,000,000.00","10,000,000.00","2,698,609.10","2,698,609.10","2,698,609.10","11,258,609.10","5,000,000.00","166,420,000.00","165,320,000.00","165,320,000.00",,"122,952,116.00","122,952,116.00","132,952,116.00",,,"1,089,101,800.00","1,089,561,790.00","1,030,010.00","1,030,010.00","23,950,010.00","21,434,145.00"
经营活动现金流出小计,"62,070,346.66","82,109,265.47","156,888,592.69","35,409,434.89","65,674,989.98","107,907,460.29","212,360,784.59","53,930,002.74","100,767,559.25","192,601,440.76","262,521,546.23","116,089,169.16","178,026,033.22","260,803,159.45","406,670,261.90","109,464,258.85","299,559,194.48","492,275,883.77","714,580,462.19","203,210,463.85","393,624,435.97","598,946,534.30","896,656,045.93","298,300,557.96","621,545,259.71","1,054,028,233.84","1,677,140,340.93","613,502,610.07","1,233,904,582.96","1,902,153,078.54","2,673,335,331.65"
偿还债务支付的现金,"3,432,750.00","2,000,000.00","23,000,000.00",,"25,000,000.00","25,000,000.00","25,000,000.00",,,,,,,,,"8,560,000.00","13,560,000.00","13,560,000.00","13,560,000.00","600,000.00","600,000.00","600,000.00","600,000.00",,"9,600,000.00","12,800,000.00","20,800,000.00",,,,
经营活动产生的现金流量净额,"-8,687,275.20","17,965,273.24","46,133,003.79","-20,836,002.33","-35,114,026.46","-50,226,089.98","-7,763,849.95","-31,935,552.40","-37,589,770.99","-63,113,281.88","-7,823,852.85","-31,756,697.95","-47,545,874.20","-28,405,379.78","-1,417,643.64","-27,316,785.21","-21,326,340.38","-8,784,726.93","46,843,929.40","-39,049,226.94","-11,772,154.06","-12,056,790.82","161,417,432.20","-50,792,650.18","-70,264,099.27","-128,472,645.46","58,145,975.39","-207,984,696.51","-105,681,668.23","-144,090,559.04","-61,079,094.13"
分配股利、利润或偿还利息支付的现金,"167,221.96","236,666.75","18,780,000.80","362,805.83","679,660.00","679,660.00","679,660.00","24,000,000.00","24,000,000.00","24,000,000.00","24,000,000.00",,"5,400,000.00","5,400,000.00","5,468,101.36","191,977.17","5,641,144.82","21,330,925.89","21,341,845.89","1,720,661.00","14,848,399.43","14,848,699.43","14,848,399.43",,"43,561,188.55","43,835,108.55","43,912,068.55",,"44,357,090.72","44,352,618.56","44,352,618.56"
收回投资收到的现金,,,,,,,,,,,,,,,,,,,,,"364,900,000.00","651,400,000.00","1,447,580,000.00","314,730,000.00","764,730,000.00","1,093,730,000.00","1,988,330,000.00","1,357,950,000.00","2,870,450,000.00","3,876,650,000.00","4,684,030,000.00"
支付其他与筹资活动有关的现金,"100,000.00",,"1,380,000.00","80,000.00",,,,,,,,,,,,,,,,,,,,"10,000,000.00","10,117,086.09","34,664,255.90","36,551,048.35",,"2,012,927.00","2,515,865.00","980,000.00"
取得投资收益收到的现金,,,,,,,,,,,,,,,,,,,,,"2,584,861.96","5,074,548.17","8,652,076.75","1,690,439.63","4,908,092.32","10,035,067.01","15,578,202.99","12,491,299.29","16,838,857.42","23,387,401.37","30,407,051.54"
筹资活动现金流出小计,"3,699,971.96","2,236,666.75","43,160,000.80","442,805.83","25,679,660.00","25,679,660.00","25,679,660.00","24,000,000.00","24,000,000.00","24,000,000.00","24,000,000.00",,"5,400,000.00","5,400,000.00","5,468,101.36","8,751,977.17","19,201,144.82","34,890,925.89","34,901,845.89","2,320,661.00","15,448,399.43","15,448,699.43","15,448,399.43","10,000,000.00","63,278,274.64","91,299,364.45","101,263,116.90",,"46,370,017.72","46,868,483.56","45,332,618.56"
处置固定资产、无形资产和其他长期资产收回的现金净额,"20,520.00","76,386.78",,"55,000.00","55,000.00","55,000.00","53,942.31",,,"14,000.00","14,000.00",,"111,770.00","236,324.50","608,259.76","160,000.00","191,409.48","206,638.95","1,107,563.99","35,600.00","395,710.05","403,664.94","369,251.16","64,755.75","66,092.35","70,547.72","480,360.30","165,165.96","173,605.96","1,803,429.61","845,446.39"
筹资活动产生的现金流量净额,"13,300,028.04","33,863,333.25","1,839,999.20","-442,805.83","426,625,672.85","425,205,672.85","423,401,132.45","-14,000,000.00","-14,000,000.00","-14,000,000.00","-14,000,000.00","2,698,609.10","-2,701,390.90","-2,701,390.90","5,790,507.74","-3,751,977.17","147,218,855.18","130,429,074.11","130,418,154.11","-2,320,661.00","107,503,716.57","107,503,416.57","117,503,716.57","-10,000,000.00","-63,278,274.64","997,802,435.55","988,298,673.10","1,030,010.00","-45,340,007.72","-22,918,473.56","-23,898,473.56"
处置子公司及其他营业单位收到的现金净额,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
四、汇率变动对现金的影响,,,,,,,,,,,-161.74,"-24,964.23","-68,633.80","-88,973.67","-133,947.49","-3,944.83","40,188.67","-11,696.06","-80,280.26","60,459.56","33,566.91","406,939.90","94,932.61","-45,057.48","288,003.31","607,444.32","-1,346,107.52","967,479.35","60,001.89","-809,643.62","-850,519.91"
收到其他与投资活动有关的现金,"22,714.91","101,322.60","256,856.46","217,683.94","587,751.31","1,097,220.19","1,883,903.93","4,470,877.60","5,431,461.68","11,701,255.02","14,931,754.32","2,016,412.43","3,434,659.46","6,424,226.75","63,985,406.67","2,335,184.83","18,790,540.41","21,227,713.48","9,239,514.02","16,450,530.11","27,221,722.19","24,769,398.26","34,078,835.62","1,477,016.44","36,008,989.47","3,863,833.62","7,228,390.15","1,061,397.93","1,388,155.87","1,964,344.37","146,569,668.34"
四(2)、其他原因对现金的影响,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
投资活动现金流入小计,"43,234.91","177,709.38","256,856.46","272,683.94","642,751.31","1,152,220.19","1,937,846.24","4,470,877.60","5,431,461.68","11,715,255.02","14,945,754.32","2,016,412.43","3,546,429.46","6,660,551.25","64,593,666.43","2,495,184.83","18,981,949.89","21,434,352.43","10,347,078.01","16,486,130.11","395,102,294.20","681,647,611.37","1,490,680,163.53","317,962,211.82","805,713,174.14","1,107,699,448.35","2,011,616,953.44","1,371,667,863.18","2,888,850,619.25","3,903,805,175.35","4,861,852,166.27"
五、现金及现金等价物净增加额,"2,896,997.15","25,471,094.49","33,680,577.11","-24,118,015.09","386,970,444.60","368,769,740.27","330,779,421.45","-51,057,887.19","-59,675,690.30","-84,843,073.78","-47,122,541.67","-53,528,191.57","-88,875,473.02","-81,505,978.69","338,541.35","-41,644,051.88","59,675,775.93","43,980,181.39","43,489,178.87","-162,549,139.03","-130,101,863.43","-121,528,160.90","-8,082,106.89","-254,564,249.81","-289,823,913.46","-160,191,632.34","-88,649,640.32","-133,395,231.94","-102,104,534.48","-65,643,154.99","29,486,695.31"
购建固定资产、无形资产和其他长期资产支付的现金,"1,758,990.60","16,539,321.38","14,549,282.34","3,111,890.87","5,183,953.10","7,362,062.79","26,795,707.29","9,593,212.39","13,517,380.99","19,445,046.92","40,244,281.40","26,461,550.92","42,106,003.58","56,970,785.59","68,494,041.69","13,066,529.50","24,208,018.59","38,055,963.32","46,249,358.22","2,725,840.76","23,560,887.05","28,575,277.55","39,398,325.40","6,688,753.97","12,982,717.00","26,772,269.83","105,976,862.21","282,075,887.96","327,286,079.89","395,142,254.34","485,564,158.61"
期初现金及现金等价物余额,"3,028,524.43","5,925,521.58","31,396,616.07","65,077,193.18","65,077,193.18","65,077,193.18","65,077,193.18","455,856,614.63","455,856,614.63","455,856,614.63","395,856,614.63","408,734,072.96","408,734,072.96","408,734,072.96","348,734,072.96","364,072,614.31","349,072,614.31","349,072,614.31","349,072,614.31","392,561,793.18","392,561,793.18","392,561,793.18","392,561,793.18","384,479,686.29","384,479,686.29","384,479,686.29","384,479,686.29","295,830,045.97","295,830,045.97","295,830,045.97","295,830,045.97"
投资支付的现金,,"9,995,900.00",,,,,,,,,,,,,,,,,,,"597,408,400.00","870,258,400.00","1,727,518,400.00","505,000,000.00","949,300,000.00","1,904,800,000.00","2,835,850,000.00","1,017,000,000.00","2,497,500,000.00","3,391,280,000.00","4,245,705,373.00"
期末现金及现金等价物余额,"5,925,521.58","31,396,616.07","65,077,193.18","40,959,178.09","452,047,637.78","433,846,933.45","395,856,614.63","404,798,727.44","396,180,924.33","371,013,540.85","348,734,072.96","355,205,881.39","319,858,599.94","327,228,094.27","349,072,614.31","322,428,562.43","408,748,390.24","393,052,795.70","392,561,793.18","230,012,654.15","262,459,929.75","271,033,632.28","384,479,686.29","129,915,436.48","94,655,772.83","224,288,053.95","295,830,045.97","162,434,814.03","193,725,511.49","230,186,890.98","325,316,741.28"
