科目,2011年度,2012年度,2013年度,2014年1-6月,2014年1-9月,2014年度,2015年1-3月,2015年1-6月,2015年1-9月,2015年度,2016年1-3月,2016年1-6月,2016年1-9月,2016年度,2017年1-3月,2017年1-6月,2017年1-9月,2017年度,2018年1-3月
支付的各项税费,"45,461,471.69","52,403,158.52","47,188,666.59","18,208,384.27","12,142,665.99","33,465,150.71","4,868,676.67","4,071,138.89","19,452,328.05","25,343,138.21","5,188,926.80","8,940,118.95","17,295,307.94","24,601,117.91","11,889,536.77","18,805,020.48","29,985,973.55","43,829,390.54","6,512,844.81"
收到其他与筹资活动有关的现金,,,,,,,,,,,,,,,,,138.91,"500,000.00",
支付其他与经营活动有关的现金,"68,487,994.36","69,771,515.00","64,224,905.75","33,407,137.57","42,464,447.48","64,915,086.50","19,611,782.84","84,321,063.23","50,036,306.79","69,139,741.00","21,862,655.78","21,975,298.68","36,952,207.83","61,983,439.15","127,554,799.53","65,817,471.05","143,548,324.29","97,355,667.09","33,171,976.03"
筹资活动现金流入小计,"406,000,000.00","340,300,000.00","580,000,000.00","294,200,731.31","113,444,414.68","906,075,647.38","178,216,766.78","393,402,030.43","477,676,044.86","712,438,427.42","217,973,799.08","383,253,970.61","610,000,000.00","793,382,902.57","211,909,902.76","400,881,397.36","490,881,536.27","616,239,803.41","226,000,000.00"
经营活动现金流出小计,"1,260,494,259.07","1,164,303,907.85","1,152,776,959.34","588,174,682.66","341,599,161.21","1,225,766,224.59","301,348,703.03","627,510,531.97","745,856,652.00","847,572,712.59","189,321,446.60","329,559,422.58","641,035,633.77","864,368,326.85","427,358,724.75","595,814,019.87","905,947,280.56","1,135,321,294.49","213,128,300.81"
偿还债务支付的现金,"246,000,000.00","340,000,000.00","400,000,000.00","200,908,943.96","105,299,719.24","545,659,994.84","109,087,639.20","326,866,272.98","413,367,017.74","713,139,500.03","227,176,073.73","396,848,640.04","500,000,000.00","725,592,209.72","127,742,902.53","306,984,674.86","402,704,674.86","528,264,674.86","213,000,000.00"
经营活动产生的现金流量净额,"-23,028,910.24","108,189,283.93","-112,992,894.74","35,391,560.24","-23,939,361.72","8,612,540.63","-117,349,403.36","-122,196,966.54","-11,318,683.65","17,921,271.92","43,930,928.20","32,952,894.21","39,196,622.65","20,831,719.38","-65,216,392.78","-64,933,123.95","-12,239,729.99","-57,057,011.69","31,362,638.02"
分配股利、利润或偿还利息支付的现金,"25,736,208.57","29,895,817.63","28,687,122.31","21,776,614.36","13,136,854.79","48,220,291.93","9,635,130.58","37,924,618.50","48,092,812.00","49,325,611.97","7,605,742.35","14,304,446.35","21,554,476.08","29,416,933.53","10,589,273.14","20,123,344.31","29,209,274.81","29,683,141.83","10,594,683.81"
收回投资收到的现金,,,,,,,,,,"100,000,000.00",,,,"40,000,000.00",,"30,700,000.00","84,700,000.00","124,700,000.00",
支付其他与筹资活动有关的现金,,,,,,"6,277,679.85",,,,,,,,"2,868,904.45",,,"345,000.00","3,007,185.02","714,419.55"
取得投资收益收到的现金,,,,,,,,,,"987,500.00",,,,"539,475.00",361.68,"397,333.19","840,013.10","1,049,562.63",
筹资活动现金流出小计,"271,736,208.57","369,895,817.63","428,687,122.31","222,685,558.32","118,436,574.03","600,157,966.62","118,722,769.78","364,790,891.48","461,459,829.74","762,465,112.00","234,781,816.08","411,153,086.39","521,554,476.08","757,878,047.70","138,332,175.67","327,108,019.17","432,258,949.67","560,955,001.71","224,309,103.36"
处置固定资产、无形资产和其他长期资产收回的现金净额,,"23,879.00","96,080.00","32,630.34",,,,,,"3,240.00",,,"25,029.60",,,,,,"11,020.00"
筹资活动产生的现金流量净额,"134,263,791.43","-29,595,817.63","151,312,877.69","71,515,172.99","-4,992,159.35","305,917,680.76","59,493,997.00","28,611,138.95","16,216,215.12","-50,026,684.58","-16,808,017.00","-27,899,115.78","88,445,523.92","35,504,854.87","73,577,727.09","73,773,378.19","58,622,586.60","55,284,801.70","1,690,896.64"
处置子公司及其他营业单位收到的现金净额,,,,,,,,,,,,,,,,,,,
四、汇率变动对现金的影响,,,,,,"-8,899.82","-23,111.59","-70,530.71","-352,030.59","564,313.35","953,679.83","41,741.52","-61,407.52","197,220.03","299,349.15","119,864.72","-986,239.00","-1,612,838.14","-1,737,398.78"
收到其他与投资活动有关的现金,,,,,,,,,,,,,,,,,,,
四(2)、其他原因对现金的影响,,,,,,,,,,,,,,,,,,,
投资活动现金流入小计,,"23,879.00","96,080.00","32,630.34",,,,,,"100,990,740.00",,,"25,029.60","40,539,475.00",361.68,"31,097,333.19","85,540,013.10","125,749,562.63","11,020.00"
五、现金及现金等价物净增加额,"45,893,193.69","29,519,168.37","-20,736,008.68","38,308,185.07","-50,969,959.18","212,798,018.89","-66,324,252.89","-114,062,802.02","-78,471,734.38","-84,270,927.15","6,640,220.53","-22,550,924.48","3,993,358.75","-58,948,452.88","-194,753.50","-9,580,710.69","4,557,382.32","-11,249,850.56","15,949,821.85"
购建固定资产、无形资产和其他长期资产支付的现金,"65,341,687.50","49,098,176.93","59,152,071.63","68,631,178.50","22,038,438.11","101,723,302.68","8,445,734.94","20,406,443.72","33,017,235.26","53,720,567.84","21,436,370.50","26,946,444.43","33,001,858.25","48,288,308.12","8,155,798.64","13,638,162.84","21,451,248.39","33,986,365.06","6,877,334.03"
期初现金及现金等价物余额,"51,929,649.89","97,822,843.58","127,342,011.95","106,606,003.27","144,914,188.34","106,606,003.27","319,404,022.16","319,404,022.16","319,404,022.16","324,404,022.16","240,133,095.01","240,133,095.01","240,133,095.01","240,133,095.01","181,184,642.13","181,184,642.13","181,184,642.13","181,184,642.13","169,934,791.57"
投资支付的现金,,,,,,,,,"50,000,000.00","100,000,000.00",,"700,000.00","40,000,000.00","70,000,000.00","700,000.00","36,000,000.00","95,428,000.00","99,628,000.00","8,500,000.00"
期末现金及现金等价物余额,"97,822,843.58","127,342,011.95","106,606,003.27","144,914,188.34","93,944,229.16","319,404,022.16","253,079,769.27","205,341,220.14","240,932,287.78","240,133,095.01","246,773,315.54","217,582,170.53","244,126,453.76","181,184,642.13","180,989,888.63","171,603,931.44","185,742,024.45","169,934,791.57","185,884,613.42"
