科目,2013-12-31,2014-12-31,2015-12-31,2016-06-30,2016-09-30,2016-12-31,2017-03-31,2017-06-30,2017-09-30,2017-12-31
资本公积,"55,364,566.28","55,364,566.28","55,364,566.28","55,364,566.28",,"481,575,117.24","481,575,117.24","301,095,117.24","301,095,117.24","301,095,117.24"
无形资产,"16,711,460.32","16,844,831.08","16,572,747.24","21,168,005.32",,"21,504,197.39","21,737,077.46","21,589,077.90","21,396,206.55","27,210,279.95"
盈余公积,"18,804,427.49","23,059,119.42","30,567,642.96","30,567,642.96",,"43,419,270.71","43,419,270.71","43,419,270.71","43,419,270.71","58,308,419.40"
开发支出,,,,,,,,,,
减:库存股,,,,,,,,,,
商誉,,,,,,,,,,
未分配利润,"83,911,420.22","112,502,520.42","165,651,012.02","182,042,505.76",,"262,357,984.78","323,328,079.68","303,836,900.26","329,843,974.68","363,460,422.78"
长期待摊费用,"3,729,856.78","3,913,196.27","4,098,603.20","3,609,446.89",,"4,776,352.59","5,120,457.39","5,117,822.32","5,836,504.06","7,278,395.30"
少数股东权益,,,,,,,,,,
递延所得税资产,"3,757,737.18","3,488,248.04","3,644,758.14","3,228,148.92",,"4,031,991.64","3,969,548.14","3,080,536.45","3,667,676.93","4,243,535.03"
外币报表折算价差,,,,,,,,,,
其他非流动资产,"1,233,971.49","3,285,465.53","3,918,327.28","4,297,667.93",,"7,036,416.83",,"15,583,637.93","15,027,821.73","3,944,638.62"
非正常经营项目收益调整,,,,,,,,,,
非流动资产合计,"219,354,247.34","223,898,870.84","243,265,018.39","254,357,849.47",,"276,237,169.73","277,156,378.05","309,943,829.04","320,263,705.86","347,383,074.68"
所有者权益(或股东权益)合计,"225,760,413.99","258,606,206.12","319,263,221.26","335,654,715.00","358,714,028.58","877,592,372.73","938,562,467.63","919,071,288.21","945,078,362.63","993,583,959.42"
资产总计,"453,118,872.61","416,395,189.68","546,716,763.17","538,292,949.53","565,665,220.04","1,108,048,869.23","1,072,306,582.29","1,052,178,716.11","1,091,683,490.41","1,204,232,174.14"
负债和所有者(或股东权益)合计,"453,118,872.61","416,395,189.68","546,716,763.17","538,292,949.53",,"1,108,048,869.23","1,072,306,582.29","1,052,178,716.11","1,091,683,490.41","1,204,232,174.14"
