科目,2007年度,2008年度,2009年1-6月,2009年1-9月,2009年度,2010年1-3月,2010年1-6月,2010年1-9月,2010年度,2011年1-3月,2011年1-6月,2011年1-9月,2011年度,2012年1-3月,2012年1-6月,2012年1-9月,2012年度,2013年1-3月,2013年1-6月,2013年1-9月,2013年度,2014年1-3月,2014年1-6月,2014年1-9月,2014年度,2015年1-3月,2015年1-6月,2015年1-9月,2015年度,2016年1-3月,2016年1-6月,2016年1-9月,2016年度,2017年1-3月,2017年1-6月,2017年1-9月,2017年度
堪探费用,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
加:影响利润总额的其他科目,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
财务费用,"613,801.92","1,443,298.77","349,609.50","173,150.11","429,705.54","-240,439.11","-1,488,944.20","-2,338,274.11","-13,175,159.49","-1,295,950.03","-3,864,776.91","-5,035,479.97","-14,703,391.63","610,537.18","-2,405,836.17","-3,844,662.87","-13,117,765.83","-901,216.73","-1,281,342.23","-3,296,257.04","-10,646,608.65","-1,887,067.73","-2,629,001.38","-3,737,223.24","-12,689,542.39","-349,699.70","-3,012,711.11","-7,120,771.07","-13,214,736.61","1,308,517.70","-4,279,106.19","-5,061,378.71","-14,425,405.88","1,696,080.49","5,572,029.90","12,560,425.64","17,820,566.84"
三、利润总额,"29,944,958.71","36,852,713.28","29,487,127.87","50,810,318.51","70,853,322.83","14,144,546.67","49,235,542.46","72,820,474.76","110,963,283.20","28,199,744.78","69,923,871.06","106,646,280.86","146,115,990.84","30,486,981.99","71,063,599.68","111,956,783.80","153,076,086.95","28,635,227.37","61,095,086.15","99,440,855.08","144,015,469.86","36,068,514.99","78,933,276.13","118,226,446.38","159,346,126.98","15,498,843.52","51,761,425.32","97,914,865.68","154,565,531.25","64,879,005.53","150,780,080.56","227,952,373.26","303,848,390.63","82,053,662.19","152,475,151.61","243,901,436.09","327,329,712.54"
资产减值损失,"2,894,835.23","846,853.59","3,877,439.01","5,939,196.52","6,883,103.73","3,162,555.72","341,704.08","4,924,332.98","608,259.25","-5,120,579.73","-3,197,886.22","-2,844,614.59","-2,875,023.98","1,810,841.88","2,348,703.82","2,479,459.41","3,185,667.54","-520,780.90","628,052.82","905,124.25","2,204,100.50","-337,686.18","-48,546.12","129,845.94","670,116.55","574,458.98","3,338,749.41","2,961,246.87","4,112,360.59","616,319.28","18,431,491.65","21,665,653.48","25,112,623.44","-34,040.01","912,076.64","8,131,834.58","15,067,236.67"
减:所得税,"2,016,627.32","5,094,520.88","4,633,890.91","7,623,159.67","10,720,181.65","1,902,651.14","7,628,872.54","11,078,350.99","17,037,662.64","3,978,630.95","10,462,911.47","16,324,332.19","22,397,161.05","4,898,293.88","11,379,344.46","18,106,504.12","23,261,635.94","4,870,692.87","9,182,707.40","12,731,449.65","18,544,358.67","4,981,027.63","11,444,785.61","18,068,662.75","24,068,351.59","2,714,673.45","8,644,511.46","15,448,630.34","21,469,856.47","9,969,790.57","22,211,849.86","33,343,990.44","40,886,293.82","12,065,873.09","21,394,685.50","34,167,018.38","40,797,186.40"
加:公允价值变动净收益,,,,,,,,,,,,,,,,,,,"1,008,476.12","1,356,911.70","697,800.00","-1,591,600.00","-2,044,638.00","-1,451,915.10","-909,650.00","566,735.50","1,186,416.00","-370,488.00","-1,031,350.00","235,200.00","316,484.00","1,243,200.00",,,,,
加:影响净利润的其他科目,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
投资收益,"1,007,478.33","560,365.14","25,042.11","27,990.55","27,990.55",,,,,,,,,,,,"11,660.32","315,513.70","2,100,659.60","3,998,519.89","7,582,773.32","1,698,153.43","3,430,009.60","6,587,346.59","7,072,533.75","1,425,425.82","3,572,971.15","4,480,702.18","4,378,871.48","405,170.86","311,819.01","-473,166.85","808,864.69","1,830,432.63","3,084,938.08","3,986,620.28","17,230,121.31"
四、净利润,"27,928,331.39","31,758,192.40","24,853,236.96","43,187,158.84","60,133,141.18","12,241,895.53","41,606,669.92","61,742,123.77","93,925,620.56","24,221,113.83","59,460,959.59","90,321,948.67","123,718,829.79","25,588,688.11","59,684,255.22","93,850,279.68","129,814,451.01","23,764,534.50","51,912,378.75","86,709,405.43","125,471,111.19","31,087,487.36","67,488,490.52","100,157,783.63","135,277,775.39","12,784,170.07","43,116,913.86","82,466,235.34","133,095,674.78","54,909,214.96","128,568,230.70","194,608,382.82","262,962,096.81","69,987,789.10","131,080,466.11","209,734,417.71","286,532,526.14"
其中:对联营企业和合营企业的投资权益,"989,279.06",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"12,741,937.37"
归属于母公司所有者的净利润,"27,928,331.39","31,618,793.93","24,853,236.96","43,187,158.84","60,133,141.18","12,241,895.53","41,606,669.92","61,742,123.77","93,925,620.56","24,221,113.83","59,460,959.59","90,321,948.67","123,718,829.79","25,588,688.11","59,684,255.22","93,850,279.68","129,814,451.01","23,764,534.50","51,912,378.75","86,709,405.43","125,471,111.19","31,087,487.36","67,470,974.26","99,168,397.06","132,759,520.84","12,105,546.30","41,050,078.76","78,734,104.01","127,671,879.48","53,158,480.24","124,509,068.11","189,182,388.89","255,919,671.12","67,694,567.10","126,953,759.22","203,641,427.22","280,053,787.34"
影响营业利润的其他科目,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
少数股东损益,,"139,398.47",,,,,,,,,,,,,,,,,,,,,"17,516.26","989,386.57","2,518,254.55","678,623.77","2,066,835.10","3,732,131.33","5,423,795.30","1,750,734.72","4,059,162.59","5,425,993.93","7,042,425.69","2,293,222.00","4,126,706.89","6,092,990.49","6,478,738.80"
