科目,2007年度,2008年度,2009年度,2010年1-6月,2010年1-9月,2010年度,2011年1-3月,2011年1-6月,2011年1-9月,2011年度,2012年1-3月,2012年1-6月,2012年1-9月,2012年度,2013年1-3月,2013年1-6月,2013年1-9月,2013年度,2014年1-3月,2014年1-6月,2014年1-9月,2014年度,2015年1-3月,2015年1-6月,2015年1-9月,2015年度,2016年1-3月,2016年1-6月,2016年1-9月,2016年度,2017年1-3月,2017年1-6月,2017年1-9月,2017年度
支付给职工以及为职工支付的现金,"12,412,994.56","21,074,800.86","22,623,172.42","15,267,824.57","24,491,765.13","35,150,152.18","16,458,304.90","30,835,785.00","48,304,358.09","67,003,670.31","21,954,934.02","43,622,296.34","65,591,217.90","87,800,037.19","26,819,966.40","51,962,293.42","79,830,708.76","107,159,601.26","31,375,311.37","59,003,438.07","86,402,816.72","115,641,485.47","31,203,694.59","57,772,082.61","87,064,578.72","118,000,183.65","37,634,587.52","69,781,120.81","105,989,543.70","141,931,683.46","42,331,340.44","79,541,399.08","118,260,132.72","158,797,060.93"
取得借款收到的现金,"7,000,000.00","10,000,000.00","35,000,000.00",,"10,000,000.00","64,000,000.00",,"7,000,000.00","7,000,000.00","23,000,000.00","12,000,000.00","25,000,000.00","25,000,000.00","39,000,000.00",,"17,000,000.00","21,000,000.00","31,000,000.00",,"9,500,000.00","13,000,000.00","27,500,000.00","3,000,000.00","110,800,000.00","119,480,000.00","139,800,000.00","20,500,000.00","234,500,000.00","235,700,000.00","363,700,000.00","21,200,000.00","290,500,000.00","350,950,000.00","438,950,000.00"
支付的各项税费,"12,154,006.72","34,318,610.56","28,239,843.27","22,520,924.85","32,007,469.94","41,249,827.32","10,732,132.09","24,384,656.11","37,638,088.20","52,817,625.99","15,065,567.70","30,964,112.29","45,615,922.18","62,461,664.35","18,298,713.61","38,630,704.56","58,627,536.92","77,216,932.02","18,194,139.08","40,021,916.91","51,254,732.15","63,101,307.98","11,940,062.73","23,855,206.48","36,489,015.98","54,924,518.75","17,044,334.32","36,812,419.18","55,967,801.60","82,253,512.73","16,188,677.37","39,121,143.74","58,675,546.01","81,975,251.64"
收到其他与筹资活动有关的现金,,,,,,,,,,,,,,"900,000.00",,,,,,,,,"2,550,000.00","8,350,000.00","8,350,000.00","11,563,524.53","5,300,000.00","14,800,000.00","20,089,000.00","25,989,000.00","7,500,000.00","16,800,000.00","16,800,000.00","18,800,000.00"
支付其他与经营活动有关的现金,"62,500,722.88","107,018,106.13","94,983,085.24","53,178,308.71","77,526,386.59","119,553,320.82","48,060,688.80","81,165,108.21","138,056,241.26","176,130,188.76","42,039,741.45","85,879,396.03","138,968,374.76","165,345,749.76","52,095,415.11","95,678,175.51","136,242,437.62","183,309,977.15","54,585,815.34","108,157,668.67","164,486,141.76","226,632,765.78","48,448,862.45","103,421,978.07","141,965,052.18","211,902,259.95","48,452,284.81","125,236,869.91","168,535,269.47","240,843,108.33","55,653,240.05","116,031,180.90","177,589,170.01","307,472,429.46"
筹资活动现金流入小计,"17,800,000.00","65,649,145.58","35,000,000.00",,"1,074,714,915.77","1,128,714,915.77",,"7,000,000.00","7,000,000.00","23,000,000.00","12,000,000.00","40,030,000.00","41,500,000.00","62,000,000.00","19,655,625.60","42,255,625.60","46,255,625.60","56,255,625.60","20,923,800.48","30,423,800.48","33,923,800.48","49,723,800.48","10,970,000.00","124,570,000.00","133,250,000.00","156,783,524.53","25,800,000.00","269,782,886.00","499,090,886.00","634,338,386.00","28,700,000.00","307,300,000.00","384,550,000.00","474,550,000.00"
经营活动现金流出小计,"151,414,752.41","221,516,541.47","211,895,393.94","129,764,312.47","194,180,389.88","295,240,990.11","117,677,894.29","247,134,198.29","383,016,018.19","532,362,220.50","131,724,461.53","278,918,426.34","430,770,150.84","552,779,111.37","152,482,254.79","290,212,451.66","437,333,795.40","601,915,242.10","154,305,300.11","302,817,413.07","447,212,859.19","613,284,118.76","151,862,647.19","301,776,547.45","440,538,547.68","621,966,569.92","183,732,452.96","486,295,825.33","579,199,390.28","829,713,376.63","229,066,456.39","447,526,070.50","645,986,347.46","959,681,440.73"
偿还债务支付的现金,,"10,983,000.00","10,000,000.00","10,000,000.00","10,000,000.00","35,000,000.00","71,000,000.00","78,000,000.00","78,000,000.00","87,000,000.00","12,000,000.00","27,000,000.00","27,000,000.00","43,000,000.00","4,000,000.00","17,000,000.00","17,000,000.00","31,000,000.00","6,000,000.00","19,000,000.00","19,000,000.00","30,500,000.00",,"5,000,000.00","16,000,000.00","41,000,000.00","10,000,000.00","139,664,464.07","141,153,610.54","245,941,387.15","9,038,461.54","204,576,923.08","206,615,384.62","305,603,846.16"
经营活动产生的现金流量净额,"19,145,458.19","68,072,295.51","64,590,619.81","20,344,478.91","18,071,180.60","112,815,211.58","-13,324,069.85","-7,659,257.02","-5,728,662.89","90,285,522.12","-19,619,255.41","-13,888,730.09","-22,486,376.59","89,918,331.58","-28,124,770.92","-3,657,896.39","11,570,547.24","88,684,156.90","-460,887.45","43,599,420.11","61,257,373.02","128,370,937.08","6,856,149.13","39,577,434.37","99,153,069.02","225,265,709.11","6,086,579.32","39,574,722.15","91,339,645.23","207,668,427.35","-16,829,015.97","-13,221,104.49","35,367,159.37","107,573,523.30"
分配股利、利润或偿还利息支付的现金,"854,988.25","3,090,913.26","50,202,405.00","17,778,000.12","18,129,050.12","21,480,099.82","483,905.38","75,415,026.84","90,183,089.19","105,231,379.21","675,736.14","45,976,476.80","46,611,332.96","47,182,633.56","613,576.66","49,072,080.46","49,803,501.66","50,349,544.72","424,600.00","39,701,293.67","39,900,493.67","40,524,703.89","623,533.33","40,577,773.33","42,511,591.65","44,287,550.45","1,978,716.66","65,057,399.26","67,771,404.22","71,610,943.22","1,890,955.94","69,661,781.25","74,077,218.93","77,140,768.26"
收回投资收到的现金,"17,400,000.00",,,,,,,,,,,,,,,,,,,,,,,"95,000,000.00","272,400,000.00","488,660,000.00","75,508,320.00","245,884,960.00","397,450,000.00","548,930,000.00","427,845,000.00","945,635,000.00","1,249,385,000.00","1,713,195,000.00"
支付其他与筹资活动有关的现金,,,,"951,717.60",,,,"225,467.11","124,677.11","4,018,408.55","1,197,000.00","1,089,958.42","495,458.42","321,601.42","1,509,244.80","6,554,065.52","6,642,865.52","1,777,915.52","2,501,253.34","5,240,629.60","7,820,629.60","5,900,629.60","2,500,000.00","5,090,217.04","13,341,269.34","23,802,650.34","5,500,000.00","12,549,238.37","23,065,632.95","22,138,632.95","2,560,000.00","10,129,027.49","14,509,027.49","14,887,987.49"
取得投资收益收到的现金,,,,,,,,,,,,"40,122.30","40,122.30","40,122.30",,"204,208.20","426,974.79","426,974.79",,"325,000.00","325,000.00","325,000.00",,"1,071,216.50","3,733,867.94","5,905,403.01","282,110.80","3,390,334.06","4,530,557.71","5,380,810.86","5,679,852.94","8,230,282.82","13,322,684.34","15,998,764.15"
筹资活动现金流出小计,"854,988.25","14,073,913.26","60,202,405.00","28,729,717.72","28,129,050.12","56,480,099.82","71,483,905.38","153,640,493.95","168,307,766.30","196,249,787.76","13,872,736.14","74,066,435.22","74,106,791.38","90,504,234.98","6,122,821.46","72,626,145.98","73,446,367.18","83,127,460.24","8,925,853.34","63,941,923.27","66,721,123.27","76,925,333.49","3,123,533.33","50,667,990.37","71,852,860.99","109,090,200.79","17,478,716.66","217,271,101.70","231,990,647.71","339,690,963.32","13,489,417.48","284,367,731.82","295,201,631.04","397,632,601.91"
处置固定资产、无形资产和其他长期资产收回的现金净额,"120,110.00","75,000.00","36,828.12","1,538.46","1,538.46","1,538.46",,,,"4,000.00",,,,,,"54,000.00","104,000.00","104,000.00",20.00,"83,020.00","84,220.00","89,820.00",112.80,"37,112.80","45,112.80","68,132.80",,30.00,"97,045.00","275,118.11","43,668.34","428,373.72","446,373.72","523,602.92"
筹资活动产生的现金流量净额,"16,945,011.75","51,575,232.32","-25,202,405.00","-28,729,717.72","1,046,585,865.65","1,072,234,815.95","-71,483,905.38","-146,640,493.95","-161,307,766.30","-173,249,787.76","-1,872,736.14","-34,036,435.22","-32,606,791.38","-28,504,234.98","13,532,804.14","-30,370,520.38","-27,190,741.58","-26,871,834.64","11,997,947.14","-33,518,122.79","-32,797,322.79","-27,201,533.01","7,846,466.67","73,902,009.63","61,397,139.01","47,693,323.74","8,321,283.34","52,511,784.30","267,100,238.29","294,647,422.68","15,210,582.52","22,932,268.18","89,348,368.96","76,917,398.09"
处置子公司及其他营业单位收到的现金净额,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
四、汇率变动对现金的影响,,"-5,472.99",-12.46,-0.76,"-11,485.77","-12,829.25","3,558.51","3,558.51","3,329.52","13,084.13",-3.78,-3.71,-61.98,"-9,687.73",-0.01,"-1,150.94","-3,414.56","-6,901.82","-3,602.78","-3,602.78","-3,874.14","-4,199.13",,,0.81,0.81,,400.18,400.18,400.18,,,,
收到其他与投资活动有关的现金,,"15,517.40",,,,,,,,,,,,,,,,,"50,000,000.00","100,000,000.00","100,000,000.00","100,000,000.00",,,,,,,,,,,,
四(2)、其他原因对现金的影响,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
投资活动现金流入小计,"17,520,110.00","90,517.40","36,828.12","1,538.46","1,538.46","1,538.46",,,,"4,000.00",,"40,122.30","40,122.30","40,122.30",,"258,208.20","530,974.79","530,974.79","50,000,020.00","100,408,020.00","100,409,220.00","100,414,820.00",112.80,"96,108,329.30","276,178,980.74","494,633,535.81","75,790,430.80","249,275,324.06","402,077,602.71","554,585,928.97","433,568,521.28","954,293,656.54","1,263,154,058.06","1,729,717,367.07"
五、现金及现金等价物净增加额,"19,216,698.49","67,355,441.20","3,569,897.71","-53,567,911.92","996,581,110.70","1,063,757,215.84","-143,775,194.63","-207,126,028.54","-258,665,123.36","-286,302,147.82","-42,873,545.91","-108,209,930.61","-239,036,294.26","-195,971,965.60","-70,809,024.54","-170,033,595.80","-210,830,628.95","-292,296,345.62","22,734,746.37","3,006,601.15","-13,496,316.23","-1,527,052.71","-149,999,174.95","-128,627,367.91","-254,576,568.62","-279,319,241.23","-5,654,040.01","-2,202,329.44","51,481,884.87","52,331,918.05","115,400,352.82","-34,975,262.54","110,675,832.35","126,167,664.70"
购建固定资产、无形资产和其他长期资产支付的现金,"16,993,881.45","19,656,628.44","31,337,532.76","26,148,210.81","32,273,288.24","47,790,168.64","35,714,015.91","44,293,231.93","83,095,419.54","184,818,362.16","17,641,550.58","48,752,015.14","93,939,631.62","167,372,941.78","51,186,610.16","134,031,788.70","193,507,547.25","251,602,283.26","38,798,730.54","107,479,113.39","142,361,712.32","183,107,077.65","37,451,903.55","58,811,335.31","101,522,608.93","151,097,578.50","49,152,333.47","69,837,050.13","93,768,491.54","128,132,751.13","30,919,735.01","47,710,082.77","74,253,754.04","108,870,623.76"
期初现金及现金等价物余额,"28,231,632.25","47,448,330.74","114,803,771.94","118,373,669.65","118,373,669.65","118,373,669.65","1,182,130,885.49","1,182,130,885.49","1,182,130,885.49","1,182,130,885.49","895,828,737.67","896,728,737.67","896,728,737.67","895,828,737.67","699,856,772.07","699,856,772.07","699,856,772.07","699,856,772.07","407,560,426.45","407,560,426.45","407,560,426.45","407,560,426.45","406,033,373.74","406,033,373.74","406,033,373.74","407,652,410.49","128,333,169.26","128,333,169.26","128,333,169.26","128,333,169.26","180,665,087.31","180,665,087.31","180,665,087.31","180,665,087.31"
投资支付的现金,"17,400,000.00","32,720,502.60","4,517,600.00","19,036,000.00","35,792,700.00","48,913,100.00","23,256,762.00","2,625,000.00","2,625,000.00","15,982,100.00","3,740,000.00","10,431,126.46","80,065,000.00","80,065,000.00",,,,,,,,"20,000,000.00","127,250,000.00","255,023,490.21","562,812,617.59","801,121,685.81","46,700,000.00","273,727,510.00","615,267,510.00","876,437,510.00","285,630,000.00","951,270,000.00","1,202,940,000.00","1,679,170,000.00"
期末现金及现金等价物余额,"47,448,330.74","114,803,771.94","118,373,669.65","64,805,757.73","1,114,954,780.35","1,182,130,885.49","1,038,355,690.86","975,004,856.95","923,465,762.13","895,828,737.67","852,955,191.76","788,518,807.06","657,692,443.41","699,856,772.07","629,047,747.53","529,823,176.27","489,026,143.12","407,560,426.45","430,295,172.82","410,567,027.60","394,064,110.22","406,033,373.74","256,034,198.79","277,406,005.83","151,456,805.12","128,333,169.26","122,679,129.25","126,130,839.82","179,815,054.13","180,665,087.31","296,065,440.13","145,689,824.77","291,340,919.66","306,832,752.01"
