科目,2007年度,2008年度,2009年1-3月,2009年度,2010年1-3月,2010年1-6月,2010年1-9月,2010年度,2011年1-3月,2011年1-6月,2011年1-9月,2011年度,2012年1-3月,2012年1-6月,2012年1-9月,2012年度,2013年1-3月,2013年1-6月,2013年1-9月,2013年度,2014年1-3月,2014年1-6月,2014年1-9月,2014年度,2015年1-3月,2015年1-6月,2015年1-9月,2015年度,2016年1-3月,2016年1-6月,2016年1-9月,2016年度,2017年1-3月,2017年1-6月,2017年1-9月
支付给职工以及为职工支付的现金,"45,037,383.95","63,144,798.65","17,994,618.67","63,522,071.84","16,872,930.08","32,657,510.76","47,888,975.78","73,901,806.27","24,613,118.23","48,140,954.07","67,489,962.20","86,923,859.94","32,474,353.00","59,696,939.98","88,019,902.24","117,208,973.03","42,800,863.19","78,274,578.30","110,459,481.32","142,761,501.92","48,407,921.59","81,004,661.79","120,709,778.44","159,045,297.59","56,294,396.72","93,049,533.88","132,220,179.71","173,330,774.07","59,548,877.14","97,191,980.89","133,767,773.20","174,875,176.19","55,999,661.48","93,893,350.45","132,483,324.72"
取得借款收到的现金,"961,038,007.25","1,057,950,000.00","230,500,000.00","564,200,000.00","259,700,000.00","297,700,000.00","347,700,000.00","423,700,000.00","185,000,000.00","292,780,000.00","346,080,000.00","615,010,000.00","129,680,000.00","316,680,000.00","536,680,000.00","712,680,000.00","467,000,000.00","556,000,000.00","714,000,000.00","794,000,000.00","337,950,000.00","471,950,000.00","882,300,000.00","1,015,400,000.00","147,850,000.00","257,850,000.00","257,850,000.00","548,350,000.00","206,500,000.00","295,500,000.00","583,000,000.00","938,300,000.00","284,000,000.00","431,200,000.00","661,200,000.00"
支付的各项税费,"49,799,780.74","107,005,385.93","14,338,804.13","80,774,069.26","8,457,305.91","34,402,639.48","43,567,837.74","62,571,470.94","9,645,172.27","21,841,829.82","38,597,725.86","52,216,115.32","13,106,224.69","32,962,113.11","42,616,713.89","66,647,673.02","23,902,404.38","42,308,821.57","55,216,621.89","70,228,443.02","12,754,152.30","32,760,556.62","67,884,038.73","81,072,752.38","20,954,169.49","61,713,237.58","82,554,853.66","104,563,377.48","32,181,652.71","53,606,536.58","78,402,913.98","98,609,752.73","23,712,809.33","37,051,693.47","62,426,022.50"
收到其他与筹资活动有关的现金,,,,,,,,,"137,006.00",,,,,,,,,,,,,,,,,,,,,,,,,,
支付其他与经营活动有关的现金,"527,833,936.56","546,092,300.54","172,523,265.26","337,937,536.02","105,396,391.58","242,071,117.23","325,807,614.01","216,232,589.45","85,448,690.46","226,999,699.56","351,017,243.55","241,091,302.68","25,280,902.20","201,970,975.43","323,635,220.84","255,219,641.00","132,794,106.59","157,950,623.16","306,512,525.90","306,169,012.62","69,850,629.63","96,592,467.73","156,163,428.97","152,374,267.01","59,328,109.37","78,715,331.14","109,455,700.99","112,668,879.67","46,527,364.63","87,460,817.88","140,591,747.59","132,107,683.57","62,921,896.52","106,798,354.70","160,266,796.08"
筹资活动现金流入小计,"961,038,007.25","1,057,950,000.00","230,500,000.00","564,200,000.00","259,700,000.00","1,019,590,000.00","1,069,590,000.00","1,145,590,000.00","185,137,006.00","292,780,000.00","346,080,000.00","615,010,000.00","129,680,000.00","316,680,000.00","536,680,000.00","712,680,000.00","467,000,000.00","1,039,188,960.00","1,197,188,960.00","1,277,188,960.00","337,950,000.00","471,950,000.00","882,300,000.00","1,015,400,000.00","147,850,000.00","257,850,000.00","257,850,000.00","548,350,000.00","206,500,000.00","295,500,000.00","583,000,000.00","938,300,000.00","284,000,000.00","431,200,000.00","661,200,000.00"
经营活动现金流出小计,"3,242,343,486.07","3,209,817,478.56","645,890,432.02","2,692,379,006.95","728,518,126.35","1,397,062,430.73","1,888,593,625.57","3,102,743,838.27","707,659,085.07","1,411,142,675.11","2,128,432,784.28","3,580,753,059.09","854,539,451.96","2,040,337,214.27","3,269,623,251.13","3,951,560,990.09","1,116,843,085.81","1,927,086,072.08","3,272,976,463.58","3,497,822,744.99","748,045,169.48","1,354,824,876.86","2,418,998,556.91","2,981,223,193.09","623,118,825.74","1,329,459,305.32","1,990,644,637.35","2,354,564,037.94","541,492,761.43","1,223,536,321.89","2,005,579,532.67","2,713,540,437.21","886,777,926.53","1,817,122,903.49","3,194,474,487.94"
偿还债务支付的现金,"1,099,888,007.25","1,085,500,000.00","133,500,000.00","538,400,000.00","143,000,000.00","166,000,000.00","425,000,000.00","518,000,000.00","166,700,000.00","257,780,000.00","309,780,000.00","568,080,000.00","110,630,000.00","327,520,000.00","480,310,000.00","682,310,000.00","270,000,000.00","579,000,000.00","772,000,000.00","920,000,000.00","214,950,000.00","415,950,000.00","580,950,000.00","986,800,000.00","190,750,000.00","296,600,000.00","335,600,000.00","443,100,000.00","93,850,000.00","133,850,000.00","258,350,000.00","554,950,000.00","122,000,000.00","389,200,000.00","807,900,000.00"
经营活动产生的现金流量净额,"177,406,565.45","188,390,827.35","-42,879,708.54","125,805,992.94","-188,169,957.15","-176,667,543.24","-196,297,517.91","-29,747,529.02","-109,064,907.57","-53,015,095.22","-107,292,886.40","-14,735,923.08","-153,296,166.34","-121,889,946.09","-250,094,084.08","-9,976,573.87","-237,934,361.29","-79,682,664.68","-163,892,779.49","-89,335,324.50","-90,686,193.65","129,945,088.14","-49,115,419.82","176,635,438.59","22,844,847.49","96,628,958.54","202,348,980.68","393,093,664.33","-9,725,015.98","71,720,991.59","16,787,422.95","29,857,873.80","-167,749,078.94","-127,524,650.05","-293,297,286.50"
分配股利、利润或偿还利息支付的现金,"60,964,999.31","74,243,103.48","4,363,814.08","55,509,080.41","5,841,703.74","13,966,787.99","22,474,800.35","23,852,458.95","5,171,544.12","24,581,781.11","30,382,774.62","40,019,760.16","6,310,661.41","38,567,102.20","43,652,275.33","50,234,455.74","7,550,710.89","13,254,319.20","16,919,354.71","56,672,463.52","5,437,234.52","52,489,297.83","56,138,234.32","62,935,666.46","3,559,208.81","58,475,693.50","60,909,380.12","64,003,897.48","4,554,472.87","61,748,675.94","67,796,696.42","75,324,047.76","8,454,180.18","18,373,815.53","45,618,915.70"
收回投资收到的现金,"1,852,963.70","2,223,179.87",,,,,,,,,,,,,,,,,,"540,000,000.00","310,000,000.00","370,987,553.37","557,987,553.37","945,000,000.00","180,000,000.00","212,000,000.00","279,500,000.00","873,000,000.00","542,000,000.00","960,000,000.00","1,383,000,000.00","2,385,782,469.10","353,000,000.00","706,883,246.58","1,240,190,469.55"
支付其他与筹资活动有关的现金,"1,030,000.00","320,000.00",,"1,250,000.00","200,000.00","2,689,510.00","8,390,565.00","13,697,653.00",,,"1,260,843.26",,,,,,,"2,191,448.00","19,562,045.65","2,191,448.00","62,343.00","222,420.64","264,388.99",,"23,495.76","105,966.13","125,455.67",,"19,119.23","226,750.82","255,878.73",,"28,207.88",,
取得投资收益收到的现金,,,,,,,,,,,,,,,,,,,"1,995,950.69","2,808,421.92","4,006,512.32","6,775,474.99","8,964,475.62","11,908,352.65","1,890,838.61","3,846,785.18","5,428,689.29","7,986,322.01","3,491,749.74","5,602,412.73","7,143,681.87","12,413,336.10","957,371.72","2,045,574.90","3,608,336.48"
筹资活动现金流出小计,"1,161,883,006.56","1,160,063,103.48","137,863,814.08","595,159,080.41","149,041,703.74","182,656,297.99","455,865,365.35","555,550,111.95","171,871,544.12","282,361,781.11","341,423,617.88","608,099,760.16","116,940,661.41","366,087,102.20","523,962,275.33","732,544,455.74","277,550,710.89","594,445,767.20","808,481,400.36","978,863,911.52","220,449,577.52","468,661,718.47","637,352,623.31","1,049,735,666.46","194,332,704.57","355,181,659.63","396,634,835.79","507,103,897.48","98,423,592.10","195,825,426.76","326,402,575.15","630,274,047.76","130,482,388.06","407,573,815.53","853,518,915.70"
处置固定资产、无形资产和其他长期资产收回的现金净额,"4,545,825.45","378,093.68",,"127,847.68","213,228.00","213,228.00","225,427.32","66,313.46",,"103,178.12","103,178.12","336,224.53",,,,700.00,,,,,,"12,000.00","305,376.00","391,041.03",,,,"73,803.51",,,,"394,136.18",,"27,200.00","31,358.00"
筹资活动产生的现金流量净额,"-200,844,999.31","-102,113,103.48","92,636,185.92","-30,959,080.41","110,658,296.26","836,933,702.01","613,724,634.65","590,039,888.05","13,265,461.88","10,418,218.89","4,656,382.12","6,910,239.84","12,739,338.59","-49,407,102.20","12,717,724.67","-19,864,455.74","189,449,289.11","444,743,192.80","388,707,559.64","298,325,048.48","117,500,422.48","3,288,281.53","244,947,376.69","-34,335,666.46","-46,482,704.57","-97,331,659.63","-138,784,835.79","41,246,102.52","108,076,407.90","99,674,573.24","256,597,424.85","308,025,952.24","153,517,611.94","23,626,184.47","-192,318,915.70"
处置子公司及其他营业单位收到的现金净额,"42,535,919.04",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"119,567,040.90","218,895,872.02"
四、汇率变动对现金的影响,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
收到其他与投资活动有关的现金,"6,773,382.21","10,454,513.13","1,874,148.70","4,884,779.45","1,169,307.15","2,460,580.30","4,991,030.67","9,267,616.69",,"6,339,627.34","8,144,570.81","19,774,229.33","6,616,362.49","12,033,402.53","14,352,206.08","18,077,281.96","1,626,020.68","3,742,739.34","5,868,648.89",,,,,"8,410,000.00",,,,"940,000.00",,"60,000,000.00","60,000,000.00","151,507,997.87",,"60,000,000.00","60,000,000.00"
四(2)、其他原因对现金的影响,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
投资活动现金流入小计,"55,708,090.40","13,055,786.68","1,874,148.70","5,012,627.13","1,382,535.15","2,673,808.30","5,216,457.99","9,333,930.15",,"6,442,805.46","8,247,748.93","20,110,453.86","6,616,362.49","12,033,402.53","14,352,206.08","18,077,981.96","1,626,020.68","3,742,739.34","7,864,599.58","542,808,421.92","314,006,512.32","377,775,028.36","567,257,404.99","965,709,393.68","181,890,838.61","215,846,785.18","284,928,689.29","882,000,125.52","545,491,749.74","1,025,602,412.73","1,450,143,681.87","2,550,097,939.25","353,957,371.72","888,523,062.38","1,522,726,036.05"
五、现金及现金等价物净增加额,"12,576,561.66","54,889,907.43","45,272,707.87","53,588,295.21","-82,574,888.46","641,758,831.54","398,035,287.68","534,840,297.04","-104,573,678.38","-47,885,373.96","-111,771,731.30","-80,764,649.25","-165,722,294.72","-198,215,872.98","-330,543,650.28","-162,201,539.65","-196,519,684.01","186,727,165.63","-204,590,106.13","-336,069,098.48","59,985,771.45","72,618,573.27","6,833,021.21","16,037,319.48","11,723,454.88","4,119,283.13","-54,923,106.84","39,431,233.99","11,187,030.04","34,737,838.39","9,841,881.60","-23,066,999.62","9,118,485.27","89,769,272.52","-4,969,092.21"
购建固定资产、无形资产和其他长期资产支付的现金,"17,493,094.88","39,415,285.84","6,357,918.21","34,471,244.45","6,445,762.72","9,381,135.53","12,808,287.05","22,985,992.14","8,774,232.69","11,731,303.09","17,382,975.95","89,295,701.28","31,781,829.46","38,952,227.22","97,932,811.67","140,851,806.72","149,660,632.51","182,076,101.83","207,339,485.86","279,937,244.38","40,834,969.70","67,800,271.39","93,676,957.38","152,369,846.33","36,529,526.65","47,024,800.96","62,915,940.99","118,908,658.38","17,656,111.62","31,260,139.17","42,090,810.49","112,694,556.77","44,607,419.45","62,855,324.28","78,078,926.06"
期初现金及现金等价物余额,"49,984,883.36","62,561,445.02","117,451,352.45","117,451,352.45","171,039,647.66","171,039,647.66","171,039,647.66","171,039,647.66","705,879,944.70","705,879,944.70","705,879,944.70","705,879,944.70","625,115,295.45","625,115,295.45","625,115,295.45","625,115,295.45","462,913,755.80","462,913,755.80","462,913,755.80","462,913,755.80","126,844,657.32","126,844,657.32","126,844,657.32","126,844,657.32","142,881,976.80","142,881,976.80","142,881,976.80","142,881,976.80","182,313,210.79","182,313,210.79","182,313,210.79","182,313,210.79","159,246,211.17","159,246,211.17","159,246,211.17"
投资支付的现金,"2,200,000.00",,,,,"11,800,000.00","11,800,000.00","11,800,000.00",,,,"3,753,718.59",,,"9,586,685.28","9,586,685.28",,,"229,930,000.00","807,930,000.00","240,000,000.00","370,589,553.37","662,579,383.27","939,602,000.00","110,000,000.00","164,000,000.00","340,500,000.03","1,158,000,000.00","615,000,000.00","1,131,000,000.00","1,671,510,000.00","2,798,354,208.14","286,000,000.00","632,000,000.00","964,000,000.00"
期末现金及现金等价物余额,"62,561,445.02","117,451,352.45","162,724,060.32","171,039,647.66","88,464,759.20","812,798,479.20","569,074,935.34","705,879,944.70","601,306,266.32","657,994,570.74","594,108,213.40","625,115,295.45","459,393,000.73","426,899,422.47","294,571,645.17","462,913,755.80","266,394,071.79","649,640,921.43","258,323,649.67","126,844,657.32","186,830,428.77","199,463,230.59","133,677,678.53","142,881,976.80","154,605,431.68","147,001,259.93","87,958,869.96","182,313,210.79","193,500,240.83","217,051,049.18","192,155,092.39","159,246,211.17","168,364,696.44","249,015,483.69","154,277,118.96"
