科目,2013年度,2014年度,2015年度,2016年1-6月,2016年1-9月,2016年度,2017年1-3月,2017年1-6月,2017年1-9月,2017年度,2018年1-3月
支付给职工以及为职工支付的现金,"40,320,861.79","43,375,996.91","47,707,460.90","27,836,128.18","40,267,099.25","53,458,236.62","21,474,527.51","35,054,569.07","50,732,763.86","66,733,397.26","19,343,084.47"
取得借款收到的现金,"7,000,000.00","30,000,000.00","100,000.00","1,000,000.00","1,000,000.00","1,100,000.00",,"20,000,000.00","20,000,000.00","20,000,000.00",
支付的各项税费,"24,878,008.11","28,171,537.68","21,995,541.52","21,382,853.75","27,710,020.63","38,430,835.61","4,843,051.36","13,238,284.91","22,821,040.99","30,406,530.66","6,759,890.87"
收到其他与筹资活动有关的现金,,,,,,,,,,,
支付其他与经营活动有关的现金,"30,577,431.45","48,374,104.50","52,033,229.90","26,388,323.63","39,398,222.27","49,638,608.35","17,167,542.90","31,709,466.71","59,856,071.48","58,757,785.85","4,066,755.09"
筹资活动现金流入小计,"54,600,000.00","30,400,000.00","300,000.00","1,000,000.00","1,000,000.00","1,100,000.00","235,250,000.00","284,250,000.00","284,250,000.00","284,250,000.00",
经营活动现金流出小计,"198,928,676.37","260,716,394.04","221,787,001.35","134,230,557.05","200,811,901.17","286,680,508.96","120,176,833.80","230,536,479.49","363,265,685.95","450,943,495.09","125,633,152.17"
偿还债务支付的现金,"35,200,000.00",,"30,000,000.00","1,000,000.00","1,000,000.00","1,100,000.00",,"100,000.00","100,000.00","100,000.00",
经营活动产生的现金流量净额,"37,270,379.28","37,699,270.39","79,366,058.22","15,342,577.05","49,793,663.49","81,503,066.36","-34,812,749.44","-20,618,592.03","-20,998,944.40","36,102,333.89","-2,155,870.67"
分配股利、利润或偿还利息支付的现金,"15,334,401.48","37,323,066.67","7,461,463.31","8,328,235.31","8,329,402.56","8,330,658.63","1,063.33","10,092,844.30","10,382,133.19","10,774,168.28","283,000.00"
收回投资收到的现金,,,,,,,,,,,"30,000,000.00"
支付其他与筹资活动有关的现金,,,,,,,"5,501,333.00","40,127,320.30","40,127,320.30","40,127,320.30",
取得投资收益收到的现金,"100,000.00","20,000.00","118,800.00","108,000.00","108,000.00","108,000.00",,"108,000.00","108,000.00","408,000.00","409,438.36"
筹资活动现金流出小计,"50,534,401.48","37,323,066.67","37,461,463.31","9,328,235.31","9,329,402.56","9,430,658.63","5,502,396.33","50,320,164.60","50,609,453.49","51,001,488.58","283,000.00"
处置固定资产、无形资产和其他长期资产收回的现金净额,,,"34,176.86","373,528.55","671,486.01","671,486.01",,,,"19,617.53",
筹资活动产生的现金流量净额,"4,065,598.52","-6,923,066.67","-37,161,463.31","-8,328,235.31","-8,329,402.56","-8,330,658.63","229,747,603.67","233,929,835.40","233,640,546.51","233,248,511.42","-283,000.00"
处置子公司及其他营业单位收到的现金净额,,,,,,,,,,,
四、汇率变动对现金的影响,"-234,785.96","-94,518.91","1,986,010.14","739,540.49","852,397.34","2,263,241.19","-75,229.99","-577,400.52","-1,008,770.33","-1,667,078.34","-1,073,662.46"
收到其他与投资活动有关的现金,,,,,,,,,"10,000,000.00","90,973,671.24",
四(2)、其他原因对现金的影响,,,,,,,,,,,
投资活动现金流入小计,"100,000.00","20,000.00","152,976.86","481,528.55","779,486.01","779,486.01",,"108,000.00","10,108,000.00","91,401,288.77","30,409,438.36"
五、现金及现金等价物净增加额,"26,746,501.43","21,332,652.67","35,500,453.40","5,300,284.38","19,303,691.51","43,394,086.46","183,536,658.15","44,025,536.40","-14,268,210.81","16,405,801.27","-77,134,042.03"
购建固定资产、无形资产和其他长期资产支付的现金,"14,454,690.41","9,369,032.14","8,843,128.51","2,935,126.40","23,792,452.77","32,821,048.47","11,322,966.09","29,816,306.45","57,009,042.59","63,679,254.47","18,030,947.26"
期初现金及现金等价物余额,"36,045,686.55","62,792,187.98","84,124,840.65","119,625,294.05","119,625,294.05","119,625,294.05","163,019,380.51","163,019,380.51","163,019,380.51","163,019,380.51","179,728,839.12"
投资支付的现金,,,,,,,,,,,"86,000,000.00"
期末现金及现金等价物余额,"62,792,187.98","84,124,840.65","119,625,294.05","124,925,578.43","138,928,985.56","163,019,380.51","346,556,038.66","207,044,916.91","148,751,169.70","179,425,181.78","102,594,797.09"
