科目,2008年度,2009年度,2010年度,2011年1-3月,2011年1-6月,2011年1-9月,2011年度,2012年1-3月,2012年1-6月,2012年1-9月,2012年度,2013年1-3月,2013年1-6月,2013年1-9月,2013年度,2014年1-3月,2014年1-6月,2014年1-9月,2014年度,2015年1-3月,2015年1-6月,2015年1-9月,2015年度,2016年1-3月,2016年1-6月,2016年1-9月,2016年度,2017年1-3月,2017年1-6月,2017年1-9月
堪探费用,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
加:影响利润总额的其他科目,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
财务费用,"9,309,604.13","11,448,568.63","18,161,953.99","5,360,428.48","8,866,792.29","-3,013,708.52","-16,160,080.28","-5,932,398.53","-7,929,227.04","-8,644,902.47","-12,637,993.37","-1,432,968.89","-4,063,986.93","-3,801,930.16","-4,765,174.38","966,476.49","-182,558.86","-11,742,070.11","-24,108,696.25","-10,322,452.56","-21,095,368.72","-26,930,201.39","-27,246,494.35","-265,942.80","-1,010,106.62","-1,294,432.69","238,829.80","4,850,016.28","-1,523,339.92","-4,872,076.93"
三、利润总额,"20,990,329.59","69,852,653.15","442,969,579.36","174,765,584.18","297,338,882.72","367,267,028.72","493,615,637.71","79,958,878.59","100,463,626.35","124,382,898.44","134,538,660.18","22,249,599.37","47,491,908.68","67,117,642.92","102,436,121.16","35,317,883.13","71,569,285.93","106,988,209.68","114,816,925.52","36,477,732.74","78,263,457.79","118,533,637.37","136,242,115.54","44,108,664.05","94,833,040.68","132,205,930.09","152,676,791.54","50,829,388.83","107,279,865.86","149,955,719.61"
资产减值损失,"737,244.01","-3,401,991.15","-2,266,217.15",,,,"-927,803.14",,,,"2,762,664.45",,,,"1,167,572.34","-529,866.51","734,111.56","734,111.56","4,025,686.18","-3,000,000.00","3,235,777.36","3,532,944.84","23,581,981.33",,"4,286,207.26","4,175,687.86","7,365,152.94",,"3,155,194.53","3,155,194.53"
减:所得税,"707,955.15","510,298.67","60,593,165.86","26,214,837.62","44,600,832.40","55,090,054.30","110,713,944.51","19,758,678.40","21,735,136.96","22,952,509.65","15,705,224.98","3,198,815.16","7,699,325.58","10,643,155.77","12,398,449.52","5,297,682.48","10,413,681.43","16,066,258.99","14,432,087.88","5,471,659.91","11,573,168.97","18,340,239.51","15,734,385.56","6,616,299.60","14,102,966.32","19,901,914.97","19,654,056.20","7,624,408.32","15,992,170.06","22,414,518.03"
加:公允价值变动净收益,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
加:影响净利润的其他科目,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
投资收益,,"50,000.00","300,000.00",,,,,"924,165.00","924,165.00","924,165.00","924,165.00","924,165.00","924,165.00","924,165.00","924,165.00",,"924,165.00","924,165.00","924,165.00",,"1,108,998.00","1,108,998.00","7,358,696.63",,"813,265.20","813,265.20","813,265.20",,"6,188,698.80","6,188,698.80"
四、净利润,"20,282,374.44","69,342,354.48","382,376,413.50","148,550,746.56","252,738,050.32","312,176,974.42","382,901,693.20","60,200,200.19","78,728,489.39","101,430,388.79","118,833,435.20","19,050,784.21","39,792,583.10","56,474,487.15","90,037,671.64","30,020,200.65","61,155,604.50","90,921,950.69","100,384,837.64","31,006,072.83","66,690,288.82","100,193,397.86","120,507,729.98","37,492,364.45","80,730,074.36","112,304,015.12","133,022,735.34","43,204,980.51","91,287,695.80","127,541,201.58"
其中:对联营企业和合营企业的投资权益,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
归属于母公司所有者的净利润,"20,282,374.44","69,342,354.48","382,376,413.50","148,550,746.56","252,738,050.32","312,176,974.42","382,901,693.20","60,200,200.19","78,728,489.39","101,430,388.79","118,833,435.20","19,050,784.21","39,792,583.10","56,474,487.15","90,037,671.64","30,020,200.65","61,155,604.50","90,921,950.69","100,384,837.64","31,006,072.83","66,690,288.82","100,193,397.86","120,507,729.98","37,492,364.45","80,730,074.36","112,304,015.12","133,022,735.34","43,204,980.51","91,287,695.80","127,541,201.58"
影响营业利润的其他科目,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
少数股东损益,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
