科目,2011年度,2012年度,2013年度,2014年1-9月,2014年度,2015年1-3月,2015年1-6月,2015年1-9月,2015年度,2016年1-3月,2016年1-6月,2016年1-9月,2016年度,2017年1-3月,2017年1-6月,2017年1-9月,2017年度,2018年1-3月
支付给职工以及为职工支付的现金,"73,383,973.64","91,741,616.58","100,585,627.37","70,962,784.83","88,700,148.27","23,031,306.27","46,419,494.58","71,177,173.10","95,765,576.59","22,974,246.41","45,908,111.23","69,368,536.63","98,381,384.50","33,292,188.37","62,152,497.91","95,661,383.07","130,488,505.37","32,383,425.83"
取得借款收到的现金,"202,000,000.00","367,050,000.00","280,000,000.00","185,000,000.00","265,000,000.00","15,000,000.00","15,000,000.00","15,000,000.00","15,000,000.00",,,,,"220,720,000.00","267,220,000.00","277,220,000.00","361,220,000.00","85,000,000.00"
支付的各项税费,"64,170,126.55","75,490,612.50","79,644,875.25","54,863,275.10","78,926,988.93","15,085,279.04","26,595,867.74","43,344,493.30","56,235,520.82","14,389,225.48","28,739,580.64","41,132,696.61","55,124,651.79","13,781,601.42","29,505,448.33","42,577,001.35","60,161,547.92","23,544,133.90"
收到其他与筹资活动有关的现金,,,"4,357,846.49",,,,,,,,,,,,,,"26,000,000.00","20,000,000.00"
支付其他与经营活动有关的现金,"120,811,564.14","131,146,250.83","126,920,200.91","88,209,658.72","111,692,805.47","26,609,649.35","48,112,852.72","71,751,591.86","108,747,773.16","24,011,375.60","48,689,375.55","73,091,537.73","104,566,295.06","24,816,163.83","58,593,067.38","85,610,107.17","128,129,105.92","27,404,212.41"
筹资活动现金流入小计,"287,960,000.00","367,050,000.00","284,357,846.49","185,000,000.00","265,000,000.00","280,900,000.00","280,900,000.00","280,900,000.00","310,900,000.00","19,000,000.00","19,000,000.00","19,000,000.00","29,000,000.00","234,720,000.00","311,220,000.00","326,220,000.00","447,220,000.00","118,000,000.00"
经营活动现金流出小计,"548,640,763.68","572,905,641.50","538,386,260.29","371,705,535.73","496,540,300.51","111,534,726.60","219,195,144.84","338,366,283.15","360,257,057.24","89,797,660.20","193,201,625.45","293,183,934.09","390,614,598.12","126,415,407.17","260,011,025.74","405,445,955.94","535,624,923.39","141,053,906.32"
偿还债务支付的现金,"280,000,000.00","392,050,000.00","312,000,000.00","215,000,000.00","265,000,000.00","140,000,000.00","140,000,000.00","140,000,000.00","140,000,000.00",,,,"557,595.56","126,344.88","5,477,452.33","5,479,604.76","24,486,447.32","68,492,510.32"
经营活动产生的现金流量净额,"32,898,924.56","169,879,357.65","108,185,756.74","54,457,373.24","77,356,248.62","517,349.81","27,565,579.66","49,241,969.28","87,463,446.19","-3,464,933.12","14,667,520.74","33,145,310.15","72,115,824.56","-9,508,695.20","11,478,143.79","23,862,836.56","66,493,811.71","-47,134.52"
分配股利、利润或偿还利息支付的现金,"13,447,475.18","12,558,105.12","35,292,763.89","39,161,666.67","40,263,000.00","656,444.44","24,028,175.44","24,671,343.33","24,656,444.44",-170.64,"10,185,570.73","9,925,871.96","10,463,622.72","1,908,993.58","5,566,924.85","21,675,790.32","24,917,728.53","3,171,741.73"
收回投资收到的现金,"301,744.45",,,,,,,,"413,000,000.00","25,000,000.00","85,000,000.00","178,000,000.00","223,000,000.00",,,,,
支付其他与筹资活动有关的现金,"30,950,349.84","25,071,503.72",,"6,153,291.29","6,153,291.29",,"9,894,865.50","10,074,865.50","10,330,097.20",,,,,,,,,"26,000,000.00"
取得投资收益收到的现金,,,,,,,"1,442,154.11","2,671,907.54","3,869,100.47","151,643.84","646,643.84","1,345,964.39","1,672,214.39",,,,,
筹资活动现金流出小计,"324,397,825.02","429,679,608.84","347,292,763.89","260,314,957.96","311,416,291.29","140,656,444.44","173,923,040.94","174,746,208.83","174,986,541.64",-170.64,"10,185,570.73","9,925,871.96","11,021,218.28","2,035,338.46","11,044,377.18","27,155,395.08","49,404,175.85","97,664,252.05"
处置固定资产、无形资产和其他长期资产收回的现金净额,"4,903.85","67,673.08","231,618.46","4,550,021.74","4,627,706.67","66,200.00","66,200.00","107,928.00","274,989.53",,"11,000.00","44,200.00","342,833.35","234,458.00","370,367.00","411,275.00","707,520.00","342,250.00"
筹资活动产生的现金流量净额,"-36,437,825.02","-62,629,608.84","-62,934,917.40","-75,314,957.96","-46,416,291.29","140,243,555.56","106,976,959.06","106,153,791.17","135,913,458.36","19,000,170.64","8,814,429.27","9,074,128.04","17,978,781.72","232,684,661.54","300,175,622.82","299,064,604.92","397,815,824.15","20,335,747.95"
处置子公司及其他营业单位收到的现金净额,,,,,,,,,,,,,,,,,,
四、汇率变动对现金的影响,"509,438.68","-97,718.26","2,021.29","-36,413.68","-143,850.13","87,051.78","-1,980.21","810,909.68","2,024,724.65","-298,709.33","738,385.99","986,956.23","2,633,812.72","-293,123.05","263,695.93","-46,589.88","-2,103,558.53","-1,092,769.02"
收到其他与投资活动有关的现金,"193,522.94","178,996.87","2,650,001.07","319,796.08",,"13,570,000.00","160,570,000.00","265,570,000.00","14,255,000.00",,"6,000,000.00","6,000,000.00","6,050,440.37","5,000,000.00","5,000,000.00","5,000,000.00","5,600,000.00",
四(2)、其他原因对现金的影响,,,,,,,,,,,,,,,,,,
投资活动现金流入小计,"500,171.24","246,669.95","2,881,619.53","4,869,817.82","4,627,706.67","13,636,200.00","162,078,354.11","268,349,835.54","431,399,090.00","25,151,643.84","91,657,643.84","185,390,164.39","231,065,488.11","5,234,458.00","5,370,367.00","5,411,275.00","6,307,520.00","342,250.00"
五、现金及现金等价物净增加额,"-31,386,020.84","75,292,445.36","17,033,051.76","-56,252,763.09","-5,306,232.24","-29,700,846.27","73,246,717.20","67,088,915.03","137,872,077.78","-73,083,027.01","-114,522,572.72","-85,984,259.81","-19,082,443.44","-36,960,480.14","-73,951,870.40","-125,689,799.41","-63,902,300.46","-69,991,563.35"
购建固定资产、无形资产和其他长期资产支付的现金,"26,126,730.30","32,106,255.14","31,101,428.40","38,653,851.48","38,470,315.08","21,185,003.42","36,372,195.42","50,467,590.64","105,878,201.05","28,471,199.04","52,400,552.56","66,852,853.75","97,644,351.12","77,877,781.43","194,378,537.24","256,667,807.10","334,744,295.49","89,529,657.76"
期初现金及现金等价物余额,"61,848,264.91","30,462,244.07","105,754,689.43","122,787,741.19","122,787,741.19","118,923,908.95","117,481,508.95","117,481,508.95","117,481,508.95","259,150,988.86","255,353,586.73","255,353,586.73","255,353,586.73","236,271,143.29","236,271,143.29","236,271,143.29","236,271,143.29","172,368,842.83"
投资支付的现金,"2,730,000.00",,,,,,,,"413,000,000.00","85,000,000.00","178,000,000.00","247,727,964.87","223,000,000.00",,"10,000,000.00","10,000,000.00","10,520,800.00",
期末现金及现金等价物余额,"30,462,244.07","105,754,689.43","122,787,741.19","66,534,978.10","117,481,508.95","89,223,062.68","190,728,226.15","184,570,423.98","255,353,586.73","186,067,961.85","140,831,014.01","169,369,326.92","236,271,143.29","199,310,663.15","162,319,272.89","110,581,343.88","172,368,842.83","102,377,279.48"
