科目,2012-12-31,2013-12-31,2014-12-31,2015-03-31,2015-06-30,2015-09-30,2015-12-31,2016-03-31,2016-06-30,2016-09-30,2016-12-31,2017-03-31,2017-06-30,2017-09-30,2017-12-31,2018-03-31,2018-06-30
投资性房地产,"793,811.63","3,782,204.71","3,613,021.09","3,572,555.15","3,532,089.21","3,491,623.27","3,443,837.47","3,405,811.49","3,367,785.51","3,329,759.53","2,874,565.94","2,834,100.00","2,719,104.22","2,641,373.36","2,542,571.99","2,459,573.50","1,963,945.64"
预计负债,,,,,,,,,,,,,,,,,
固定资产,"98,824,183.88","97,762,399.53","95,135,528.39","93,904,937.24","92,476,592.56","92,625,733.57","94,345,681.76","94,083,244.58","94,680,897.63","98,023,834.70","97,272,803.05","96,799,586.43","112,958,735.40","223,737,581.10","237,913,727.36","236,896,507.59","331,578,207.68"
递延所得税负债,,,,,,,,,,,,,,,,,
在建工程,"15,703,682.89","15,863,682.89","16,547,399.86","17,262,579.91","26,173,587.86","39,287,026.60","60,611,016.46","67,612,215.68","80,635,479.18","99,933,493.01","118,729,595.34","139,964,955.51","153,895,171.08","74,301,155.79","87,674,314.06","98,711,992.66","10,479,587.62"
其他非流动负债,"8,613,961.72","7,923,426.16",,,,,,,,,,,,,,,
工程物资,,,,,,,,,,,,,,,,,
非流动负债合计,"8,613,961.72","7,923,426.16","7,232,890.60","7,060,256.70","6,799,065.22","6,714,988.92","10,332,355.04","10,159,721.14","9,987,087.24","9,814,453.34","12,141,819.44","11,969,185.54","11,796,551.64","11,597,709.41","11,346,450.51","11,095,191.61","177,360,177.50"
固定资产清理,,,,,,,,,,,,,,,,,
负债合计,"438,245,488.80","497,952,656.49","477,812,626.47","422,971,693.19","410,905,327.89","367,697,583.47","408,715,459.94","363,641,269.99","390,227,043.82","425,628,862.73","504,398,561.56","522,476,521.42","587,274,475.82","586,409,264.15","633,845,098.32","643,822,493.80","768,981,768.39"
生产性生物资产,,,,,,,,,,,,,,,,,
实收资本(或股本),"42,000,000.00","42,000,000.00","42,000,000.00","42,000,000.00","56,000,000.00","56,000,000.00","56,000,000.00","56,000,000.00","140,000,000.00","140,000,000.00","140,000,000.00","140,000,000.00","210,000,000.00","210,000,000.00","210,000,000.00","210,000,000.00","210,000,000.00"
油气资产,,,,,,,,,,,,,,,,,
资本公积,"86,132,789.01","86,132,789.01","86,132,789.01","86,132,789.01","293,109,589.01","293,109,649.01","293,109,589.01","293,109,589.01","209,109,589.01","209,109,589.01","209,109,589.01","209,109,589.01","139,109,589.01","139,109,589.01","139,109,589.01","139,109,589.01","190,118,438.56"
无形资产,"65,353,854.76","64,114,399.95","62,635,845.07","62,315,969.28","61,924,909.30","61,439,479.35","61,220,958.57","60,817,821.09","60,533,815.60","60,125,519.15","59,575,005.24","59,685,154.01","103,602,222.95","104,397,377.48","105,353,596.97","105,460,697.09","105,067,042.58"
盈余公积,"7,114,653.53","10,905,129.77","14,406,980.59","14,406,980.59","14,406,980.59","14,406,980.59","17,647,748.08","17,647,748.08","17,647,748.08","17,647,748.08","21,768,585.66","21,768,585.66","21,768,585.66","21,768,585.66","24,747,731.79","24,747,731.79","24,747,731.79"
开发支出,,,,,,,,,,,,,,,,,
减:库存股,,,,,,,,,,,,,,,,,
商誉,,,,,,,,,,,,,,,,,
未分配利润,"86,209,660.57","113,130,780.90","136,633,762.01","128,947,388.73","140,068,572.40","151,369,641.00","163,543,668.58","172,776,429.35","167,119,738.33","176,613,822.04","182,778,015.32","192,938,071.13","191,243,539.92","201,809,020.93","206,462,685.42","214,157,974.16","210,061,629.32"
长期待摊费用,"240,344.39","425,056.10","705,476.47","633,442.43","1,107,907.16","1,513,033.46","8,049,376.77","8,086,192.29","7,667,151.16","7,968,271.70","7,060,327.97","7,054,889.05","7,254,343.29","7,266,807.27","13,172,584.88","15,203,888.90","13,456,791.91"
少数股东权益,,,,,,,,,,"1,400,011.59","1,178,592.92","1,048,305.60","779,941.05","138,909.89","-779,811.40","-1,873,136.50","-2,683,120.90"
递延所得税资产,"1,462,690.08","1,563,882.81","1,748,658.96","1,922,601.84","1,765,474.44","1,907,193.40","1,564,627.95","1,651,602.95","1,441,804.01","1,771,895.90","1,758,359.58","2,074,687.90","2,089,957.48","2,260,922.27","2,093,526.93","2,043,574.15","2,168,600.19"
外币报表折算价差,,,,,,,,,,,,,,,,,
其他非流动资产,"2,724,750.00","2,133,693.82","1,632,570.00","2,688,000.00","3,480,666.67","7,228,666.67","2,858,500.00","4,803,399.71","6,557,172.14","11,889,723.53","23,539,922.01","39,459,786.51","29,843,961.82","17,343,718.33","5,705,665.26","6,300,766.70","4,562,291.75"
非正常经营项目收益调整,,,,,,,,,,,,,,,,,
非流动资产合计,"188,607,731.03","188,718,532.39","185,208,796.95","183,990,382.96","192,433,524.31","209,465,053.43","234,066,296.09","242,432,584.90","256,856,402.34","285,014,794.63","312,782,876.24","349,845,456.52","414,335,793.35","433,921,232.71","456,128,284.56","468,749,297.70","470,948,764.48"
所有者权益(或股东权益)合计,"221,457,103.11","252,168,699.68","279,173,531.61","271,487,158.33","503,585,142.00","514,886,270.60","530,301,005.67","539,533,766.44","533,877,075.42","544,771,170.72","554,834,782.91","564,864,551.40","562,901,655.64","572,826,105.49","579,540,194.82","586,142,158.46","632,244,678.77"
资产总计,"659,702,591.91","750,121,356.17","756,986,158.08","694,458,851.52","914,490,469.89","882,583,854.07","939,016,465.61","903,175,036.43","924,104,119.24","970,400,033.45","1,059,233,344.47","1,087,341,072.82","1,150,176,131.46","1,159,235,369.64","1,213,385,293.14","1,229,964,652.26","1,401,226,447.16"
负债和所有者(或股东权益)合计,"659,702,591.91","750,121,356.17","756,986,158.08","694,458,851.52","914,490,469.89","882,583,854.07","939,016,465.61","903,175,036.43","924,104,119.24","970,400,033.45","1,059,233,344.47","1,087,341,072.82","1,150,176,131.46","1,159,235,369.64","1,213,385,293.14","1,229,964,652.26","1,401,226,447.16"
