科目,2007年度,2008年度,2009年1-3月,2009年度,2010年1-3月,2010年1-6月,2010年1-9月,2010年度,2011年1-3月,2011年1-6月,2011年1-9月,2011年度,2012年1-3月,2012年1-6月,2012年1-9月,2012年度,2013年1-3月,2013年1-6月,2013年1-9月,2013年度,2014年1-3月,2014年1-6月,2014年1-9月,2014年度,2015年1-3月,2015年1-6月,2015年1-9月,2015年度,2016年1-3月,2016年1-6月,2016年1-9月,2016年度,2017年1-3月,2017年1-6月,2017年1-9月
财务费用,"4,916,175.43","8,108,428.90","1,730,817.61","6,873,190.83","2,449,539.14","4,451,191.47","5,976,794.01","6,102,783.27","598,440.73","2,738,761.12","3,691,476.81","5,001,342.31","2,060,773.45","4,890,493.32","7,728,020.80","11,201,100.65","4,331,039.92","8,225,172.30","12,088,711.50","17,494,438.04","5,148,377.16","11,708,595.32","17,990,013.03","23,596,209.59","7,077,079.36","13,922,251.05","22,065,110.04","33,364,435.13","10,777,553.33","23,532,018.07","35,198,737.76","45,411,589.86","12,462,657.02","26,045,207.02","37,833,743.17"
三、利润总额,"28,114,552.04","49,729,442.97","19,790,849.47","74,527,318.39","18,042,025.42","41,310,781.56","55,943,060.47","64,855,605.77","23,864,309.41","56,911,564.24","73,725,003.52","72,005,447.32","13,910,810.16","30,618,714.19","27,986,941.27","-20,857,396.59","-17,344,776.27","-18,305,701.03","-15,700,797.82","3,088,437.92","3,510,596.81","6,788,668.34","10,678,964.38","17,499,360.82","12,144,652.53","25,037,526.41","35,855,125.68","40,027,214.44","22,846,097.38","36,857,907.63","52,389,322.70","53,724,095.41","23,643,622.43","79,100,475.74","112,551,826.47"
资产减值损失,"1,210,902.47","1,362,948.39","2,374,165.00","4,477,360.44","349,326.73","1,371,886.36","1,772,252.53","930,280.66","490,831.66","5,413,854.67","5,774,058.23","7,419,560.32","294,503.63","5,840,926.14","6,864,102.03","15,574,054.23","377,677.54","542,910.31","812,360.33","6,730,911.04","840,993.60","2,927,067.32","3,226,815.97","18,809,536.91","3,331,289.68","6,781,008.69","6,797,718.03","20,110,483.75","3,459,526.12","7,954,298.59","9,152,931.22","22,110,651.42","2,792,117.20","6,047,245.98","7,827,906.37"
减:所得税,"10,290,166.54","13,140,084.13","5,163,972.43","19,233,999.09","2,587,864.72","6,050,697.50","1,005,173.07","3,994,669.44","3,698,754.23","8,248,098.41","10,953,201.94","10,842,378.57","2,455,808.23","4,617,724.90","4,282,399.21","-3,432,458.74","171,533.32","-2,654,609.61","-2,288,879.10","-187,144.98","698,359.58","855,346.63","1,861,609.00","4,235,623.81","2,519,044.72","4,529,775.52","6,454,374.28","9,743,595.89","3,664,133.18","4,261,100.32","6,025,250.45","14,670,386.70","3,727,922.30","12,088,606.24","17,463,099.64"
加:公允价值变动净收益,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
加:影响净利润的其他科目,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
投资收益,"1,007,384.43","91,000.00",,"104,000.00",,,,"130,000.00",,,,,"65,000.00","65,000.00","65,000.00","65,000.00",,,,,,,,,,,"-217,456.28","-218,498.22","-116,270.53","-228,628.09","-334,004.48","-702,808.77","-108,268.23","-225,094.84","-552,179.56"
四、净利润,"17,824,385.50","36,589,358.84","14,626,877.04","55,293,319.30","15,454,160.70","35,260,084.06","54,937,887.40","60,860,936.33","20,165,555.18","48,663,465.83","62,771,801.58","61,163,068.75","11,455,001.93","26,000,989.29","23,704,542.06","-17,424,937.85","-17,516,309.59","-15,651,091.42","-13,411,918.72","3,275,582.90","2,812,237.23","5,933,321.71","8,817,355.38","13,263,737.01","9,625,607.81","20,507,750.89","29,400,751.40","30,283,618.55","19,181,964.20","32,596,807.31","46,364,072.25","39,053,708.71","19,915,700.13","67,011,869.50","95,088,726.83"
其中:对联营企业和合营企业的投资权益,,,,,,,,,,,,,,,,,,,,,,,,,,,,"-218,498.22","-116,270.53","-228,961.79","-334,338.18","-710,534.60","-108,268.23","-225,094.84","-552,179.56"
归属于母公司所有者的净利润,"17,782,926.57","35,346,067.43","14,317,406.97","54,487,733.10","15,107,502.18","34,680,364.99","54,086,871.77","60,268,154.97","20,155,933.12","48,589,922.86","62,539,760.13","60,435,937.76","11,451,608.26","26,430,054.05","23,705,087.19","-17,235,287.62","-17,283,108.53","-15,779,446.23","-13,767,461.42","2,546,002.35","2,653,360.24","6,244,363.79","9,005,170.42","13,974,059.06","9,823,262.54","20,844,028.82","30,470,569.12","33,273,964.13","20,234,228.07","35,195,612.38","50,198,508.04","46,405,445.22","21,739,290.06","70,393,367.21","100,440,251.71"
影响营业利润的其他科目,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
少数股东损益,"41,458.93","1,243,291.41","309,470.07","805,586.20","346,658.52","579,719.07","851,015.63","592,781.36","9,622.06","73,542.97","232,041.45","727,130.99","3,393.67","-429,064.76",-545.13,"-189,650.23","-233,201.06","128,354.81","355,542.70","729,580.55","158,876.99","-311,042.08","-187,815.04","-710,322.05","-197,654.73","-336,277.93","-1,069,817.72","-2,990,345.58","-1,052,263.87","-2,598,805.07","-3,834,435.79","-7,351,736.51","-1,823,589.93","-3,381,497.71","-5,351,524.88"
