科目,2007年度,2008年度,2009年度,2010年1-6月,2010年1-9月,2010年度,2011年1-3月,2011年1-6月,2011年1-9月,2011年度,2012年1-3月,2012年1-6月,2012年1-9月,2012年度,2013年1-3月,2013年1-6月,2013年1-9月,2013年度,2014年1-3月,2014年1-6月,2014年1-9月,2014年度,2015年1-3月,2015年1-6月,2015年1-9月,2015年度,2016年1-3月,2016年1-6月,2016年1-9月,2016年度,2017年1-3月,2017年1-6月,2017年1-9月,2017年度
支付给职工以及为职工支付的现金,"170,947,076.19","204,213,950.04","210,926,602.16","155,619,479.52","192,380,430.01","286,936,729.63","85,075,349.52","169,439,706.63","243,291,306.50","361,646,882.68","100,769,237.13","177,088,663.92","225,277,210.15","340,515,590.27","87,571,516.17","143,158,114.74","225,670,100.77","323,385,947.39","90,149,137.76","156,019,234.71","236,835,694.19","329,772,652.53","90,732,424.12","165,573,649.46","236,603,515.19","343,878,021.21","91,702,124.07","164,377,821.35","248,233,080.78","347,098,711.47","96,302,867.70","166,776,024.69","257,656,901.02","357,452,184.15"
取得借款收到的现金,"674,931,808.31","976,943,852.75","1,218,512,496.43","516,200,000.00","591,000,000.00","897,200,000.00","201,000,000.00","534,628,000.00","810,804,000.00","965,265,589.76","122,500,000.00","397,500,000.00","677,500,000.00","890,800,000.00","244,000,000.00","388,000,000.00","611,200,000.00","1,417,500,000.00","62,870,227.60","1,255,770,227.60","1,541,370,227.60","1,934,270,227.60","414,500,000.00","1,019,000,000.00","1,069,900,000.00","2,009,900,000.00","356,000,000.00","489,000,000.00","941,000,000.00","1,397,000,000.00","147,850,000.00","539,677,320.00","1,461,968,520.00","1,344,868,520.00"
支付的各项税费,"86,611,046.70","93,231,645.92","118,295,830.98","79,164,024.46","104,197,683.31","100,599,117.60","30,442,675.22","68,113,351.19","92,852,471.65","100,497,844.63","21,775,059.05","52,136,883.14","83,906,417.06","86,215,313.39","28,954,169.20","59,662,601.53","78,342,951.19","88,874,611.43","23,350,072.80","59,982,500.27","83,037,663.39","97,014,332.89","29,741,756.14","56,686,661.82","75,869,817.27","96,489,474.25","30,312,186.94","49,786,738.54","69,836,157.00","87,569,762.34","33,343,408.78","92,190,037.50","116,616,691.26","128,519,111.39"
收到其他与筹资活动有关的现金,,,"35,850,000.00","56,950,000.00","60,500,000.00","51,500,000.00","2,622,000.00","105,984,500.00","164,642,000.00","187,992,500.00","29,250,000.00","146,410,000.00","146,410,000.00","424,925,000.00","38,323,200.00","67,475,000.00","84,100,000.00","106,920,000.00","8,134,600.00","21,650,000.00","62,750,000.00","109,444,234.19","23,042,000.00","51,072,000.00","68,242,000.00","46,850,000.00",,,,"41,193,403.35",,,,"150,000,000.00"
支付其他与经营活动有关的现金,"132,129,062.25","154,221,003.17","123,936,985.29","46,952,206.13","77,324,676.33","127,509,073.60","32,014,752.23","73,220,569.37","129,004,754.53","139,684,504.94","31,459,395.88","52,415,612.53","78,043,706.51","101,288,910.13","24,800,615.16","45,687,490.65","69,015,421.29","100,195,295.69","22,664,557.01","45,247,889.71","69,752,662.37","102,541,665.74","27,627,919.80","48,751,301.29","69,062,216.74","94,750,898.24","21,458,403.16","47,875,387.30","70,955,285.41","88,483,052.32","24,832,267.38","48,538,103.53","72,273,172.85","102,755,255.92"
筹资活动现金流入小计,"704,980,779.88","983,330,867.08","1,342,918,776.43","582,950,000.00","1,469,621,800.00","1,766,821,800.00","203,622,000.00","640,612,500.00","975,446,000.00","1,153,258,089.76","151,750,000.00","543,910,000.00","828,810,000.00","1,520,625,000.00","282,323,200.00","755,475,000.00","995,300,000.00","1,824,420,000.00","71,004,827.60","1,277,420,227.60","2,044,120,227.60","2,440,514,461.79","737,542,000.00","1,370,072,000.00","1,438,142,000.00","2,056,750,000.00","356,000,000.00","689,000,000.00","1,141,000,000.00","1,438,193,403.35","147,850,000.00","539,677,320.00","1,461,968,520.00","1,494,868,520.00"
经营活动现金流出小计,"1,555,996,507.03","1,637,663,541.09","1,819,746,365.87","947,428,140.68","1,489,732,516.42","2,205,048,643.61","658,439,036.21","1,325,842,794.24","1,950,165,352.00","2,508,957,898.06","562,759,530.96","1,092,451,682.03","1,424,050,315.83","1,820,732,773.51","364,096,610.70","822,339,879.65","1,314,256,793.51","1,911,064,925.31","333,116,888.60","814,564,117.69","1,283,100,828.75","1,821,830,307.69","401,728,185.24","838,222,474.15","1,172,230,580.69","1,733,252,538.01","352,012,129.84","768,526,277.64","1,186,636,189.72","1,554,727,254.95","391,788,568.12","811,097,584.32","1,210,045,677.91","1,574,611,310.01"
偿还债务支付的现金,"591,600,000.00","809,755,960.54","1,232,412,496.43","537,200,000.00","605,000,000.00","1,198,200,000.00","124,000,000.00","447,728,000.00","679,404,000.00","756,884,101.94","83,709,038.68","214,653,694.15","487,654,398.73","923,063,016.94","223,000,000.00","610,800,000.00","683,000,000.00","1,210,300,000.00","96,000,000.00","1,216,370,227.60","1,909,370,227.60","2,301,270,227.60","612,500,000.00","1,207,500,000.00","1,254,200,000.00","1,843,400,000.00","358,000,000.00","707,000,000.00","1,177,000,000.00","1,429,000,000.00","150,000,000.00","436,000,000.00","1,400,250,000.00","1,398,758,120.00"
经营活动产生的现金流量净额,"125,463,136.19","203,628,216.95","156,926,491.97","119,044,884.94","206,751,650.45","279,095,583.90","25,809,989.02","56,175,409.25","128,538,492.31","23,821,050.14","-32,887,688.42","-55,666,983.15","-28,589,236.93","67,313,868.03","29,021,638.27","57,140,446.89","43,778,810.03","139,046,398.54","34,417,162.59","61,288,214.11","79,509,208.60","152,531,901.32","-46,294,517.94","-61,484,964.37","-46,451,274.16","-93,085,119.83","-30,826,945.18","-40,116,410.56","-46,736,401.25","35,984,633.74","-79,831,609.16","-17,578,256.33","55,899,002.63","189,656,400.71"
分配股利、利润或偿还利息支付的现金,"47,365,834.53","88,994,375.04","48,843,080.71","16,656,885.26","23,571,599.75","28,253,088.04","4,739,175.42","11,155,698.22","17,492,537.15","24,993,992.75","11,244,210.41","56,953,629.83","65,880,163.91","76,440,647.71","5,805,494.59","21,718,475.79","26,725,298.22","39,664,767.35","11,787,345.29","46,108,211.20","53,376,064.40","70,027,434.66","9,310,468.97","24,082,873.33","58,819,882.85","65,948,153.99","19,727,574.51","28,382,327.71","33,429,327.02","74,176,829.61","7,093,577.77","32,156,177.78","69,292,759.34","81,814,759.96"
收回投资收到的现金,"1,332,194.22","24,931,172.34","980,000.00",,,"185,000.00",,,,"64,000,000.00",,,"19,640,650.62","20,940,650.62",,,,"550,528,692.41","13,500,000.00","62,500,000.00","62,500,000.00",,,"55,800,000.00","105,800,000.00","95,000,000.00","127,990,000.00","259,602,075.00","349,602,075.00","389,602,075.00","95,000,000.00","145,000,000.00","145,000,000.00","185,000,000.00"
支付其他与筹资活动有关的现金,"3,067,814.65","510,000.00","6,052,443.33","51,817,384.37","63,595,123.74","64,909,313.14","45,500,000.00","90,367,010.00","148,677,010.00","205,022,000.00","23,180,000.00","71,693,500.00","72,779,613.33","408,319,142.96","55,528,300.00","60,400,401.09","82,000,401.09","98,994,172.00","17,500,000.00","29,111,163.89","36,377,980.09","112,485,271.83","19,431,000.00","54,160,451.46","78,617,451.46","48,768,451.46","417,256.65","1,020,540.00","1,084,096.65","35,811,958.89","100,000.00","1,462,000.00","1,471,007.93","151,840,175.57"
取得投资收益收到的现金,"16,290,104.07","95,506.13",,"116,293.35","116,293.35","116,293.35","50,000.00","85,414.64","85,414.64","2,535,414.64",,,"6,648,659.00","6,147,561.00","75,356.15","882,139.96","1,824,176.95","2,424,136.82","95,443.15","4,612,513.67","4,509,118.07","17,674,227.39",,"60,493.14","5,037,961.69","15,864,205.44","534,056.66","11,932,851.18","11,966,910.94","12,083,864.27","347,397.26","11,518,917.82","11,518,917.82","11,801,986.31"
筹资活动现金流出小计,"642,033,649.18","899,260,335.58","1,287,308,020.47","605,674,269.63","692,166,723.49","1,291,362,401.18","174,239,175.42","549,250,708.22","845,573,547.15","986,900,094.69","118,133,249.09","343,300,823.98","626,314,175.97","1,407,822,807.61","284,333,794.59","692,918,876.88","791,725,699.31","1,348,958,939.35","125,287,345.29","1,291,589,602.69","1,999,124,272.09","2,483,782,934.09","641,241,468.97","1,285,743,324.79","1,391,637,334.31","1,958,116,605.45","378,144,831.16","736,402,867.71","1,211,513,423.67","1,538,988,788.50","157,193,577.77","469,618,177.78","1,471,013,767.27","1,632,413,055.53"
处置固定资产、无形资产和其他长期资产收回的现金净额,"3,760,345.28","6,382,992.13","2,089,321.65","1,590,174.02","2,581,342.20","5,598,568.56","490,243.25","1,601,952.24","3,926,488.52","7,276,397.47","353,819.30","1,330,813.52","2,033,845.15","2,162,010.21","88,776.90","630,244.48","726,707.63","870,554.76","1,946,616.16","2,468,434.05","2,731,479.03","3,200,251.30","2,296,200.10","3,106,092.23","3,526,368.79","3,520,026.36","415,995.25","614,932.30","708,434.89","55,022,535.86","356,856.71","377,156.71","7,272,516.80","19,559,023.09"
筹资活动产生的现金流量净额,"62,947,130.70","84,070,531.50","55,610,755.96","-22,724,269.63","777,455,076.51","475,459,398.82","29,382,824.58","91,361,791.78","129,872,452.85","166,357,995.07","33,616,750.91","200,609,176.02","202,495,824.03","112,802,192.39","-2,010,594.59","62,556,123.12","203,574,300.69","475,461,060.65","-54,282,517.69","-14,169,375.09","44,995,955.51","-43,268,472.30","96,300,531.03","84,328,675.21","46,504,665.69","98,633,394.55","-22,144,831.16","-47,402,867.71","-70,513,423.67","-100,795,385.15","-9,343,577.77","70,059,142.22","-9,045,247.27","-137,544,535.53"
处置子公司及其他营业单位收到的现金净额,,,"75,115.59",,,,,,,,,,"1,300,000.00",,,,,,,,,,,,,,"55,612,075.00",,,,,,,
四、汇率变动对现金的影响,"-787,303.75","-219,838.72","43,080.75","-364,576.45","-397,796.70","-668,594.85","-367,039.77","-522,329.07","-816,377.94","-946,416.97","-178,994.27","1,999.18","86,314.05","-748,801.89","-476,752.71","505,018.55","450,060.17","-1,807,477.28","-101,402.08","-173,720.38","131,204.84","-235,011.89","-457,036.17","-128,654.45","1,643,847.41","-277,987.93","217,089.33","-241,354.47","118,046.04","1,022,490.12","59,259.24","217,313.46","-1,386,832.07","-2,168,698.63"
收到其他与投资活动有关的现金,"862,104.30","44,090,000.00","29,397,800.00",,"68,822.90",,"78,227,468.90","79,089,069.72","79,530,017.14","232,613,700.00","1,922,622.03","10,533.05","10,879.20",,"3,152.28","197,504,455.88","394,876,740.50",,"45,000,554.59",,,,"610,240.10",,,"82,062,075.00",,,,"19,427,133.00",,,,
四(2)、其他原因对现金的影响,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
投资活动现金流入小计,"22,244,747.87","75,499,670.60","32,542,237.24","1,706,467.37","2,766,458.45","5,899,861.91","78,767,712.15","80,776,436.60","83,541,920.30","306,425,512.11","2,276,441.33","1,341,346.57","29,634,033.97","29,250,221.83","167,285.33","199,016,840.32","397,427,625.08","553,823,383.99","60,542,613.90","69,580,947.72","69,740,597.10","20,874,478.69","2,906,440.20","58,966,585.37","114,364,330.48","196,446,306.80","184,552,126.91","272,149,858.48","362,277,420.83","476,135,608.13","95,704,253.97","156,896,074.53","163,791,434.62","216,361,009.40"
五、现金及现金等价物净增加额,"-9,751,270.41","60,565,745.37","3,673,289.07","-15,009,263.74","768,875,759.41","186,206,452.05","-23,353,715.92","-88,175,259.65","-52,587,514.96","-66,679,519.65","-116,486,915.07","-88,581,906.14","-61,527,177.70","-121,698,835.52","-27,805,843.74","-63,584,918.69","19,386,083.35","-5,429,571.82","-49,787,119.53","22,812,799.18","239,915.44","-27,722,809.09","20,231,227.64","-23,237,717.63","-2,355,538.01","-39,749,597.76","52,534,067.39","23,250,582.34","-16,026,536.63","-9,937,037.18","-19,630,578.52","108,539,915.97","105,793,980.34","69,755,958.66"
购建固定资产、无形资产和其他长期资产支付的现金,"203,511,355.77","239,173,459.96","240,681,076.85","92,671,769.97","197,585,733.15","343,079,797.73","156,947,201.90","315,966,568.21","393,717,631.78","498,337,660.00","119,313,424.62","234,867,444.76","264,754,112.82","312,598,778.55","37,095,047.91","56,871,292.40","71,565,142.62","96,292,113.89","28,361,665.65","44,713,267.18","99,743,433.61","144,385,087.91","31,218,766.08","59,919,359.39","72,417,107.43","100,026,191.35","18,263,372.51","30,138,643.40","40,172,178.58","56,857,251.02","16,218,904.80","41,054,357.91","43,464,377.57","24,048,217.29"
期初现金及现金等价物余额,"119,427,204.33","109,675,933.92","170,241,679.29","173,914,968.36","173,914,968.36","173,914,968.36","369,817,982.73","360,121,420.41","364,887,847.16","360,121,420.41","303,241,900.76","293,441,900.76","306,741,900.76","293,441,900.76","171,743,065.24","171,743,065.24","171,743,065.24","171,743,065.24","165,522,529.82","166,313,493.42","166,498,093.43","166,313,493.42","138,590,684.33","138,590,684.33","138,590,684.33","138,590,684.33","98,841,086.57","98,841,086.57","98,841,086.57","98,841,086.57","88,904,049.39","88,904,049.39","88,904,049.39","88,904,049.39"
投资支付的现金,"16,000,000.00","35,634,375.00","768,200.00",,,,,,,"64,000,000.00",,,,"15,078,333.00",,"14,317,500.00","76,243,820.00","1,075,660,823.83",,"49,000,000.00","94,393,617.00","5,393,617.00",,"45,000,000.00","45,000,000.00","114,990,000.00","61,000,000.00","131,000,000.00","221,000,000.00","346,000,000.00","10,000,000.00","60,000,000.00","60,000,000.00","172,500,000.00"
期末现金及现金等价物余额,"109,675,933.92","170,241,679.29","173,914,968.36","158,905,704.62","942,790,727.77","360,121,420.41","346,464,266.81","271,946,160.76","312,300,332.20","293,441,900.76","186,754,985.69","204,859,994.62","245,214,723.06","171,743,065.24","143,937,221.50","108,158,146.55","191,129,148.59","166,313,493.42","115,735,410.29","189,126,292.60","166,738,008.87","138,590,684.33","158,821,911.97","115,352,966.70","136,235,146.32","98,841,086.57","151,375,153.96","122,091,668.91","82,814,549.94","88,904,049.39","69,273,470.87","197,443,965.36","194,698,029.73","158,660,008.05"
