科目,2007年度,2008年度,2009年度,2010年1-6月,2010年度,2011年1-3月,2011年1-6月,2011年1-9月,2011年度,2012年1-3月,2012年1-6月,2012年1-9月,2012年度,2013年1-3月,2013年1-6月,2013年1-9月,2013年度,2014年1-3月,2014年1-6月,2014年1-9月,2014年度,2015年1-3月,2015年1-6月,2015年1-9月,2015年度,2016年1-3月,2016年1-6月,2016年1-9月,2016年度,2017年1-3月,2017年1-6月,2017年1-9月,2017年度,2018年1-3月,2018年1-6月
支付给职工以及为职工支付的现金,"33,962,830.41","72,927,298.32","132,637,970.18","110,724,426.10","218,515,733.89","166,369,529.40","252,665,398.33","356,832,208.37","462,168,709.74","137,245,668.90","233,985,963.18","318,922,774.03","391,122,257.69","72,797,794.41","119,667,394.28","171,910,459.23","219,330,503.96","56,687,506.38","103,942,170.28","156,542,645.06","210,604,483.14","51,257,659.43","93,130,956.58","134,917,853.30","191,956,830.41","52,464,701.49","94,651,523.97","129,372,084.00","184,391,174.74","45,966,849.89","86,541,552.67","128,247,029.28","173,960,812.60","66,001,828.91","110,062,943.31"
取得借款收到的现金,,,"257,000,000.00","2,519,510,000.00","6,359,510,000.00",,"1,192,033,172.65","2,372,033,172.65","3,671,633,172.65",,"371,944,900.00","371,944,900.00","590,809,200.00","1,148,174.39","1,141,780,490.31","1,143,013,415.31","1,000,000,000.00",,,,,,,,,,,,,,,,,,
支付的各项税费,"27,709,223.92","11,829,871.74","381,430,626.47","308,383,487.87","835,986,049.66","122,831,835.78","214,956,220.59","408,349,467.83","513,440,656.81","174,145,145.08","249,575,999.32","267,573,850.59","297,679,821.23","14,599,886.59","25,456,420.70","38,249,560.04","48,180,106.28","15,353,099.44","29,385,415.99","46,599,784.45","76,385,134.48","30,056,716.94","62,024,390.06","71,041,157.73","72,182,428.50","15,077,858.98","22,800,582.46","33,953,732.32","51,164,830.61","9,723,741.22","17,661,059.70","55,151,464.26","26,525,414.97","5,628,483.58","9,101,197.58"
收到其他与筹资活动有关的现金,,,,,,,,,,,,"200,000,000.00","200,000,000.00","60,000,000.00",,,,,,,"1,742,779,763.32",,,,"634,859,112.52",,,,"1,178,179,551.24",,,,"542,897,517.32",,
支付其他与经营活动有关的现金,"345,267,476.51","176,724,636.77","204,914,524.27","404,030,407.97","259,648,715.80","114,825,306.24","229,669,891.00","324,673,237.63","440,760,951.58","97,026,065.77","159,043,612.65","199,910,325.49","275,161,022.17","76,565,994.60","293,513,407.34","339,895,669.24","1,464,081,294.64","87,462,406.10","255,669,283.24","353,399,476.72","922,503,663.83","32,215,460.37","74,661,320.06","252,570,257.61","511,374,794.51","319,668,092.64","219,276,646.29","471,455,627.58","576,482,849.12","123,827,837.65","144,202,814.03","282,488,608.43","244,768,920.33","74,712,516.99","213,324,141.21"
筹资活动现金流入小计,"14,000,000.00","135,180,616.77","272,000,000.00","2,519,510,000.00","6,359,510,000.00","9,330,615,000.00","10,522,648,172.65","11,702,648,172.65","15,784,248,172.65",,"371,944,900.00","571,944,900.00","790,809,200.00","61,148,174.39","1,141,780,490.31","1,143,013,415.31","1,000,000,000.00",,,,"1,742,779,763.32",,,,"634,859,112.52",,,,"1,178,179,551.24",,,,"542,897,517.32",,
经营活动现金流出小计,"3,120,943,452.52","6,649,247,443.22","11,407,302,962.74","5,939,413,747.74","13,746,633,466.30","2,984,846,172.20","7,180,415,226.42","8,243,192,945.62","11,416,373,568.98","2,494,722,178.83","4,361,274,396.78","5,184,731,539.08","6,644,596,621.98","1,454,416,222.34","3,166,482,197.54","4,209,726,985.07","7,068,201,039.19","1,137,721,095.85","1,767,799,975.62","2,507,903,739.07","3,838,477,747.76","562,484,506.84","996,484,921.72","1,917,714,916.64","1,853,606,739.58","403,996,983.33","710,843,287.18","1,328,460,896.19","2,108,731,817.93","311,799,565.48","497,750,597.35","828,766,652.57","1,128,838,179.04","270,715,649.93","760,698,999.32"
偿还债务支付的现金,,,"100,000,000.00","844,000,000.00","2,114,510,000.00","575,000,000.00","1,425,000,000.00","2,145,000,000.00","3,641,182,211.80","2,300,000,000.00","2,511,977,354.99","3,136,977,354.99","3,338,600,784.99",,"742,187,776.67","743,420,701.67","1,656,658,736.67","418,315.00","1,022,052,280.20","1,022,077,783.33","1,796,550,359.89",,,,,,,,"239,018,000.00",,,,,,
经营活动产生的现金流量净额,"341,020,869.14","2,022,912,483.24","1,381,180,993.81","-733,264,380.07","-1,016,371,997.96","-1,901,620,241.14","-4,086,443,693.45","-4,016,689,308.86","-5,861,410,843.77","-975,608,465.91","-569,935,231.80","-437,735,436.12","-415,674,001.34","-560,135,313.18","-1,274,761,585.12","-1,275,019,334.81","-2,097,675,262.14","-375,100,207.69","41,934,293.05","-228,984,420.73","-601,373,229.27","-201,373,557.74","-131,555,813.12","-46,214,913.22","900,632,863.42","-99,827,813.60","-164,063,430.73","-156,528,702.47","-403,328,662.65","-119,245,023.44","-66,336,978.95","87,256,717.39","76,477,726.35","-20,836,941.16","-299,384,236.96"
分配股利、利润或偿还利息支付的现金,,"100,000,000.00","225,139,387.50","656,695,864.37","725,950,193.21","54,108,181.96","970,693,959.30","1,172,262,589.82","1,241,925,762.50","38,123,620.61","147,136,505.00","805,931,745.21","997,135,990.78","21,257,869.49","46,261,864.75","68,137,824.16","249,889,650.07","13,449,665.28","25,192,861.90","25,192,861.90","200,102,285.34",,,,"15,131,260.00",,,,"15,131,260.00",,,,,,
收回投资收到的现金,,,,,,,,,,,,,"1,845,000,000.00",,"483,767,729.08","543,767,729.08","483,767,729.08",,,,,"190,016,857.26","187,980,804.13","190,016,857.26","197,133,215.41",,,,,,,,,,
支付其他与筹资活动有关的现金,,,,,,"4,662,345.17","4,662,345.17","4,662,345.17","4,662,345.17",,,,,"4,404,314.34","445,194,486.23","445,194,486.23","9,732,673.60",,,574.57,"1,008,961,727.77",,,,"1,373,341,835.78",,,,"694,192,685.44",,,,"303,213,454.65",,
取得投资收益收到的现金,,,"3,521,539.04","1,169,922.23","5,154,443.41","2,417,207.60","4,326,957.60","6,171,801.05","8,200,601.84","387,038.88","6,415,427.24","6,415,427.24","14,150,502.36","859,849.80","8,910,770.53","12,833,249.56","26,681,301.12","783,561.64","2,014,219.17","4,431,753.41","2,355,949.95",,"126,506.93","126,506.93",,"185,160.31","201,597.07","201,597.07",,,,,,,
筹资活动现金流出小计,,"100,000,000.00","325,139,387.50","1,500,695,864.37","2,840,460,193.21","633,770,527.13","2,400,356,304.47","3,321,924,934.99","4,887,770,319.47","2,338,123,620.61","2,659,113,859.99","3,942,909,100.20","4,335,736,775.77","25,662,183.83","1,233,644,127.65","1,256,753,012.06","1,916,281,060.34","13,867,980.28","1,047,245,142.10","1,047,271,219.80","3,005,614,373.00",,,,"1,388,473,095.78",,,,"948,341,945.44",,,,"303,213,454.65",,
处置固定资产、无形资产和其他长期资产收回的现金净额,,,,,,,"17,758.28","17,758.28","18,082.28",344.92,344.92,"137,681.92","2,932,580.38","150,080.00","625,256.00","625,846.25","4,016,382.11","82,555.20","24,222,554.92","49,290,474.92","49,850,679.42","9,500,000.00","9,500,343.07","9,515,780.67","9,515,780.67","24,180.00","13,680.00","51,707.33","4,999,000.00",,"10,010,000.00","18,908,000.00","8,802,652.00","21,560.00","21,560.00"
筹资活动产生的现金流量净额,"14,000,000.00","35,180,616.77","-53,139,387.50","1,018,814,135.63","3,519,049,806.79","8,696,844,472.87","8,122,291,868.18","8,380,723,237.66","10,896,477,853.18","-2,338,123,620.61","-2,287,168,959.99","-3,370,964,200.20","-3,544,927,575.77","35,485,990.56","-91,863,637.34","-113,739,596.75","-916,281,060.34","-13,867,980.28","-1,047,245,142.10","-1,047,271,219.80","-1,262,834,609.68",,,,"-753,613,983.26",,,,"229,837,605.80",,,,"239,684,062.67",,
处置子公司及其他营业单位收到的现金净额,,,,,,,,,,,,,,,,,,"30,000,000.00","63,427,200.00","83,227,200.00","63,307,482.95",,,,,,,,,,,,,,
四、汇率变动对现金的影响,,"-464,121.33","-9,082.48","-7,675.49","-7,788.17",,"-1,903,628.59","-2,112,330.96","-6,983,702.39","235,091.00","2,165,667.79","1,799,737.94","1,986,932.69","-1,045,376.29","-13,061,753.47","-8,275,669.00","-24,794,102.00","-1,215,076.26","-9,118,515.44","-14,237,783.99","52,194,509.17","5,491,985.19","-4,566,384.32","-56,118.14","-3,822,995.06","1,659,357.59","1,685,785.74","3,283,405.18","530,354.69","-22,461.17","182,227.89","77,653.30","208,930.78","-100,045.76","-192,723.80"
收到其他与投资活动有关的现金,,"47,480,000.00","34,705,120.74","35,378,574.00","121,088,574.00","10,076,000.00","20,076,000.00","20,076,000.00","20,076,000.00",,,,,,,,,,,,"1,504,157.00",,,,,,,,"23,229,697.00",,,,"10,000,000.00","2,981.06",
四(2)、其他原因对现金的影响,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
投资活动现金流入小计,,"47,480,000.00","38,226,659.78","36,548,496.23","126,243,017.41","12,493,207.60","24,420,715.88","26,265,559.33","28,294,684.12","387,383.80","6,415,772.16","6,553,109.16","1,862,083,082.74","1,009,929.80","493,303,755.61","557,226,824.89","514,465,412.31","30,866,116.84","89,663,974.09","136,949,428.33","117,018,269.32","199,516,857.26","197,607,654.13","199,659,144.86","206,648,996.08","209,340.31","215,277.07","253,304.40","28,228,697.00",,"10,010,000.00","18,908,000.00","18,802,652.00","24,541.06","21,560.00"
五、现金及现金等价物净增加额,"347,511,360.14","1,859,700,669.15","1,028,968,856.60","-88,447,928.54","1,619,216,263.39","6,601,232,583.43","3,516,146,578.91","3,690,343,787.36","4,258,850,457.21","-3,398,612,576.62","-3,631,281,214.89","-4,708,435,063.14","-4,615,072,459.59","-540,057,925.15","-1,612,844,655.51","-1,575,895,956.36","-2,598,720,819.84","-377,877,058.88","-959,070,210.46","-1,199,807,216.60","-1,729,625,445.46","-12,827,013.67","39,118,336.86","64,777,207.99","204,756,955.74","-110,631,955.70","-177,756,640.72","-188,036,064.57","-223,616,335.79","-123,750,795.61","-60,833,114.06","99,384,686.47","284,908,001.40","-30,904,412.17","-350,102,774.63"
购建固定资产、无形资产和其他长期资产支付的现金,"7,509,509.00","245,408,309.53","337,290,327.01","399,288,504.84","998,446,774.68","206,484,855.90","353,863,998.45","509,488,685.15","609,172,849.27","85,502,964.90","157,262,288.05","187,592,098.92","298,123,432.91","15,373,156.04","16,461,435.19","26,088,180.69","60,243,555.52","18,559,911.49","34,304,820.06","46,263,220.41","34,630,385.00","16,462,298.38","22,367,119.83","38,610,905.51","45,087,925.44","732,840.00","3,654,272.80","23,104,071.68","48,907,868.78","4,483,311.00","4,688,363.00","6,857,684.22","18,719,243.44","5,591,966.31","9,681,305.35"
期初现金及现金等价物余额,"164,758,753.91","512,270,114.05","2,371,970,783.20","3,400,939,639.80","3,400,939,639.80","5,020,155,903.19","5,020,155,903.19","5,020,155,903.19","5,020,155,903.19","9,279,006,360.40","9,279,006,360.40","9,279,006,360.40","9,279,006,360.40","4,663,930,433.89","4,663,933,900.81","4,663,933,900.81","4,663,933,900.81","2,065,213,080.97","2,065,213,080.97","2,065,213,080.97","2,065,213,080.97","335,587,635.51","335,587,635.51","335,587,635.51","335,587,635.51","540,344,591.25","540,344,591.25","540,344,591.25","540,344,591.25","316,728,255.46","316,728,255.46","316,728,255.46","316,728,255.46","601,636,256.86","601,636,256.86"
投资支付的现金,,,,"11,250,000.00","11,250,000.00",,"188,354,684.66","188,354,684.66","188,354,684.66",,"625,496,175.00","720,496,175.00","2,220,417,465.00",,"710,000,000.00","710,000,000.00",,,,,,,,"50,000,000.00","100,000,000.00","11,940,000.00","11,940,000.00","11,940,000.00","24,180,000.00",,,,,"4,400,000.00","6,400,000.00"
期末现金及现金等价物余额,"512,270,114.05","2,371,970,783.20","3,400,939,639.80","3,312,491,711.26","5,020,155,903.19","11,621,388,486.62","8,536,302,482.10","8,710,499,690.55","9,279,006,360.40","5,880,393,783.78","5,647,725,145.51","4,570,571,297.26","4,663,933,900.81","4,123,872,508.74","3,051,089,245.30","3,088,037,944.45","2,065,213,080.97","1,687,336,022.09","1,106,142,870.51","865,405,864.37","335,587,635.51","322,760,621.84","374,705,972.37","400,364,843.50","540,344,591.25","429,712,635.55","362,587,950.53","352,308,526.68","316,728,255.46","192,977,459.85","255,895,141.40","416,112,941.93","601,636,256.86","570,731,844.69","251,533,482.23"
