科目,2013-12-31,2014-12-31,2015-12-31,2016-06-30,2016-09-30,2016-12-31,2017-03-31,2017-06-30,2017-09-30
递延所得税负债,,,,,,,,,
在建工程,"15,893,602.62","5,913,221.14","16,717,509.37","8,200,333.84","8,745,519.79","8,311,513.89","10,280,908.61","15,107,707.31","26,074,788.71"
其他非流动负债,,,,,,,,,
工程物资,,,,,,,,,
非流动负债合计,,,,,,,,,
固定资产清理,,,,,,,,,
负债合计,"728,941,813.82","674,204,883.73","765,348,895.19","544,494,427.62","488,869,915.81","465,980,956.30","493,902,414.75","467,207,442.91","542,424,312.59"
生产性生物资产,,,,,,,,,
实收资本(或股本),"62,500,000.00","62,500,000.00","62,500,000.00","62,500,000.00","62,500,000.00","83,340,000.00","83,340,000.00","150,012,000.00","150,012,000.00"
油气资产,,,,,,,,,
资本公积,"186,059,492.63","186,059,492.63","186,059,492.63","186,059,492.63","186,059,492.63","967,485,935.90","967,485,935.92","900,813,935.95","900,813,935.90"
无形资产,"47,804,974.98","63,744,988.60","73,134,913.76","100,885,159.07","100,323,320.75","101,456,988.71","100,887,773.33","100,318,557.95","99,749,342.57"
盈余公积,"13,796,021.04","19,435,675.37","30,859,671.37","30,859,671.37","30,859,671.37","44,451,666.56","44,451,666.56","44,451,666.56","44,451,666.56"
开发支出,,,,,,,,,
减:库存股,,,,,,,,,
商誉,,,,,,,,,
未分配利润,"128,905,895.29","196,853,203.83","358,039,607.84","467,597,686.04","510,677,714.76","515,792,912.20","548,270,111.73","538,465,527.99","557,908,610.77"
长期待摊费用,"1,328,408.31","525,125.19",,"273,991.66","249,083.32","224,174.98","199,266.64","174,358.30","739,820.85"
少数股东权益,"11,379,167.66","14,137,764.18","19,982,963.31","23,183,828.84","22,851,620.61","23,649,302.94","24,007,770.71","23,765,412.30","30,094,110.15"
递延所得税资产,"4,868,401.22","8,108,271.16","10,964,836.17","12,543,058.92","11,206,602.68","11,368,201.28","11,373,750.74","11,493,326.60","11,015,263.80"
外币报表折算价差,,,,,,,,,
其他非流动资产,"7,633,488.80","5,632,100.00","8,583,877.05","1,059,615.44","752,143.44","1,306,000.00","374,775.00","8,817,021.43","53,451,376.55"
非正常经营项目收益调整,,,,,,,,,
非流动资产合计,"197,665,468.00","218,593,511.15","237,504,768.20","264,301,331.50","259,357,511.00","260,033,722.69","258,647,045.11","269,995,584.82","322,452,146.75"
所有者权益(或股东权益)合计,"402,640,576.62","478,986,136.01","657,441,735.15","770,200,678.88","812,948,499.37","1,634,719,817.60","1,667,555,484.92","1,657,508,542.80","1,683,280,323.38"
资产总计,"1,131,582,390.44","1,153,191,019.74","1,422,790,630.34","1,314,695,106.50","1,301,818,415.18","2,100,700,773.90","2,161,457,899.67","2,124,715,985.71","2,225,704,635.97"
负债和所有者(或股东权益)合计,"1,131,582,390.44","1,153,191,019.74","1,422,790,630.34","1,314,695,106.50","1,301,818,415.18","2,100,700,773.90","2,161,457,899.67","2,124,715,985.71","2,225,704,635.97"
