科目,2011年度,2012年度,2013年度,2014年1-6月,2014年1-9月,2014年度,2015年1-3月,2015年1-6月,2015年1-9月,2015年度,2016年1-3月,2016年1-6月,2016年1-9月,2016年度,2017年1-3月,2017年1-6月,2017年1-9月,2017年度,2018年1-3月
经营活动产生的现金流量净额,"45,898,334.78","125,486,142.80","147,193,672.17","50,892,331.34","87,892,011.07","156,938,955.17","11,149,798.25","59,292,600.30","61,065,262.90","142,586,445.59","12,313,634.31","61,559,552.87","146,168,673.62","243,206,450.97","23,564,935.56","69,169,278.65","107,982,139.95","207,907,483.04","24,312,071.01"
分配股利、利润或偿还利息支付的现金,"16,665,593.05","34,510,593.09","95,983,940.20",,,,,"62,215,000.00","62,215,000.00","62,215,000.00",,"74,951,193.90","74,951,193.90","74,951,193.90",,"150,248,582.70","150,248,582.70","150,248,582.70",
收回投资收到的现金,"70,000,000.00",,,,,,,,,,,,,,,,,,
支付其他与筹资活动有关的现金,"2,145,000.00","950,192.94","830,000.00","580,000.00","880,000.00","89,674,939.99","1,899,760.87","2,068,801.20","2,084,778.51","2,084,778.51",,"249,837.31","290,054.49","290,054.49",936.80,"195,159.58","195,159.58","196,168.41","29,999,428.33"
取得投资收益收到的现金,"151,890.54",,,,,,,,,,,,,,,,,,
筹资活动现金流出小计,"23,810,593.05","40,460,786.03","101,813,940.20","580,000.00","880,000.00","89,674,939.99","1,899,760.87","64,283,801.20","64,299,778.51","64,299,778.51",,"75,201,031.21","75,241,248.39","75,241,248.39",936.80,"150,443,742.28","150,443,742.28","150,444,751.11","29,999,428.33"
处置固定资产、无形资产和其他长期资产收回的现金净额,,,"180,000.00","171,000.00","171,000.00","171,000.00",,,"48,000.00","48,000.00",,,,,,,,,
筹资活动产生的现金流量净额,"-18,810,593.05","-35,410,786.03","-101,813,940.20","-580,000.00","-880,000.00","306,820,260.01","-1,899,760.87","-64,283,801.20","-37,795,049.95","-37,795,049.95",,"-75,201,031.21","-73,115,056.19","-73,115,056.19","10,603,673.16","-139,839,132.32","-139,839,132.32","-131,840,150.97","-29,999,428.33"
处置子公司及其他营业单位收到的现金净额,,,,,,,,,,,,,,,,,,,
四、汇率变动对现金的影响,"-16,004.22","21,833.00","-118,325.59","52,353.68","52,353.68","-70,008.57","1,434.73","-82,240.95","-639,923.09","1,079,193.94","-119,668.36","499,191.26","626,646.79","1,273,862.33","-55,310.50","-461,134.20","-852,572.22","-979,458.23","-262,711.29"
收到其他与投资活动有关的现金,,,,,,,,,,,,,,,,,,,
四(2)、其他原因对现金的影响,,,,,,,,,,,,,,,,,,,
投资活动现金流入小计,"70,151,890.54",,"180,000.00","171,000.00","171,000.00","171,000.00",,,"48,000.00","48,000.00",,,,,,,,,
五、现金及现金等价物净增加额,"3,091,014.07","69,658,376.31","35,550,348.10","49,044,395.02","85,497,806.75","456,997,128.61","7,120,985.11","-9,466,241.16","6,832,951.91","52,838,977.94","3,224,366.18","-36,907,351.75","26,271,321.31","94,741,695.50","31,767,111.32","-235,159,753.24","-199,397,815.76","-109,106,315.32","-17,845,720.79"
购建固定资产、无形资产和其他长期资产支付的现金,"24,132,613.98","20,438,813.46","9,891,058.28","1,491,290.00","1,737,558.00","6,863,078.00","2,130,487.00","4,392,799.31","15,845,337.95","53,079,611.64","8,969,599.77","23,765,064.67","47,408,942.91","76,623,561.61","2,346,186.90","5,080,644.65","7,740,130.45","25,246,068.44","11,895,652.18"
期初现金及现金等价物余额,"79,319,805.53","82,410,819.60","152,069,195.91","187,619,544.01","187,619,544.01","187,619,544.01","644,616,672.62","644,616,672.62","644,616,672.62","644,616,672.62","697,455,650.56","697,455,650.56","697,455,650.56","697,455,650.56","792,197,346.06","792,197,346.06","792,197,346.06","792,197,346.06","618,091,030.74"
投资支付的现金,"70,000,000.00",,,,,,,,,,,,,,,,,,
期末现金及现金等价物余额,"82,410,819.60","152,069,195.91","187,619,544.01","236,663,939.03","273,117,350.76","644,616,672.62","651,737,657.73","635,150,431.46","651,449,624.53","697,455,650.56","700,680,016.74","660,548,298.81","723,726,971.87","792,197,346.06","823,964,457.38","557,037,592.82","592,799,530.30","683,091,030.74","600,245,309.95"
