科目,2009年度,2010年度,2011年度,2012年1-3月,2012年1-6月,2012年1-9月,2012年度,2013年1-3月,2013年1-6月,2013年1-9月,2013年度,2014年1-3月,2014年1-6月,2014年1-9月,2014年度,2015年1-3月,2015年1-6月,2015年1-9月,2015年度,2016年1-3月,2016年1-6月,2016年1-9月,2016年度,2017年1-3月,2017年1-6月,2017年1-9月
处置固定资产、无形资产和其他长期资产收回的现金净额,"496,683.00","1,500.00","102,254.81","4,500.00","4,407.39","15,288.75","15,288.77",,,"30,341.77","266,810.15",,"21,566.35","153,122.64","156,230.49","5,320.55","597,289.56","609,895.26","619,227.21","22,481.40","22,523.63","23,499.07","245,863.78","99,059.10","129,218.39","219,873.93"
筹资活动产生的现金流量净额,"-553,058.21","17,242,962.65","7,691,663.91","-505,711.94","235,038,554.60","234,963,114.60","235,089,894.60","14,712,840.00","-6,752,743.34","-17,218,143.34","-2,970,145.85","9,509,500.00","-3,269,888.89","-220,919.96","-7,723,860.73","-728,572.92","-15,763,443.74","83,421,622.93","-12,805,461.10","8,350,059.72","5,957,220.13","29,292,301.02","860,732,712.46","-21,317,614.00","-53,816,311.79","-83,457,576.78"
处置子公司及其他营业单位收到的现金净额,,,"5,300,000.00",,,,,,,,"-588,226.14",,,,,,,,,,,,,,,
四、汇率变动对现金的影响,,,,,,,,,,,,,,,,,,,,,,,,,,
收到其他与投资活动有关的现金,"339,386.70","254,513.05",,,,,,,"3,585,942.52","4,631,098.19","8,198,719.61","720,096.13","1,894,283.90","2,681,759.34","3,396,980.79","481,306.60","793,794.38","811,410.62","859,077.17","373,476.76","380,321.07","380,321.07","591,266.94","1,523,174.40","4,032,465.27","6,935,808.65"
四(2)、其他原因对现金的影响,,,,,,,,,,,,,,,,,,,,,,,,,,
投资活动现金流入小计,"836,069.70","3,937,813.05","5,402,254.81","4,500.00","4,407.39","15,288.75","15,288.77",,"3,585,942.52","4,661,439.96","7,877,303.62","720,096.13","1,915,850.25","2,834,881.98","3,553,211.28","486,627.15","1,571,973.94","1,602,195.88","1,659,194.38","395,958.16","583,734.70","584,710.14","1,018,020.72","1,622,233.50","5,859,434.35","11,325,250.94"
五、现金及现金等价物净增加额,"9,132,307.65","1,941,883.94","7,657,908.83","-20,815,775.23","214,002,731.35","197,610,686.19","208,134,463.38","4,205,003.39","-31,577,462.39","-61,114,128.85","-46,869,451.37","-19,864,964.26","-28,034,881.01","-33,956,351.35","-16,209,035.74","-60,421,627.11","-81,607,065.57","-9,789,076.51","-79,220,054.49","-30,093,009.03","-27,511,425.50","-15,194,860.60","794,258,445.62","-29,861,624.50","-362,716,780.37","-254,066,275.17"
购建固定资产、无形资产和其他长期资产支付的现金,"12,626,920.17","40,722,180.43","28,761,171.36","822,689.69","3,046,846.18","25,374,562.90","26,782,262.88","10,092,441.91","31,857,499.16","41,028,676.49","52,107,683.27","15,499,995.78","24,874,770.25","49,506,559.83","66,721,065.00","18,654,909.03","28,468,654.52","32,573,378.12","37,317,618.11","20,962,306.93","36,403,328.45","86,626,512.13","94,561,639.93","8,776,809.05","22,536,408.11","40,569,440.72"
期初现金及现金等价物余额,"15,881,060.13","25,013,367.78","26,955,251.72","34,613,160.55","34,613,160.55","34,613,160.55","34,613,160.55","242,747,623.93","242,747,623.93","242,747,623.93","242,747,623.93","195,878,172.56","195,878,172.56","195,878,172.56","195,878,172.56","179,669,136.82","179,669,136.82","179,669,136.82","179,669,136.82","100,449,082.33","100,449,082.33","100,449,082.33","100,449,082.33","894,707,527.95","894,707,527.95","894,707,527.95"
投资支付的现金,"4,586,250.00","100,000.00",,,,,,,,,,,,,,,,,,"25,550,000.00","25,550,000.00","25,550,000.00","25,550,000.00",,"328,000,000.00","200,000,000.00"
期末现金及现金等价物余额,"25,013,367.78","26,955,251.72","34,613,160.55","13,797,385.32","248,615,891.90","232,223,846.74","242,747,623.93","246,952,627.32","211,170,161.54","181,633,495.08","195,878,172.56","176,013,208.30","167,843,291.55","161,921,821.21","179,669,136.82","119,247,509.71","98,062,071.25","169,880,060.31","100,449,082.33","70,356,073.30","72,937,656.83","85,254,221.73","894,707,527.95","864,845,903.45","531,990,747.58","640,641,252.78"
