科目,2007年度,2008年度,2009年度,2010年1-9月,2010年度,2011年1-3月,2011年1-6月,2011年1-9月,2011年度,2012年1-3月,2012年1-6月,2012年1-9月,2012年度,2013年1-3月,2013年1-6月,2013年1-9月,2013年度,2014年1-3月,2014年1-6月,2014年1-9月,2014年度,2015年1-3月,2015年1-6月,2015年1-9月,2015年度,2016年1-3月,2016年1-6月,2016年1-9月,2016年度,2017年1-3月,2017年1-6月,2017年1-9月,2017年度,2018年1-3月,2018年1-6月,2018年1-9月,2018年度,2019年1-3月
支付其他与筹资活动有关的现金,,,"6,900,000.00",,"5,050,000.00","45,332,890.00","49,424,290.00","49,424,290.00","4,228,136.74",,,,,,,,,,,,,,,,,,"96,745.00","96,745.00","3,005,423.99","1,152,044.45","70,368.00","70,368.00","70,368.00","1,320,927.00","2,076,428.00","24,402,956.12","25,500,886.72",
取得投资收益收到的现金,"116,589.45",,,,,,,,,,,,,,,,,,,,,,,,,,,"960,565.27","2,324,255.69",,"6,950,304.17","8,953,093.06","10,336,932.65","1,398,000.00","2,827,066.67","4,571,133.34","5,663,742.13",
筹资活动现金流出小计,"71,110,438.44",,"22,198,350.00","32,931,300.00","38,316,862.50","70,638,952.50","88,086,352.50","88,086,352.50","42,890,199.24",,"6,957,000.00","6,957,000.00","6,993,000.00",,,,,,,"5,008,500.00","5,008,500.00",,"5,194,311.99","5,194,311.99","11,556,013.60",,"12,461,957.45","15,397,994.98","191,548,265.82","21,152,044.45","81,372,679.12","97,627,019.57","201,662,710.35","8,955,808.93","224,999,000.81","276,511,583.72","315,150,454.60","391,904,129.08"
处置固定资产、无形资产和其他长期资产收回的现金净额,"48,000.00",,,"36,311.78","36,311.78",,,,,,,,,,"3,000.00","3,000.00","3,000.00",,,,"7,000.00",,,,200.00,,"138,705.50","138,705.50","465,626.99",,,,"27,984.98",,"37,500.00","37,500.00","198,114.70",
筹资活动产生的现金流量净额,"-39,160,438.44","6,900,000.00","-12,198,350.00","-7,931,300.00","-13,316,862.50","597,361,047.50","579,913,647.50","581,056,059.80","576,827,922.76",,"-6,957,000.00","-6,957,000.00","-6,993,000.00",,,,,,,"-5,008,500.00","-8,500.00",,"-5,194,311.99","308,889,120.20","528,957,078.15","80,000,000.00","68,538,042.55","65,602,005.02","-97,092,579.14","-21,152,044.45","-8,672,679.12","195,072,980.43","201,077,289.65","274,044,191.07","270,100,999.19","218,588,416.28","180,202,045.40","-33,404,129.08"
处置子公司及其他营业单位收到的现金净额,,,,,,,,,,,,,,,,,,,,,,,,"5,000,000.00","41,036,100.00",,,,"1,176,954.91",,,,,,,,,
四、汇率变动对现金的影响,,,,,,,,,,,,,,,,,,,,,,,,,,"-2,339.56",,,"253,657.60","-14,116.53","-21,208.82","-186,962.77","-177,863.60","874,444.33","31,924.97","-79,191.68","1,984.89","357,575.89"
收到其他与投资活动有关的现金,,,,,,,,,"5,378,578.87",,,,,,,,,,,,,,,"290,012.02","11,982,717.47",,,,"2,530,000.00",,,,"1,348.74",,,,,
四(2)、其他原因对现金的影响,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
投资活动现金流入小计,"1,344,589.45",,,"36,311.78","36,311.78",,,,"5,378,578.87",,,,,,"3,000.00","3,000.00","3,000.00",,,,"7,000.00",,,"5,290,012.02","53,019,017.47",,"138,705.50","1,099,270.77","38,959,277.59","28,371,690.00","35,321,994.17","37,324,783.06","644,258,049.44","1,398,000.00","2,864,566.67","4,608,633.34","45,016,172.03","2,580,000.00"
五、现金及现金等价物净增加额,"38,324,140.31","7,181,214.30","-2,468,554.48","6,451,905.37","-8,557,114.23","582,126,832.59","483,580,242.83","430,763,172.64","492,590,515.09","-27,160,930.54","-78,544,345.02","-137,232,899.49","-176,030,359.10","-31,015,458.35","-46,558,308.74","-86,177,691.75","-40,297,867.34","-21,599,904.54","38,226,612.49","14,246,411.36","-45,879,405.00","-55,734,243.08","-236,712,016.06","75,037,494.15","347,250,202.33","14,039,342.80","-114,157,183.26","-175,693,280.29","-110,178,996.59","-181,482,312.37","-33,524,262.81","-61,093,393.39","-252,268,473.80","257,458,022.09","-60,268,586.57","-162,372,852.06","93,968,268.27","-25,394,299.02"
购建固定资产、无形资产和其他长期资产支付的现金,"387,998.33","11,439,916.79","929,575.76","2,204,445.50","14,014,946.47","8,407,365.05","53,050,999.73","59,400,419.78","90,984,788.84","5,996,194.68","60,776,595.93","81,024,569.55","92,532,570.72","6,237,824.75","48,434,402.36","57,368,531.19","62,187,397.10","7,083,589.93","13,535,096.27","41,966,173.52","162,468,532.52","34,735,681.12","60,010,117.02","80,667,708.36","247,607,557.72","35,489,490.66","96,096,187.83","173,740,869.86","188,186,663.36","18,566,558.30","60,119,344.70","78,535,398.51","288,113,021.04","23,859,343.63","68,724,522.93","124,317,268.53","176,582,205.90","9,241,561.56"
期初现金及现金等价物余额,"22,659,248.09","60,983,388.40","68,164,602.70","65,696,048.22","65,696,048.22","57,138,933.99","57,138,933.99","62,517,512.86","57,138,933.99","549,729,449.08","549,729,449.08","549,729,449.08","549,729,449.08","373,699,089.98","373,699,089.98","373,699,089.98","373,699,089.98","333,401,222.64","333,401,222.64","333,401,222.64","333,401,222.64","287,521,817.64","287,521,817.64","287,521,817.64","287,521,817.64","634,772,019.97","634,772,019.97","634,772,019.97","634,772,019.97","524,593,023.38","524,593,023.38","524,593,023.38","524,593,023.38","272,396,940.46","272,324,549.58","272,324,549.58","272,324,549.58","366,290,911.49"
投资支付的现金,"1,180,000.00",,,"1,350,000.00","1,350,000.00",,"900,000.00","900,000.00","900,000.00","7,000,000.00","7,000,000.00","10,500,000.00","10,500,000.00",,,,,,,,,,,"2,580,000.00","2,580,000.00",,"112,608,679.00","130,308,679.00","172,300,000.00",,"1,300,005.00","7,300,005.00","645,828,596.00",,,,,
期末现金及现金等价物余额,"60,983,388.40","68,164,602.70","65,696,048.22","72,147,953.59","57,138,933.99","639,265,766.58","540,719,176.82","493,280,685.50","549,729,449.08","522,568,518.54","471,185,104.06","412,496,549.59","373,699,089.98","342,683,631.63","327,140,781.24","287,521,398.23","333,401,222.64","311,801,318.10","371,627,835.13","347,647,634.00","287,521,817.64","231,787,574.56","50,809,801.58","362,559,311.79","634,772,019.97","648,811,362.77","520,614,836.71","459,078,739.68","524,593,023.38","343,110,711.01","491,068,760.57","463,499,629.99","272,324,549.58","529,854,962.55","212,055,963.01","109,951,697.52","366,292,817.85","340,896,612.47"
