科目,2009-12-31,2010-12-31,2011-12-31,2012-06-30,2012-09-30,2012-12-31,2013-03-31,2013-06-30,2013-09-30,2013-12-31,2014-03-31,2014-06-30,2014-09-30,2014-12-31,2015-03-31,2015-06-30,2015-09-30,2015-12-31,2016-03-31,2016-06-30,2016-09-30,2016-12-31,2017-03-31,2017-06-30,2017-09-30,2017-12-31,2018-03-31
应收利息,,,,,,"65,022.22",,,,"67,040.33","67,040.33",,,,,,,,,,,,,,,,
应付利息,,,,,,,,,,,,,"75,327.78",,,,,,,,,"136,241.05",,,,,
应收股利,,,,,,,,,,,,,,,,,,,,,,,,,,,
应付股利,,,,,,,,,,,,,,,,,,,,,,,,,,,
存货,"4,326,281.94","1,878,550.12",,,,,,"19,545,330.02","29,067,901.92","17,973,552.57","16,912,287.27","68,290,918.33","48,888,013.24","18,190,196.17","44,579,911.53","44,899,895.98","54,322,390.40","53,943,735.81","67,487,440.42","60,452,485.64","45,668,083.74","293,413,563.94","303,204,718.38","376,601,512.41","403,218,640.72","439,091,152.46","443,276,001.33"
其他应付款,"3,624,605.47","4,825,594.08","4,332,034.62","6,146,803.15","13,382,138.09","19,252,067.66","2,874,837.50","4,830,224.14","2,902,043.39","19,927,720.82","6,225,945.98","45,855,870.13","42,169,883.67","28,920,168.36","44,499,424.87","27,021,995.99","152,377,603.34","108,736,596.09","110,077,390.11","73,460,553.06","74,917,746.61","157,205,028.08","134,052,514.47","59,327,468.51","112,871,871.60","107,381,644.77","87,076,900.45"
其中:消耗性生物资产,,,,,,,,,,,,,,,,,,,,,,,,,,,
应付关联公司款,,,,,,,,,,,,,,,,,,,,,,,,,,,
一年内到期的非流动资产,,,,,,,,,,,,,,,,,,,,,,,,,,,
一年内到期的非流动负债,,,,,,,,,,"56,000,000.00","53,000,000.00","50,000,000.00","42,000,000.00",,,,"23,834,669.99","7,465,794.28","658,401.98","196,782.69",,,,,,"147,810,000.00","140,310,000.00"
其他流动资产,,,,,,"114,658.12",,"197,358.98","197,358.98","5,212,465.75","75,431.20","75,431.20","75,431.20","3,386,655.20","1,736,242.93","1,076,634.44",,"6,534,338.57","110,431.87","110,431.87","110,431.87","78,033,131.74","16,884,450.76","16,884,450.76","16,800,531.96","308,140,045.05","306,082,698.67"
其他流动负债,,,,,,,,,,,,,,,,,,,,,,"14,199,036.92",,"21,203,186.48","22,716,832.90","24,003,936.58","21,978,120.67"
流动资产合计,"94,757,380.31","144,380,154.47","188,066,318.02","217,533,898.04","431,907,562.41","466,101,593.43","519,688,763.50","534,400,498.74","580,699,273.73","584,202,104.09","550,891,157.78","588,741,026.26","633,743,634.79","662,983,033.74","687,031,507.76","646,805,691.11","740,721,914.44","714,463,774.88","655,892,788.37","616,748,667.06","656,825,181.52","921,972,538.94","876,515,077.73","897,672,782.62","1,083,676,511.39","1,441,486,694.85","1,421,378,771.57"
流动负债合计,"14,753,144.10","12,754,476.74","56,836,171.54","80,550,738.47","109,645,989.83","107,899,668.23","140,831,987.21","148,399,325.88","174,505,614.45","263,840,396.32","225,908,631.24","249,075,120.44","319,287,219.36","350,652,114.76","420,333,894.85","372,061,248.63","493,986,628.93","350,425,585.63","273,506,598.28","205,398,020.77","212,277,834.56","535,023,761.87","448,647,292.02","494,709,415.30","606,002,272.51","880,333,586.35","844,921,623.14"
可供出售金融资产,,,,,,,,,,,,,,"20,000,000.00","20,000,000.00","20,000,000.00","78,600,000.00","20,000,000.00","20,000,000.00","20,000,000.00","10,000,000.00","10,000,000.00","10,000,000.00","10,000,000.00","10,000,000.00","10,000,000.00","10,000,000.00"
长期借款,,"44,000,000.00","24,200,000.00","13,400,000.00","8,000,000.00","60,000,000.00","60,000,000.00","59,000,000.00","59,000,000.00",,,,,,,,,"24,675,000.00","24,675,000.00","49,350,000.00","49,350,000.00","29,350,000.00","21,850,000.00","14,350,000.00","52,500,000.00",,
持有至到期投资,,,,,,,,,,,,,,,,,,,,,,,,,,,
应付债券,,,,,,,,,,,,,,,,,,,,,,,,,,,
长期应收款,,,,,,,,,,,,,,,,,,,,,,,,,,,
长期应付款,,,,,,,,,,,,,,,,,"293,406.72",,,,,"117,810,000.00","117,810,000.00","120,698,904.00","120,369,948.28","2,222,723.59","1,876,046.57"
长期股权投资,,,,,,,,,,"2,958,000.00","2,958,000.00","4,958,000.00","9,958,000.00",,"54,906,262.95","55,191,305.02","56,979,640.84","58,401,415.81","59,316,475.65","59,811,220.74","62,088,829.11","60,940,354.67","60,852,308.48","60,783,991.60","60,783,991.60","60,940,354.67","60,940,354.67"
专项应付款,,,,,,,,,,,,,,,,,,,,,,,,,,,
投资性房地产,,,,,,,,,,,,,,,,,,,,,,,,,,,
预计负债,,,,,,,,,,,,,,,,,,,,,,,,,,,
固定资产,"22,087,036.17","23,830,556.18","21,642,221.78","17,293,276.88","16,676,328.49","32,352,172.42","52,499,956.35","52,223,894.48","52,367,095.98","73,744,053.46","73,078,013.69","73,721,295.73","74,389,562.25","73,498,462.11","71,279,594.67","72,735,237.86","191,827,641.37","200,124,032.57","198,830,822.01","199,325,973.77","193,805,904.84","197,805,423.95","187,725,731.51","186,334,169.06","181,498,948.65","256,257,841.22","256,061,257.16"
递延所得税负债,,,,,,,,,,,,,,,,,"13,137,384.43","13,269,325.97","13,269,325.97","12,311,102.41","11,834,259.13","11,507,514.27","11,048,786.51","10,590,058.77","10,590,058.77","9,910,728.44","9,910,728.44"
在建工程,,,"17,361,376.00","24,595,156.00","28,164,640.61","28,795,291.09","534,000.00",,,,,,,,"112,320.00",,"112,320.00","112,320.00","112,320.00","112,320.00","449,220.00","18,580,688.54","18,657,937.42","69,061,066.64","86,884,211.00","41,260,637.42","47,733,268.02"
其他非流动负债,,,,,,,,,,"2,013,350.82","2,013,350.82","2,013,350.82","2,013,350.82",,"755,017.49",,"11,159,336.96",,,,,,,,,,
工程物资,,,,,,,,,,,,,,,,,,,,,,,,,,,
非流动负债合计,,"44,000,000.00","24,200,000.00","13,400,000.00","8,000,000.00","60,000,000.00","60,000,000.00","59,000,000.00","59,000,000.00","2,013,350.82","2,013,350.82","2,013,350.82","2,013,350.82","755,017.49","755,017.49","207,283.73","24,590,128.11","46,975,326.75","46,975,326.75","70,094,529.21","71,417,685.93","166,522,894.09","158,078,662.92","152,501,335.77","189,814,876.64","15,982,818.21","15,134,637.78"
固定资产清理,,,,,,,,,,,,,,,,,,,,,,,,,,,
负债合计,"14,753,144.10","56,754,476.74","81,036,171.54","93,950,738.47","117,645,989.83","167,899,668.23","200,831,987.21","207,399,325.88","233,505,614.45","265,853,747.14","227,921,982.06","251,088,471.26","321,300,570.18","351,407,132.25","421,088,912.34","372,268,532.36","518,576,757.04","397,400,912.38","320,481,925.03","275,492,549.98","283,695,520.49","701,546,655.96","606,725,954.94","647,210,751.07","795,817,149.15","896,316,404.56","860,056,260.92"
生产性生物资产,,,,,,,,,,,,,,,,,,,,,,,,,,,
实收资本(或股本),"53,000,000.00","65,000,000.00","65,000,000.00","65,000,000.00","86,670,000.00","86,670,000.00","86,670,000.00","86,670,000.00","86,670,000.00","86,670,000.00","86,670,000.00","86,670,000.00","86,670,000.00","86,670,000.00","86,670,000.00","86,670,000.00","296,466,868.00","296,466,868.00","296,466,868.00","296,466,868.00","296,466,868.00","296,466,868.00","296,466,868.00","533,640,362.00","533,640,362.00","530,619,285.00","530,619,285.00"
油气资产,,,,,,,,,,,,,,,,,,,,,,,,,,,
资本公积,"2,200,000.00","43,841,046.44","43,982,278.44","43,982,278.44","201,029,093.44","201,029,093.44","201,029,093.44","201,029,093.44","201,029,093.44","201,029,093.44","201,024,673.86","201,029,093.44","201,029,093.44","197,841,481.78","197,841,481.78","197,837,617.60","1,206,729,428.73","1,206,729,428.73","1,206,729,428.73","1,206,729,428.73","1,206,729,428.73","1,207,307,072.46","1,207,307,072.46","970,133,578.46","970,133,578.46","956,354,122.50","956,354,122.50"
无形资产,,"16,559,604.66","16,277,812.84","16,476,374.55","16,384,655.40","16,585,055.78","16,451,323.76","16,315,621.40","16,201,919.04","15,991,116.83","15,964,043.89","15,893,266.58","15,879,912.54","15,687,640.05","15,610,863.62","16,882,437.42","68,988,783.79","70,078,957.16","73,894,034.34","67,174,188.89","82,105,367.61","81,393,958.12","77,765,233.34","74,249,309.67","72,112,090.14","67,064,384.93","63,319,049.74"
盈余公积,"4,914,442.20","2,315,333.40","5,730,676.83","5,730,676.83","5,730,676.83","9,285,932.65","9,285,932.65","9,285,932.65","9,285,932.65","12,314,666.61","12,314,666.61","12,314,666.61","12,314,666.61","15,022,595.54","15,022,595.54","15,022,595.54","15,022,595.54","17,579,623.73","17,579,623.73","17,579,623.73","17,579,623.73","21,800,267.14","21,800,267.14","21,800,267.14","21,800,267.14","44,567,376.74","67,464,003.23"
开发支出,,,,,,,,,,,,,,,,,,,,,,,,,,,
减:库存股,,,,,,,,,,,,,,,,,,,,,,,,,,,
商誉,,,,,,,,,,"1,049,779.52","1,049,779.52","1,049,779.52","1,049,779.52","1,049,779.52","1,049,779.52","1,049,779.52","1,052,232,198.98","1,053,896,742.58","1,053,896,742.58","1,053,896,742.58","1,053,896,742.58","1,317,268,914.44","1,317,268,914.44","1,317,268,914.44","1,319,818,914.44","1,003,303,127.05","1,003,303,127.05"
未分配利润,"43,021,865.46","16,127,100.65","47,893,832.68","67,303,508.83","80,366,961.89","83,942,694.16","91,346,499.94","103,073,386.54","114,414,493.89","104,576,474.26","106,471,211.92","121,501,504.43","123,013,376.11","126,622,990.60","132,280,476.96","141,796,390.79","155,219,478.13","209,392,409.03","228,498,063.01","229,114,043.57","263,935,000.71","322,250,650.85","350,061,166.00","370,407,101.60","401,373,742.97","348,233,415.81","342,569,803.80"
长期待摊费用,,,,,,,,"403,279.66","657,333.33","1,109,408.41","1,002,157.71","1,203,865.48","1,121,687.12","530,846.70","430,490.97","330,135.24","766,182.99","553,273.31","591,258.90","1,618,148.54","1,398,026.47","1,442,826.85","1,822,390.39","815,771.72","562,163.02","97,374.29","757,474.17"
少数股东权益,"23,278.18","1,990,000.00","1,967,969.91","2,007,301.49","1,967,297.69","1,851,540.97","1,845,699.19","804,101.39","5,186,489.86","13,118,637.43","14,104,657.29","15,877,245.81","13,917,565.17","12,300,827.08","13,382,314.57","14,094,263.19","15,047,169.54","13,279,883.26","13,640,922.03","13,158,727.19","12,016,810.09","81,597,959.50","86,413,813.17","94,711,493.88","110,739,278.92","122,092,630.88","124,320,531.60"
递延所得税资产,"1,068,313.46","1,257,641.92","2,263,200.76","2,075,798.59","2,603,197.09","2,630,216.73","2,630,216.73","2,550,641.44","2,549,935.69","4,294,711.08","4,294,711.08","4,375,091.84","4,294,711.08","6,074,443.13","5,627,282.18","5,749,853.31","11,833,614.57","10,563,811.49","10,454,893.68","10,453,379.62","10,453,379.62","12,756,948.40","12,756,948.40","12,756,948.40","12,756,948.40","13,091,822.06","13,229,325.67"
外币报表折算价差,,,,,,,,,,,,,,,,,,,,,,,,,,,
其他非流动资产,,,,,,"4,214,600.00",,"3,958,000.00","1,210.25","213,445.49",,,"20,000,000.00","10,040,822.00","10,237,679.52","8,944,960.00","5,000,000.00","12,654,797.33","10,407,495.00","9,400,600.00","9,400,600.00","8,807,820.00","5,410,600.00","8,960,600.00","5,410,600.00","4,680,999.00","4,661,379.00"
非正常经营项目收益调整,,,,,,,,,,,,,,,,,,,,,,,,,,,
非流动资产合计,"23,155,349.63","41,647,802.76","57,544,611.38","60,440,606.02","63,828,821.59","84,577,336.02","72,115,496.84","75,451,436.98","71,777,494.29","99,360,514.79","98,346,705.89","101,201,299.15","126,693,652.51","126,881,993.51","179,254,273.43","180,883,708.37","1,466,340,382.54","1,426,385,350.25","1,427,504,042.16","1,421,792,574.14","1,423,598,070.23","1,708,996,934.97","1,692,260,063.98","1,740,230,771.53","1,749,827,867.25","1,456,696,540.64","1,460,005,235.48"
所有者权益(或股东权益)合计,"103,159,585.84","129,273,480.49","164,574,757.86","184,023,765.59","378,090,394.17","382,779,261.22","390,972,273.13","402,452,609.84","418,971,153.57","417,708,871.74","421,315,881.61","438,853,854.15","439,136,717.12","438,457,895.00","445,196,868.85","455,420,867.12","1,688,485,539.94","1,743,448,212.75","1,762,914,905.50","1,763,048,691.22","1,796,727,731.26","1,929,422,817.95","1,962,049,186.77","1,990,692,803.08","2,037,687,229.49","2,001,866,830.93","2,021,327,746.13"
资产总计,"117,912,729.94","186,027,957.23","245,610,929.40","277,974,504.06","495,736,384.00","550,678,929.45","591,804,260.34","609,851,935.72","652,476,768.02","683,562,618.88","649,237,863.67","689,942,325.41","760,437,287.30","789,865,027.25","866,285,781.19","827,689,399.48","2,207,062,296.98","2,140,849,125.13","2,083,396,830.53","2,038,541,241.20","2,080,423,251.75","2,630,969,473.91","2,568,775,141.71","2,637,903,554.15","2,833,504,378.64","2,898,183,235.49","2,881,384,007.05"
负债和所有者(或股东权益)合计,"117,912,729.94","186,027,957.23","245,610,929.40","277,974,504.06","495,736,384.00","550,678,929.45","591,804,260.34","609,851,935.72","652,476,768.02","683,562,618.88","649,237,863.67","689,942,325.41","760,437,287.30","789,865,027.25","866,285,781.19","827,689,399.48","2,207,062,296.98","2,140,849,125.13","2,083,396,830.53","2,038,541,241.20","2,080,423,251.75","2,630,969,473.91","2,568,775,141.71","2,637,903,554.15","2,833,504,378.64","2,898,183,235.49","2,881,384,007.05"
