科目,2009年度,2010年度,2011年度,2012年1-6月,2012年1-9月,2012年度,2013年1-3月,2013年1-6月,2013年1-9月,2013年度,2014年1-3月,2014年1-6月,2014年1-9月,2014年度,2015年1-3月,2015年1-6月,2015年1-9月,2015年度,2016年1-3月,2016年1-6月,2016年1-9月,2016年度,2017年1-3月,2017年1-6月,2017年1-9月,2017年度,2018年1-3月,2018年1-6月
堪探费用,,,,,,,,,,,,,,,,,,,,,,,,,,,,
加:影响利润总额的其他科目,,,,,,,,,,,,,,,,,,,,,,,,,,,,
财务费用,"1,313,113.12","1,509,836.22","2,773,241.90","1,534,302.63","2,137,658.02","3,201,101.44","66,202.16","-165,308.54","-13,209,990.48","-20,073,695.09","120,248.26","355,100.25","776,435.30","1,255,577.02","-2,198.26","-1,922,132.41","2,819,620.47","3,663,956.66","445,092.25","1,245,201.76","3,169,077.99","5,966,444.33","4,715,409.09","8,082,625.74","12,103,704.34","17,297,231.15","5,071,362.84","6,723,921.15"
三、利润总额,"141,962,664.27","177,266,455.43","201,078,340.33","119,498,131.58","154,436,762.08","204,129,948.77","51,608,715.25","121,335,001.65","156,337,416.40","184,647,026.74","53,676,026.31","125,479,288.35","165,367,683.01","201,217,859.94","56,847,366.77","139,447,470.45","182,672,423.94","215,882,388.02","57,333,547.14","121,525,628.15","159,350,223.49","175,414,021.84","50,335,923.47","120,442,633.88","165,261,326.05","213,770,495.65","66,024,469.87","178,258,180.54"
资产减值损失,"-2,657,975.43","-435,869.57",-322.45,"-33,134.85","-33,134.85","-61,594.16",,"-56,155.38","-54,322.56","-49,958.92",,"99,914.84","99,914.84","128,724.81",,"12,177.26",,"-131,798.82","1,056,640.00","1,056,640.00","1,056,640.00","58,861.29",,,,"6,310,504.77",,
减:所得税,"21,262,625.57","26,505,712.46","30,465,138.51","18,038,711.22","22,980,019.92","30,639,582.73","7,767,915.37","18,248,405.55","23,525,882.53","27,622,551.75","8,203,816.57","19,252,055.06","25,438,467.45","30,982,879.72","9,127,519.88","22,123,698.12","27,856,086.17","36,915,553.04","9,305,176.22","19,363,409.38","24,494,116.10","31,097,272.76","11,078,775.09","21,920,099.22","29,563,393.36","48,840,561.90","11,689,940.43","23,727,124.89"
加:公允价值变动净收益,,,,,,,,,,,,,,,,,,,,,,,,,,,,
加:影响净利润的其他科目,,,,,,,,,,,,,,,,,,,,,,,,,,,,
投资收益,"155,833.33",,,,,"835,260.28",,"945,205.48","1,238,630.14","10,559,671.24",,"25,746,438.35","25,746,438.35","52,410,924.13",,"12,353,424.66","18,113,687.67","37,184,122.63",,"1,506,849.31","2,686,027.40","1,196,448.79","-2,806,027.40","-7,685,381.64","-20,006,246.45","-21,334,962.74","8,633,336.13","22,849,578.70"
四、净利润,"120,700,038.70","150,760,742.97","170,613,201.82","101,459,420.36","131,456,742.16","173,490,366.04","43,840,799.88","103,086,596.10","132,811,533.87","157,024,474.99","45,472,209.74","106,227,233.29","139,929,215.56","170,234,980.22","47,719,846.89","117,323,772.33","154,816,337.77","178,966,834.98","48,028,370.92","102,162,218.77","134,856,107.39","144,316,749.08","39,257,148.38","98,522,534.66","135,697,932.69","164,929,933.75","54,334,529.44","154,531,055.65"
其中:对联营企业和合营企业的投资权益,,,,,,,,,,,,,,,,,,,,,,,,"-8,029,354.24","-20,755,698.50","-25,398,866.85","8,633,336.13","21,626,291.03"
归属于母公司所有者的净利润,"120,700,038.70","150,760,742.97","170,613,201.82","101,459,420.36","131,456,742.16","173,490,366.04","43,840,799.88","103,086,596.10","132,811,533.87","157,024,474.99","45,472,209.74","106,227,233.29","139,929,215.56","170,268,510.41","47,831,453.26","117,575,537.54","154,816,337.77","179,218,600.19","48,028,370.92","102,162,218.77","134,856,107.39","144,316,749.08","39,257,148.38","98,522,534.66","135,697,932.69","164,929,933.75","54,334,529.44","154,823,648.82"
影响营业利润的其他科目,,,,,,,,,,,,,,,,,,,,,,,,,,,,
少数股东损益,,,,,,,,,,,,,,"-33,530.19","-111,606.37","-251,765.21",,"-251,765.21",,,,,,,,,,"-292,593.17"
