科目,2011-12-31,2012-12-31,2013-12-31,2014-06-30,2014-09-30,2014-12-31,2015-03-31,2015-06-30,2015-09-30,2015-12-31,2016-03-31,2016-06-30,2016-09-30,2016-12-31,2017-03-31,2017-06-30,2017-09-30,2017-12-31,2018-03-31,2018-06-30,2018-09-30,2018-12-31,2019-03-31
其他应收款,"16,905,406.96","21,756,363.96","21,655,722.61","53,278,821.11","71,972,157.69","52,964,591.33","54,252,219.71","51,756,217.31","48,172,621.84","42,317,495.41","40,299,775.99","27,874,237.25","23,247,503.69","20,311,203.79","26,106,543.49","24,834,206.21","27,552,031.28","52,876,354.94","55,112,606.41","53,861,006.96","60,064,590.41","59,019,031.20","62,615,119.81"
应付职工薪酬,"1,700,000.00","3,200,000.00","4,250,000.00","2,400,000.00","2,400,000.00","5,030,000.00","6,820,124.60","5,500,000.00","5,017,700.00","7,000,000.00","8,800,000.00","10,900,000.00","9,700,000.00","11,290,000.00","6,362,950.44","5,419,276.58","7,925,138.72","12,223,991.16","636,130.23","358,670.00","6,882,163.71","15,962,123.07","2,239,714.95"
应收关联公司款,,,,,,,,,,,,,,,,,,,,,,,
应交税费,"26,896,567.69","34,475,868.74","22,315,249.22","29,526,163.31","27,330,819.27","42,376,943.02","35,571,675.69","28,171,657.77","40,581,957.64","47,355,974.84","63,065,902.96","31,502,007.77","62,650,108.83","66,519,741.85","51,838,843.80","34,203,411.08","41,274,108.84","52,283,321.32","65,349,851.70","49,898,089.66","66,815,749.56","77,407,802.51","87,196,117.83"
应收利息,,,,,,,,,,,,,,,,,,,,,,,
应付利息,,,,,,,,,,,,,,,,,,,,,,,
应收股利,,,,,,,,,,,,,,,,,,,,,,,
应付股利,,,,,,,,,,,,,,,,,,,,,,"3,000,000.00","3,000,000.00"
存货,"319,108,887.47","347,779,427.87","459,132,468.15","496,446,205.95","555,648,603.74","602,004,398.99","642,768,541.09","637,395,419.81","730,133,940.70","662,441,396.40","731,358,930.26","833,551,226.70","767,534,105.77","860,722,908.74","979,216,803.24","1,018,798,664.39","1,077,542,513.40","1,125,778,005.88","1,435,496,482.73","1,120,909,225.93","1,286,233,259.20","1,263,303,533.27","1,529,493,792.19"
其他应付款,"324,132.83","2,734,413.28","691,998.07","560,792.80","610,767.87","9,454,131.73","9,956,071.00","69,940,617.65","65,762,329.24","55,149,316.98","12,287,059.66","21,347,913.64","22,057,718.47","22,927,450.64","23,637,827.16","25,385,137.84","67,468,699.19","205,285,128.21","353,712,238.46","456,027,476.11","530,284,082.55","607,043,633.30","678,924,016.69"
其中:消耗性生物资产,,,,,,,,,,,,,,,,,,,,,,,
应付关联公司款,,,,,,,,,,,,,,,,,,,,,,,
一年内到期的非流动资产,,,,,,,,,,,,,,,,,,,,,,,
一年内到期的非流动负债,"3,500,000.00",,,,,,,"46,800,000.00",,,,,,,,,,,,,,,
其他流动资产,,"9,266,713.18","3,687,153.15","6,693.83","2,209,016.75","30,998.70","691,318.21","23,241.73","362,347.53","2,716,050.77","95,326.08","901,555.20","2,877,721.08","3,177,173.26","1,139,243.32","5,448,192.98","14,647,215.88","389,863,319.99","423,024,642.31","245,000,037.82","597,489,534.32","93,363,219.80","324,097,029.25"
其他流动负债,,,,,,,,,,,,,,,,,,,,,,,
流动资产合计,"1,515,364,210.88","1,956,420,234.77","2,546,114,765.06","2,899,520,153.66","3,106,998,775.62","3,464,874,417.86","3,349,446,747.74","3,589,157,359.95","3,792,183,802.54","3,894,792,428.85","5,387,782,368.97","5,197,631,968.49","5,259,125,709.14","5,696,425,576.38","5,933,161,197.68","6,044,750,987.83","6,585,724,755.18","6,785,494,657.38","7,470,533,475.15","7,646,714,775.27","8,220,668,441.17","8,025,129,319.33","9,390,180,238.73"
流动负债合计,"1,277,550,929.84","1,631,229,753.69","2,168,451,287.89","2,456,832,116.12","2,643,712,354.13","2,438,109,404.90","2,341,436,813.01","2,622,957,244.51","2,801,606,943.97","2,882,424,772.57","2,697,850,005.42","2,542,837,731.81","2,525,668,429.89","2,980,202,063.67","3,151,480,563.70","3,274,532,883.63","3,749,910,135.46","3,925,712,834.82","4,527,558,546.92","4,713,081,969.98","5,066,606,352.50","5,231,574,779.48","6,543,984,534.66"
可供出售金融资产,,,,,,,,,,,,,,"51,716,000.00","51,716,000.00","51,716,000.00","51,716,000.00","75,046,000.00","75,046,000.00","75,046,000.00","75,046,000.00","75,046,000.00",
长期借款,"15,000,000.00",,,"46,800,000.00","46,800,000.00","74,743,444.43","46,800,000.00",,,,,,,,,,,,,,"100,000,000.00","429,950,000.00","413,450,000.00"
持有至到期投资,,,,,,,,,,,,,,,,,,,,,,,
应付债券,,,,,,,,,,,,,,,,,,,,,,,
长期应收款,,,,,,,,,,,,,,,,,,,,,,,
长期应付款,,,,,,,,,,,,,,,,,,,,,,,
长期股权投资,,,,,,,,,,,,,,,,,,,,,,,
专项应付款,,,,,,,,,,,,,,,,,,,,,,,
投资性房地产,"243,899.30","243,899.30","243,899.30","243,899.30","243,899.30","243,899.30","243,899.30","243,899.30","243,899.30","243,899.30","243,899.30","243,899.30","243,899.30","243,899.30","243,899.30","243,899.30","243,899.30","243,899.30","243,899.30","243,899.30","243,899.30","243,899.30","243,899.30"
预计负债,,,,,,,,,,,,,,,,,,,,,,,
固定资产,"8,808,220.94","9,895,052.06","13,307,077.13","15,832,204.49","16,071,822.78","17,952,122.22","24,625,418.83","129,987,476.91","129,433,546.64","147,250,022.84","149,299,060.07","156,354,348.28","164,063,143.97","368,563,925.81","369,046,973.03","381,585,503.77","398,258,438.12","427,506,108.47","425,802,285.05","547,686,346.67","547,508,917.33","585,524,114.82","583,782,114.37"
递延所得税负债,,,,,,,,,,,,,,,,,,,,,,"5,424,585.57","5,221,645.59"
在建工程,,"4,593,120.26","57,420,592.83","76,690,486.50","116,090,122.28","163,663,459.49","190,767,478.25","97,083,912.38","125,547,234.69","149,728,769.13","161,883,207.95","165,488,762.78","162,235,934.83","2,485,879.35","12,807,561.12","31,437,381.14","59,676,900.67","88,269,798.45","107,902,256.83",,"2,711,303.46","16,162,510.78","23,823,631.02"
其他非流动负债,"6,885,400.00","19,565,400.00","28,418,200.00","28,418,200.00","38,418,200.00","48,848,200.00","6,885,400.00","6,885,400.00","6,885,400.00","6,885,400.00","6,885,400.00","6,885,400.00","6,885,400.00","6,885,400.00","6,885,400.00","6,885,400.00","6,885,400.00","6,885,400.00","6,885,400.00","6,885,400.00","6,885,400.00","6,885,400.00","6,885,400.00"
工程物资,,,,,,,,,,,,,,,,,,,,,,,
非流动负债合计,"21,885,400.00","19,565,400.00","28,418,200.00","75,218,200.00","85,218,200.00","123,591,644.43","96,620,700.00","49,793,200.00","50,365,700.00","61,923,946.67","61,689,319.99","61,454,693.31","61,220,066.64","60,985,439.96","60,693,313.28","60,401,186.60","60,109,059.92","59,816,933.24","59,524,806.56","59,232,679.88","158,940,553.20","494,023,012.09","477,027,945.43"
固定资产清理,,,,,,,,,,,,,,,,,,,,,,,
负债合计,"1,299,436,329.84","1,650,795,153.69","2,196,869,487.89","2,532,050,316.12","2,728,930,554.13","2,561,701,049.33","2,438,057,513.01","2,672,750,444.51","2,851,972,643.97","2,944,348,719.24","2,759,539,325.41","2,604,292,425.12","2,586,888,496.53","3,041,187,503.63","3,212,173,876.98","3,334,934,070.23","3,810,019,195.38","3,985,529,768.06","4,587,083,353.48","4,772,314,649.86","5,225,546,905.70","5,725,597,791.57","7,021,012,480.09"
生产性生物资产,,,,,,,,,,,,,,,,,,,,,,,
实收资本(或股本),"90,000,000.00","90,000,000.00","90,000,000.00","90,000,000.00","90,000,000.00","112,500,000.00","112,500,000.00","112,500,000.00","112,500,000.00","112,500,000.00","142,348,044.00","142,348,044.00","142,348,044.00","142,348,044.00","142,348,044.00","185,052,458.00","185,052,458.00","185,052,458.00","185,052,458.00","259,073,441.00","259,073,441.00","259,073,441.00","259,073,441.00"
油气资产,,,,,,,,,,,,,,,,,,,,,,,
资本公积,"86,530,985.92","86,530,985.92","86,530,985.92","86,530,985.92","85,036,068.46","593,874,768.46","593,874,768.46","593,874,768.46","593,874,768.46","593,874,768.46","2,189,296,675.26","2,189,296,675.26","2,189,296,675.26","2,189,296,675.26","2,189,296,675.26","2,146,592,261.26","2,146,592,261.26","2,146,592,261.26","2,146,592,261.26","2,072,571,278.26","2,072,571,278.26","2,072,571,278.26","2,072,571,278.26"
无形资产,"38,467,701.76","42,751,910.62","64,177,408.80","65,769,939.81","65,326,119.33","65,069,132.15","64,618,796.27","74,115,944.24","84,272,357.15","83,714,191.67","83,169,893.71","103,258,551.92","102,699,547.66","102,021,131.28","101,354,363.77","100,686,791.83","100,235,725.04","101,139,414.95","100,627,013.28","107,270,063.40","106,536,055.95","141,822,539.73","170,332,560.75"
盈余公积,"6,831,765.71","15,697,845.36","26,806,377.17","26,806,377.17","26,806,377.17","44,420,202.60","44,420,202.60","44,420,202.60","44,420,202.60","63,058,163.36","63,058,163.36","63,058,163.36","63,058,163.36","92,567,816.10","92,567,816.10","92,567,816.10","92,567,816.10","127,481,958.12","127,481,958.12","127,481,958.12","127,481,958.12","171,726,266.13","171,726,266.13"
开发支出,,,,,,,,,,,,,,,,,,,,,,,
减:库存股,,,,,,,,,,,,,,,,,,,,,,"51,345,538.56","82,448,954.03"
商誉,,,,,,,,,,,,,,,,,,,,"3,200,000.00","3,200,000.00","765,460,157.17","765,460,157.17"
未分配利润,"90,869,994.95","186,358,369.43","297,667,212.45","339,244,304.23","378,979,385.02","404,850,663.65","446,138,623.94","470,566,396.29","527,980,418.02","559,716,049.63","623,611,367.28","621,678,396.44","704,097,530.33","765,809,095.20","849,532,005.28","857,973,483.34","955,779,558.56","1,032,631,319.81","1,145,884,514.94","1,166,077,443.74","1,301,305,993.21","1,394,437,663.45","1,554,889,312.55"
长期待摊费用,"2,494,379.68","2,803,816.63","3,988,887.50","3,453,255.08","4,161,689.51","6,270,006.35","6,735,664.66","6,928,340.93","6,633,712.55","6,994,455.65","8,102,517.58","9,777,191.51","13,083,961.86","17,355,118.18","21,119,426.25","26,585,290.68","28,627,109.42","34,143,758.58","40,979,719.01","49,783,680.28","58,116,488.56","72,576,550.02","81,170,183.10"
少数股东权益,,,,,"14,808,361.31","18,276,643.97","21,217,926.55","22,603,951.44","27,222,168.34","31,486,408.13","36,419,131.35","36,171,960.83","41,018,445.99","47,717,827.73","52,020,085.35","63,702,665.73","72,031,329.89","76,761,486.18","81,507,397.19","90,621,372.40","92,459,408.87","200,573,888.49","242,958,581.66"
递延所得税资产,"2,280,758.64","6,901,135.14","5,947,239.16","6,349,050.53","8,837,353.44","10,677,802.85","12,480,062.29","12,150,304.39","12,810,777.86","14,693,069.45","16,900,229.87","17,130,609.67","18,194,000.07","16,705,661.33","19,088,111.20","18,446,063.10","20,798,630.99","19,962,563.65","22,691,784.86","24,787,082.90","27,840,538.21","30,616,927.44","35,025,057.13"
外币报表折算价差,,,,,,,,,,,,,,,,,,,,,,,
其他非流动资产,"6,009,905.22","5,773,185.62","6,674,193.65","6,772,994.07","6,830,963.83","6,872,487.79","7,290,967.22","7,048,525.20","6,844,870.66","7,567,271.93","6,891,529.21","6,960,333.06","7,061,158.64","23,409,770.29","29,400,970.62","25,370,837.01","16,761,160.47","22,243,050.65","29,775,509.51","33,408,295.56","36,567,341.18","60,052,771.75","114,718,564.09"
非正常经营项目收益调整,,,,,,,,,,,,,,,,,,,,,,,
非流动资产合计,"58,304,865.54","72,962,119.63","151,759,298.37","175,111,829.78","217,561,970.47","270,748,910.15","306,762,286.82","327,558,403.35","365,786,398.85","410,191,679.97","426,490,337.69","459,213,696.52","467,581,646.33","582,501,385.54","604,777,305.29","636,071,766.83","676,317,864.01","768,554,594.05","803,068,467.84","841,425,368.11","857,770,543.99","1,747,505,471.01","1,849,602,166.93"
所有者权益(或股东权益)合计,"274,232,746.58","378,587,200.71","501,004,575.54","542,581,667.32","595,630,191.96","1,173,922,278.68","1,218,151,521.55","1,243,965,318.79","1,305,997,557.42","1,360,635,389.58","3,054,733,381.25","3,052,553,239.89","3,139,818,858.94","3,237,739,458.29","3,325,764,625.99","3,345,888,684.43","3,452,023,423.81","3,568,519,483.37","3,686,518,589.51","3,715,825,493.52","3,852,892,079.46","4,047,036,998.77","4,218,769,925.57"
资产总计,"1,573,669,076.42","2,029,382,354.40","2,697,874,063.43","3,074,631,983.44","3,324,560,746.09","3,735,623,328.01","3,656,209,034.56","3,916,715,763.30","4,157,970,201.39","4,304,984,108.82","5,814,272,706.66","5,656,845,665.01","5,726,707,355.47","6,278,926,961.92","6,537,938,502.97","6,680,822,754.66","7,262,042,619.19","7,554,049,251.43","8,273,601,942.99","8,488,140,143.38","9,078,438,985.16","9,772,634,790.34","11,239,782,405.66"
负债和所有者(或股东权益)合计,"1,573,669,076.42","2,029,382,354.40","2,697,874,063.43","3,074,631,983.44","3,324,560,746.09","3,735,623,328.01","3,656,209,034.56","3,916,715,763.30","4,157,970,201.39","4,304,984,108.82","5,814,272,706.66","5,656,845,665.01","5,726,707,355.47","6,278,926,961.92","6,537,938,502.97","6,680,822,754.66","7,262,042,619.19","7,554,049,251.43","8,273,601,942.99","8,488,140,143.38","9,078,438,985.16","9,772,634,790.34","11,239,782,405.66"
