科目,2013-12-31,2014-12-31,2015-12-31,2016-06-30,2016-09-30,2016-12-31,2017-03-31,2017-06-30,2017-09-30,2017-12-31
应收利息,,,,,,"21,657.53","65,687.84",,"1,113,972.60",
应付利息,"35,200.00","48,015.00","21,932.02","18,843.75","4,833.33",,,,,
应收股利,,,,,,,,,,
应付股利,,,,,,,,,,
存货,"49,412,215.54","54,202,068.92","56,593,031.34","52,335,156.80","61,046,961.25","55,279,079.64","55,961,895.84","54,592,708.67","59,793,781.44","64,291,675.74"
其他应付款,"808,139.18","48,407.91","29,881.92","47,724.72","32,259.86","4,833,102.21","16,407.91","33,102.21","446,205.91","505,979.31"
其中:消耗性生物资产,,,,,,,,,,
应付关联公司款,,,,,,,,,,
一年内到期的非流动资产,,,,,,,,,,
一年内到期的非流动负债,,,,,,,,,,
其他流动资产,"934,640.73","273,017.02","237,093.72","224,212.25","203,767.83","220,031.81","126,928.05","149,147,763.01","198,118,717.93","198,647,637.20"
其他流动负债,"298,214.25","352,836.18","275,073.31","296,195.71","271,434.50","277,997.63","665,967.18","832,565.78","612,909.72","458,353.61"
流动资产合计,"106,498,715.20","118,335,460.12","136,064,143.55","143,915,536.39","149,422,896.59","170,984,868.49","337,918,660.96","350,889,750.73","374,913,441.10","401,092,839.71"
流动负债合计,"76,441,542.73","72,801,624.83","74,581,660.18","68,796,058.29","63,890,302.52","70,163,339.95","55,108,168.04","58,530,542.59","64,686,362.75","88,091,870.34"
可供出售金融资产,,,,,,,,,,
长期借款,,,,,,,,,,
持有至到期投资,,,,,,,,,,
应付债券,,,,,,,,,,
长期应收款,,,,,,,,,,
长期应付款,,,,,,,,,,
长期股权投资,,,,,,,,,,
专项应付款,,,,,,,,,,
投资性房地产,,,,,,,,,,
预计负债,,,,,,,,,,
固定资产,"56,661,529.83","57,785,965.96","103,723,271.51","108,616,288.20","107,814,689.77","105,685,281.31","99,801,278.99","100,031,590.81","98,268,335.39","145,199,804.90"
递延所得税负债,,,,,,,,,,
在建工程,"19,613,501.20","33,892,111.74","2,635,651.77","855,129.20","691,181.74","448,075.55","1,012,312.04","1,236,811.58","1,370,624.76","2,158,222.49"
其他非流动负债,,,,,,,,,,
工程物资,,,,,,,,,,
非流动负债合计,"3,260,400.00","3,059,760.00","2,859,120.00","2,758,800.00","2,708,640.00","2,658,480.00",,,,
固定资产清理,,,,,,,,,,
负债合计,"79,701,942.73","75,861,384.83","77,440,780.18","71,554,858.29","66,598,942.52","72,821,819.95","55,108,168.04","58,530,542.59","64,686,362.75","88,091,870.34"
生产性生物资产,,,,,,,,,,
实收资本(或股本),"66,900,000.00","66,900,000.00","66,900,000.00","66,900,000.00","66,900,000.00","66,900,000.00","89,200,000.00","89,200,000.00","89,200,000.00","89,200,000.00"
油气资产,,,,,,,,,,
资本公积,"34,232,820.90","34,232,820.90","34,232,820.90","34,232,820.90","34,232,820.90","34,232,820.90","171,003,667.56","171,003,667.56","171,003,667.56","171,003,667.56"
无形资产,"37,575,125.34","36,710,597.36","35,467,547.62","34,905,682.64","34,665,890.51","34,426,098.38","30,632,045.75","30,472,544.22","30,279,086.10","30,085,627.98"
盈余公积,"4,448,018.22","7,466,052.02","10,762,992.69","12,699,023.10","13,639,580.85","14,967,405.08","16,283,391.24","17,460,221.38","19,174,431.57","20,375,447.07"
开发支出,,"217,200.00","257,268.00",,,,,,,
减:库存股,,,,,,,,,,
商誉,,,,,,,,,,
未分配利润,"37,791,951.98","63,845,402.74","90,466,502.62","106,297,614.19","114,635,813.30","126,470,390.33","140,339,381.59","149,918,552.44","165,259,003.35","176,026,378.65"
长期待摊费用,"361,026.20","580,013.88","449,730.58","1,836,480.73","1,726,409.38","1,616,337.85","1,787,556.65","2,319,872.84","2,292,590.09","2,192,155.82"
少数股东权益,,,,,,,,,,"39,981,131.45"
递延所得税资产,"600,522.22","564,311.43","638,653.23","603,805.84","659,994.07","638,620.10","638,620.10","638,620.10","638,620.10","759,585.97"
外币报表折算价差,,,,,,,,,,
其他非流动资产,"1,764,313.84","220,000.00","566,830.13","951,393.48","1,026,095.51","1,593,154.58","144,133.94","523,793.69","1,560,767.69","3,190,258.20"
非正常经营项目收益调整,,,,,,,,,,
非流动资产合计,"116,576,018.63","129,970,200.37","143,738,952.84","147,768,780.09","146,584,260.98","144,407,567.77","134,015,947.47","135,223,233.24","134,410,024.13","183,585,655.36"
所有者权益(或股东权益)合计,"143,372,791.10","172,444,275.66","202,362,316.21","220,129,458.19","229,408,215.05","242,570,616.31","416,826,440.39","427,582,441.38","444,637,102.48","496,586,624.73"
资产总计,"223,074,733.83","248,305,660.49","279,803,096.39","291,684,316.48","296,007,157.57","315,392,436.26","471,934,608.43","486,112,983.97","509,323,465.23","584,678,495.07"
负债和所有者(或股东权益)合计,"223,074,733.83","248,305,660.49","279,803,096.39","291,684,316.48","296,007,157.57","315,392,436.26","471,934,608.43","486,112,983.97","509,323,465.23","584,678,495.07"
