科目,2007-03-31,2007-06-30,2007-09-30,2007-12-31,2008-03-31,2008-06-30,2008-09-30,2008-12-31,2009-03-31,2009-06-30,2009-09-30,2009-12-31,2010-03-31,2010-06-30,2010-09-30,2010-12-31,2011-03-31,2011-06-30,2011-09-30,2011-12-31,2012-03-31,2012-06-30,2012-09-30,2012-12-31,2013-03-31
应交税费,"-14,087,631.43","-3,926,665.63","-6,423,938.95","-22,451,694.30","-17,411,671.74","-12,873,994.62","-17,923,786.95","-9,286,991.59","-9,249,224.16","-16,169,912.51","-14,201,848.60","-23,689,270.35","-13,152,620.16","-27,085,196.79","-12,847,432.83","-22,174,496.46","-14,701,944.72","-23,436,897.06","-19,231,790.55","-20,397,890.83","-12,978,349.45","-10,629,504.10","-15,415,253.27","-11,013,497.15","-4,811,462.64"
应收利息,,,,,,,,,,,,,,,,,,,,,,,,,
应付利息,"2,028,700.68","846,710.27","3,839,748.41","492,875.00","648,579.76","1,798,608.56","1,277,093.58",,"2,976,221.56","8,292,369.47","5,809,260.23","56,045.00","1,112,085.21","303,485.31","2,914,376.37","132,277.77","1,069,999.87","898,902.13","3,212,569.09","3,560,949.42","7,667,866.06","11,546,348.05","14,428,556.72","5,582,627.73","8,442,599.28"
应收股利,,,,,,,,,,,,,,,,,,,,,,,,,
应付股利,,,,,,,,,,,,"465,703.07","465,703.07","465,703.07","465,703.07",,,,,,,,,,
存货,"370,296,849.53","350,439,667.30","354,756,920.82","393,121,013.45","390,475,653.77","402,804,982.79","478,232,669.74","446,727,019.78","432,215,222.71","483,589,175.97","518,376,685.47","567,438,831.87","498,693,374.21","569,797,370.76","521,710,074.86","520,783,737.89","486,535,930.00","523,206,885.55","579,477,106.26","605,782,326.15","592,271,703.14","567,496,781.23","603,198,195.20","647,744,501.79","636,759,771.61"
其他应付款,"70,533,421.75","109,421,873.87","60,606,396.01","133,732,140.45","122,985,206.64","83,450,689.27","51,882,056.65","32,872,002.33","324,829,255.23","401,649,055.21","504,727,623.18","490,985,597.29","596,994,209.88","578,164,873.29","546,653,961.41","442,677,254.18","254,780,509.53","252,870,441.49","257,533,248.24","583,362,636.05","504,844,877.11","710,388,923.28","598,849,831.19","487,749,131.55","585,719,595.50"
其中:消耗性生物资产,,,,,,,,,,,,,,,,,,,,,,,,,
应付关联公司款,,,,,,,,,,,,,,,,,,,,,,,,,
一年内到期的非流动资产,,,,,,,,,,,,,,,,,,,,,,,,,
一年内到期的非流动负债,"45,700,000.00","37,870,000.00","30,000,000.00",,,,,"104,408,082.31","104,414,561.20","104,038,199.52","94,038,199.52","104,856,963.26","104,856,963.26","104,807,553.26","104,807,553.26","101,050,701.28","105,177,230.64","91,552,958.53","91,538,602.30","53,423,796.91","53,961,334.00","27,032,767.06","27,559,138.39","470,000.00","470,000.00"
其他流动资产,,,,,,,,,,,,"88,770.00","173,535.70","471,360.50","199,697.00","175,918.00","239,757.49","118,323.20","488,120.49","224,251.68","226,589.79","173,619.50","97,032.85","41,314.66","2,439,906.57"
其他流动负债,,,,,,,,,,,,"3,455,000.00","3,455,000.00","3,555,000.00","3,455,000.00","600,000.00","600,000.00","600,000.00","600,000.00",,"9,680,000.00","13,203,800.00","13,353,800.00","19,073,800.00","19,273,800.00"
流动资产合计,"1,352,263,374.23","1,324,990,720.55","1,255,493,922.08","1,210,990,325.16","1,336,095,842.68","1,284,211,956.13","1,359,143,797.14","1,540,308,475.14","1,821,384,592.85","1,739,013,017.93","1,788,410,730.26","1,810,783,570.71","2,186,308,336.32","1,991,773,225.19","1,982,635,363.52","1,775,575,088.31","2,135,749,145.83","2,215,876,893.02","1,951,918,714.03","1,876,781,076.65","2,164,279,043.22","2,503,909,131.28","2,413,938,123.62","2,242,312,190.57","2,635,509,104.96"
流动负债合计,"1,641,140,610.70","1,736,123,476.14","1,621,882,091.89","1,686,415,889.51","1,624,735,689.31","1,556,082,753.35","1,484,304,725.95","1,939,406,896.74","2,206,249,483.62","2,109,662,504.03","2,163,715,817.66","2,165,150,051.95","2,489,336,900.12","2,310,495,342.04","2,293,970,227.80","2,175,291,833.89","2,491,267,235.13","2,535,855,181.20","2,269,596,678.96","2,432,540,848.91","2,717,708,834.01","3,131,907,817.99","3,060,416,431.55","2,937,102,948.78","3,375,800,130.17"
可供出售金融资产,,,,,,,,,,,,,,,,,,,,,,,,,
长期借款,"5,170,000.00","5,170,000.00","5,170,000.00","45,170,000.00","205,170,000.00","205,170,000.00","205,170,000.00","104,700,000.00","104,230,000.00","104,230,000.00","84,230,000.00","53,760,000.00","53,760,000.00","53,760,000.00","53,760,000.00","3,290,000.00","3,290,000.00","3,290,000.00","3,290,000.00","2,820,000.00","2,820,000.00","2,820,000.00","2,820,000.00","2,350,000.00","2,350,000.00"
持有至到期投资,,,,,,,,,,,,,,,,,,,,,,,,,
应付债券,,,,,,,,,,,,,,,,,,,,,,,,,
长期应收款,,,,,,,,,,,,"11,000,000.00","11,000,000.00","11,000,000.00","10,814,722.83","20,814,722.83","18,314,722.83","17,314,722.83","16,814,722.83","17,814,722.83","16,800,000.00","13,000,000.00","10,000,000.00","9,500,000.00","9,500,000.00"
长期应付款,,,,,,,"152,538,759.13","70,978,390.88","58,461,634.34","46,321,239.48","33,898,573.36","96,608,938.45","97,970,251.15","71,837,428.46","72,873,382.40","52,492,326.57","49,496,230.00","26,902,954.76","28,107,905.00",,,,,,
长期股权投资,"54,563,080.97","40,000,000.00","20,000,000.00","20,000,000.00","20,000,000.00","20,000,000.00","23,500,000.00","20,000,000.00","20,000,000.00","20,000,000.00","20,000,000.00","20,000,000.00","20,000,000.00","20,000,000.00","20,000,000.00","20,000,000.00","20,000,000.00","20,000,000.00","20,000,000.00","20,000,000.00","20,000,000.00","20,000,000.00","20,000,000.00","20,000,000.00","20,000,000.00"
专项应付款,,,,,,,,,,,,,,,,,,,,,,,,,
投资性房地产,,,,,,,,,,,,,,,,"605,680.32","602,742.87","599,805.42","596,867.97","593,930.52","590,993.07","588,055.62","585,118.17","582,180.72","579,243.27"
预计负债,,,,,,,,,,,,,,,,,,,,,,,,,
固定资产,"674,172,192.49","831,148,679.22","1,193,594,003.94","1,263,596,899.01","1,242,623,406.89","1,223,692,227.20","1,204,311,524.85","1,222,391,670.22","1,198,468,637.65","1,179,351,578.88","1,159,720,983.05","1,154,007,154.11","1,120,630,467.92","1,112,894,948.88","1,091,852,080.57","1,067,840,703.67","1,048,090,924.21","1,026,465,825.00","1,017,700,471.59","1,125,677,765.92","1,101,446,710.34","1,075,705,653.66","1,051,216,108.28","1,055,845,741.97","1,040,441,724.85"
递延所得税负债,,,,,,,,,,,,,,,,,,,,"2,132,724.95","2,102,687.91","2,072,650.87","2,042,613.84","2,012,576.81","1,982,539.77"
在建工程,"431,455,187.30","410,793,977.10","13,963,593.45","8,713,147.79","9,088,689.85","11,888,455.96","11,278,351.43","327,572.44",,,"13,500.00","4,188,229.04","6,170,722.82","17,792,794.43","40,877,633.85","51,148,756.12","51,280,427.89","71,669,902.11","89,950,817.68","195,380,229.90","227,117,974.78","330,600,388.00","386,256,926.84","433,869,711.36","511,038,809.51"
其他非流动负债,,,,,,,,,,,,,,,,,,,,,,,,,
工程物资,"6,449,605.52",,"278,946.72",,,,,,,,,,,,,,"269,995.72","1,025.64",,,,,"1,294,692.21","1,195,601.97",
非流动负债合计,"5,170,000.00","5,170,000.00","5,170,000.00","45,170,000.00","205,170,000.00","205,170,000.00","357,708,759.13","175,678,390.88","162,691,634.34","150,551,239.48","118,128,573.36","150,368,938.45","151,730,251.15","125,597,428.46","126,633,382.40","55,782,326.57","52,786,230.00","30,192,954.76","31,397,905.00","4,952,724.95","4,922,687.91","4,892,650.87","4,862,613.84","4,362,576.81","4,332,539.77"
固定资产清理,,,,,,,,,,,,,,,,,,,,,,,,,
负债合计,"1,646,310,610.70","1,741,293,476.14","1,627,052,091.89","1,731,585,889.51","1,829,905,689.31","1,761,252,753.35","1,842,013,485.08","2,115,085,287.62","2,368,941,117.96","2,260,213,743.51","2,281,844,391.02","2,315,518,990.40","2,641,067,151.27","2,436,092,770.50","2,420,603,610.20","2,231,074,160.46","2,544,053,465.13","2,566,048,135.96","2,300,994,583.96","2,437,493,573.86","2,722,631,521.92","3,136,800,468.86","3,065,279,045.39","2,941,465,525.59","3,380,132,669.94"
生产性生物资产,,,,,,,,,,,,,,,,,,,,,,,,,
实收资本(或股本),"420,000,000.00","420,000,000.00","420,000,000.00","420,000,000.00","420,000,000.00","420,000,000.00","420,000,000.00","420,000,000.00","420,000,000.00","420,000,000.00","420,000,000.00","420,000,000.00","420,000,000.00","420,000,000.00","420,000,000.00","420,000,000.00","420,000,000.00","420,000,000.00","420,000,000.00","420,000,000.00","420,000,000.00","420,000,000.00","420,000,000.00","420,000,000.00","420,000,000.00"
油气资产,,,,,,,,,,,,,,,,,,,,,,,,,
资本公积,"257,301,021.81","257,301,021.81","257,301,021.81","257,301,021.81","257,301,021.81","257,301,021.81","257,301,021.81","254,669,680.18","254,669,680.18","254,669,680.18","254,669,680.18","254,669,680.18","254,669,680.18","254,669,680.18","254,669,680.18","254,267,961.31","265,798,818.32","265,798,818.32","265,798,818.32","265,798,818.32","265,814,392.95","265,814,392.95","265,814,392.95","265,353,319.80","265,353,319.80"
无形资产,"42,975,644.67","41,408,223.83","46,178,580.73","81,098,861.58","79,279,353.76","78,363,456.94","76,728,571.12","73,869,094.97","72,191,333.27","71,751,349.28","70,123,389.04","70,631,456.38","69,363,394.54","68,168,892.05","67,131,070.21","84,604,645.92","83,529,103.00","87,122,943.28","85,943,421.76","93,920,629.51","93,698,820.63","92,477,103.18","91,294,819.04","90,069,372.22","89,256,486.33"
盈余公积,"46,740,009.59","46,740,009.59","46,740,009.59","47,151,703.31","47,151,703.31","47,151,703.31","47,151,703.31","47,151,703.31","47,151,703.31","47,151,703.31","47,151,703.31","47,151,703.31","47,151,703.31","47,151,703.31","47,151,703.31","51,361,228.41","51,361,228.41","51,361,228.41","51,361,228.41","55,157,226.18","55,157,226.18","55,157,226.18","55,157,226.18","60,716,447.40","60,716,447.40"
开发支出,,,,,,,,,,,"142,000.00","142,000.00","1,113,027.45","1,109,130.01","1,209,630.01","942,000.00","1,452,000.00","3,186,588.05","6,386,588.05","8,272,000.00","11,272,000.00","12,872,000.00","15,272,000.00","21,462,000.00","23,312,000.00"
减:库存股,,,,,,,,,,,,,,,,,,,,,,,,,
商誉,,"14,563,080.97","14,563,080.97","18,903,639.76","18,903,639.76","18,903,639.76","18,903,639.76","18,903,639.76","19,695,970.31","19,695,970.31","19,695,970.31","18,903,639.76","18,903,639.76","18,903,639.76","18,903,639.76","18,903,639.76","18,903,639.76","18,903,639.76","18,903,639.76","20,922,535.86","20,922,535.86","20,922,535.86","20,922,535.86","20,922,535.86","20,922,535.86"
未分配利润,"143,088,368.15","149,522,736.14","145,373,864.03","103,431,876.59","106,545,283.05","107,848,664.84","104,788,655.02","19,468,602.49","21,502,324.97","26,714,654.80","31,791,875.66","29,478,468.83","46,209,161.86","58,315,861.19","64,126,094.37","57,002,321.57","68,969,664.93","85,130,623.97","96,881,105.17","93,279,981.45",,"109,180,997.57","117,847,414.40","129,648,329.57","143,965,982.08"
长期待摊费用,"54,250.00","49,000.00","974,861.54","38,500.00","33,250.00","28,000.00","5,332,152.12","4,159,662.63","3,832,683.50","3,363,557.73","2,997,641.37","2,759,841.73","2,409,973.08","1,940,903.53","1,531,434.43","1,170,041.69","769,744.77","486,822.11","380,311.35","519,291.81","539,478.08","421,018.89","164,544.63","129,848.43","126,138.22"
少数股东权益,"57,258,394.61","57,942,523.35","58,426,087.47","55,449,211.41","56,698,814.79","57,195,500.29","56,658,819.21","48,707,437.60","48,430,987.20","50,189,423.46","51,410,294.99","52,580,840.11","53,785,656.37","55,816,701.93","56,867,670.38","48,013,373.28","48,893,036.50","90,765,388.70","91,175,847.30","99,875,403.84","100,431,162.89","97,386,523.33","100,690,512.13","98,105,985.63","100,141,184.07"
递延所得税资产,"8,765,069.68","9,846,085.36","9,846,085.36","11,578,329.33","11,578,329.33","13,661,907.61","13,661,907.61","25,122,596.04","25,122,596.04","25,763,731.13","25,763,731.13","26,983,791.10","26,983,791.10","28,463,183.26","28,463,183.26","20,113,766.41","20,113,766.41","17,476,028.14","17,616,028.14","11,722,820.65","11,722,820.65","13,843,722.40","13,843,722.40","19,400,424.89","19,623,560.29"
外币报表折算价差,,,,,,,,,,,,,,,,,,,,,,,,,
其他非流动资产,,,,,,,"15,053,740.40",,,,,,,,,,,,,,,,,,
非正常经营项目收益调整,,,,,,,,,,,,,,,,,,,,,,,,,
非流动资产合计,"1,218,435,030.63","1,347,809,046.48","1,299,399,152.71","1,403,929,377.47","1,381,506,669.59","1,366,537,687.47","1,368,769,887.29","1,364,774,236.06","1,339,311,220.77","1,319,926,187.33","1,298,457,214.90","1,308,616,112.12","1,276,575,016.67","1,280,273,491.92","1,280,783,394.92","1,286,143,956.72","1,263,327,067.46","1,263,227,302.34","1,274,292,869.13","1,494,823,927.00","1,504,111,333.41","1,580,430,477.61","1,610,850,467.43","1,672,977,417.42","1,734,800,498.33"
所有者权益(或股东权益)合计,"924,387,794.16","931,506,290.89","927,840,982.90","883,333,813.12","887,696,822.96","889,496,890.25","885,900,199.35","789,997,423.58","791,754,695.66","798,725,461.75","805,023,554.14","803,880,692.43","821,816,201.72","835,953,946.61","842,815,148.24","830,644,884.57","855,022,748.16","913,056,059.40","925,216,999.20","934,111,429.79","945,758,854.71","947,539,140.03","959,509,545.66","973,824,082.40","990,176,933.35"
资产总计,"2,570,698,404.86","2,672,799,767.03","2,554,893,074.79","2,614,919,702.63","2,717,602,512.27","2,650,749,643.60","2,727,913,684.43","2,905,082,711.20","3,160,695,813.62","3,058,939,205.26","3,086,867,945.16","3,119,399,682.83","3,462,883,352.99","3,272,046,717.11","3,263,418,758.44","3,061,719,045.03","3,399,076,213.29","3,479,104,195.36","3,226,211,583.16","3,371,605,003.65","3,668,390,376.63","4,084,339,608.89","4,024,788,591.05","3,915,289,607.99","4,370,309,603.29"
负债和所有者(或股东权益)合计,"2,570,698,404.86","2,672,799,767.03","2,554,893,074.79","2,614,919,702.63","2,717,602,512.27","2,650,749,643.60","2,727,913,684.43","2,905,082,711.20","3,160,695,813.62","3,058,939,205.26","3,086,867,945.16","3,119,399,682.83","3,462,883,352.99","3,272,046,717.11","3,263,418,758.44","3,061,719,045.03","3,399,076,213.29","3,479,104,195.36","3,226,211,583.16","3,371,605,003.65","3,668,390,376.63","4,084,339,608.89","4,024,788,591.05","3,915,289,607.99","4,370,309,603.29"
