科目,2009年度,2010年度,2011年度,2012年1-6月,2012年1-9月,2012年度,2013年1-3月,2013年1-6月,2013年1-9月,2013年度,2014年1-3月,2014年1-6月,2014年1-9月,2014年度,2015年1-3月,2015年1-6月,2015年1-9月,2015年度,2016年1-3月,2016年1-6月,2016年1-9月,2016年度,2017年1-3月,2017年1-6月,2017年1-9月,2017年度,2018年1-3月
堪探费用,,,,,,,,,,,,,,,,,,,,,,,,,,,
加:影响利润总额的其他科目,,,,,,,,,,,,,,,,,,,,,,,,,,,
财务费用,"21,096,991.32","9,938,338.74","10,701,958.22","3,462,758.83","5,040,903.31","1,242,300.69","-485,785.97","-4,154,902.55","-5,521,600.75","-6,308,292.20","204,451.00","806,760.05","5,472,465.92","9,670,133.10","4,479,108.81","7,623,076.95","11,931,403.39","26,412,070.67","12,902,047.98","26,901,509.08","37,409,526.73","50,979,360.33","4,478,009.15","14,896,528.23","29,607,808.89","36,949,220.34","15,471,455.59"
三、利润总额,"80,827,647.09","88,773,066.54","106,859,751.98","40,449,045.33","74,767,905.32","119,785,959.75","21,275,216.38","50,258,395.46","93,752,209.47","145,324,014.08","26,929,238.83","60,012,312.63","102,265,543.78","109,612,460.88","27,421,687.63","66,894,011.61","137,593,219.12","241,560,513.52","32,781,560.99","74,673,633.84","180,866,232.73","268,369,100.16","53,730,371.24","111,998,835.64","230,008,863.97","320,010,157.22","65,532,944.66"
资产减值损失,"9,199,529.51","1,136,174.91","3,840,460.65","2,589,831.98","3,234,433.80","13,863,869.07","975,498.83","2,932,595.88","3,241,275.40","7,032,101.09","-2,930,386.36","-2,351,984.14","644,065.40","1,835,942.82","-3,738,324.49","-1,875,027.67","2,098,063.55","14,489,826.26","-8,245,819.92","-3,486,325.19","4,587,171.32","29,623,362.15","-1,183,099.15","6,854,083.74","18,369,273.51","59,454,980.88","-2,611,082.73"
减:所得税,"10,439,379.27","8,204,110.97","18,989,127.62","6,044,264.85","11,597,269.14","18,051,940.49","3,652,223.66","8,442,027.77","15,187,155.02","25,235,541.11","5,007,653.07","10,108,535.93","16,431,469.35","16,435,397.36","3,158,901.96","11,017,134.18","25,641,382.93","51,417,526.63","4,231,472.82","12,179,628.00","34,974,760.26","64,888,652.25","10,618,501.30","17,165,861.20","25,660,086.68","37,638,690.75","8,503,526.74"
加:公允价值变动净收益,,"677,000.00","816,120.00","-2,006,720.00","-1,411,620.00","-1,999,220.00",,"3,897,700.00","2,174,500.00","2,559,500.00","-2,053,400.00","-2,053,400.00","-2,053,400.00","-2,549,000.00","1,247,700.00","2,680,300.00","275,200.00","-481,600.00","246,400.00","-306,800.00","977,200.00","16,639,100.00",,,"336,400.00","-14,539,000.00","157,137.70"
加:影响净利润的其他科目,,,,,,,,,,,,,,,,,,,,,,,,,,,
投资收益,,,,,,,,,,"3,300,901.00",,,,"-3,693,860.00",,,,"4,337,758.45","-242,222.93","-115,063.38","-1,701,912.21","-2,695,140.00","-1,378,547.26","-1,563,947.63","-1,563,947.63","15,419,840.55","2,740,327.48"
四、净利润,"70,388,267.82","80,568,955.57","87,870,624.36","34,404,780.48","63,170,636.18","101,734,019.26","17,622,992.72","41,816,367.69","78,565,054.45","120,088,472.97","21,921,585.76","49,903,776.70","85,834,074.43","93,177,063.52","24,262,785.67","55,876,877.43","111,951,836.19","190,142,986.89","28,550,088.17","62,494,005.84","145,891,472.47","203,480,447.91","43,111,869.94","94,832,974.44","204,348,777.29","282,371,466.47","57,029,417.92"
其中:对联营企业和合营企业的投资权益,,,,,,,,,,,,,,,,,,"-217,411.09",,,,"-1,502,064.15","-1,378,547.26","-1,563,947.63","-1,563,947.63","-798,328.45","-230,497.52"
归属于母公司所有者的净利润,"70,388,267.82","80,568,955.57","87,870,624.36","34,404,780.48","63,170,636.18","101,734,019.26","17,622,992.72","41,816,367.69","78,565,054.45","120,213,922.39","22,092,600.63","50,300,142.55","86,439,544.31","93,910,350.20","24,444,912.55","56,227,229.27","112,193,158.05","190,643,681.42","28,427,388.04","62,403,077.79","145,756,858.76","203,764,548.25","43,165,632.83","94,825,648.05","204,390,883.11","283,596,281.97","53,364,168.64"
影响营业利润的其他科目,,,,,,,,,,,,,,,,,,,,,,,,,,,
少数股东损益,,,,,,,,,,"-125,449.42","-171,014.87","-396,365.85","-605,469.88","-733,286.68","-182,126.88","-350,351.84","-241,321.86","-500,694.53","122,700.13","90,928.05","134,613.71","-284,100.34","-53,762.89","7,326.39","-42,105.82","-1,224,815.50","3,665,249.28"
