科目,2007年度,2008年度,2009年度,2010年1-3月,2010年1-6月,2010年1-9月,2010年度,2011年1-3月,2011年1-6月,2011年1-9月,2011年度,2012年1-3月,2012年1-6月,2012年1-9月,2012年度,2013年1-3月,2013年1-6月,2013年1-9月,2013年度,2014年1-3月,2014年1-6月,2014年1-9月,2014年度,2015年1-3月,2015年1-6月,2015年1-9月,2015年度,2016年1-3月,2016年1-6月,2016年1-9月,2016年度,2017年1-3月,2017年1-6月,2017年1-9月,2017年度,2018年1-3月,2018年1-6月
支付给职工以及为职工支付的现金,"12,649,873.52","14,764,006.50","24,686,782.74","6,125,287.22","10,890,970.03","16,120,654.53","21,764,331.28","11,136,972.27","18,892,969.33","28,635,211.82","38,261,463.05","12,194,994.84","20,154,555.76","28,844,900.27","39,401,015.39","14,235,645.99","26,191,918.49","39,899,364.79","53,041,715.75","16,904,957.05","30,986,122.83","46,506,722.23","61,815,853.46","17,965,409.45","30,455,938.78","43,832,994.58","58,950,580.01","12,896,546.57","20,550,859.58","30,415,186.45","41,988,781.29","9,733,776.60","18,188,748.81","29,905,097.36","43,890,896.86","17,977,666.77","33,781,243.02"
取得借款收到的现金,"18,000,000.00","24,500,000.00","18,000,000.00",,,"5,000,000.00","5,000,000.00",,,,,"6,000,000.00","6,000,000.00","34,422,976.47","45,991,065.79","10,008,934.21","10,008,934.21","14,008,934.21","20,008,934.21","15,000,000.00","15,000,000.00","20,000,000.00","20,000,000.00","10,000,000.00","10,000,000.00","10,000,000.00","10,000,000.00",,,,,,,"5,000,000.00","5,000,000.00",,"4,000,000.00"
支付的各项税费,"4,743,434.08","7,071,398.71","19,617,497.71","8,498,483.25","12,259,827.39","17,585,881.80","21,593,212.15","3,007,076.72","6,976,917.31","9,027,987.48","10,489,963.10","1,982,664.28","3,751,879.24","7,712,001.86","8,917,920.29","1,189,111.55","2,327,287.99","2,677,216.42","10,032,630.64","298,323.01","3,324,262.11","8,483,177.98","17,069,052.91","10,731,220.27","12,889,895.06","14,519,275.85","20,072,224.66","2,344,069.25","6,288,198.02","8,508,514.13","20,611,943.87","3,788,881.14","6,819,906.42","8,777,969.61","15,937,948.58","2,153,459.28","10,170,886.97"
收到其他与筹资活动有关的现金,"5,960,000.00","10,830,000.00","11,000,000.00",,,"13,209,472.58",,,"818,989.87","1,223,995.43","9,250,000.00","213,467.90","3,213,467.90","3,213,467.90","3,000,000.00",,"1,408,080.00","1,148,636.00",,,"6,000,000.00","15,000,000.00","15,000,000.00","345,508.33","4,554,072.73","9,534,181.06","8,977,641.85","1,068,400.00","1,439,719.43","1,000,000.00","1,000,000.00","7,789,170.52","5,353,670.92","3,683,499.49","7,404,459.43","1,050,000.00","21,743,836.68"
支付其他与经营活动有关的现金,"2,687,645.12","8,444,325.34","13,583,249.22","3,018,976.11","7,648,565.62","9,042,539.40","24,345,104.28","4,838,909.52","11,090,286.15","19,465,614.53","12,177,910.80","6,885,315.75","13,420,546.45","19,459,672.37","23,815,465.07","6,137,225.59","15,206,777.08","26,056,588.20","17,334,373.51","10,103,514.40","17,450,264.86","24,871,125.79","27,771,478.60","9,113,344.34","17,709,207.74","23,815,022.51","36,155,668.41","7,488,283.02","14,055,752.90","32,158,678.32","30,912,527.51","10,928,364.04","15,577,315.83","22,931,387.11","24,656,842.11","13,325,766.46","25,941,810.31"
筹资活动现金流入小计,"35,380,000.00","38,412,338.00","29,000,000.00",,"5,000,000.00","357,499,250.00","357,499,250.00","15,000,000.00","15,818,989.87","16,223,995.43","24,250,000.00","6,213,467.90","9,213,467.90","37,636,444.37","48,991,065.79","10,008,934.21","11,417,014.21","15,157,570.21","20,008,934.21","15,000,000.00","21,000,000.00","35,000,000.00","35,000,000.00","10,345,508.33","14,554,072.73","19,534,181.06","18,977,641.85","1,068,400.00","18,917,797.06","53,643,325.00","53,414,275.00","7,789,170.52","5,353,670.92","8,683,499.49","12,404,459.43","1,050,000.00","25,743,836.68"
经营活动现金流出小计,"129,904,729.95","182,276,624.43","180,740,930.69","45,569,662.42","83,872,794.13","131,132,771.24","186,874,717.87","57,924,428.09","110,468,621.19","183,895,770.12","216,855,130.97","45,706,613.55","84,302,557.01","128,465,201.74","166,902,111.72","48,749,300.49","98,914,503.34","150,874,082.00","184,455,329.78","45,345,480.12","94,142,922.48","150,614,041.82","204,837,053.71","56,624,655.35","102,338,551.52","146,249,345.23","170,387,797.23","33,785,513.05","84,741,283.84","148,514,468.71","206,212,513.15","68,159,129.54","143,314,470.84","202,222,899.26","267,456,547.64","64,303,759.60","145,202,902.35"
偿还债务支付的现金,,"18,000,000.00","24,500,000.00",,,"23,000,000.00","23,000,000.00",,,,,"6,000,000.00","6,000,000.00","6,000,000.00","6,000,000.00",,,,"4,000,000.00","6,000,000.00","6,000,000.00","21,000,000.00","31,000,000.00","5,000,000.00","18,290,000.00","28,290,000.00","35,000,000.00",,,,,,,,,,
经营活动产生的现金流量净额,"-2,785,345.17","27,054,989.22","12,549,165.36","-1,084,634.48","2,656,514.56","-3,156,207.67","997,843.87","-9,496,382.24","-8,436,830.11","-21,556,570.01","-39,074,243.73","-9,261,907.38","-1,842,622.02","-3,004,358.16","-2,435,133.53","-4,047,022.82","-23,003,203.75","-18,959,748.64","-11,065,148.58","-12,133,286.46","-24,830,035.98","-12,657,580.78","9,538,631.60","-5,456,707.73","-3,925,205.06","22,867,127.36","22,362,272.63","-10,898,402.21","-32,661,822.07","-48,181,893.35","-24,274,912.19","-37,322,756.47","-63,450,838.77","-67,313,405.57","-54,463,444.62","-14,979,289.21","-3,267,584.91"
分配股利、利润或偿还利息支付的现金,"1,131,253.94","6,581,076.57","13,347,312.88","111,510.02","509,693.69","745,103.72","745,103.72",,,,,,"10,936,385.11","10,936,385.11","11,662,922.17","788,207.53","12,596,031.38","13,479,142.50","14,436,920.29","991,284.45","2,096,357.80","3,155,262.26","4,092,233.15","799,459.76","1,620,134.40","2,179,728.93","2,529,867.71","287,341.57","287,341.57","287,341.57","287,341.57",,,"12,083.33","67,062.50","54,375.01","3,043,440.89"
收回投资收到的现金,,,,,,,,,,,,,,"20,000.00","20,000.00",,,,,,,,,,,,,"1,388,500.00",,,,,,,,,
支付其他与筹资活动有关的现金,"14,456,861.00","7,786,914.00","548,180.00",,"2,021,000.08","13,209,472.58","20,449,067.66",,"1,350,000.00","1,560,000.00","328,262.00",,,"3,113,970.00","5,221,470.00","26,920.00",,,"137,168.72","516,949.33","7,342,430.40","14,920,990.11","22,510,603.51","959,680.67",,,,,,"9,061,161.09","10,129,567.64",,,,"1,441,986.82","203,616.24","25,018,697.88"
取得投资收益收到的现金,"1,000.00","1,000.00","1,000.00",,"1,000.00","1,000.00","1,000.00",,,,,,,"2,000.00","2,000.00",,,,,,,,,,,,,,,,"185,008.99","293,555.50","736,805.36","830,421.80","716,886.28",,
筹资活动现金流出小计,"15,588,114.94","32,367,990.57","38,395,492.88","111,510.02","2,530,693.77","36,954,576.30","44,194,171.38",,"1,350,000.00","1,560,000.00","328,262.00","6,000,000.00","16,936,385.11","20,050,355.11","22,884,392.17","815,127.53","12,596,031.38","13,479,142.50","18,574,089.01","7,508,233.78","15,438,788.20","39,076,252.37","57,602,836.66","6,759,140.43","19,910,134.40","30,469,728.93","37,529,867.71","287,341.57","287,341.57","9,348,502.66","10,416,909.21",,,"12,083.33","1,509,049.32","257,991.25","28,062,138.77"
处置固定资产、无形资产和其他长期资产收回的现金净额,,"17,593.56",,,,,,,"16,000.00","16,000.00","16,000.00","47,500.00","79,500.00","189,500.00","189,500.00",,"46,000.00","88,200.00","88,200.00",,,,,,,"1,540.00","1,540.00","16,100.00","17,600.00","17,600.00","17,227.68","84,600.00","84,600.00","84,600.00","84,600.00","615,500.00","615,500.00"
筹资活动产生的现金流量净额,"19,791,885.06","6,044,347.43","-9,395,492.88","-111,510.02","2,469,306.23","320,544,673.70","313,305,078.62","15,000,000.00","14,468,989.87","14,663,995.43","23,921,738.00","213,467.90","-7,722,917.21","17,586,089.26","26,106,673.62","9,193,806.68","-1,179,017.17","1,678,427.71","1,434,845.20","7,491,766.22","5,561,211.80","-4,076,252.37","-22,602,836.66","3,586,367.90","-5,356,061.67","-10,935,547.87","-18,552,225.86","781,058.43","18,630,455.49","44,294,822.34","42,997,365.79","7,789,170.52","5,353,670.92","8,671,416.16","10,895,410.11","792,008.75","-2,318,302.09"
处置子公司及其他营业单位收到的现金净额,"2,161,119.32",,,,,,,,,,,,,,,,,,,,,,,,,,,,"3,313,137.06","3,313,137.06","3,313,137.06",,,,,,
四、汇率变动对现金的影响,,,,,,,,,"-2,269.25","-2,269.25","-2,269.25",,,,"-7,582.22",,,,"-18,221.24",,,,,0.04,-0.01,0.41,0.58,-87.31,"-1,240.10","-1,556.08","12,263.78","1,454.18",-276.21,"-2,514.83","22,916.90","-4,700.61","-4,550.09"
收到其他与投资活动有关的现金,,,,,,,,,,,"8,200,000.00","1,000,000.00","10,840,000.00","27,990,000.00","27,990,000.00",,"3,000,000.00","3,900,000.00","7,446,546.28",,"3,000,000.00","3,000,000.00",,,,,"250,000.00","18,238,912.69","43,238,912.69","43,238,912.69","63,238,912.69","21,000,000.00","87,000,000.00","94,000,000.00","142,325,700.00",,
四(2)、其他原因对现金的影响,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
投资活动现金流入小计,"2,162,119.32","18,593.56","1,000.00",,"1,000.00","1,000.00","1,000.00",,"16,000.00","16,000.00","8,216,000.00","1,047,500.00","10,919,500.00","28,201,500.00","28,201,500.00",,"3,046,000.00","3,988,200.00","7,534,746.28",,"3,000,000.00","3,000,000.00",,,,"1,540.00","251,540.00","19,643,512.69","46,569,649.75","46,569,649.75","66,754,286.42","21,378,155.50","87,821,405.36","94,915,021.80","143,127,186.28","615,500.00","615,500.00"
五、现金及现金等价物净增加额,"-679,226.54","15,235,820.94","-9,910,708.73","-1,972,423.25","3,988,908.66","312,333,133.38","286,905,536.15","-9,696,667.26","-66,728,106.95","-130,328,992.84","-184,703,995.41","-23,718,355.37","-46,423,998.48","-37,317,778.94","-49,145,041.04","-13,823,901.88","-42,916,696.70","-37,969,702.68","-34,129,858.65","-5,985,734.26","-18,228,418.92","-16,303,250.23","-16,098,536.71","-1,909,430.31","-9,655,619.67","10,688,918.74","2,930,709.29","9,348,731.60","31,082,908.48","40,552,365.07","-5,724,141.59","-43,422,336.27","-39,759,645.20","-33,922,424.64","12,007,392.36","-14,216,381.07","-6,484,347.59"
购建固定资产、无形资产和其他长期资产支付的现金,"19,647,885.75","15,283,382.37","13,065,381.21","776,278.75","1,137,912.13","5,056,332.65","27,398,386.34","15,200,285.02","72,773,997.46","123,450,149.01","177,765,220.43","15,713,929.89","47,777,959.25","80,101,010.04","101,010,498.91","18,970,685.74","21,780,475.78","24,676,581.75","32,016,080.31","1,344,214.02","1,959,594.74","2,569,417.08","3,034,331.65","39,090.52","374,352.93","1,244,201.16","1,130,878.06","177,350.00","1,454,134.59","2,128,657.59","2,387,445.39","268,360.00","483,606.50","1,192,942.20","13,574,676.31","639,900.00","1,509,410.50"
期初现金及现金等价物余额,"4,572,156.47","3,892,929.93","19,128,750.87","9,218,042.14","9,218,042.14","9,218,042.14","9,218,042.14","296,123,578.29","296,123,578.29","296,123,578.29","296,123,578.29","111,419,582.88","111,419,582.88","111,419,582.88","111,419,582.88","62,274,541.84","62,274,541.84","62,274,541.84","62,274,541.84","28,144,683.19","28,144,683.19","28,144,683.19","28,144,683.19","12,046,146.48","12,046,146.48","12,046,146.48","12,046,146.48","14,976,855.77","14,976,855.77","14,976,855.77","14,976,855.77","49,252,714.18","49,252,714.18","49,252,714.18","9,252,714.18","21,260,106.54","21,260,106.54"
投资支付的现金,"200,000.00","2,598,726.90",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
期末现金及现金等价物余额,"3,892,929.93","19,128,750.87","9,218,042.14","7,245,618.89","13,206,950.80","321,551,175.52","296,123,578.29","286,426,911.03","229,395,471.34","165,794,585.45","111,419,582.88","87,701,227.51","64,995,584.40","74,101,803.94","62,274,541.84","48,450,639.96","19,357,845.14","24,304,839.16","28,144,683.19","22,158,948.93","9,916,264.27","11,841,432.96","12,046,146.48","10,136,716.17","2,390,526.81","22,735,065.22","14,976,855.77","24,325,587.37","46,059,764.25","55,529,220.84","9,252,714.18","5,830,377.91","9,493,068.98","15,330,289.54","21,260,106.54","7,043,725.47","14,775,758.95"
