科目,2009年度,2010年度,2011年度,2012年1-6月,2012年1-9月,2012年度,2013年1-3月,2013年1-6月,2013年1-9月,2013年度,2014年1-3月,2014年1-6月,2014年1-9月,2014年度,2015年1-3月,2015年1-6月,2015年1-9月,2015年度,2016年1-3月,2016年1-6月,2016年1-9月,2016年度,2017年1-3月,2017年1-6月,2017年1-9月
支付的各项税费,"117,334,274.12","132,334,903.66","171,455,535.79","95,667,962.28","135,516,100.06","177,023,759.09","47,023,682.91","112,026,288.51","156,194,926.03","204,122,579.48","49,805,762.41","121,760,714.58","170,909,550.83","231,489,172.74","60,000,695.55","139,146,270.11","201,655,792.72","265,396,959.83","67,403,089.31","142,370,559.78","209,778,838.16","274,698,475.14","67,816,749.31","153,794,983.75","224,066,185.42"
收到其他与筹资活动有关的现金,,,,,,,,,,,,,,,,,,,,,,,,,
支付其他与经营活动有关的现金,"193,233,273.86","260,962,282.44","316,568,606.45","171,087,649.29","291,192,829.67","376,378,621.30","145,245,875.92","187,554,296.33","337,365,412.75","439,472,277.03","116,758,978.86","237,770,863.17","415,217,683.68","497,510,847.07","148,876,425.88","242,451,842.60","723,314,302.83","586,682,482.98","198,861,066.29","360,691,753.90","604,161,834.80","726,130,535.36","155,128,650.45","360,741,985.60","577,046,217.06"
筹资活动现金流入小计,"21,000,000.00","310,000,000.00","10,000,000.00",,"889,066,000.00","898,480,000.00",,,,,,,,"900,000.00",,"200,000,000.00","200,000,000.00","450,000,000.00",,,,"200,000,000.00","150,000,000.00","150,000,000.00","250,000,000.00"
经营活动现金流出小计,"2,707,376,218.71","3,124,819,609.48","3,759,014,094.24","2,142,886,421.48","3,326,615,309.53","4,401,101,079.08","1,256,379,186.96","2,357,053,121.86","3,650,302,023.36","4,893,972,856.39","1,306,643,365.01","2,580,153,574.21","3,935,840,547.84","5,206,761,305.27","1,447,956,467.49","2,954,130,085.29","4,921,882,390.89","6,148,076,340.62","1,835,505,142.17","3,483,283,300.57","5,409,436,763.44","7,082,898,883.80","1,905,107,854.71","3,809,849,857.10","5,796,637,795.50"
偿还债务支付的现金,"23,000,000.00","40,000,000.00","30,000,000.00",,,,,,,,,,,,,,,"450,000,000.00",,,,"100,000,000.00","100,000,000.00","150,000,000.00","150,000,000.00"
经营活动产生的现金流量净额,"262,856,147.36","100,546,718.56","251,726,868.65","64,867,629.83","100,642,889.38","188,860,312.36","24,817,008.04","150,366,123.33","176,831,906.13","278,907,987.60","76,513,683.99","122,992,929.61","175,513,397.60","279,035,948.06","68,158,515.49","69,840,731.47","-185,674,147.99","195,701,563.99","1,668,146.79","57,792,403.67","44,480,018.14","272,038,777.08","111,594,159.83","147,073,805.34","212,392,547.18"
分配股利、利润或偿还利息支付的现金,"64,938,161.23","84,641,634.47","38,585,716.67",,,,,"44,051,300.00","52,356,200.00","62,651,300.00",,"20,800,000.00","42,400,000.00","42,400,000.00",,"13,260,416.67","56,765,277.77","60,718,392.85","272,270.02","193,333.33",,"1,008,958.33","2,092,350.00","29,271,853.96","30,260,687.49"
收回投资收到的现金,"10,150,000.00",,,,,"110,000,000.00",,"100,000,000.00","150,000,000.00","910,000,000.00",,"810,000,000.00","810,000,000.00","1,738,570,000.00",,,"242,000,000.00","842,000,000.00",,"100,000,000.00","250,000,000.00","430,000,000.00","45,000,000.00","45,000,000.00","145,000,000.00"
支付其他与筹资活动有关的现金,,,,,"1,708,138.80","9,414,000.00",,,,,,,,,,,,,,,,,,,
取得投资收益收到的现金,"155,833.33",,,,,"835,260.28",,"945,205.48","1,238,630.14","10,559,671.24",,"25,746,438.35","25,746,438.35","52,410,924.13",,"12,353,424.66","18,113,687.67","37,184,122.63",,"1,506,849.31","2,686,027.40","5,096,095.89","343,972.60","343,972.60","749,452.05"
筹资活动现金流出小计,"87,938,161.23","124,641,634.47","68,585,716.67",,"1,708,138.80","9,414,000.00",,"44,051,300.00","52,356,200.00","62,651,300.00",,"20,800,000.00","42,400,000.00","42,400,000.00",,"13,260,416.67","56,765,277.77","510,718,392.85","272,270.02","193,333.33",,"101,008,958.33","102,092,350.00","179,271,853.96","180,260,687.49"
处置固定资产、无形资产和其他长期资产收回的现金净额,"192,794.32","810,111.36","8,188,879.50","21,431.00","324,008.69","315,310.28","10,382.43","12,285.00","761,938.51","866,379.98","86,002.71","1,496,134.41","1,989,370.71","13,622,866.18","234,044.45",,"236,374.86","343,798.21","4,614.16","89,015.65",,"149,293.21","24,518.00","170,389.59","249,670.08"
筹资活动产生的现金流量净额,"-66,938,161.23","185,358,365.53","-58,585,716.67",,"887,357,861.20","889,066,000.00",,"-44,051,300.00","-52,356,200.00","-62,651,300.00",,"-20,800,000.00","-42,400,000.00","-41,500,000.00",,"186,739,583.33","143,234,722.23","-60,718,392.85","-272,270.02","-193,333.33",,"98,991,041.67","47,907,650.00","-29,271,853.96","69,739,312.51"
处置子公司及其他营业单位收到的现金净额,,,,,,,,,,,,,,,,,,,,,,,,,
四、汇率变动对现金的影响,,,,,,,,,,,,,,,,,,,,,,,,,
收到其他与投资活动有关的现金,,,,,,,,,,,,,,,,,,,,,,,,,
四(2)、其他原因对现金的影响,,,,,,,,,,,,,,,,,,,,,,,,,
投资活动现金流入小计,"10,498,627.65","810,111.36","8,188,879.50","21,431.00","324,008.69","111,150,570.56","10,382.43","100,957,490.48","152,000,568.65","921,426,051.22","86,002.71","837,242,572.76","837,735,809.06","1,804,603,790.31","234,044.45","12,353,424.66","260,350,062.53","879,527,920.84","4,614.16","101,595,864.96","252,686,027.40","435,245,389.10","45,368,490.60","45,514,362.19","145,999,122.13"
五、现金及现金等价物净增加额,"52,445,775.47","45,101,742.11","55,887,679.50","34,912,987.36","945,742,966.08","958,139,592.00","-91,249,844.87","-156,729,686.72","-169,791,854.43","-750,291,922.59","54,373,083.57","108,035,176.85","-25,204,724.58","932,562,477.18","-727,659,775.32","-742,636,456.62","-821,636,375.83","-517,270,079.33","-315,736,769.89","-315,639,700.20","-358,644,203.35","-498,871,867.33","165,821,059.91","84,274,482.88","-13,494,239.66"
购建固定资产、无形资产和其他长期资产支付的现金,"141,470,838.31","241,613,453.34","145,442,351.98","29,976,073.47","42,581,793.19","120,937,290.92","16,077,235.34","114,002,000.53","146,268,129.21","167,974,661.41","22,226,603.13","52,830,325.52","67,483,931.24","81,007,261.19","54,052,335.26","269,541,596.24","297,547,012.60","788,881,171.31","117,137,260.82","220,334,635.50","225,810,248.89","366,647,075.18","39,049,240.52","79,041,830.69","91,625,221.48"
期初现金及现金等价物余额,"67,717,429.00","120,163,204.47","165,264,946.58","221,152,626.08","227,652,626.08","221,152,626.08","1,179,292,218.08","1,179,292,218.08","1,179,292,218.08","1,179,292,218.08","429,000,295.49","429,000,295.49","429,000,295.49","429,000,295.49","1,361,562,772.67","1,361,562,772.67","1,361,562,772.67","1,361,562,772.67","844,292,693.34","844,292,693.34","844,292,693.34","844,292,693.34","345,420,826.01","345,420,826.01","345,420,826.01"
投资支付的现金,"10,000,000.00",,,,,"110,000,000.00","100,000,000.00","250,000,000.00","300,000,000.00","1,720,000,000.00",,"778,570,000.00","928,570,000.00","1,028,570,000.00",,"742,000,000.00","742,000,000.00","742,900,000.00","200,000,000.00","254,500,000.00","430,000,000.00","475,000,000.00",,,"350,000,000.00"
期末现金及现金等价物余额,"120,163,204.47","165,264,946.58","221,152,626.08","256,065,613.44","1,173,395,592.16","1,179,292,218.08","1,088,042,373.21","1,022,562,531.36","1,009,500,363.65","429,000,295.49","483,373,379.06","537,035,472.34","403,795,570.91","1,361,562,772.67","633,902,997.35","618,926,316.05","539,926,396.84","844,292,693.34","528,555,923.45","528,652,993.14","485,648,489.99","345,420,826.01","511,241,885.92","429,695,308.89","331,926,586.35"
