科目,2013-12-31,2014-12-31,2015-12-31,2016-06-30,2016-09-30,2016-12-31,2017-03-31,2017-06-30,2017-09-30
实收资本(或股本),"159,000,000.00","159,000,000.00","378,000,000.00","378,000,000.00","420,000,000.00","420,000,000.00","420,000,000.00","420,000,000.00","420,000,000.00"
油气资产,,,,,,,,,
资本公积,"17,418,386.46","17,418,386.46","388,150.99","388,150.99","535,004,641.56","535,004,641.56","535,004,641.56","535,004,641.56","535,004,641.56"
无形资产,"18,210,096.21","17,944,364.04","17,580,205.68","19,568,934.88","19,956,098.77","19,835,994.63","214,556,295.14","238,791,411.11","233,238,982.94"
盈余公积,"15,959,522.47","39,405,897.32","66,332,571.66","66,329,157.67","66,329,157.67","101,226,622.98","101,226,622.98","101,226,622.98","101,226,622.98"
开发支出,,,,,,,,,
减:库存股,,,,,,,,,
商誉,"32,250.99","32,250.99","32,250.99","32,250.99","32,250.99","32,250.99","32,250.99","164,648,504.26","164,648,504.26"
未分配利润,"148,044,732.11","285,119,427.93","273,829,778.58","421,529,373.37","528,616,907.67","588,693,786.83","383,100,210.76","507,125,341.12","488,108,847.14"
长期待摊费用,"7,308,332.74","6,629,305.59","6,152,868.12","9,143,291.08","9,258,059.27","11,107,210.30","10,516,392.94","12,463,365.28","11,631,961.70"
少数股东权益,,,,,,,,"12,627,915.58","13,387,849.36"
递延所得税资产,"4,347,746.04","12,227,205.31","17,313,473.37","19,601,567.26","22,098,101.75","22,133,933.83","23,383,366.89","28,388,508.55","31,989,814.70"
外币报表折算价差,,,,,,,,,
其他非流动资产,,,,,,,,,
非正常经营项目收益调整,,,,,,,,,
非流动资产合计,"195,096,941.82","361,270,564.93","530,926,126.49","590,579,928.36","618,056,172.83","646,353,988.22","864,858,756.48","1,159,940,186.00","1,207,298,568.26"
所有者权益(或股东权益)合计,"340,422,641.04","500,943,711.71","718,550,501.23","866,246,682.03","1,549,950,706.90","1,644,925,051.37","1,439,331,475.30","1,575,984,521.24","1,557,727,961.04"
资产总计,"410,418,247.65","652,027,498.88","945,561,871.02","1,119,993,081.14","1,714,095,727.85","1,821,440,766.21","1,925,426,832.89","1,991,621,462.10","2,024,074,805.57"
负债和所有者(或股东权益)合计,"410,418,247.65","652,027,498.88","945,561,871.02","1,119,993,081.14","1,714,095,727.85","1,821,440,766.21","1,925,426,832.89","1,991,621,462.10","2,024,074,805.57"
