科目,2007年度,2008年度,2009年1-9月,2009年度,2010年1-3月,2010年1-6月,2010年1-9月,2010年度,2011年1-3月,2011年1-6月,2011年1-9月,2011年度,2012年1-3月,2012年1-6月,2012年1-9月,2012年度,2013年1-3月,2013年1-6月,2013年1-9月,2013年度,2014年1-3月,2014年1-6月,2014年1-9月,2014年度,2015年1-3月,2015年1-6月,2015年1-9月,2015年度,2016年1-3月,2016年1-6月,2016年1-9月,2016年度,2017年1-3月,2017年1-6月,2017年1-9月,2017年度,2018年1-3月
支付给职工以及为职工支付的现金,"3,052,381.39","4,284,166.74","4,200,589.45","5,268,721.92","2,071,548.77","4,518,398.80","6,240,236.17","7,559,219.93","2,752,860.99","4,898,983.36","7,830,058.18","9,762,141.32","3,741,218.26","7,333,000.60","10,677,309.50","15,172,203.08","4,547,523.07","9,742,079.40","13,829,731.77","18,064,137.16","5,113,797.45","8,599,608.23","12,138,504.22","18,222,581.65","4,565,319.59","12,571,249.83","22,301,118.84","36,225,611.87","11,941,118.80","24,381,627.19","35,680,582.70","52,394,488.38","20,550,429.69","42,175,625.93","64,025,433.02","95,689,687.44","30,299,728.27"
取得借款收到的现金,"34,900,000.00","23,000,000.00","23,000,000.00","23,000,000.00",,,,,,,,,,,,"26,114,734.80",,,,"6,791,600.00","1,093,600.00","8,093,600.00","8,093,600.00","54,186,128.93",,,"10,000,000.00","39,300,000.00","18,000,000.00","62,000,000.00","94,000,000.00","126,500,000.00","20,000,000.00","49,500,000.00","94,500,000.00","246,328,000.00","60,700,000.00"
支付的各项税费,"1,380,576.82","6,676,448.33","5,058,652.61","8,363,561.28","7,120,004.95","13,207,967.23","17,773,024.64","10,061,291.66","2,598,914.67","7,913,807.81","9,392,536.75","11,256,370.54","3,640,347.06","9,029,569.24","11,261,341.26","11,745,142.88","1,493,723.00","6,313,325.32","7,830,143.79","9,012,952.91","2,055,494.88","6,764,317.65","8,433,154.37","8,902,469.29","1,277,514.70","8,082,774.11","17,710,565.70","22,018,622.44","9,398,804.46","19,443,423.61","28,393,757.38","39,456,392.24","19,161,258.93","39,964,051.49","55,051,562.17","71,892,657.65","15,036,978.87"
收到其他与筹资活动有关的现金,,,,,,,,,,,,,,,,,,,,,,,,,,,,"19,384,087.50",,,,"4,500,000.00",,,,"18,518,900.00",
支付其他与经营活动有关的现金,"11,636,800.93","8,371,714.06","9,821,851.27","14,640,910.18","2,729,063.19","6,743,275.38","10,373,113.02","12,137,389.68","4,030,974.68","9,463,355.69","11,566,608.82","16,273,607.39","5,997,385.79","11,925,331.32","17,063,998.06","28,195,164.00","3,357,485.03","7,289,425.67","12,126,519.66","16,303,360.18","3,236,918.97","8,940,121.36","15,858,505.22","15,446,267.71","7,245,591.36","16,694,300.67","61,345,785.24","84,530,737.59","15,128,555.94","29,897,052.29","51,420,085.54","68,950,909.98","32,911,752.82","57,433,990.29","84,515,188.07","161,163,295.24","45,251,257.29"
筹资活动现金流入小计,"63,900,000.00","23,000,000.00","23,000,000.00","23,000,000.00","425,000,000.00","425,000,000.00","425,000,000.00","409,500,000.00",,,,"800,000.00",,,,"26,114,734.80",,,,"6,791,600.00","1,093,600.00","8,093,600.00","12,993,600.00","59,480,563.93",,"165,000,000.00","175,000,000.00","223,684,087.50","18,000,000.00","62,000,000.00","94,000,000.00","324,999,986.09","20,050,000.00","49,500,000.00","94,500,000.00","264,966,067.98","1,127,660,197.44"
经营活动现金流出小计,"45,664,663.55","146,377,365.39","91,784,424.68","122,490,402.01","74,964,566.93","133,025,795.00","156,669,197.02","152,981,105.78","41,408,724.17","99,362,798.38","159,999,406.94","184,183,832.20","55,219,654.49","89,680,187.67","144,482,341.50","200,386,193.04","31,767,369.75","60,329,891.77","100,494,170.69","119,691,113.60","46,495,157.20","88,185,937.16","130,596,317.90","151,211,537.29","29,672,916.57","95,157,131.32","223,043,995.14","365,830,218.21","124,989,449.57","216,755,573.09","351,549,701.96","516,767,303.97","194,773,039.85","383,985,340.14","584,232,084.42","815,315,246.90","250,023,836.16"
偿还债务支付的现金,"24,000,000.00","15,900,000.00","23,000,000.00","23,000,000.00","7,000,000.00","23,000,000.00","23,000,000.00","23,000,000.00",,,,,,,,"26,114,734.80",,,,,,,,,"47,077,825.94","51,860,411.03","63,957,755.03","101,124,308.69","17,912,344.00","18,904,688.00","29,991,383.11","62,495,824.00","18,360,000.00","57,720,000.00","83,080,000.00","115,940,000.00","45,840,000.00"
经营活动产生的现金流量净额,"28,973,871.75","38,551,719.44","-26,685,825.23","3,373,118.68","-40,350,168.29","-42,840,050.98","-57,525,019.79","-7,998,212.44","-15,199,088.57","-26,208,460.33","-36,203,997.84","-15,227,932.16","-2,449,006.40","199,510.56","-13,714,649.99","29,126,043.03","-5,651,178.16","-25,904,656.61","-38,852,407.96","12,119,274.35","-4,739,621.93","-15,833,967.95","-27,008,147.58","35,746,424.29","1,203,770.78","-5,986,486.76","211,869.34","128,836,162.76","-66,468,214.60","-80,138,845.59","-82,380,155.56","141,920,219.16","-74,927,075.08","-82,571,116.04","-87,582,088.53","141,162,722.33","-32,529,642.01"
分配股利、利润或偿还利息支付的现金,"1,055,487.48","1,542,446.15","984,460.72","1,282,012.47","300,678.75","13,873,628.75","21,598,928.75","20,418,678.75",,,,,,"9,662,143.27","9,662,143.27","10,392,594.71",,"4,810,861.59","4,810,861.59","5,000,000.00","115,744.57","5,101,491.74","5,332,567.49","5,706,173.10","785,593.45","7,129,469.87","8,653,676.84","14,046,129.89","1,096,511.15","9,560,484.15","11,000,366.37","12,563,117.79","1,464,845.09","9,567,642.02","14,070,731.22","13,201,342.19","3,278,440.68"
收回投资收到的现金,,,,,,,,,,,,,,,,,,,,,,,,,"8,400,000.00","300,000.00","5,300,000.00","29,900,000.00",,,,"5,000,000.00","600,000.00","600,000.00","25,152,654.68","25,136,172.60",
支付其他与筹资活动有关的现金,"2,497,500.00","200,000.00",,,"24,982,990.13","24,982,990.13","24,982,990.13","10,353,110.33",,,,,,,,,,,,,,,,"17,584,087.50",,,,"1,804,435.14",,"151,800.00","153,503.23","1,817,734.24",,,,,
取得投资收益收到的现金,,,,,,,,,,,,,,,,,,,,,,,,"31,068.49",,,"45,982.20","194,758.35",,,,"37,739.73",,172.60,"11,799.80","212,925.90","115,528.87"
筹资活动现金流出小计,"27,552,987.48","17,642,446.15","23,984,460.72","24,282,012.47","32,283,668.88","61,856,618.88","69,581,918.88","53,771,789.08",,,,,,"9,662,143.27","9,662,143.27","36,507,329.51",,"4,810,861.59","4,810,861.59","5,000,000.00","115,744.57","5,101,491.74","5,332,567.49","23,290,260.60","47,863,419.39","58,989,880.90","72,611,431.87","116,974,873.72","19,008,855.15","28,616,972.15","41,145,252.71","76,876,676.03","19,824,845.09","67,287,642.02","97,150,731.22","129,141,342.19","49,118,440.68"
处置固定资产、无形资产和其他长期资产收回的现金净额,,"55,000.00",,,,,,,,,,"208,731.91",,,"45,000.00","45,000.00",,,,,,,,,,,,,"380,000.00","1,709,000.00","1,709,000.00","1,709,500.00","8,000.00","11,000.00","11,000.00","344,679.00",
筹资活动产生的现金流量净额,"36,347,012.52","5,357,553.85","-984,460.72","-1,282,012.47","392,716,331.12","363,143,381.12","355,418,081.12","355,728,210.92",,,,"800,000.00",,"-9,662,143.27","-9,662,143.27","-10,392,594.71",,"-4,810,861.59","-4,810,861.59","1,791,600.00","977,855.43","2,992,108.26","7,661,032.51","36,190,303.33","-47,863,419.39","106,010,119.10","102,388,568.13","106,709,213.78","-1,008,855.15","33,383,027.85","52,854,747.29","248,123,310.06","225,154.91","-17,787,642.02","-2,650,731.22","135,824,725.79","1,078,541,756.76"
处置子公司及其他营业单位收到的现金净额,"-281,800.17",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"29,378.83","30,274.01","6,161,287.92",
四、汇率变动对现金的影响,"260,744.79","106,542.01","-404,277.30","-409,824.08","-318,646.12","-325,676.61","-543,883.42","-1,361,222.45","-561,898.12","775,553.27","395,688.51","254,688.58","5,854.23","258,707.32","281,413.16","-630,145.80",,"-692,477.53","-692,477.53","-484,878.54",,,"-1,061,201.60","-560,959.14",,,,"838,761.97",,,,"-328,784.74",,,,"-275,285.47","-626,790.85"
收到其他与投资活动有关的现金,,,,,,,,,,,,,"5,300,000.00",,,"629,215.91",,,,,,,,,,"2,669.59",,,,,,"5,000,000.00",,,,"21,000,000.00","6,500,000.00"
四(2)、其他原因对现金的影响,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
投资活动现金流入小计,"-281,800.17","55,000.00",,,,,,,,,,"208,731.91","5,300,000.00",,"45,000.00","674,215.91",,,,,,,,"31,068.49","8,400,000.00","302,669.59","5,345,982.20","30,094,758.35","380,000.00","1,709,000.00","1,709,000.00","11,747,239.73","608,000.00","640,551.43","25,205,728.49","52,855,065.42","6,615,528.87"
五、现金及现金等价物净增加额,"45,968,276.68","23,625,445.59","-35,606,354.37","-10,165,996.54","348,850,021.59","300,458,476.95","276,040,001.33","270,458,524.01","-18,846,379.64","-36,071,735.78","-50,733,035.20","-66,727,004.69","-9,143,152.17","-43,090,042.74","-64,748,735.00","-43,584,021.76","-13,573,728.16","-53,330,993.73","-83,778,954.07","-68,679,258.24","-6,174,288.14","-16,709,365.33","-30,679,033.31","-15,683,701.13","-44,582,871.51","-69,208,694.64","-63,500,495.18","56,549,355.48","-93,563,351.44","-75,665,761.20","-81,055,873.93","202,056,448.09","-190,610,137.46","-254,416,606.20","-256,532,253.37","-66,842,873.13","972,745,578.77"
购建固定资产、无形资产和其他长期资产支付的现金,"19,331,552.21","20,445,369.71","7,531,791.12","11,847,278.67","3,197,495.12","19,519,176.58","21,309,176.58","75,910,252.02","3,085,392.95","10,638,828.72","14,924,725.87","52,762,493.02","12,000,000.00","33,886,117.35","41,698,354.90","61,411,540.19","7,922,550.00","21,922,998.00","24,423,206.99","67,105,254.05","2,412,521.64","3,867,505.64","10,270,716.64","62,652,734.70","6,323,222.90","13,909,198.90","13,946,873.90","68,036,166.16","6,966,281.69","11,118,943.46","31,739,465.66","85,241,759.13","23,499,374.65","61,681,744.89","85,488,507.43","269,014,381.20","72,756,274.00"
期初现金及现金等价物余额,"7,119,437.00","53,087,713.68","76,713,159.27","76,713,159.27","66,547,162.73","66,547,162.73","66,547,162.73","66,547,162.73","337,005,686.74","337,005,686.74","337,005,686.74","337,005,686.74","270,278,682.05","270,278,682.05","270,278,682.05","270,278,682.05",,"227,644,660.29","227,644,660.29","226,694,660.29","158,027,813.37","158,027,813.37","158,027,813.37","158,015,402.05","159,915,788.42","197,619,596.97","197,619,596.97","142,331,700.92","198,881,056.40","198,881,056.40","198,881,056.40","198,881,056.40","401,363,661.67","400,937,504.49","400,937,504.49","400,937,504.49","334,094,631.36"
投资支付的现金,,,,,,,,,,,,,,,,,,,"15,000,000.00","15,000,000.00",,,,"24,437,803.40",,"155,625,797.67","157,500,040.95","21,500,000.00","19,500,000.00","19,500,000.00","21,500,000.00","5,600,000.00","16,842.64","16,654.68","16,654.68",,
期末现金及现金等价物余额,"53,087,713.68","76,713,159.27","41,106,804.90","66,547,162.73","415,397,184.32","367,005,639.68","342,587,164.06","337,005,686.74","318,159,307.10","300,933,950.96","286,272,651.54","270,278,682.05","261,135,529.88","227,188,639.31","205,529,947.05","226,694,660.29","-13,573,728.16","174,313,666.56","143,865,706.22","158,015,402.05","151,853,525.23","141,318,448.04","127,348,780.06","142,331,700.92","115,332,916.91","128,410,902.33","134,119,101.79","198,881,056.40","105,317,704.96","123,215,295.20","117,825,182.47","400,937,504.49","210,753,524.21","146,520,898.29","144,405,251.12","334,094,631.36","1,306,840,210.13"
