科目,2007年1-3月,2007年1-6月,2007年度,2008年1-3月,2008年1-6月,2008年1-9月,2008年度,2009年1-3月,2009年1-6月,2009年1-9月,2009年度,2010年1-3月,2010年1-6月,2010年1-9月,2010年度,2011年1-3月,2011年1-6月,2011年1-9月,2011年度,2012年1-3月,2012年1-6月,2012年1-9月,2012年度,2013年1-3月,2013年1-6月,2013年1-9月,2013年度,2014年1-3月,2014年1-6月,2014年1-9月,2014年度,2015年1-3月,2015年1-6月,2015年1-9月,2015年度,2016年1-3月,2016年1-6月,2016年1-9月,2016年度,2017年1-3月,2017年1-6月,2017年1-9月
财务费用,"-391,947.11","-957,688.98","-2,640,157.49","-520,110.19","-2,010,405.68","-5,917,100.94","-23,808,220.97","-2,392,666.47","-28,080,033.90","-31,534,608.17","-42,854,081.25","-3,798,067.66","-19,012,174.08","-27,498,625.13","-41,575,979.81","-2,639,655.99","-19,089,881.53","-28,497,264.56","-40,677,143.74","-8,372,029.93","-17,791,564.58","-25,452,017.26","-33,066,533.68","-6,452,600.03","-13,285,819.04","-15,521,259.38","-18,540,477.98","-3,427,699.61","-8,776,911.72","-9,994,972.73","-15,821,940.07","-6,388,699.10","-6,083,096.72","-9,719,582.85","-8,688,675.64","-751,100.34","-3,976,901.43","-9,331,012.58","-8,634,059.63","-1,135,807.90","418,578.20","1,672,253.28"
三、利润总额,"75,517,787.89","145,509,600.40","415,076,187.32","134,698,033.12","319,724,301.97","542,378,019.69","733,579,870.40","172,310,992.24","430,397,131.57","652,638,364.74","785,419,163.04","103,308,082.16","384,231,566.28","661,199,232.06","829,645,822.94","168,998,692.05","392,519,415.78","624,642,723.13","714,147,367.71","175,729,619.94","374,695,871.43","565,243,026.82","652,472,708.81","165,792,448.58","368,441,649.52","586,722,346.63","695,850,131.19","153,906,579.40","420,293,818.98","656,296,781.69","756,446,934.96","155,565,789.15","401,611,830.84","642,004,172.46","790,567,093.89","176,312,904.42","457,105,111.87","675,397,715.34","854,057,298.99","174,273,637.01","443,182,700.11","664,951,215.02"
资产减值损失,"976,105.67","6,370,358.53","6,163,252.01","-377,163.56","3,622,460.35","-3,731,075.73","-180,915.31","1,453,231.61","49,660.29","-2,392,377.17","23,753,238.05","87,320.63","-7,280,003.84","-1,679,006.93","4,515,424.60","1,309,429.52","2,795,623.48","2,743,077.72","5,119,568.22","665,133.52","3,248,436.38","2,671,080.72","10,657,854.11","837,103.87","3,737,473.88","4,236,783.92","19,241,546.96","150,556.34","4,969,388.33","7,021,488.20","4,822,014.63","5,837,765.72","7,070,760.61","14,842,373.15","4,105,865.98","8,013,368.30","8,684,764.58","17,718,066.96","23,237,429.84","4,248,604.33","7,885,111.13","17,763,765.61"
减:所得税,"7,555,817.39","16,958,278.05","52,391,975.26","22,028,382.19","48,192,452.72","76,967,544.02","93,759,873.39","26,475,915.57","62,668,761.81","94,771,017.18","71,323,098.15","18,503,864.76","78,204,951.48","133,769,882.04","153,920,193.75","36,811,693.96","85,679,430.27","131,683,825.65","160,120,213.90","37,659,472.80","83,352,109.20","118,875,417.21","137,783,171.04","33,233,348.79","68,823,596.60","108,198,181.42","125,854,205.42","31,861,075.06","91,845,359.21","145,786,630.94","141,017,015.95","31,901,740.98","66,306,690.62","105,472,041.40","119,642,602.76","35,260,735.27","78,123,314.33","104,829,208.81","120,695,028.30","33,652,307.80","74,848,820.40","111,124,128.08"
加:公允价值变动净收益,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
加:影响净利润的其他科目,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
投资收益,,,,,,,"258,630.14","149,369.86","229,369.86","229,529.86","229,529.86",,,"38,356.16","653,445.42","24,657.60","1,841,301.09","4,851,299.80","3,755,227.00","14,918.53","550,718.27","284,042.99","452,366.75","-459,993.54","12,059,205.61","21,272,227.69","28,465,498.50","2,194,993.41","4,487,840.09","22,110,559.60","30,819,011.63","6,351,975.37","22,754,726.91","27,030,085.57","39,269,201.21","804,138.22","3,196,193.83","15,546,836.48","35,545,438.40","8,642,563.58","28,564,364.93","50,305,148.26"
四、净利润,"67,961,970.50","128,551,322.35","362,684,212.06","112,669,650.93","271,531,849.25","465,410,475.67","639,819,997.01","145,835,076.67","367,728,369.76","557,867,347.56","714,096,064.89","84,804,217.40","306,026,614.80","527,429,350.02","675,725,629.19","132,186,998.09","306,839,985.51","492,958,897.48","554,027,153.81","138,070,147.14","291,343,762.23","446,367,609.61","514,689,537.77","132,559,099.79","299,618,052.92","478,524,165.21","569,995,925.77","122,045,504.34","328,448,459.77","510,510,150.75","615,429,919.01","123,664,048.17","335,305,140.22","536,532,131.06","670,924,491.13","141,052,169.15","378,981,797.54","570,568,506.53","733,362,270.69","140,621,329.21","368,333,879.71","553,827,086.94"
其中:对联营企业和合营企业的投资权益,,,,,,,,,,,,,,,,,,,"1,913,925.91",,,,"-636,435.38",,"-377,191.30",,"-6,120,634.41",,"-4,721,335.70","-40,051.87","1,784,517.63","-1,378,419.55","-1,388,980.67","143,346.99","-4,092,683.54","-6,501,993.43","-10,154,260.28","-18,639,907.31","-10,595,576.42","-740,633.93","12,461,971.19","24,733,193.38"
归属于母公司所有者的净利润,"60,837,057.96","113,002,605.48","269,101,330.64","101,952,761.76","231,408,434.35","399,890,393.55","538,051,801.01","127,958,583.37","317,155,733.95","472,215,366.82","609,746,692.85","82,886,635.94","273,035,905.19","465,916,542.25","590,908,267.42","122,246,727.28","275,225,728.37","450,363,723.77","501,319,592.43","126,037,642.16","263,317,892.75","402,342,947.43","455,238,144.88","113,541,062.16","253,694,104.14","407,744,502.05","469,706,542.02","102,571,289.91","278,272,246.14","436,945,031.45","531,657,356.97","118,963,963.15","319,197,292.13","504,944,479.25","620,040,924.13","132,402,574.40","363,743,866.82","546,163,675.99","697,726,767.34","136,269,839.80","361,232,430.78","538,608,898.91"
影响营业利润的其他科目,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
少数股东损益,"7,124,912.54","15,548,716.87","33,780,124.23","10,716,889.17","40,123,414.90","65,520,082.12","101,768,196.00","17,876,493.30","50,572,635.81","85,651,980.74","104,349,372.04","1,917,581.46","32,990,709.61","61,512,807.77","84,817,361.77","9,940,270.81","31,614,257.14","42,595,173.71","52,707,561.38","12,032,504.98","28,025,869.48","44,024,662.18","59,451,392.89","19,018,037.63","45,923,948.78","70,779,663.16","100,289,383.75","19,474,214.43","50,176,213.63","73,565,119.30","83,772,562.04","4,700,085.02","16,107,848.09","31,587,651.81","50,883,567.00","8,649,594.75","15,237,930.72","24,404,830.54","35,635,503.35","4,351,489.41","7,101,448.93","15,218,188.03"
