科目,2011-12-31,2012-12-31,2013-12-31,2014-09-30,2014-12-31,2015-03-31,2015-06-30,2015-09-30,2015-12-31,2016-03-31,2016-06-30,2016-09-30,2016-12-31,2017-03-31,2017-06-30,2017-09-30,2017-12-31,2018-03-31,2018-06-30,2018-09-30,2018-12-31,2019-03-31
其他应收款,"2,389,819.13","816,823.18","805,400.48","2,455,004.65","2,795,127.61","5,817,733.25","3,591,223.62","6,663,442.30","20,195,943.12","15,559,125.36","23,280,472.29","36,217,979.79","19,248,041.46","28,698,470.81","26,990,327.50","25,338,320.93","29,436,843.49","36,467,986.62","37,439,788.74","36,039,516.79","45,796,303.04","46,840,401.31"
应付职工薪酬,"4,613,709.77","4,702,673.71","4,632,847.83","2,461,801.86","2,966,834.88","1,769,137.57","1,690,109.92","1,602,302.49","10,795,243.63","7,566,999.86","9,606,052.38","9,183,384.90","8,619,630.48","8,066,711.42","11,913,980.35","9,279,472.73","15,777,652.30","14,986,951.43","13,462,828.43","14,019,791.16","15,290,067.56","15,094,341.37"
应收关联公司款,,,,,,,,,,,,,,,,,,,,,,
应交税费,"8,518,858.68","3,659,168.22","5,773,147.44","5,217,685.13","10,042,406.13","6,982,751.21","4,561,191.66","11,098,807.34","13,840,312.24","10,315,253.87","17,056,166.19","17,439,117.52","24,612,457.35","18,934,221.85","25,021,104.37","25,929,517.23","30,104,522.39","20,856,533.41","19,894,841.30","24,357,542.18","45,107,735.73","26,177,088.29"
应收利息,,,,,,,,,,,,,,,,,,,,,,
应付利息,"18,638.89","25,064.74",,"12,000.00","14,666.67",,"29,194.45",,"149,938.90",,"24,384.31","24,384.31","11,358.34",241.67,"25,616.67","25,616.67","41,590.83","58,241.00","29,845.83",,"76,584.16","78,642.75"
应收股利,,,,,,,,,,,,,,,,,,,,,,
应付股利,,,,,,,,,,,,,,,,,,,,,,
存货,"26,088,449.59","26,245,390.43","30,534,984.98","61,604,839.29","59,855,381.50","64,877,376.82","61,772,638.13","45,899,874.73","196,567,978.36","199,396,885.80","206,140,004.81","188,480,525.79","159,456,517.09","168,571,393.87","168,616,333.48","189,665,583.13","210,737,375.36","251,892,765.03","279,394,366.44","362,061,233.49","302,802,265.55","359,607,952.79"
其他应付款,"5,526,309.57","3,285,496.48","5,242,787.02","4,769,198.37","7,061,954.47","16,834,384.40","7,424,951.58","14,522,222.42","186,960,220.58","184,690,081.37","18,209,091.86","15,758,680.76","11,946,735.31","10,270,593.67","33,410,805.37","7,594,734.68","86,169,164.10","73,825,993.08","113,639,038.68","101,751,217.97","107,940,595.50","108,399,745.81"
其中:消耗性生物资产,,,,,,,,,,,,,,,,,,,,,,
应付关联公司款,,,,,,,,,,,,,,,,,,,,,,
一年内到期的非流动资产,,,,,,,,,,,,,,,,,,,,,"37,907,564.98","39,887,564.98"
一年内到期的非流动负债,,,,,,,,,,,,,,,,,,,,,,
其他流动资产,"908,133.73","238,673.73","522,664.32","1,340,323.16","253,630.90","181,558.96","344,898.97","4,573.00","79,796,651.62","43,830,970.80","125,462,432.42","156,426,154.40","81,270,601.41","158,669,849.75","167,143,946.01","164,989,961.05","99,600,193.68","150,208,764.34","95,832,327.76","99,853,884.77","68,050,230.20","3,333,573.09"
其他流动负债,,,,,,,,,,,,,,,,,,,,,,
流动资产合计,"172,716,298.29","173,272,008.54","186,547,705.28","224,268,296.74","222,556,121.50","364,025,517.32","358,703,472.15","361,682,279.48","808,307,103.00","793,462,469.39","869,190,013.80","874,051,729.15","834,186,552.55","818,093,771.65","897,806,781.11","918,205,101.39","1,100,260,617.53","1,135,846,444.36","1,139,418,205.58","1,264,902,252.50","1,290,356,422.05","1,268,368,045.50"
流动负债合计,"66,674,048.28","66,548,808.75","59,737,429.94","77,487,392.58","78,832,736.31","90,150,671.63","65,212,680.83","66,087,133.69","622,001,753.02","616,574,987.50","379,401,207.01","374,370,339.05","316,638,602.66","289,330,822.65","332,406,343.51","334,710,093.98","510,124,671.65","533,960,030.68","553,800,254.98","636,218,790.74","610,969,756.34","571,288,842.20"
可供出售金融资产,,,,,,,,,,,,,,,,,,,,,,
长期借款,,,,,,,"20,000,000.00","20,000,000.00","20,000,000.00",,,,,,,,,,,,,
持有至到期投资,,,,,,,,,,,,,,,,,,,,,,
应付债券,,,,,,,,,,,,,,,,,,,,,,
长期应收款,,,,,,,,,,,,"9,031,528.68","12,489,820.73","12,581,407.18","11,047,224.48","14,100,690.75","25,229,196.34","20,269,326.00","38,566,904.92","26,549,196.15","9,392,338.57","30,875,741.54"
长期应付款,,,,,,,,,,,,"850,000.00",,,,,,,,,,
长期股权投资,,,,,,,,,,,,,"8,953,477.83","8,623,665.49","8,315,610.03","7,930,784.06","7,506,212.67","7,380,993.35","7,220,158.16","6,872,534.42","6,473,592.16","6,388,248.12"
专项应付款,,,,,,,,,,,,,,,,,,,,,,
投资性房地产,,,,,,,,,,,,,,,,,,,,,,
预计负债,,,,,,,,,,,,,,,,,,,,,"1,766,739.06","1,766,739.06"
固定资产,"36,187,072.99","63,479,986.28","67,576,310.27","67,684,308.78","67,601,933.20","70,579,812.81","80,754,559.09","78,954,288.34","177,710,164.38","167,100,155.11","172,362,870.84","171,001,591.91","168,873,647.35","165,883,695.78","167,643,456.29","166,459,985.09","208,091,414.79","204,049,723.84","202,377,596.96","197,286,667.13","200,769,175.74","199,728,015.52"
递延所得税负债,,,,,,,,,,,,,,,,,,,,,,
在建工程,"9,501,757.12","17,500.00",,"1,034,033.49","13,834,033.49","15,061,244.15","3,379,939.15","9,979,939.15","1,600,000.00","3,410,433.85","2,960,401.50","1,959,601.00",,"945,499.87","319,310.68","824,509.31","4,193,028.36","18,730,291.71","35,361,390.39","40,074,955.52","52,277,662.89","54,191,021.77"
其他非流动负债,,,"1,500,000.00","1,500,000.00",,,,,,,,"5,050,000.00",,,,,,,,,,
工程物资,,,,,,,,,,,,,,,,,,,,,,
非流动负债合计,,,"1,500,000.00","1,500,000.00",,,"20,000,000.00","20,000,000.00","25,050,000.00","5,050,000.00","5,050,000.00","5,900,000.00","6,983,842.67","6,880,252.40","6,605,358.69","6,961,170.14","8,341,441.38","10,078,449.39","10,415,457.44","8,062,848.74","16,548,653.39","20,871,815.65"
固定资产清理,,,,,,,,,,,,,,,,,,,,,,
负债合计,"66,674,048.28","66,548,808.75","61,237,429.94","78,987,392.58","78,832,736.31","90,150,671.63","85,212,680.83","86,087,133.69","647,051,753.02","621,624,987.50","384,451,207.01","380,270,339.05","323,622,445.33","296,211,075.05","339,011,702.20","341,671,264.12","518,466,113.03","544,038,480.07","564,215,712.42","644,281,639.48","627,518,409.73","592,160,657.85"
生产性生物资产,,,,,,,,,,,,,,,,,,,,,,
实收资本(或股本),"60,000,000.00","60,000,000.00","60,000,000.00","60,000,000.00","60,000,000.00","80,000,000.00","80,000,000.00","80,000,000.00","90,784,308.00","90,784,308.00","97,046,207.00","242,615,517.00","242,615,517.00","242,615,517.00","485,231,034.00","485,231,034.00","511,164,635.00","511,164,635.00","715,630,489.00","715,630,489.00","715,630,489.00","715,630,489.00"
油气资产,,,,,,,,,,,,,,,,,,,,,,
资本公积,"87,305,082.52","86,836,056.43","86,836,056.43","86,836,056.43","86,836,056.43","198,703,493.30","198,800,851.83","198,820,663.15","562,191,816.97","562,191,816.97","840,274,848.21","693,085,527.83","692,131,210.73","692,131,210.73","449,515,693.73","449,515,693.73","674,509,550.47","674,509,550.47","470,043,696.47","470,043,696.47","471,152,843.70","471,152,843.70"
无形资产,"8,503,778.16","18,391,690.50","25,013,525.19","24,278,080.38","24,036,365.40","23,801,517.12","23,568,104.48","23,365,297.09","85,659,744.20","84,679,937.79","83,135,854.12","81,924,498.89","80,727,032.52","80,336,338.18","78,753,965.15","77,692,645.94","115,742,649.93","114,753,054.38","113,683,296.24","112,548,340.07","110,959,875.50","109,244,302.19"
盈余公积,"1,415,997.59","5,099,023.53","8,939,624.95","8,939,624.95","11,924,951.71","11,924,951.71","11,924,951.71","11,924,951.71","13,307,064.02","13,307,064.02","13,307,064.02","13,307,064.02","14,221,300.43","14,221,300.43","14,221,300.43","14,221,300.43","15,311,849.84","15,311,849.84","15,311,849.84","15,311,849.84","17,006,833.68","17,006,833.68"
开发支出,,,,,,,,,,,,,,,,,,,,,,
减:库存股,,,,,,,,,,,,,,,,,,,,,,
商誉,,,,,,,,,"334,964,694.37","334,964,694.37","334,964,694.37","348,750,891.66","341,607,861.92","341,607,861.92","341,607,861.92","341,607,861.92","502,121,693.24","502,121,693.24","502,121,693.24","502,121,693.24","502,121,693.24","502,121,693.24"
未分配利润,"10,878,796.53","37,274,754.63","63,783,813.32","84,214,997.08","91,776,206.53","94,154,393.74","92,109,963.85","98,777,837.45","102,491,246.37","105,784,333.92","134,586,673.82","148,532,963.86","169,411,769.89","179,290,717.19","213,477,990.57","232,660,141.53","245,888,132.21","257,119,751.15","270,407,890.06","304,414,044.52","344,518,369.74","379,831,956.37"
长期待摊费用,,,,,,,,,"922,772.28","3,276,099.09","1,050,128.68","1,663,951.27","2,581,332.65","2,861,391.62","2,715,160.41","2,570,573.98","2,269,987.14","2,088,108.51","3,338,388.53","4,196,349.95","6,378,934.78","7,626,523.63"
少数股东权益,"1,045,767.76",,,,,,,,,,"1,344,525.07","18,019,845.55","19,261,667.31","18,769,248.57","16,877,010.95","17,069,671.71","21,022,204.59","22,874,807.22","21,773,964.71","21,017,679.56","26,804,850.72","26,305,725.91"
递延所得税资产,"410,786.12","597,458.02","1,659,383.90","1,713,351.65","1,341,497.39","1,465,418.98","1,642,373.35","1,628,781.94","6,661,710.15","6,798,720.81","7,346,561.82","7,447,464.75","11,844,185.14","12,305,437.28","10,125,361.81","10,976,953.08","14,947,685.14","15,279,438.36","15,295,968.48","16,147,409.89","20,270,480.83","20,115,294.19"
外币报表折算价差,,,,,,,,,,,,,,,,,,,,,,
其他非流动资产,,,,,,,,,,,,,,,,,"6,000,000.00","4,500,000.00",,,"3,631,620.81","3,429,620.81"
非正常经营项目收益调整,,,,,,,,,,,,,,,,,,,,,,
非流动资产合计,"54,603,394.39","82,486,634.80","94,249,219.36","94,709,774.30","106,813,829.48","110,907,993.06","109,344,976.07","113,928,306.52","607,519,085.38","600,230,041.02","601,820,511.33","621,779,528.16","627,077,358.14","625,145,297.32","620,527,950.77","622,164,004.13","886,101,867.61","889,172,629.39","917,965,396.92","905,797,146.37","912,275,374.52","933,720,461.01"
所有者权益(或股东权益)合计,"160,645,644.40","189,209,834.59","219,559,494.70","239,990,678.46","250,537,214.67","384,782,838.75","382,835,767.39","389,523,452.31","768,774,435.36","772,067,522.91","1,086,559,318.12","1,115,560,918.26","1,137,641,465.36","1,147,027,993.92","1,179,323,029.68","1,198,697,841.40","1,467,896,372.11","1,480,980,593.68","1,493,167,890.08","1,526,417,759.39","1,575,113,386.84","1,609,927,848.66"
资产总计,"227,319,692.68","255,758,643.34","280,796,924.64","318,978,071.04","329,369,950.98","474,933,510.38","468,048,448.22","475,610,586.00","1,415,826,188.38","1,393,692,510.41","1,471,010,525.13","1,495,831,257.31","1,461,263,910.69","1,443,239,068.97","1,518,334,731.88","1,540,369,105.52","1,986,362,485.14","2,025,019,073.75","2,057,383,602.50","2,170,699,398.87","2,202,631,796.57","2,202,088,506.51"
负债和所有者(或股东权益)合计,"227,319,692.68","255,758,643.34","280,796,924.64","318,978,071.04","329,369,950.98","474,933,510.38","468,048,448.22","475,610,586.00","1,415,826,188.38","1,393,692,510.41","1,471,010,525.13","1,495,831,257.31","1,461,263,910.69","1,443,239,068.97","1,518,334,731.88","1,540,369,105.52","1,986,362,485.14","2,025,019,073.75","2,057,383,602.50","2,170,699,398.87","2,202,631,796.57","2,202,088,506.51"
