科目,2013-12-31,2014-12-31,2015-12-31,2016-03-31,2016-06-30,2016-09-30,2016-12-31,2017-03-31,2017-06-30,2017-09-30,2017-12-31,2018-03-31,2018-06-30
流动资产合计,"266,370,347.55","314,840,223.89","375,785,220.66","376,722,405.62","884,109,072.28","896,432,789.21","914,862,944.82","926,147,020.01","567,965,529.53","604,869,628.44","644,078,157.44","577,965,684.05","584,169,192.50"
流动负债合计,"16,921,849.29","25,803,816.94","27,003,586.28","14,738,960.93","32,485,017.23","22,663,948.77","25,239,797.36","27,285,811.28","162,535,739.73","65,129,411.03","180,796,824.60","176,908,043.33","206,750,729.45"
可供出售金融资产,,,,,,,"8,250,000.00","9,250,000.00","9,250,000.00","8,630,000.00","8,630,000.00","65,890,000.00","68,890,000.00"
长期借款,,,,"35,000,000.00","35,000,000.00","44,500,000.00","49,500,000.00","52,000,000.00","50,025,814.48","201,780,814.48","199,786,076.48","194,479,175.48","184,522,447.39"
持有至到期投资,,,,,,,,,,,,,
应付债券,,,,,,,,,,,,,
长期应收款,,,,,,,,,,,,,
长期应付款,,,,,,,,,,,,,
长期股权投资,,,,,,,,,"1,590,722.10","1,416,569.68","2,536,712.38","2,315,862.68","2,252,549.74"
专项应付款,,,,,,,,,,,,,
投资性房地产,"33,644,386.16","31,585,220.30","29,526,054.19","29,011,262.71","28,496,471.26","28,061,990.18","27,788,129.54","27,514,268.90","511,462,247.90","506,539,224.02","503,613,044.00","498,670,493.60","493,727,943.20"
预计负债,,,,,,,,,,,,,
固定资产,"9,295,026.70","10,950,698.16","10,361,179.37","9,248,949.67","25,012,843.43","24,227,256.36","26,831,643.32","26,283,649.80","28,150,661.47","27,090,386.82","106,459,348.26","104,620,007.65","108,420,068.92"
递延所得税负债,"114,640.27","623,284.38","499,860.00","39,766.88",,,,,,,,,
在建工程,,"11,556,524.09","44,281,119.33","65,361,613.66","73,478,540.39","80,396,681.84","91,877,653.55","97,939,241.73","111,862,776.79","161,325,884.58","171,154,842.13","177,479,005.68","181,807,834.53"
其他非流动负债,,,,,,,,"123,836.40","123,836.40",,,,
工程物资,,,,,,,,,,,,,
非流动负债合计,"6,979,640.27","8,054,117.71","6,903,743.33","39,718,000.21","39,452,583.33","48,726,933.32","51,775,152.36","54,149,469.70","51,949,634.17","203,355,147.76","200,767,259.75","195,287,208.74","188,851,709.95"
固定资产清理,,,,,,,,,,,,,
负债合计,"23,901,489.56","33,857,934.65","33,907,329.61","54,456,961.14","71,937,600.56","71,390,882.09","77,014,949.72","81,435,280.98","214,485,373.90","268,484,558.79","381,564,084.35","372,195,252.07","395,602,439.40"
生产性生物资产,,,,,,,,,,,,,
实收资本(或股本),"70,000,000.00","70,000,000.00","70,000,000.00","70,000,000.00","93,340,000.00","93,340,000.00","93,340,000.00","93,340,000.00","93,340,000.00","93,340,000.00","93,340,000.00","93,340,000.00","93,340,000.00"
油气资产,,,,,,,,,,,,,
资本公积,"50,556,095.69","50,556,095.69","50,556,095.69","50,556,095.69","487,193,159.84","490,440,520.81","490,440,520.81","490,440,520.81","490,440,520.81","490,440,520.81","490,440,520.81","490,440,520.81","490,440,520.81"
无形资产,"6,100,526.84","45,946,512.97","41,614,234.81","40,531,165.27",,"39,225,282.45","38,653,717.28","38,092,319.63","39,520,343.14","38,810,614.34","38,030,685.50","37,348,177.07","36,665,668.64"
盈余公积,"19,722,518.63","28,479,032.50","35,000,000.00","35,000,000.00","35,000,000.00","35,000,000.00","45,108,253.78","45,108,253.78","45,108,253.78","45,108,253.78","46,670,000.00","46,670,000.00","46,670,000.00"
开发支出,,,,,"39,618,382.09",,,,,,,,
减:库存股,,,,,,,,,,,,,
商誉,,,,,,,,,"2,055,423.43","2,055,423.43",,,
未分配利润,"165,386,348.09","244,370,753.67","329,986,230.84","348,024,651.93","379,347,105.83","399,776,351.71","419,551,832.08","438,843,287.74","448,759,798.61","455,551,378.05","465,815,976.94","469,516,520.85","457,326,166.31"
长期待摊费用,"3,306,040.05","2,267,344.83","1,600,777.47","1,434,135.63","1,267,493.79","1,111,852.35","947,290.11","782,727.87","618,165.63","534,490.18","450,622.18","345,919.69","269,703.84"
少数股东权益,,,,,,,,,,,,,
递延所得税资产,"2,255,806.12","2,541,683.81","2,614,478.57","1,612,602.63","1,387,774.01","1,346,098.12","1,049,524.39","1,037,967.29","695,648.37","1,477,171.21","2,008,916.37","2,269,084.04","2,847,657.40"
外币报表折算价差,,,,,,,,,,,,,
其他非流动资产,"8,496,673.00","7,487,360.00","13,668,882.28","34,117,921.20","13,447,288.98","19,145,804.10","15,194,653.38","22,120,148.08","18,962,428.74","175,318.73","867,671.03","5,256,124.21","4,328,200.73"
非正常经营项目收益调整,,,,,,,,,,,,,
非流动资产合计,"63,098,458.87","112,335,344.16","143,666,726.02","181,317,650.77","182,708,793.95","193,514,965.40","210,592,611.57","223,020,323.30","724,168,417.57","748,055,082.99","833,751,841.85","894,194,674.62","899,209,627.00"
所有者权益(或股东权益)合计,"305,567,316.86","393,317,633.40","485,544,617.07","503,583,095.25","994,880,265.67","1,018,556,872.52","1,048,440,606.67","1,067,732,062.33","1,077,648,573.20","1,084,440,152.64","1,096,265,914.94","1,099,965,106.60","1,087,776,380.10"
资产总计,"329,468,806.42","427,175,568.05","519,451,946.68","558,040,056.39","1,066,817,866.23","1,089,947,754.61","1,125,455,556.39","1,149,167,343.31","1,292,133,947.10","1,352,924,711.43","1,477,829,999.29","1,472,160,358.67","1,483,378,819.50"
负债和所有者(或股东权益)合计,"329,468,806.42","427,175,568.05","519,451,946.68","558,040,056.39","1,066,817,866.23","1,089,947,754.61","1,125,455,556.39","1,149,167,343.31","1,292,133,947.10","1,352,924,711.43","1,477,829,999.29","1,472,160,358.67","1,483,378,819.50"
