科目,2010年度,2011年度,2012年度,2013年1-6月,2013年度,2014年1-3月,2014年1-6月,2014年1-9月,2014年度,2015年1-3月,2015年1-6月,2015年1-9月,2015年度,2016年1-3月,2016年1-6月,2016年1-9月,2016年度,2017年1-3月,2017年1-6月,2017年1-9月,2017年度,2018年1-3月,2018年1-6月,2018年1-9月,2018年度,2019年1-3月
经营活动产生的现金流量净额,"46,358,195.21","37,199,798.16","29,364,985.99","-347,455.65","25,210,728.74","-20,680,629.10","-3,724,759.68","6,019,036.40","4,816,462.64","-9,876,719.29","-7,034,566.04","-4,740,373.77","-7,499,505.65","14,143,507.91","14,543,859.17","37,056,137.15","68,569,073.61","22,114,353.05","6,389,478.77","25,892,815.83","32,334,839.42","3,970,095.22","794,076.17","27,034,519.74","34,037,464.14","13,956,907.17"
分配股利、利润或偿还利息支付的现金,"14,212,758.76","21,930,942.43","26,322,825.72","16,905,172.63","27,033,608.00","4,731,979.89","12,993,618.10","17,527,954.59","21,152,166.77","1,916,931.95","9,876,337.09","15,238,387.25","18,667,952.18","2,885,376.65","5,307,157.88","8,310,174.68","7,738,459.67","1,034,877.07","3,808,414.83","4,758,745.83","6,100,754.16","4,269,561.57","5,385,858.76","7,004,732.93","8,847,139.00","1,947,507.73"
收回投资收到的现金,"146,639.05",,,,,,,,,,,,,,"10,000,000.00","10,000,000.00","10,000,000.00",,"12,000,000.00","12,000,000.00","12,000,000.00",,,,,
支付其他与筹资活动有关的现金,"1,483,257.88","362,243.83","2,031,674.22","320,421.00","459,063.00","1,115,250.51","24,544,954.25","24,544,954.25","7,273,860.25","1,129,556.63","278,400.00","278,400.00","698,500.00","30,000.00","100,000.00","100,000.00","384,000.00",,"327,144.62","327,144.62","150,000.00",,,"30,000.00","64,030,000.00","14,894,086.01"
取得投资收益收到的现金,,,,"151,209.55","151,209.55","255,569.88","255,569.88","255,569.88","255,569.88","186,309.57","186,309.57","186,309.57","186,309.57","149,119.75","149,119.75","149,119.75","299,454.23","125,053.14","283,617.52","283,617.52","283,617.52","121,587.60","121,587.60","121,587.60","121,587.60","69,814.35"
筹资活动现金流出小计,"78,186,786.38","175,505,822.00","109,158,169.71","208,059,888.19","367,392,115.16","111,885,728.45","307,256,146.27","325,368,847.65","333,745,566.64","86,574,503.15","147,110,076.66","188,492,126.82","182,841,791.75","88,012,634.98","184,407,157.88","217,410,174.68","243,622,459.67","46,098,265.89","74,198,823.15","75,148,523.91","102,068,595.59","54,269,561.57","85,385,858.76","137,034,732.93","222,696,012.81","59,341,593.74"
处置固定资产、无形资产和其他长期资产收回的现金净额,,,,,,,,,,"17,844.48",,,,,"12,000.00","12,000.00","11,764.71",,,"269,405.02","176,470.59",,"9,708.74","9,708.74","797,035.82",
筹资活动产生的现金流量净额,"67,311,923.44","28,930,587.15","72,400,819.41","-27,669,845.59","3,828,176.63","152,260,613.99","36,570,196.17","55,888,855.67","27,293,297.80","3,489,556.83","35,889,923.34","30,507,873.18","56,158,208.25","-36,512,634.98","-47,907,157.88","-50,910,174.68","-57,061,347.06","-1,098,265.89","-4,198,823.15","-5,148,523.91","-13,312,940.47","-11,769,561.57","-20,385,858.76","22,965,267.07","-34,479,212.81","-24,265,148.88"
处置子公司及其他营业单位收到的现金净额,,,,,,,,,,,,,,,,,,,,,,,,,,
四、汇率变动对现金的影响,"-1,864,719.43","-4,325,297.08","-246,846.90","-786,624.66","-428,083.62","14,268.08","541,374.62","89,691.43","150,504.98","15,477.35","-130,835.29","-127,394.00","465,768.78","-38,868.26","9,091.72","211,188.29","537,788.31","34,706.79","-526,786.72","-619,774.81","-597,694.04","-387,802.43","-262,612.05","389,474.07","-186,035.46","-460,420.23"
收到其他与投资活动有关的现金,,,,,,,,,,,,,,,,,,,,,,,,,,
四(2)、其他原因对现金的影响,,,,,,,,,,,,,,,,,,,,,,,,,,
投资活动现金流入小计,"146,639.05",,,"151,209.55","151,209.55","255,569.88","255,569.88","255,569.88","255,569.88","204,154.05","186,309.57","186,309.57","186,309.57","149,119.75","10,161,119.75","10,161,119.75","10,311,218.94","125,053.14","12,283,617.52","12,553,022.54","12,460,088.11","121,587.60","131,296.34","131,296.34","918,623.42","69,814.35"
五、现金及现金等价物净增加额,"55,516,691.45","-26,651,255.91","12,629,542.28","-53,441,872.50","-7,138,159.56","115,228,902.33","14,093,215.77","38,263,552.80","1,886,631.06","-11,730,533.40","21,806,594.58","-940,359.42","8,999,813.62","-30,561,459.90","-36,940,464.31","-24,778,994.56","-17,355,819.29","17,619,795.67","4,212,086.71","15,649,192.70","7,231,282.17","-14,697,918.37","-37,939,320.32","24,596,067.57","-34,070,430.50","-14,654,911.71"
购建固定资产、无形资产和其他长期资产支付的现金,"56,435,346.82","88,456,344.14","88,889,416.22","24,789,156.15","35,900,190.86","16,620,920.52","19,549,165.22","23,989,600.58","30,629,204.24","5,563,002.34","7,104,237.00","26,766,774.40","30,310,967.33","8,302,584.32","13,747,377.07","21,297,265.07","27,712,553.09","3,556,051.42","9,735,399.71","17,028,346.95","23,653,010.85","6,632,237.19","18,216,222.02","25,924,489.65","34,361,269.79","3,956,064.12"
期初现金及现金等价物余额,"41,170,567.16","96,687,258.61","70,036,002.70","82,665,544.98","82,665,544.98","75,527,385.42","75,527,385.42","75,527,385.42","75,527,385.42","77,414,016.48","77,414,016.48","77,414,016.48","77,414,016.48","86,413,830.10","86,413,830.10","86,413,830.10","86,413,830.10","69,058,010.81","69,058,010.81","69,058,010.81","69,058,010.81","76,289,292.98","76,289,292.98","76,289,292.98","76,289,292.98","42,218,862.48"
投资支付的现金,,,,,,,,,,,,,"10,000,000.00",,,,"12,000,000.00",,,,,,,,,
期末现金及现金等价物余额,"96,687,258.61","70,036,002.70","82,665,544.98","29,223,672.48","75,527,385.42","190,756,287.75","89,620,601.19","113,790,938.22","77,414,016.48","65,683,483.08","99,220,611.06","76,473,657.06","86,413,830.10","55,852,370.20","49,473,365.79","61,634,835.54","69,058,010.81","86,677,806.48","73,270,097.52","84,707,203.51","76,289,292.98","61,591,374.61","38,349,972.66","100,885,360.55","42,218,862.48","27,563,950.77"
