科目,2009-12-31,2010-12-31,2011-12-31,2012-06-30,2012-09-30,2012-12-31,2013-03-31,2013-06-30,2013-09-30,2013-12-31,2014-03-31,2014-06-30,2014-09-30,2014-12-31,2015-03-31,2015-06-30,2015-09-30,2015-12-31,2016-03-31,2016-06-30,2016-09-30,2016-12-31,2017-03-31,2017-06-30,2017-09-30,2017-12-31,2018-03-31
长期待摊费用,"1,665,282.25","970,835.83","496,854.02","2,818,639.36","129,093.21","638,275.93","722,178.24","744,936.23","591,905.07","479,760.28","901,741.13","708,892.12","683,566.17","496,596.46","368,718.24","319,566.29","727,293.84","2,256,508.66","1,589,949.66","3,185,968.17","2,235,656.78","3,289,609.48","2,293,792.59","2,190,515.02","2,363,763.03","4,219,843.27","2,849,083.73"
少数股东权益,,,,,,,,,,,,,,,,,,"3,014,484.90","2,980,203.11","3,191,522.77","3,133,694.65","6,157,517.07","6,056,480.38","6,146,478.82","15,884,331.44","21,575,798.96","21,903,158.54"
递延所得税资产,"708,042.27","919,228.30","1,159,002.94","1,046,798.25","892,812.45","1,170,875.74","1,158,622.10","1,331,175.25","1,236,570.18","1,471,831.53","1,471,831.53","1,457,749.07","1,538,728.07","1,713,602.10","1,698,047.88","1,785,653.63","7,304,711.38","12,893,850.80","12,648,042.43","12,969,398.28","13,212,526.19","12,224,255.70","12,660,281.44","13,172,960.45","13,335,618.09","13,111,441.80","13,918,119.12"
外币报表折算价差,,"-255,208.91","-1,167,841.03","-1,358,847.62","-1,156,563.50","-1,161,111.83","-1,341,698.91","-1,875,613.25","-2,110,991.35","-2,490,157.16","-2,083,034.67","-2,060,704.69","-2,166,049.55",,,,,,,,,,,,,,
其他非流动资产,,,,,,,,,,,,"1,282,638.40",,"182,307.30","1,940,210.80","2,104,110.80","2,422,186.80","1,120,255.55","1,190,467.88","3,550,158.01","400,116.48","1,509,526.57","669,251.00","916,780.00","295,880.00","10,924,344.00","11,035,180.00"
非正常经营项目收益调整,,,,,,,,,,,,,,,,,,,,,,,,,,,
非流动资产合计,"127,141,836.31","125,004,422.08","131,915,955.12","131,526,205.65","127,294,114.46","136,871,248.96","135,484,688.04","139,910,275.57","143,906,750.72","148,760,925.19","157,239,226.98","159,754,267.14","156,990,184.30","157,461,826.49","161,797,628.84","164,722,039.18","287,576,570.93","323,243,174.68","324,042,234.25","324,932,393.32","326,411,773.27","430,158,730.81","425,503,843.23","425,756,564.67","424,289,355.96","497,016,876.74","512,232,921.24"
所有者权益(或股东权益)合计,"123,114,048.88","134,606,243.02","182,764,344.71","198,149,385.77","474,306,065.40","485,236,939.32","493,611,990.74","495,253,661.21","508,768,040.98","519,301,884.91","529,246,883.26","531,080,151.45","540,584,681.47","547,873,288.99","568,743,327.76","569,715,717.82","850,548,876.82","901,100,226.30","913,754,467.43","920,823,207.33","958,628,163.75","997,465,272.60","1,016,486,990.92","1,026,687,698.47","1,064,915,038.36","1,111,141,560.81","1,113,314,825.45"
资产总计,"240,074,004.08","295,331,894.58","320,886,527.24","300,367,093.95","541,294,503.13","550,017,647.65","546,021,383.54","572,950,853.51","575,674,609.98","578,365,175.33","588,655,005.08","585,007,513.39","611,778,563.55","618,632,582.46","630,396,056.79","644,772,689.33","993,975,910.72","1,044,838,537.07","1,044,921,987.17","1,068,174,094.00","1,109,482,524.27","1,134,340,170.31","1,145,175,231.97","1,169,916,348.67","1,234,073,184.81","1,294,659,207.07","1,314,957,483.05"
负债和所有者(或股东权益)合计,"240,074,004.08","295,331,894.58","320,886,527.24","300,367,093.95","541,294,503.13","550,017,647.65","546,021,383.54","572,950,853.51","575,674,609.98","578,365,175.33","588,655,005.08","585,007,513.39","611,778,563.55","618,632,582.46","630,396,056.79","644,772,689.33","993,975,910.72","1,044,838,537.07","1,044,921,987.17","1,068,174,094.00","1,109,482,524.27","1,134,340,170.31","1,145,175,231.97","1,169,916,348.67","1,234,073,184.81","1,294,659,207.07","1,314,957,483.05"
