科目,2009-12-31,2010-12-31,2011-12-31,2012-06-30,2012-09-30,2012-12-31,2013-03-31,2013-06-30,2013-09-30,2013-12-31,2014-03-31,2014-06-30,2014-09-30,2014-12-31,2015-03-31,2015-06-30,2015-09-30,2015-12-31,2016-03-31,2016-06-30,2016-09-30,2016-12-31,2017-03-31,2017-06-30,2017-09-30
工程物资,,,,,,,,,,,,,,,,,,,,,,,,,
非流动负债合计,"24,581,520.00","23,841,720.00","106,201.61","98,999.19","91,859.19","99,960.00","92,820.00","85,680.00","78,540.00","71,400.00","64,260.00","57,120.00","49,980.00","42,840.00","35,700.00","28,560.00","23,800.00",,,,,,,"814,000.00","1,314,000.00"
固定资产清理,,,,,,,,,,,,,,,,,,,,,,,,,
负债合计,"326,898,366.10","430,721,403.88","664,150,155.25","541,029,942.57","537,695,136.30","538,831,202.02","491,467,341.71","519,653,915.81","454,302,401.29","450,479,976.95","444,700,596.98","461,927,407.33","523,958,512.22","515,243,431.78","422,189,384.71","366,339,867.37","336,520,840.17","364,848,284.63","327,171,086.22","355,521,198.25","282,535,137.32","482,423,451.69","536,056,982.59","498,867,395.03","541,940,695.72"
生产性生物资产,,,,,,,,,,,,,,,,,,,,,,,,,
实收资本(或股本),"300,000,000.00","300,000,000.00","300,000,000.00","400,000,000.00","400,000,000.00","400,000,000.00","400,000,000.00","400,000,000.00","400,000,000.00","400,000,000.00","400,000,000.00","400,000,000.00","400,000,000.00","400,000,000.00","400,000,000.00","400,000,000.00","400,000,000.00","600,000,000.00","613,961,700.00","613,961,700.00","613,961,700.00","613,961,700.00","614,411,700.00","614,411,700.00","614,411,700.00"
油气资产,,,,,,,,,,,,,,,,,,,,,,,,,
资本公积,"33,927,108.73","33,927,108.73","33,927,108.73","253,798,653.04","253,798,653.04","253,798,653.04","253,798,653.04","253,798,653.04","253,798,653.04","253,798,653.04","253,798,653.04","253,798,653.04","253,798,653.04","253,798,653.04","253,798,653.04","253,798,653.04","253,798,653.04","54,789,931.04","83,551,034.04","83,551,034.04","89,144,952.03","94,765,370.04","96,755,717.28","97,634,564.52","98,513,411.76"
无形资产,"8,144,796.38","8,042,037.59","36,965,002.54","36,542,534.01","36,331,299.75","36,120,065.49","35,908,831.23","35,699,516.96","35,491,162.70","35,282,808.44","35,200,573.84","34,989,040.08","34,777,506.34","34,565,972.59","34,429,401.80","34,217,115.90","34,004,830.02","33,792,544.13","33,580,258.24","33,367,972.76","33,155,687.00","32,943,401.24","32,731,115.48","32,518,829.73","32,306,543.96"
盈余公积,"9,855,659.99","15,701,658.53","19,678,560.50","19,678,560.50","19,678,560.50","23,787,307.68","23,787,307.68","23,787,307.68","23,787,307.68","29,872,653.32","29,872,653.32","29,872,653.32","29,872,653.32","35,676,399.56","35,676,399.56","35,676,399.56","35,676,399.56","41,324,009.64","41,324,009.64","41,324,009.64","41,324,009.64","43,903,647.36","43,903,647.36","43,903,647.36","43,903,647.36"
开发支出,,,,,,,,,,,,,,,,,,,,,,,,,
减:库存股,,,,,,,,,,,,,,,,,,,,,,,,,
商誉,,,,,,,,,,,,,,,,,,,,,,,,,
未分配利润,"74,883,055.06","108,161,780.83","130,662,409.33","153,446,163.74","154,756,730.98","162,298,236.61","177,950,602.82","179,187,458.07","195,996,567.51","209,123,376.78","224,803,630.72","220,059,370.84","237,423,981.30","245,242,999.22","262,029,685.77","255,067,002.69","266,778,075.90","282,815,140.38","291,181,343.93","267,631,525.64","269,941,032.77","274,988,711.98","284,504,132.31","278,937,487.01","298,262,738.27"
长期待摊费用,,,,,,,,,,,,,,,,,,,,,,,,,
少数股东权益,,,,,,,,,,,,,,,,,,,,,,,,,
递延所得税资产,"42,172.00","313,782.49","39,255.44","39,255.44","39,255.44","354,052.54","354,052.54","354,052.54","354,052.54","1,138,417.87","1,138,417.87","1,138,417.87","1,138,417.87","2,050,381.91","2,050,381.91","2,050,381.91","2,050,381.91","154,435.07","154,435.07","154,435.07","154,435.07","1,098,560.74","1,098,560.74","1,285,307.46","1,285,307.46"
外币报表折算价差,"-3,647.13","136,153.33","217,663.87","150,133.93","209,135.42","222,319.99","221,120.31","211,012.33","204,439.91","192,975.73","217,762.15","218,038.80","217,926.25",,,,,,,,,,,,
其他非流动资产,,,,,,,,,,,,,,"405,044.73","447,773.84","569,861.11","592,842.24","19,008,722.85","1,087,221.45","1,087,221.45","1,136,080.45","1,676,181.28","1,676,181.28","6,308,031.28","6,072,231.28"
非正常经营项目收益调整,,,,,,,,,,,,,,,,,,,,,,,,,
非流动资产合计,"137,260,194.20","116,832,544.28","127,590,057.72","119,374,574.78","120,002,202.64","119,861,888.89","118,762,654.94","117,977,587.16","118,178,542.39","118,872,810.19","118,799,241.33","117,933,524.64","119,465,864.50","121,274,157.52","120,562,570.01","130,698,871.66","132,718,595.08","174,975,165.38","161,624,970.32","170,354,637.60","232,613,394.60","523,537,245.63","535,572,565.93","546,049,410.16","605,573,365.53"
所有者权益(或股东权益)合计,"418,662,176.65","457,926,701.42","484,485,742.43","827,073,511.21","828,443,079.94","840,106,517.32","855,757,683.85","856,984,431.12","873,786,968.14","892,987,658.87","908,692,699.23","903,948,716.00","921,313,213.91","934,923,889.48","951,719,012.15","944,746,011.78","956,611,960.53","979,370,741.39","1,030,439,622.34","1,006,995,651.68","1,014,928,132.32","1,028,337,004.67","1,040,269,338.76","1,035,509,679.73","1,055,633,682.10"
资产总计,"745,560,542.75","888,648,105.30","1,148,635,897.68","1,368,103,453.78","1,366,138,216.24","1,378,937,719.34","1,347,225,025.56","1,376,638,346.93","1,328,089,369.43","1,343,467,635.82","1,353,393,296.21","1,365,876,123.33","1,445,271,726.13","1,450,167,321.26","1,373,908,396.86","1,311,085,879.15","1,293,132,800.70","1,344,219,026.02","1,357,610,708.56","1,362,516,849.93","1,297,463,269.64","1,510,760,456.36","1,576,326,321.35","1,534,377,074.76","1,597,574,377.82"
负债和所有者(或股东权益)合计,"745,560,542.75","888,648,105.30","1,148,635,897.68","1,368,103,453.78","1,366,138,216.24","1,378,937,719.34","1,347,225,025.56","1,376,638,346.93","1,328,089,369.43","1,343,467,635.82","1,353,393,296.21","1,365,876,123.33","1,445,271,726.13","1,450,167,321.26","1,373,908,396.86","1,311,085,879.15","1,293,132,800.70","1,344,219,026.02","1,357,610,708.56","1,362,516,849.93","1,297,463,269.64","1,510,760,456.36","1,576,326,321.35","1,534,377,074.76","1,597,574,377.82"
