科目,2011年度,2012年度,2013年度,2014年1-6月,2014年1-9月,2014年度,2015年1-3月,2015年1-6月,2015年1-9月,2015年度,2016年1-3月,2016年1-6月,2016年1-9月,2016年度,2017年1-3月,2017年1-6月,2017年1-9月,2017年度,2018年1-3月,2018年1-6月
支付其他与经营活动有关的现金,"45,453,306.63","63,205,297.33","65,110,386.24","35,946,643.60","98,367,266.36","69,243,229.09","39,771,104.90","109,134,538.70","189,933,300.22","72,935,119.49","73,586,814.35","100,238,446.91","206,600,920.32","106,492,359.12","124,816,154.64","171,185,345.79","233,761,252.27","97,138,377.60","69,093,714.89","146,616,737.80"
筹资活动现金流入小计,"664,029,971.86","565,630,000.00","634,433,729.96","249,526,316.00","653,198,861.97","876,777,912.27","255,300,000.00","469,600,000.00","819,600,000.00","1,149,600,000.00","150,000,000.00","390,000,000.00","555,000,000.00","799,000,000.00","350,000,000.00","657,500,000.00","1,016,400,000.00","1,980,075,471.12","254,500,000.00","550,500,000.00"
经营活动现金流出小计,"1,356,789,952.90","1,404,855,367.37","1,507,246,455.96","719,119,714.32","1,129,162,533.99","1,546,449,535.29","563,729,103.43","1,212,720,595.02","1,702,073,216.61","2,031,602,900.07","429,536,234.49","875,463,725.22","1,321,876,355.45","1,753,475,000.24","793,996,023.31","1,576,525,351.17","2,304,891,201.72","2,974,295,621.06","665,561,488.18","1,616,640,775.88"
偿还债务支付的现金,"438,000,000.00","656,930,000.00","462,500,000.00","264,689,446.85","475,911,133.51","837,919,331.08","147,456,120.00","258,656,120.00","628,256,120.00","1,128,610,706.30","150,000,000.00","390,000,000.00","502,000,000.00","751,000,000.00","100,000,000.00","242,500,000.00","439,300,000.00","752,500,000.00","305,500,000.00","621,500,000.00"
经营活动产生的现金流量净额,"-149,771,194.91","167,742,007.72","-33,460,977.25","38,064,393.60","668,144.66","204,598,696.04","-167,136,172.65","-242,518,305.77","-249,146,161.04","125,808,380.94","-147,618,778.58","-72,156,284.91","-109,321,441.73","159,536,765.98","-398,360,000.34","-496,708,894.35","-685,138,464.51","-682,017,513.03","-111,316,674.85","61,212,006.78"
分配股利、利润或偿还利息支付的现金,"27,707,594.36","31,708,005.39","68,639,178.94","53,741,073.91","61,922,912.06","70,339,334.03","5,561,210.64","26,041,754.80","33,428,501.87","41,183,385.31","4,075,000.04","15,939,563.94","20,476,274.36","25,470,681.24","5,202,358.30","42,079,529.02","49,537,333.72","47,627,601.50","9,498,963.32","43,395,479.72"
收回投资收到的现金,,,,,,,,"1,678,346.39","61,678,346.39",,,,,,,,,,,"2,674,940.00"
支付其他与筹资活动有关的现金,"12,344,881.56",,"3,360,000.00",,,"9,427,151.85",,,,,,,,,,,,"5,000,000.00",,
取得投资收益收到的现金,,,,"102,858.63","102,858.63","189,653.15",,,"632,260.27","632,260.27",,,,,,,,,,
筹资活动现金流出小计,"478,052,475.92","688,638,005.39","534,499,178.94","318,430,520.76","537,834,045.57","917,685,816.96","153,017,330.64","284,697,874.80","661,684,621.87","1,169,794,091.61","154,075,000.04","405,939,563.94","522,476,274.36","776,470,681.24","105,202,358.30","284,579,529.02","488,837,333.72","805,127,601.50","314,998,963.32","664,895,479.72"
处置固定资产、无形资产和其他长期资产收回的现金净额,"185,557.69","580,770.49","602,187.62","940,359.24","933,844.24","1,554,219.71","75,640.56","75,640.56","358,640.56","7,449,101.22",,"87,170.00","90,170.00","308,945.00",,"1,400.00","391,400.00","2,339,700.00","78,000.00","332,155.00"
筹资活动产生的现金流量净额,"185,977,495.94","-123,008,005.39","99,934,551.02","-68,904,204.76","115,364,816.40","-40,907,904.69","102,282,669.36","184,902,125.20","157,915,378.13","-20,194,091.61","-4,075,000.04","-15,939,563.94","32,523,725.64","22,529,318.76","244,797,641.70","372,920,470.98","527,562,666.28","1,174,947,869.62","-60,498,963.32","-114,395,479.72"
处置子公司及其他营业单位收到的现金净额,,,,,,,,,,,,,,,,,,,,
四、汇率变动对现金的影响,"-57,634.38","42,380.34","-215,449.40","-55,178.03","-280,159.14","-956,652.13","-264,273.74","-208,337.84","282,317.79","555,365.56","3,061.08","441,175.08","689,473.24","1,297,280.57","-118,401.28","-188,417.53","-552,023.75","-724,867.44","-989,232.95","112,636.03"
收到其他与投资活动有关的现金,"500,000.00","23,762,673.00","5,020,000.00","5,000,000.00","12,010,068.49","3,950,000.00","26,719.70","4,000,000.00","4,000,000.00","8,985,000.00",,"3,475,000.00","3,475,000.00","35,085,000.00",,,,"11,023,100.00",,
四(2)、其他原因对现金的影响,,,,,,,,,,,,,,,,,,,,
投资活动现金流入小计,"685,557.69","24,343,443.49","5,622,187.62","6,043,217.87","13,046,771.36","5,693,872.86","102,360.26","5,753,986.95","66,669,247.22","17,066,361.49",,"3,562,170.00","3,565,170.00","35,393,945.00",,"1,400.00","391,400.00","13,362,800.00","78,000.00","3,007,095.00"
五、现金及现金等价物净增加额,"-23,349,198.09","-4,598,501.24","40,131,731.53","-31,683,541.16","112,822,853.93","148,260,453.49","-104,990,009.37","-106,444,423.28","-95,462,923.32","44,862,628.54","-168,035,590.84","-115,890,309.88","-195,620,715.25","55,526,126.47","-181,940,748.92","-173,951,090.10","-257,746,625.18","344,551,483.84","-355,846,199.96","-285,581,760.49"
购建固定资产、无形资产和其他长期资产支付的现金,"60,183,422.43","73,718,327.40","31,748,580.46","6,831,769.84","8,976,719.35","20,167,558.59","9,969,692.60","23,352,346.20","39,599,971.40","78,373,387.84","16,343,916.30","31,797,806.11","120,077,642.40","159,461,183.84","28,259,989.00","49,975,649.20","100,010,203.20","161,016,805.31","33,115,852.04","85,514,541.78"
期初现金及现金等价物余额,"202,315,305.13","178,966,107.04","174,367,605.80","214,499,337.33","214,499,337.33","214,499,337.33","362,759,790.82","362,759,790.82","362,759,790.82","362,759,790.82","409,396,295.71","407,622,419.36","407,622,419.36","407,622,419.36","463,150,918.33","463,148,545.83","463,148,545.83","463,148,545.83","807,700,029.67","807,700,029.67"
投资支付的现金,,,,,,,"30,000,000.00","30,000,000.00","30,000,000.00",,,,"3,000,000.00","3,000,000.00",,,,,,
期末现金及现金等价物余额,"178,966,107.04","174,367,605.80","214,499,337.33","182,815,796.17","327,322,191.26","362,759,790.82","257,769,781.45","256,315,367.54","267,296,867.50","407,622,419.36","241,360,704.87","291,732,109.48","212,001,704.11","463,148,545.83","281,210,169.41","289,197,455.73","205,401,920.65","807,700,029.67","451,853,829.71","522,118,269.18"
