科目,2011-12-31,2012-12-31,2013-12-31,2014-03-31,2014-06-30,2014-09-30,2014-12-31,2015-03-31,2015-06-30,2015-09-30,2015-12-31,2016-03-31,2016-06-30,2016-09-30,2016-12-31,2017-03-31,2017-06-30,2017-09-30,2017-12-31,2018-03-31,2018-06-30,2018-09-30,2018-12-31,2019-03-31
实收资本(或股本),"68,000,000.00","68,000,000.00","68,000,000.00","68,000,000.00","68,000,000.00","90,700,000.00","90,700,000.00","90,700,000.00","181,400,000.00","181,400,000.00","181,400,000.00","181,400,000.00","181,400,000.00","181,400,000.00","181,400,000.00","181,400,000.00","181,400,000.00","181,400,000.00","191,715,326.00","191,715,326.00","479,288,315.00","479,288,315.00","479,288,315.00","479,288,315.00"
油气资产,,,,,,,,,,,,,,,,,,,,,,,,
资本公积,"32,462,205.86","32,462,205.86","32,462,205.86","32,462,205.86","32,462,205.86","139,691,205.86","141,281,745.02","141,281,745.02","50,581,745.54","50,581,745.54","50,581,745.02","50,581,745.02","50,581,745.02","50,581,745.02","50,581,745.02","50,581,745.02","50,581,745.02","50,581,745.02","446,973,655.36","446,973,655.36","159,400,666.36","159,400,666.36","159,400,666.36","159,400,666.36"
无形资产,"22,112,359.94","21,565,280.56","21,019,418.03","20,886,298.19","20,753,178.35","20,620,058.51","24,502,863.79","24,342,906.91","24,182,950.03","24,022,993.15","56,783,231.73","56,417,875.80","57,672,519.87","57,307,163.94","62,208,814.08","61,725,702.99","91,150,513.13","91,121,536.85","92,489,745.03","68,490,272.82","67,959,952.08","67,429,631.34","168,019,771.58","170,647,488.78"
盈余公积,"28,192,154.57","36,348,584.67","38,578,969.92","38,578,969.92","38,578,969.92","38,578,969.92","40,931,528.04","40,931,528.04","40,931,528.04","40,931,528.04","41,852,713.40","41,852,713.40","41,852,713.40","41,852,713.40","45,427,506.52","45,427,506.52","45,427,506.52","45,427,506.52","55,960,129.05","55,960,129.05","55,960,129.05","55,960,129.05","83,831,255.48","83,831,255.48"
开发支出,,,"1,034,698.40","1,034,698.40","1,034,698.40","1,034,698.40","1,034,698.40","1,034,698.40","1,034,698.40","5,135,511.18",,,,,,,,,,,,,,"56,603.77"
减:库存股,,,,,,,,,,,,,,,,,,,,,,,,
商誉,,,,,,,,,,,,,,,,,,,,,,,,
未分配利润,"301,192,686.18","377,008,982.84","411,211,484.00","417,123,764.54","426,076,786.68","435,729,615.48","436,106,958.08","442,775,880.06","437,890,861.21","436,281,141.63","438,190,472.57","439,685,918.44","451,198,998.42","462,094,753.84","475,667,465.37","487,147,326.14","541,786,375.71","569,749,251.65","586,468,170.50","708,366,737.46","712,771,923.37","784,373,448.26","839,165,545.42","968,348,670.53"
长期待摊费用,,,,,,,,,,,,,,,,,,,,,,,,
少数股东权益,,,,,,,,,,,,,,,,,,,,,,,,
递延所得税资产,"1,828,875.07","163,281.50","569,581.63","1,216,548.10","2,162,618.74","1,849,945.86","1,329,276.48","1,747,466.81","1,496,613.96","886,875.51","2,081,881.30","1,710,880.39","1,884,234.88","1,667,682.81","3,106,020.07","2,951,281.39","3,196,290.85","3,042,683.12","3,420,840.43","4,376,017.33","5,920,433.60","7,200,166.44","8,918,673.16","7,197,630.42"
外币报表折算价差,,,,,,,,,,,,,,,,,,,,,,,,
其他非流动资产,,,,"6,262,830.53","10,917,748.43",,"18,697,902.17","17,107,885.43","15,277,644.49","15,716,669.61","5,063,877.95","5,198,026.63","3,992,209.41","3,450,764.02","2,546,452.15","2,946,109.84","3,604,502.99","5,167,989.97","3,454,045.56","5,191,829.27","90,803,170.31","136,193,972.39","3,214,725.82","12,967,057.55"
非正常经营项目收益调整,,,,,,,,,,,,,,,,,,,,,,,,
非流动资产合计,"184,256,062.85","169,899,116.69","179,274,802.66","194,115,999.24","210,579,000.61","217,215,637.14","337,071,424.57","353,950,426.82","368,490,203.11","411,797,045.30","490,062,692.58","484,782,743.20","487,293,217.56","483,096,032.19","497,754,880.72","492,444,587.73","518,353,233.18","515,200,665.21","525,837,770.88","504,453,835.10","584,877,812.24","626,863,058.20","678,771,376.43","691,430,425.36"
所有者权益(或股东权益)合计,"429,847,046.61","513,819,773.37","550,252,659.78","556,164,940.32","565,117,962.46","704,699,791.26","709,020,231.14","715,689,153.12","710,804,134.79","709,194,415.21","712,024,930.99","713,520,376.86","725,033,456.84","735,929,212.26","753,076,716.91","764,556,577.68","819,195,627.25","847,158,503.19","1,281,117,280.91","1,403,015,847.87","1,407,421,033.78","1,479,022,558.67","1,561,685,782.26","1,690,868,907.37"
资产总计,"484,947,976.89","544,102,422.98","583,851,312.40","583,097,279.19","599,237,227.02","745,398,186.94","755,243,911.91","750,732,289.06","745,611,603.55","745,238,630.57","787,837,573.71","793,402,162.24","861,515,251.81","854,862,722.48","877,146,580.49","870,074,836.62","928,911,244.55","940,022,998.04","1,394,834,071.76","1,548,681,383.10","1,496,787,105.57","1,589,478,052.51","1,646,296,555.26","1,769,472,032.40"
负债和所有者(或股东权益)合计,"484,947,976.89","544,102,422.98","583,851,312.40","583,097,279.19","599,237,227.02","745,398,186.94","755,243,911.91","750,732,289.06","745,611,603.55","745,238,630.57","787,837,573.71","793,402,162.24","861,515,251.81","854,862,722.48","877,146,580.49","870,074,836.62","928,911,244.55","940,022,998.04","1,394,834,071.76","1,548,681,383.10","1,496,787,105.57","1,589,478,052.51","1,646,296,555.26","1,769,472,032.40"
