科目,2011-12-31,2012-12-31,2013-12-31,2014-06-30,2014-09-30,2014-12-31,2015-03-31,2015-06-30,2015-09-30,2015-12-31,2016-03-31,2016-06-30,2016-09-30,2016-12-31,2017-03-31,2017-06-30,2017-09-30,2017-12-31
其他应收款,"79,333,878.78","65,641,703.74","98,986,251.59","89,863,633.13","48,872,162.22","141,066,601.48","117,246,751.54","142,841,511.36","137,759,824.31","149,432,143.26","237,048,142.85","195,639,697.41","111,313,518.31","97,267,611.17","250,411,459.99","220,979,079.28","231,326,248.51","335,618,127.18"
应付职工薪酬,"29,015,051.65","14,240,876.01","20,595,007.80","6,643,150.70","9,149,412.21","43,298,947.04","4,131,471.73","8,353,939.66","5,963,990.71","47,413,251.33","13,848,188.44","31,285,768.61","31,308,348.51","55,096,450.32","10,384,388.09","27,423,416.42","19,625,840.14","55,817,167.46"
应收关联公司款,,,,,,,,,,,,,,,,,,
应交税费,"-34,589,204.47","-1,728,312.45","-2,630,094.58","-13,147,204.74","-33,830,459.94","18,716,921.20","-3,924,692.41","23,780,750.03","24,683,753.87","19,416,963.44","7,843,672.47","17,996,643.41","19,640,400.74","41,104,149.78","22,657,361.08","29,249,956.56","32,844,940.41","64,505,278.67"
应收利息,,,,,,,,,,,,,,,,,,
应付利息,,,,,,,,,,,,,,,,,,"5,475,804.80"
应收股利,,,,,,,,,,,,,,,,,,
应付股利,,,,,,,,,,,,,,,,,,
存货,"341,737,780.33","360,279,115.98","404,890,127.12","289,924,454.49","561,090,165.97","315,435,799.03","475,037,819.99","536,286,009.09","628,682,217.15","558,896,952.54","644,253,876.11","678,071,927.57","816,062,828.12","630,771,425.09","717,934,116.82","948,333,339.89","1,284,977,131.93","1,285,724,767.28"
其他应付款,"9,607,788.80","13,992,638.42","11,604,607.31","13,196,050.87","12,648,292.63","13,839,384.71","12,985,005.11","13,205,285.30","74,657,952.05","76,074,736.23","76,946,247.07","78,390,156.90","24,216,153.65","12,636,623.24","88,262,420.41","81,319,885.55","86,894,124.64","33,697,977.79"
其中:消耗性生物资产,,,,,,,,,,,,,,,,,,
应付关联公司款,,,,,,,,,,,,,,,,,,
一年内到期的非流动资产,,,,,,,,,,,,,,,,,,
一年内到期的非流动负债,"40,000,000.00",,"60,000,000.00","55,000,000.00","55,000,000.00","15,000,000.00","15,000,000.00","15,000,000.00","15,000,000.00","15,000,000.00","15,000,000.00","17,500,000.00","17,500,000.00","20,000,000.00","20,000,000.00","20,000,000.00","20,000,000.00","20,000,000.00"
其他流动资产,"2,938,192.55","2,778,152.88","2,130,774.95","1,118,856.55","1,907,549.13","7,550,538.43","34,430,108.99","11,816,485.13","68,787,441.97","50,173,161.94","45,030,373.77","26,159,180.39","26,456,139.43","84,309,851.12","115,393,947.40","116,346,810.01","176,898,542.20","217,637,312.27"
其他流动负债,"809,100.00","499,595.28","200,000.00","250,000.00","250,000.00","250,000.00","450,000.00","300,000.00","1,019,339.62","345,000.00","190,740.06","176,176.95","397,697.05","41,315.15","1,975,651.93","251,412.26","42,815.25",
流动资产合计,"924,450,371.84","1,212,158,874.04","1,469,701,311.81","1,171,755,066.35","1,295,993,754.78","1,726,034,184.84","1,468,401,957.12","1,835,798,959.54","2,154,202,517.22","3,319,229,666.32","2,652,656,715.49","3,671,095,557.91","3,418,187,576.24","3,928,250,415.38","3,947,350,002.38","5,128,308,452.99","6,370,310,882.88","7,068,436,368.70"
流动负债合计,"671,602,051.99","895,751,838.17","1,401,987,529.27","1,093,939,225.76","1,177,790,009.20","1,332,377,545.02","1,127,120,035.97","1,486,187,171.36","1,802,459,847.46","2,683,877,716.38","2,638,204,601.47","2,387,128,260.46","2,136,294,117.18","2,572,754,252.11","2,641,993,804.41","3,914,858,115.63","4,566,873,142.40","5,346,956,672.56"
可供出售金融资产,,,,,,"1,180,000.00","1,180,000.00","21,268,000.00","21,268,000.00","21,268,000.00","21,268,000.00","23,888,000.00","5,800,000.00","5,800,000.00","5,800,000.00","5,800,000.00","6,150,000.00","6,150,000.00"
长期借款,"25,000,000.00","70,000,000.00","30,000,000.00","35,000,000.00","75,000,000.00","55,000,000.00","55,000,000.00","47,500,000.00","47,500,000.00","40,000,000.00","40,000,000.00","30,000,000.00","30,000,000.00","20,000,000.00","20,000,000.00","10,000,000.00","310,000,000.00","300,000,000.00"
持有至到期投资,,,,,,,,,,,,,,,,,,
应付债券,,,,,,,,,,,,,,,,,,
长期应收款,,,,,,,,,,,,,,,,,,
长期应付款,,,,,,,,,,,,,,,,,,
长期股权投资,"1,000,000.00","1,000,000.00","5,590,225.15","5,776,448.61","5,477,429.00","94,134,099.51","94,207,111.95","94,190,101.44","102,598,268.29","25,509,984.91","558,236,524.42","575,136,994.25","589,240,107.63","594,365,499.67","595,103,964.91","602,521,207.40","609,265,490.87","825,136,829.91"
专项应付款,"154,385,000.00","85,714,100.00","149,317,293.00","169,643,293.00","191,224,993.00","168,316,949.49","170,486,949.49","197,856,949.49","198,632,449.49","269,872,449.49","268,809,629.49","265,785,449.49","298,865,449.49","264,162,429.49","272,082,049.49","270,094,249.49","295,406,249.49","363,535,158.92"
投资性房地产,,,,,,,,,,,,,,,,,,
预计负债,,,,,,,,,,,,,,"7,057,312.55",,,,
固定资产,"143,843,394.56","389,118,731.73","721,020,662.68","707,653,669.77","680,399,974.20","751,590,611.85","741,722,721.16","737,594,871.24","737,674,947.35","745,568,846.80","741,463,262.30","731,344,152.52","741,951,658.85","770,979,713.12","768,887,079.12","807,401,014.47","841,226,590.70","1,080,909,477.70"
递延所得税负债,"7,636.01","33,481.49","25,224.01","21,095.28","21,095.28","10,426.25","10,426.25","10,426.25","10,426.25","683,856.94","683,856.94","683,856.94","684,744.55","511,061.21","684,744.55","684,744.55","512,611.34","11,322,368.70"
在建工程,"165,447,057.79","134,290,568.73","33,529,074.32","46,652,977.88","90,489,237.23","13,978,687.37","29,278,734.70","29,575,504.54","36,976,837.61","37,135,883.97","55,558,501.42","72,751,948.90","89,335,987.34","118,931,554.12","145,845,684.56","159,537,876.27","225,826,682.75","69,254,478.83"
其他非流动负债,"86,517,932.74","167,589,748.22","202,806,578.40","183,974,860.66","182,671,617.72",,,,,,,,,,,,,
工程物资,,,,,,,,,,,,,,,,,,
非流动负债合计,"265,910,568.75","323,337,329.71","382,149,095.41","388,639,248.94","448,917,706.00","393,948,183.84","393,636,550.13","406,511,490.41","403,346,502.85","462,884,733.66","470,877,796.12","468,211,086.12","499,168,545.45","480,727,494.18","481,268,312.57","471,269,238.50","1,214,418,047.42","1,305,518,912.48"
固定资产清理,,,,,,,,,,,,,,,,,,
负债合计,"937,512,620.74","1,219,089,167.88","1,784,136,624.68","1,482,578,474.70","1,626,707,715.20","1,726,325,728.86","1,520,756,586.10","1,892,698,661.77","2,205,806,350.31","3,146,762,450.04","3,109,082,397.59","2,855,339,346.58","2,635,462,662.63","3,053,481,746.29","3,123,262,116.98","4,386,127,354.13","5,781,291,189.82","6,652,475,585.04"
生产性生物资产,,,,,,,,,,,,,,,,,,
实收资本(或股本),"225,000,000.00","225,000,000.00","225,000,000.00","225,000,000.00","225,000,000.00","300,000,000.00","300,000,000.00","300,000,000.00","300,000,000.00","300,000,000.00","300,000,000.00","643,023,970.00","643,023,970.00","643,023,970.00","643,023,970.00","643,023,970.00","643,023,970.00","643,023,970.00"
油气资产,,,,,,,,,,,,,,,,,,
资本公积,"121,314,117.96","121,314,117.96","121,314,117.96","121,314,117.96","121,314,117.96","394,814,117.96","394,814,117.96","394,814,117.96","394,814,117.96","394,852,998.50","403,700,139.71","1,569,475,058.92","1,569,475,058.92","1,574,942,540.74","1,575,261,520.48","1,575,166,820.04","1,575,407,018.90","1,571,412,404.37"
无形资产,"47,529,785.98","44,641,844.73","115,655,784.48","113,040,451.73","112,026,106.46","119,883,898.27","118,303,886.02","117,113,313.99","115,607,117.23","135,861,180.82","134,653,461.43","291,656,149.22","288,591,421.83","285,256,996.01","279,532,594.54","338,503,521.00","333,880,173.80","362,426,730.13"
盈余公积,"20,836,973.10","26,590,298.58","31,144,375.46","31,144,375.46","31,132,552.08","35,747,592.75","35,747,592.75","35,747,592.75","35,747,592.75","40,860,321.39","40,867,921.42","40,860,321.39","40,860,321.39","48,663,181.48","48,663,181.48","48,663,181.48","48,663,181.48","72,693,483.94"
开发支出,,,,,,"18,768,478.66","32,877,645.14","63,219,195.62","89,000,521.49","120,658,029.57","157,304,155.83","6,898,216.89","47,068,097.00","102,371,690.55","137,916,469.83","178,548,537.79","227,543,746.89","300,310,998.45"
减:库存股,,,,,,,,,,,,,,,,,,
商誉,,,,,,,,,,"224,662.04",,,,"57,283,004.84","57,283,004.84","57,283,004.84","57,283,004.84","57,283,004.84"
未分配利润,"125,351,550.22","271,013,084.21","340,646,842.99","364,107,459.43","370,153,358.60","451,887,948.58","432,538,753.14","463,934,006.52","474,693,069.88","599,668,568.35","629,967,827.07","469,223,068.82","482,229,552.29","624,115,903.14","644,299,155.18","640,414,927.59","648,376,420.03","857,466,416.09"
长期待摊费用,"719,260.64","4,376,858.66","3,235,900.21","2,401,066.82","3,500,005.50","2,818,437.85","2,136,870.20","1,771,409.44","2,407,291.98","1,978,246.06","1,580,834.04","1,775,688.65","1,406,621.51","1,230,604.49","4,425,193.04","4,080,511.49","4,126,340.14","26,597,808.09"
少数股东权益,"8,744,083.07","14,245,736.00","11,672,674.98","11,756,722.26","11,887,117.72","13,865,636.83","13,419,907.87","14,098,814.17","49,866,919.70","135,093,023.87","53,363,239.68","47,674,605.93","88,014,531.27","173,174,167.88","160,552,815.58","254,740,709.39","255,405,700.66","288,202,217.56"
递延所得税资产,"15,786,475.41","8,878,913.07","9,054,765.13","8,580,363.61","6,997,196.12","8,239,180.04","8,230,934.26","9,117,410.85","11,088,602.15","15,316,343.06","16,850,595.31","19,784,380.04","21,804,491.60","26,040,782.28","23,211,784.67","26,755,539.67","31,069,819.25","49,675,938.39"
外币报表折算价差,"-782,196.13","-817,373.15","-1,876,864.33","-1,472,408.57","-1,367,311.03",,,,,,,,,,,,,
其他非流动资产,"139,200,802.74","81,969,240.52","154,250,047.96","178,568,696.47","189,943,847.24","184,147,296.53","185,941,256.59","189,741,258.53","192,118,020.35","198,677,973.89","200,973,514.14","238,057,808.99","263,447,423.81","241,094,161.02","241,855,293.51","248,022,488.32","250,754,327.38","241,272,612.16"
非正常经营项目收益调整,,,,,,,,,,,,,,,,,,
非流动资产合计,"513,526,777.12","664,276,157.44","1,042,336,459.93","1,062,673,674.89","1,088,833,795.75","1,194,740,690.08","1,213,879,160.02","1,263,591,065.65","1,308,739,606.45","1,302,199,151.12","1,887,888,848.89","1,961,293,339.46","2,048,645,809.57","2,203,354,006.10","2,259,861,069.02","2,428,453,701.25","2,587,126,176.62","3,019,017,878.50"
所有者权益(或股东权益)合计,"500,464,528.22","657,345,863.60","727,901,147.06","751,850,266.54","758,119,835.33","1,194,449,146.06","1,161,524,531.04","1,206,691,363.42","1,257,135,773.36","1,474,666,367.40","1,431,463,166.79","2,777,049,550.79","2,831,370,723.18","3,078,122,675.19","3,083,948,954.42","3,170,634,800.11","3,176,145,869.68","3,434,978,662.16"
资产总计,"1,437,977,148.96","1,876,435,031.48","2,512,037,771.74","2,234,428,741.24","2,384,827,550.53","2,920,774,874.92","2,682,281,117.14","3,099,390,025.19","3,462,942,123.67","4,621,428,817.44","4,540,545,564.38","5,632,388,897.37","5,466,833,385.81","6,131,604,421.48","6,207,211,071.40","7,556,762,154.24","8,957,437,059.50","10,087,454,247.20"
负债和所有者(或股东权益)合计,"1,437,977,148.96","1,876,435,031.48","2,512,037,771.74","2,234,428,741.24","2,384,827,550.53","2,920,774,874.92","2,682,281,117.14","3,099,390,025.19","3,462,942,123.67","4,621,428,817.44","4,540,545,564.38","5,632,388,897.37","5,466,833,385.81","6,131,604,421.48","6,207,211,071.40","7,556,762,154.24","8,957,437,059.50","10,087,454,247.20"
