科目,2011-12-31,2012-12-31,2013-12-31,2014-06-30,2014-09-30,2014-12-31,2015-03-31,2015-06-30,2015-09-30,2015-12-31,2016-03-31,2016-06-30,2016-09-30,2016-12-31,2017-03-31,2017-06-30,2017-09-30,2017-12-31,2018-03-31,2018-06-30,2018-09-30,2018-12-31,2019-03-31
应收利息,,,,,,,,,,,,,,"2,374,983.30","896,265.82","2,384,880.78","1,828,458.09","907,810.15","643,537.59","2,957,236.98","230,136.99","6,829,992.32","7,705,047.05"
应付利息,"428,189.58","344,813.17","828,511.61","998,454.37","520,429.77","748,406.54","397,680.91","348,598.30","270,057.56","489,540.96","432,694.83","155,460.25","346,254.59","477,142.78","213,328.50","244,333.61","403,921.11","243,172.44","279,080.99","433,148.22","291,150.62","564,207.15","638,993.87"
应收股利,,,,,,,,,,,,,,,,,,,,,,,
应付股利,,,"30,000,000.00",,,,,"2,700,000.00","2,700,000.00",,,,,,,,,,,,,,
存货,"71,730,567.62","81,922,376.97","106,295,585.99","140,664,788.86","127,024,571.69","136,789,511.49","151,543,565.03","161,035,819.99","166,189,991.78","171,074,575.72","178,899,878.87","207,255,545.05","223,426,111.88","255,052,919.94","266,178,222.97","256,390,368.21","318,326,842.81","334,549,910.36","343,875,339.91","365,396,765.56","411,425,595.39","427,401,248.90","405,478,874.26"
其他应付款,"5,150,568.27","2,978,845.00","3,317,086.08","12,101,718.87","2,399,165.32","2,112,125.42","5,587,227.47","30,331,866.68","30,128,205.04","33,727,723.67","7,982,661.12","5,576,719.54","5,910,675.27","11,582,043.28","11,945,865.63","9,271,493.34","29,213,473.40","40,697,372.44","30,710,052.85","16,937,610.56","13,958,628.22","10,017,991.00","8,738,001.29"
其中:消耗性生物资产,,,,,,,,,,,,,,,,,,,,,,,
应付关联公司款,,,,,,,,,,,,,,,,,,,,,,,
一年内到期的非流动资产,,,,,,,,,,,,,,,,,,,,,,,
一年内到期的非流动负债,,"15,600,000.00","55,916,664.00","72,766,664.00","105,366,664.00","84,816,664.00","76,666,664.00","34,916,664.00","8,666,664.00","8,666,672.00","6,500,006.00","4,333,340.00","2,166,674.00","4,000,000.00",,,,,,,,,
其他流动资产,,"2,807,437.99","9,684,031.74","9,869,974.86","9,477,857.36","5,506,962.47","6,316,671.63","9,861,917.98","10,138,747.26","15,702,763.45","15,669,141.99","609,938,651.67","588,305,885.04","559,555,324.42","229,204,894.83","274,159,621.66","252,577,797.74","215,025,978.74","102,614,847.07","145,748,196.44","101,238,782.86","92,145,756.67","63,446,113.83"
其他流动负债,,,,,,,,,,,,,,,,,,,,,,,
流动资产合计,"168,701,361.88","215,865,227.39","256,263,201.93","312,490,850.32","308,434,689.86","335,656,641.72","591,541,991.47","576,815,960.63","543,155,709.12","464,010,308.04","1,477,959,809.79","1,231,420,834.29","1,335,264,058.11","1,353,434,905.76","1,132,755,013.41","1,065,430,856.70","1,114,259,775.92","1,124,223,926.94","1,091,512,705.36","1,205,433,141.21","1,172,902,643.78","1,271,973,648.63","1,163,415,812.78"
流动负债合计,"189,027,399.30","181,858,542.10","303,289,200.85","348,794,746.50","396,950,789.62","420,783,903.24","336,343,027.55","420,788,721.11","379,489,070.37","416,733,606.65","424,189,891.37","262,466,644.90","423,462,017.84","532,375,042.54","377,422,472.46","384,751,243.99","568,468,372.13","449,078,008.79","415,740,070.72","588,720,615.52","552,248,950.28","697,553,985.29","660,372,241.21"
可供出售金融资产,,,,,,,,,,,,,,"3,468,500.00","3,468,500.00","3,468,500.00","3,468,500.00","3,468,500.00","3,468,500.00","3,468,500.00","3,468,500.00","3,468,500.00",
长期借款,"58,000,000.00","97,500,000.00","69,583,336.00","75,050,004.00","16,833,338.00","14,666,672.00","12,500,006.00","10,333,340.00","8,166,674.00","6,000,000.00","6,000,000.00","6,000,000.00","6,000,000.00","2,000,000.00","100,000.00",,,,,,,,
持有至到期投资,,,,,,,,,,,,,,,,,,,,,,,
应付债券,,,,,,,,,,,,,,,,,,,,,,,
长期应收款,,,,,,,,,,,,,,,,,,,,,,,
长期应付款,,,,,,,,,,,,,,,,,,,,,,,
长期股权投资,,,,,,,,,,,,,,,,,,,,,,,
专项应付款,,,,,,,,,,,,,,"2,051,208.00",,,,"2,051,208.00",,,,,
投资性房地产,,"46,059,671.45","43,646,976.94","42,440,629.54","41,837,455.84","41,234,282.14","40,631,108.44","40,027,934.74","39,424,761.04","38,821,587.34","38,821,587.34","37,615,239.94","37,012,066.24","36,409,285.80","35,806,112.10","17,601,469.20","17,299,882.35","16,998,295.50","16,696,708.65","16,395,121.80","16,093,534.95","15,791,948.10","15,490,361.24"
预计负债,,,,,,,,,,,,,,,,,,,,,,,
固定资产,"211,492,253.63","176,940,733.02","326,737,717.62","330,228,479.98","322,732,025.63","331,752,543.55","328,453,699.31","367,491,435.33","401,306,239.34","466,783,365.05","468,269,240.40","523,527,578.53","529,165,053.63","570,200,713.27","565,583,406.45","736,359,190.11","916,268,102.87","943,930,409.68","916,290,300.42","937,255,068.75","1,090,394,564.92","1,205,572,017.47","1,160,477,599.48"
递延所得税负债,,"1,421,958.75","299,870.00",,,,,,,,,,,,,,,,,,,"1,865,490.22","3,093,995.61"
在建工程,"23,199,745.26","63,466,598.50","12,509,218.61","27,771,535.85","55,386,351.93","55,670,007.33","82,890,085.21","142,858,167.71","128,072,103.04","110,330,337.99","139,397,798.07","159,742,955.76","223,566,418.50","269,786,252.80","354,627,832.57","266,802,971.92","261,695,369.00","273,835,483.68","322,720,246.57","382,875,126.80","301,439,875.68","210,665,728.92","276,964,816.59"
其他非流动负债,,,,,,,,,,,,,,,,,,,,,,,
工程物资,,,,,,,,,,,,,,,,,,,,,,,
非流动负债合计,"58,000,000.00","98,921,958.75","69,883,206.00","75,050,004.00","16,833,338.00","16,266,672.00","14,000,006.00","11,733,340.00","9,466,674.00","7,440,000.00","82,820,285.00","78,811,270.76","75,042,256.52","84,073,793.00","76,083,570.75","71,829,856.51","68,175,542.27","60,083,474.17","51,907,344.78","46,253,823.39","40,521,552.00","40,157,420.69","33,555,832.93"
固定资产清理,,,,,,,,,,,,,,,,,,,,,,,
负债合计,"247,027,399.30","280,780,500.85","373,172,406.85","423,844,750.50","413,784,127.62","437,050,575.24","350,343,033.55","432,522,061.11","388,955,744.37","424,173,606.65","507,010,176.37","341,277,915.66","498,504,274.36","616,448,835.54","453,506,043.21","456,581,100.50","636,643,914.40","509,161,482.96","467,647,415.50","634,974,438.91","592,770,502.28","737,711,405.98","693,928,074.14"
生产性生物资产,,,,,,,,,,,,,,,,,,,,,,,
实收资本(或股本),"60,000,000.00","60,000,000.00","60,000,000.00","60,000,000.00","60,000,000.00","60,000,000.00","80,000,000.00","120,000,000.00","300,000,000.00","300,000,000.00","370,500,000.00","370,500,000.00","370,500,000.00","370,500,000.00","370,500,000.00","370,500,000.00","402,618,135.00","416,356,349.00","416,356,349.00","416,356,349.00","416,356,349.00","416,356,349.00","416,356,349.00"
油气资产,,,,,,,,,,,,,,,,,,,,,,,
资本公积,"21,307,913.24","21,307,913.24","21,307,913.24","21,307,913.24","21,307,913.24","21,307,913.24","346,806,854.80","346,806,854.80","166,806,854.80","166,806,854.80","1,081,682,854.80","1,081,682,854.80","1,081,682,854.80","1,081,682,854.80","1,081,682,854.80","1,081,682,854.80","1,745,564,719.80","1,910,670,935.76","1,910,670,935.76","1,910,670,935.76","1,910,670,935.76","1,910,670,935.76","1,910,670,935.76"
无形资产,"18,883,199.11","18,467,589.12","18,177,648.99","33,260,650.86","33,024,836.73","33,303,757.43","32,794,041.41","32,941,637.12","32,601,747.73","93,706,721.11","160,948,702.57","180,345,684.50","194,631,411.36","208,146,020.12","204,608,680.43","208,796,308.21","217,409,404.16","238,468,845.55","249,527,234.68","250,841,134.33","248,882,574.85","246,215,819.23","251,967,511.06"
盈余公积,"7,413,954.29","13,345,963.24","18,458,695.75","18,458,695.75","18,458,695.75","24,075,529.40","24,075,529.40","24,075,529.40","24,075,529.40","30,349,641.58","30,349,641.58","30,349,641.58","30,349,641.58","39,419,488.68","39,419,488.68","39,419,488.68","39,419,488.68","42,686,113.41","42,686,113.41","42,686,113.41","42,686,113.41","47,835,350.61","47,835,350.61"
开发支出,,,,,,,,,,,,,,,,,,,,,,,
减:库存股,,,,,,,,,,,,,,,,,,,,,,"59,215,322.62","149,991,375.94"
商誉,,,,,,,,,,,,,,,,,"682,699,034.04","652,595,085.51","652,595,085.51","652,595,085.51","652,595,085.51","652,595,085.51","652,595,085.51"
未分配利润,"90,203,736.05","148,395,046.18","187,664,662.56","225,938,815.34","250,445,806.20","257,878,289.61","278,021,818.38","241,113,405.94","269,092,077.30","276,224,304.70","324,139,717.41","313,728,810.18","342,548,421.68","332,367,368.80","364,000,609.30","359,000,300.35","400,033,786.20","422,142,655.88","465,968,952.78","469,446,437.48","532,545,363.06","560,147,997.20","629,042,563.16"
长期待摊费用,"3,086,740.80","2,605,258.85","2,125,730.57","1,885,966.43","1,766,084.36","1,788,050.12","1,931,025.38","2,979,630.76","2,736,915.54","2,837,265.36","3,472,136.86","3,782,634.43","5,199,354.62","7,328,331.56","9,704,641.56","7,704,301.92","13,618,430.73","15,251,830.94","13,731,146.36","11,677,447.63","11,411,341.02","12,715,874.10","12,019,239.02"
少数股东权益,,,,,,,,,,,,,,,,,,,,,,,"913,939.61"
递延所得税资产,"983,986.45","794,431.74","1,455,936.44","1,959,109.18","1,281,322.04","1,476,760.15","1,097,498.73","1,590,979.17","1,280,920.20","1,440,968.31","1,343,475.62","1,417,222.10","1,199,295.10","1,370,047.49","1,403,922.59","2,011,217.21","2,563,139.70","3,151,871.65","2,436,443.73","3,263,843.07","2,854,491.52","1,043,448.29","1,041,336.69"
外币报表折算价差,"394,284.25","370,086.56","312,752.70","487,047.33",,,,,,,,,,,,,,,,,,,
其他非流动资产,,,,,,,,,,"20,802,119.40","24,087,307.09",,,"6,530,832.11","6,501,177.02","3,458,962.24",,"11,488,266.80",,,,,
非正常经营项目收益调整,,,,,,,,,,,,,,,,,,,,,,,
非流动资产合计,"257,645,925.25","308,334,282.68","404,653,229.17","437,546,371.84","456,028,076.53","465,225,400.72","487,797,458.48","587,889,784.83","605,422,686.89","734,722,364.56","836,340,247.95","906,431,315.26","990,773,599.45","1,103,239,983.15","1,181,704,272.72","1,246,202,920.81","2,115,021,862.85","2,159,188,589.31","2,177,465,665.92","2,258,371,327.89","2,327,139,968.45","2,348,068,421.62","2,374,024,449.59"
所有者权益(或股东权益)合计,"179,319,887.83","243,419,009.22","287,744,024.25","326,192,471.66","350,678,638.77","363,831,467.20","728,996,416.40","732,183,684.35","759,622,651.64","774,559,065.95","1,807,289,881.37","1,796,574,233.89","1,827,533,383.20","1,840,226,053.37","1,860,953,242.92","1,855,052,677.01","2,592,637,724.37","2,774,251,033.29","2,801,330,955.78","2,828,830,030.19","2,907,272,109.95","2,882,330,664.27","2,843,512,188.23"
资产总计,"426,347,287.13","524,199,510.07","660,916,431.10","750,037,222.16","764,462,766.39","800,882,042.44","1,079,339,449.95","1,164,705,745.46","1,148,578,396.01","1,198,732,672.60","2,314,300,057.74","2,137,852,149.55","2,326,037,657.56","2,456,674,888.91","2,314,459,286.13","2,311,633,777.51","3,229,281,638.77","3,283,412,516.25","3,268,978,371.28","3,463,804,469.10","3,500,042,612.23","3,620,042,070.25","3,537,440,262.37"
负债和所有者(或股东权益)合计,"426,347,287.13","524,199,510.07","660,916,431.10","750,037,222.16","764,462,766.39","800,882,042.44","1,079,339,449.95","1,164,705,745.46","1,148,578,396.01","1,198,732,672.60","2,314,300,057.74","2,137,852,149.55","2,326,037,657.56","2,456,674,888.91","2,314,459,286.13","2,311,633,777.51","3,229,281,638.77","3,283,412,516.25","3,268,978,371.28","3,463,804,469.10","3,500,042,612.23","3,620,042,070.25","3,537,440,262.37"
