科目,2011-12-31,2012-12-31,2013-12-31,2014-06-30,2014-12-31,2015-03-31,2015-06-30,2015-09-30,2015-12-31,2016-03-31,2016-06-30,2016-09-30,2016-12-31,2017-03-31,2017-06-30,2017-09-30,2017-12-31,2018-03-31,2018-06-30
其他流动资产,,,,,"6,259,251.27","972,067,044.59","725,032,606.55","649,815,688.32","724,912,597.48","480,837,671.14","164,843,172.71","163,001,145.33","13,491,375.85","14,845,325.60","93,541.37","15,669,773.68","25,780,033.90","19,101,613.75","1,186,912.61"
其他流动负债,,,,,,,,,,,,,,,,,,,
流动资产合计,"694,054,398.35","1,054,472,597.97","1,484,638,255.15","1,590,094,426.26","1,865,706,720.02","2,934,610,302.25","2,985,104,689.00","3,079,114,409.75","2,965,850,391.56","2,921,012,880.28","2,771,813,299.95","2,817,694,796.97","2,303,276,528.72","2,359,938,062.90","2,413,612,283.73","2,538,831,763.01","2,922,503,426.86","2,786,899,339.49","2,573,425,296.14"
流动负债合计,"501,932,246.56","812,676,856.27","1,107,170,608.06","1,074,794,322.43","1,565,987,191.14","1,661,446,368.03","1,710,511,526.44","1,864,841,439.68","1,775,787,665.64","1,777,452,815.35","1,673,784,579.67","1,788,780,541.32","1,144,907,475.55","1,156,739,850.26","1,171,220,295.18","1,241,231,208.82","1,261,819,992.88","1,068,535,496.28","995,237,131.12"
可供出售金融资产,,,,,,,,,,,,,,,,,,,
长期借款,,,,,,,,,,,,,,,,,,,
持有至到期投资,,,,,,,,,,,,,,,,,,,
应付债券,,,,,,,,,,,,,,,,,,,
长期应收款,,,,,,,"63,958,125.82","106,552,980.00","347,630,660.51","410,491,947.28","410,491,947.28","471,974,489.52","471,974,489.52","471,974,489.52","486,562,489.52","497,622,489.52","143,638,803.42","143,638,803.42","324,587,555.90"
长期应付款,,,,,,,,,,,,,,,,,,,
长期股权投资,,,,,,,,,,,,,,,,,,,
专项应付款,,,,,,,,,,,,,,,,,,,
投资性房地产,,,,,,,,,,,,,,,,,,,
预计负债,,,,,,,,,,,,,,,,,,,
固定资产,"386,620,954.72","422,226,678.86","406,805,996.14","395,491,787.49","565,457,218.10","557,560,794.89","717,329,341.55","712,318,190.14","696,821,761.71","686,058,059.97","695,259,192.10","685,628,660.76","683,863,442.66","672,426,746.68","662,302,892.48","653,565,737.17","642,940,906.47","633,394,195.67","624,577,918.62"
递延所得税负债,,,,,,,,,"28,337,676.64","28,337,676.64","29,620,202.92","29,620,202.92","36,218,982.20","36,218,982.20","36,340,776.57","36,340,776.57","8,950,371.08","8,950,371.08","9,015,295.57"
在建工程,,"22,575,562.07","94,859,212.27","119,271,164.62","42,229,824.98","94,306,964.09",,,,,,,,,"37,358.49","164,716.98",,,
其他非流动负债,"68,200,000.00","70,437,585.96","72,675,171.92","71,293,964.89",,,,,,,,,,,,,,,
工程物资,,,,,,,,,,,,,,,,,,,
非流动负债合计,"68,200,000.00","70,437,585.96","72,675,171.92","71,293,964.89","69,912,757.87","69,222,154.36","68,531,550.85","71,534,697.34","99,063,020.48","98,253,666.98","98,726,839.76","97,917,486.26","103,706,912.04","102,897,558.54","102,209,999.41","103,516,161.35","75,452,134.09","74,778,512.32","76,384,375.04"
固定资产清理,"2,740,478.88","2,740,478.88","2,740,478.88","2,740,478.88","2,740,478.88","2,740,478.88","2,740,478.88","2,740,478.88","2,740,478.88","2,740,478.88","2,740,478.88","2,740,478.88","2,740,478.88","2,740,478.88","2,740,478.88","2,740,478.88","2,740,478.88","2,740,478.88","2,740,478.88"
负债合计,"570,132,246.56","883,114,442.23","1,179,845,779.98","1,146,088,287.32","1,635,899,949.01","1,730,668,522.39","1,779,043,077.29","1,936,376,137.02","1,874,850,686.12","1,875,706,482.33","1,772,511,419.43","1,886,698,027.58","1,248,614,387.59","1,259,637,408.80","1,273,430,294.59","1,344,747,370.17","1,337,272,126.97","1,143,314,008.60","1,071,621,506.16"
生产性生物资产,,,,,,,,,,,,,,,,,,,
实收资本(或股本),"330,000,000.00","330,000,000.00","330,000,000.00","330,000,000.00","330,000,000.00","412,300,000.00","412,300,000.00","412,300,000.00","412,300,000.00","412,300,000.00","412,300,000.00","412,300,000.00","412,300,000.00","412,300,000.00","412,300,000.00","412,300,000.00","412,300,000.00","412,300,000.00","412,300,000.00"
油气资产,,,,,,,,,,,,,,,,,,,
资本公积,"157,605,785.82","158,115,317.82","158,321,867.82","158,326,117.82","158,332,917.82","1,057,208,329.20","1,057,212,579.20","1,057,212,579.20","1,059,281,479.20","1,059,281,479.20","1,059,289,979.20","1,059,299,329.20","1,059,318,879.20","1,059,318,879.20","1,059,318,879.20","1,059,335,029.20","1,059,356,279.20","1,059,356,279.20","1,059,356,279.20"
无形资产,"85,607,719.19","101,702,342.79","99,984,493.36","97,677,415.10","97,301,912.48","95,547,582.54","93,811,383.85","92,257,171.07","93,004,246.22","91,420,170.15","90,164,901.86","88,535,450.52","87,256,123.93","86,026,028.06","84,595,477.93","83,248,547.72","85,117,480.24","83,834,942.98","83,457,432.70"
盈余公积,"11,949,786.86","31,353,690.90","54,950,478.45","54,950,478.45","80,731,962.18","80,731,962.18","80,731,962.18","80,731,962.18","105,277,561.75","105,277,561.75","105,277,561.75","105,277,561.75","121,164,588.29","121,164,588.29","121,164,588.29","121,164,588.29","139,223,035.16","139,223,035.16","139,223,035.16"
开发支出,,,,,,,,,,,,,,,,,,,
减:库存股,,,,,,,,,,,,,,,,,,,
商誉,,,,,,,,,,,,,,,,,,,
未分配利润,"114,135,756.00","218,785,586.09","383,926,554.48","533,400,024.60","441,729,570.87","461,957,262.91","567,260,135.19","553,513,722.08","687,173,478.69","691,049,172.46","655,178,526.94","641,535,616.79","746,091,402.80","777,883,405.77","826,092,298.79","868,245,036.26","871,051,022.08","915,970,472.28","952,931,593.67"
长期待摊费用,,,,,,,,,,,,,,,,,,,
少数股东权益,,,,,,,,,,,,,,,,,,,
递延所得税资产,"14,800,024.10","17,651,376.47","18,998,137.50","19,057,115.99","22,443,765.74","22,443,765.74","22,194,014.91","22,194,014.91","25,721,105.59","25,770,641.85","30,458,286.35","35,435,579.95","45,109,896.62","44,648,822.47","50,534,025.63","36,932,365.90","30,561,527.65","28,368,864.14","34,525,455.73"
外币报表折算价差,,,,,,,,,,,,,,,,,,,
其他非流动资产,,,,,"52,931,946.27","38,332,560.38","14,730,581.10","28,962,573.47","11,294,024.52","11,048,688.52","9,236,040.28","9,433,671.08","330,000.00","194,800.00","247,033.00","1,645,037.55","1,241,422.05","1,488,046.05","2,884,902.05"
非正常经营项目收益调整,,,,,,,,,,,,,,,,,,,
非流动资产合计,"489,769,176.89","566,896,439.07","623,388,318.15","634,237,962.08","783,105,146.45","810,932,146.52","914,763,926.11","965,025,408.47","1,177,212,277.43","1,227,529,986.65","1,238,350,846.75","1,293,748,330.71","1,291,274,431.61","1,278,011,365.61","1,287,019,755.93","1,275,919,373.72","906,240,618.71","893,465,331.14","1,072,773,743.88"
所有者权益(或股东权益)合计,"613,691,328.68","738,254,594.81","928,180,793.32","1,078,244,101.02","1,012,911,917.46","2,014,873,926.38","2,120,825,537.82","2,107,763,681.20","2,268,211,982.87","2,272,836,384.60","2,237,652,727.27","2,224,745,100.10","2,345,936,572.74","2,378,312,019.71","2,427,201,745.07","2,470,003,766.56","2,491,471,918.60","2,537,050,662.03","2,574,577,533.86"
资产总计,"1,183,823,575.24","1,621,369,037.04","2,108,026,573.30","2,224,332,388.34","2,648,811,866.47","3,745,542,448.77","3,899,868,615.11","4,044,139,818.22","4,143,062,668.99","4,148,542,866.93","4,010,164,146.70","4,111,443,127.68","3,594,550,960.33","3,637,949,428.51","3,700,632,039.66","3,814,751,136.73","3,828,744,045.57","3,680,364,670.63","3,646,199,040.02"
负债和所有者(或股东权益)合计,"1,183,823,575.24","1,621,369,037.04","2,108,026,573.30","2,224,332,388.34","2,648,811,866.47","3,745,542,448.77","3,899,868,615.11","4,044,139,818.22","4,143,062,668.99","4,148,542,866.93","4,010,164,146.70","4,111,443,127.68","3,594,550,960.33","3,637,949,428.51","3,700,632,039.66","3,814,751,136.73","3,828,744,045.57","3,680,364,670.63","3,646,199,040.02"
