科目,2011年度,2012年度,2013年度,2014年1-6月,2014年1-9月,2014年度,2015年1-3月,2015年1-6月,2015年1-9月,2015年度,2016年1-3月,2016年1-6月,2016年1-9月,2016年度,2017年1-3月,2017年1-6月,2017年1-9月,2017年度,2018年1-3月,2018年1-6月,2018年1-9月,2018年度,2019年1-3月
支付其他与经营活动有关的现金,"16,709,127.05","16,097,116.15","20,143,070.61","9,490,504.19","14,012,643.95","20,110,840.20","8,035,567.28","18,019,977.64","43,295,160.06","31,293,129.36","12,924,534.78","23,474,743.87","38,590,671.52","44,693,513.26","12,949,816.77","46,840,031.54","70,923,365.05","76,735,563.66","18,892,176.18","28,393,526.51","46,614,739.94","138,935,469.25","8,637,441.54"
筹资活动现金流入小计,"4,500,000.00","16,020,000.00","40,350,000.00","24,850,000.00","30,850,000.00","35,210,000.00","110,585,500.00","128,735,500.00","165,235,500.00","172,188,500.00",,"757,967,605.00","876,567,605.00","910,872,190.28",,,"130,000,000.00","177,202,000.00","91,683,578.77","256,278,954.01","294,128,954.01","395,381,965.15","137,414,000.00"
经营活动现金流出小计,"90,625,538.03","135,052,694.61","170,205,584.93","85,194,704.38","131,144,915.11","173,440,984.91","46,934,272.52","102,106,268.46","177,831,070.20","208,976,284.72","55,341,984.12","108,922,350.88","205,314,990.23","241,252,141.63","73,766,812.52","197,939,376.11","340,021,914.18","538,469,233.78","166,578,990.91","356,393,004.83","658,883,999.07","873,908,940.98","182,395,442.35"
偿还债务支付的现金,"5,000,000.00","2,000,000.00","22,000,000.00","13,800,000.00","23,800,000.00","28,800,000.00","16,000,000.00","28,000,000.00","28,000,000.00","28,000,000.00",,"16,900,000.00","44,900,000.00","44,900,000.00","1,000,000.00","1,922,540.27","56,000,000.00","87,000,000.00","1,000,000.00","9,000,000.00","151,000,000.00","207,547,251.75","81,246,321.34"
经营活动产生的现金流量净额,"25,252,061.66","22,519,951.02","18,133,595.30","19,199,045.42","28,360,081.37","42,807,388.59","-936,162.43","3,821,024.71","3,768,607.93","51,508,016.65","13,061,342.78","17,788,068.20","14,155,553.22","61,879,902.88","21,112,551.77","32,903,754.42","21,548,050.17","33,658,539.22","-13,961,402.10","11,564,226.08","20,025,389.08","70,702,070.50","64,713,261.91"
分配股利、利润或偿还利息支付的现金,"5,523,750.20","7,578,021.16","1,826,360.30","6,159,706.69","6,808,573.36","7,405,240.03","357,166.67","14,229,612.66","13,937,832.54","15,046,449.88","516,813.51","1,027,695.22","85,271,897.54","91,035,620.22","1,121,777.77","1,840,644.43","4,199,981.41","7,188,095.35","2,105,149.94","71,243,512.11","74,849,859.99","78,048,565.92","1,478,138.36"
收回投资收到的现金,"20,085,506.85","13,041,476.44","28,094,800.00",,,,,,,,,,,"956,111,413.25","528,636,900.68","833,000,000.00",,"2,032,824,930.13","745,646,566.55","872,000,000.00","972,000,000.00","1,142,100,000.00","54,200,000.00"
支付其他与筹资活动有关的现金,,"600,000.00","9,158,420.00",,,,"1,447,264.15","1,447,264.15","1,447,264.15","1,447,264.15",,"785,923.30","1,085,923.30","1,084,455.94",,,,"42,122,641.51",,"766,532.00","1,119,322.40","9,155,724.31",
取得投资收益收到的现金,"227,820.00",,"102,392.87",,,,,,,,,,,,,"6,291,538.86","9,420,159.16","1,713,593.04",,"4,192,065.29","5,103,531.04","6,785,144.28","360,350.79"
筹资活动现金流出小计,"10,523,750.20","10,178,021.16","32,984,780.30","19,959,706.69","30,608,573.36","36,205,240.03","17,804,430.82","43,676,876.81","43,385,096.69","44,493,714.03","516,813.51","18,713,618.52","131,257,820.84","137,020,076.16","2,121,777.77","3,763,184.70","60,199,981.41","136,310,736.86","3,105,149.94","81,010,044.11","226,969,182.39","294,751,541.98","82,724,459.70"
处置固定资产、无形资产和其他长期资产收回的现金净额,,"951,842.99","1,856,778.34",,,,400.00,"20,864.00","21,954.00","65,896.00","45,000.00","45,500.00","72,550.00","72,550.00",,,,"50,000.00",,"32,000.00","70,200.00","122,200.00",
筹资活动产生的现金流量净额,"-6,023,750.20","5,841,978.84","7,365,219.70","4,890,293.31","241,426.64","-995,240.03","92,781,069.18","85,058,623.19","121,850,403.31","127,694,785.97","-516,813.51","739,253,986.48","745,309,784.16","773,852,114.12","-2,121,777.77","-3,763,184.70","69,800,018.59","40,891,263.14","88,578,428.83","175,268,909.90","67,159,771.62","100,630,423.17","54,689,540.30"
处置子公司及其他营业单位收到的现金净额,"728,640.34","585,608.54",,,,,,,,,,,,,,,,,,,,,
四、汇率变动对现金的影响,"-14,416.50","-8,257.59","-107,834.19","105,950.70","101,481.70","33,658.92","-2,665.08","-2,313.64","-2,313.64",,,,,"721,653.64",,,,"-832,600.59",,"-284,781.31","510,944.97","385,378.42","-305,871.46"
收到其他与投资活动有关的现金,,,,"1,416,000.00","1,416,000.00","1,416,000.00",,,,,,,,,,,"1,611,000,000.00","10,545,390.00",,,"12,000,000.00",,
四(2)、其他原因对现金的影响,,,,,,,,,,,,,,,,,,,,,,,
投资活动现金流入小计,"21,041,967.19","14,578,927.97","30,053,971.21","1,416,000.00","1,416,000.00","1,416,000.00",400.00,"20,864.00","21,954.00","65,896.00","45,000.00","45,500.00","72,550.00","956,183,963.25","528,636,900.68","839,291,538.86","1,620,420,159.16","2,045,133,913.17","745,646,566.55","876,224,065.29","989,173,731.04","1,149,007,344.28","54,560,350.79"
五、现金及现金等价物净增加额,"-34,487,713.72","-4,794,188.79","-7,310,595.55","10,442,216.55","11,196,539.61","19,289,562.24","83,511,751.74","69,407,157.23","74,411,859.26","44,284,509.09","-9,093,557.58","640,686,903.01","76,354,745.74","42,596,655.79","227,876,730.85","67,659,549.76","65,823,520.45","337,693,911.75","114,235,173.45","29,792,221.45","-157,761,964.30","-133,554,992.63","16,163,935.79"
购建固定资产、无形资产和其他长期资产支付的现金,"54,743,575.87","22,928,026.34","35,013,989.03","15,169,072.88","18,922,450.10","23,972,245.24","8,330,889.93","19,491,041.03","51,226,792.34","101,750,938.93","21,683,086.85","65,830,651.67","90,860,639.30","182,118,475.76","38,620,943.83","54,142,558.82","107,597,143.38","155,379,689.82","45,708,419.83","122,660,198.51","154,211,801.01","225,860,209.00","38,292,345.75"
期初现金及现金等价物余额,"56,113,840.23","21,626,126.51","16,831,937.72","9,521,342.17","9,521,342.17","9,521,342.17","28,810,904.41","28,810,904.41","28,810,904.41","28,810,904.41","73,095,413.50","73,095,413.50","73,095,413.50","73,095,413.50","115,692,069.29","115,692,069.29","115,692,069.29","115,692,069.29","453,385,981.04","453,385,981.04","453,385,981.04","453,385,981.04","319,830,988.41"
投资支付的现金,"20,000,000.00","22,000,000.00","18,000,000.00",,,,,,,"33,233,250.60",,"50,570,000.00","170,000.00","1,505,770,000.00","281,130,000.00","746,630,000.00","42,118,512.40","1,574,388,512.40","660,320,000.00","898,320,000.00","980,320,000.00","1,140,420,000.00","119,201,000.00"
期末现金及现金等价物余额,"21,626,126.51","16,831,937.72","9,521,342.17","19,963,558.72","20,717,881.78","28,810,904.41","112,322,656.15","98,218,061.64","103,222,763.67","73,095,413.50","64,001,855.92","713,782,316.51","149,450,159.24","115,692,069.29","343,568,800.14","183,351,619.05","181,515,589.74","453,385,981.04","567,621,154.49","483,178,202.49","295,624,016.74","319,830,988.41","335,994,924.20"
