科目,2011-12-31,2012-12-31,2013-12-31,2014-09-30,2014-12-31,2015-03-31,2015-06-30,2015-09-30,2015-12-31,2016-03-31,2016-06-30,2016-09-30,2016-12-31,2017-03-31,2017-06-30,2017-09-30,2017-12-31,2018-03-31,2018-06-30,2018-09-30,2018-12-31,2019-03-31
工程物资,,,"5,297,712.19","5,792,598.12","9,848,423.58","13,050,562.84","16,345,302.91","7,513,033.10","12,811,585.42","13,629,318.81","16,510,981.43","10,633,021.30","8,843,904.08","20,694,509.28","30,138,021.03","36,903,485.25","2,423,547.38","9,629,587.57","34,052,270.15",,,
非流动负债合计,,,"22,458,660.00","22,114,905.00","22,500,320.00","22,385,735.00","21,771,150.00","21,656,565.00","27,444,480.00","27,133,145.00","26,821,810.00","26,510,475.00","29,650,140.00","29,338,805.00","29,027,470.00","28,716,135.00","26,792,050.00","26,480,715.00","26,169,380.00","24,931,064.23","24,619,729.23","24,308,394.23"
固定资产清理,,,,"2,059.60",,,,,,,,,,,,,,"1,232,331.93","1,044,232.57",,,
负债合计,"308,527,782.65","441,056,401.68","511,244,716.39","632,334,725.94","473,903,649.25","226,763,691.88","195,691,917.58","90,160,578.88","86,314,698.59","67,158,527.43","106,342,043.33","102,488,671.32","145,176,074.24","172,328,312.39","278,059,467.97","432,025,365.08","498,081,477.08","592,408,917.04","690,319,559.41","853,950,172.76","950,293,096.95","882,311,067.35"
生产性生物资产,,,,,,,,,,,,,,,,,,,,,,
实收资本(或股本),"150,000,000.00","150,000,000.00","150,000,000.00","150,000,000.00","150,000,000.00","200,000,000.00","400,000,000.00","400,000,000.00","400,000,000.00","400,000,000.00","400,000,000.00","400,000,000.00","400,000,000.00","400,000,000.00","400,000,000.00","400,000,000.00","400,000,000.00","400,000,000.00","580,000,000.00","841,000,000.00","841,000,000.00","841,000,000.00"
油气资产,,,,,,,,,,,,,,,,,,,,,,
资本公积,"286,889,196.37","286,889,196.37","286,262,300.04","286,262,300.04","286,262,300.04","871,534,300.04","671,534,300.04","671,534,300.04","671,534,300.04","671,534,300.04","671,534,300.04","671,534,300.04","671,534,300.04","671,534,300.04","671,534,300.04","671,534,300.04","671,534,300.04","671,534,300.04","491,534,300.04","230,534,300.04","230,534,300.04","230,534,300.04"
无形资产,"13,203,055.30","26,194,616.69","51,825,300.59","66,220,083.47","65,896,526.43","65,476,647.23","70,448,030.51","70,049,462.63","69,650,894.75","69,272,928.77","68,853,758.99","68,455,191.11","73,438,291.16","73,012,370.99","72,562,370.32","72,136,450.15","71,734,610.48","71,308,690.31","95,043,463.89","94,496,538.57","93,949,613.25","92,986,002.82"
盈余公积,"4,398,480.77","9,714,597.57","20,204,595.93","20,204,595.93","29,134,086.21","29,134,086.21","46,993,066.77","46,993,066.77","57,003,158.95","57,003,158.95","57,003,158.95","57,003,158.95","69,759,821.52","69,759,821.52","69,759,821.52","69,759,821.52","78,826,185.19","78,826,185.19","78,826,185.19","78,826,185.19","90,350,496.44","90,350,496.44"
开发支出,"1,033,804.00","1,033,804.00","1,033,804.00","20,350.00","20,350.00","20,350.00","20,350.00","20,350.00","20,350.00","20,350.00","20,350.00","20,350.00",,,,,,,,,,
减:库存股,,,,,,,,,,,,,,,,,,,,,,
商誉,,,,,,,,,,,,,"323,469.96","323,469.96","323,469.96","323,469.96","323,469.96","323,469.96","323,469.96","323,469.96","323,469.96","323,469.96"
未分配利润,"43,542,411.40","92,409,159.02","187,284,851.08","306,590,660.69","309,736,383.56","332,225,088.16","330,245,778.54","359,064,664.04","380,325,666.61","386,163,158.64","366,168,663.45","419,622,691.24","452,420,268.87","484,438,023.92","425,105,919.79","454,189,992.83","471,606,004.52","475,926,240.29","455,533,867.29","503,850,715.82","550,519,008.28","569,061,088.59"
长期待摊费用,,,,"36,666,526.04","25,749,353.69","14,148,865.07","2,750,116.39","20,751,307.07","36,214,016.94","36,863,153.05","14,315,217.56","16,548,390.62","14,148,054.66","8,778,640.10","3,909,422.26","3,360,846.59","55,263,956.03","46,221,776.48","39,248,918.37","32,836,326.17","20,799,029.67","14,443,200.60"
少数股东权益,,"7,963,814.89","7,092,656.30","7,152,281.44","6,746,806.73","8,407,607.47","12,841,554.52","12,819,762.67","14,035,534.58","7,957,127.37","7,248,496.04","10,627,686.11","12,143,614.20","13,020,848.18","13,508,707.08","12,195,646.56","12,703,140.65","8,090,026.93","8,601,697.88","7,861,835.12","10,991,813.42","11,989,268.66"
递延所得税资产,"2,672,754.72","3,831,479.59","6,809,759.89","7,518,307.40","7,730,620.66","6,802,917.65","7,773,762.79","8,655,126.27","12,614,172.09","11,666,988.14","11,463,708.09","12,823,228.20","14,069,497.35","14,237,898.31","14,742,806.71","17,224,491.82","20,010,932.36","19,521,639.99","22,553,198.55","23,414,021.25","21,871,465.47","20,790,873.32"
外币报表折算价差,,,,,,,,,,,,,,,,,,,,,,
其他非流动资产,,,,"784,215.72","7,177,220.00","11,757,769.46","27,265,520.59","45,914,266.36","28,958,449.11","38,981,013.35","33,155,860.59","29,189,687.19","18,552,962.00","33,453,221.19","24,378,058.22","21,616,451.89","15,628,998.26","48,005,297.06","55,881,975.19","44,583,059.10","17,633,484.45","27,634,650.76"
非正常经营项目收益调整,,,,,,,,,,,,,,,,,,,,,,
非流动资产合计,"159,275,227.82","176,945,901.86","259,561,955.37","321,992,835.84","318,993,510.26","309,367,462.83","335,603,004.84","382,431,072.98","399,038,721.32","412,916,732.66","420,090,123.54","473,458,480.09","458,830,185.65","478,396,859.97","499,810,147.04","506,863,212.29","513,355,247.12","536,048,147.08","589,345,651.54","618,960,841.29","632,574,137.72","654,117,297.40"
所有者权益(或股东权益)合计,"484,830,088.54","546,976,767.85","650,844,403.35","770,209,838.10","781,879,576.54","1,441,301,081.88","1,461,614,699.87","1,490,411,793.52","1,522,898,660.18","1,522,657,745.00","1,501,954,618.48","1,558,787,836.34","1,605,858,004.63","1,638,752,993.66","1,582,617,532.80","1,611,850,442.26","1,640,212,825.02","1,641,780,710.78","1,624,474,918.18","1,674,304,604.85","1,737,717,689.13","1,759,872,162.56"
资产总计,"793,357,871.19","988,033,169.53","1,162,089,119.74","1,402,544,564.04","1,255,783,225.79","1,668,064,773.76","1,657,306,617.45","1,580,572,372.40","1,609,213,358.77","1,589,816,272.43","1,608,296,661.81","1,661,276,507.66","1,751,034,078.87","1,811,081,306.05","1,860,677,000.77","2,043,875,807.34","2,138,294,302.10","2,234,189,627.82","2,314,794,477.59","2,528,254,777.61","2,688,010,786.08","2,642,183,229.91"
负债和所有者(或股东权益)合计,"793,357,871.19","988,033,169.53","1,162,089,119.74","1,402,544,564.04","1,255,783,225.79","1,668,064,773.76","1,657,306,617.45","1,580,572,372.40","1,609,213,358.77","1,589,816,272.43","1,608,296,661.81","1,661,276,507.66","1,751,034,078.87","1,811,081,306.05","1,860,677,000.77","2,043,875,807.34","2,138,294,302.10","2,234,189,627.82","2,314,794,477.59","2,528,254,777.61","2,688,010,786.08","2,642,183,229.91"
