科目,2010年度,2011年度,2012年度,2013年1-6月,2013年度,2014年1-3月,2014年1-6月,2014年1-9月,2014年度,2015年1-3月,2015年1-6月,2015年1-9月,2015年度,2016年1-3月,2016年1-6月,2016年1-9月,2016年度,2017年1-3月,2017年1-6月,2017年1-9月,2017年度,2018年1-3月
支付给职工以及为职工支付的现金,"122,511,586.92","153,729,348.08","222,455,944.91","119,229,097.40","221,209,252.59","76,799,336.37","120,869,383.38","199,976,777.28","254,123,356.07","67,550,400.71","131,379,961.80","186,509,430.28","258,867,508.89","70,939,232.51","132,653,222.92","188,815,562.40","265,145,461.72","93,521,830.93","174,128,907.39","268,355,444.42","362,072,419.15","79,266,250.28"
取得借款收到的现金,"1,153,890,701.00","1,427,839,808.72","2,009,932,605.79","929,268,482.43","2,627,522,879.87","469,565,561.66","988,565,561.66","1,700,885,006.31","2,723,114,034.78","695,047,728.53","1,228,360,700.06","1,793,757,274.54","3,238,498,463.85","568,218,986.95","1,139,266,975.73","1,454,161,595.77","3,154,710,944.90","762,631,351.00","1,480,691,367.00","2,398,101,330.00","3,690,394,763.97","915,062,861.73"
支付的各项税费,"70,494,610.05","82,271,787.97","117,529,153.11","55,918,167.28","100,075,004.08","11,036,329.36","48,414,370.89","79,124,024.92","109,946,859.15","14,796,146.80","28,522,333.04","45,257,204.85","63,535,938.98","12,974,866.82","26,292,595.83","56,825,787.80","77,246,224.71","28,417,315.32","60,408,672.65","75,285,181.50","82,584,980.11","26,319,299.29"
收到其他与筹资活动有关的现金,"100,000,000.00","58,800,000.00",,,"20,000,000.00",,,,,,,,,,,,,,,,,
支付其他与经营活动有关的现金,"247,485,656.00","311,812,028.51","151,838,417.08","47,704,061.65","126,217,178.40","25,827,157.76","57,124,608.05","41,935,786.39","146,828,149.75","30,194,874.39","127,193,487.40","134,451,011.40","237,939,184.82","60,518,142.40","114,885,056.14","82,522,704.48","189,681,227.68","62,978,708.96","62,030,868.70","80,113,848.31","180,680,455.47","50,095,822.56"
筹资活动现金流入小计,"1,253,890,701.00","1,723,639,808.72","2,009,932,605.79","929,268,482.43","2,647,522,879.87","1,067,424,909.66","1,586,424,909.66","2,298,744,354.31","3,320,973,382.78","695,047,728.53","1,228,360,700.06","1,793,757,274.54","3,238,498,463.85","568,218,986.95","1,985,774,025.48","2,300,668,645.52","4,002,450,360.99","762,631,351.00","1,480,691,367.00","2,398,101,330.00","3,690,394,763.97","915,062,861.73"
经营活动现金流出小计,"1,119,132,049.77","1,317,398,349.71","1,724,171,565.90","617,384,705.09","1,319,441,282.40","352,521,149.70","675,749,153.33","968,177,330.64","1,491,281,014.42","323,154,043.85","718,160,402.31","1,072,879,133.17","1,798,426,397.24","364,802,071.94","603,199,132.63","966,280,241.24","1,423,659,434.64","434,639,128.03","676,330,790.39","1,022,628,257.26","1,586,485,981.10","434,686,567.09"
偿还债务支付的现金,"934,563,701.00","1,185,801,599.48","1,642,791,292.71","774,905,242.32","2,390,554,369.75","299,136,364.00","1,129,539,050.10","1,708,539,050.10","2,703,602,669.19","619,484,854.03","888,484,854.03","1,425,104,648.56","2,797,143,507.64","624,321,965.18","818,931,550.78","1,843,488,251.98","3,759,800,015.16","602,728,761.58","1,591,823,564.28","2,201,133,476.28","3,486,581,306.28","761,676,200.00"
经营活动产生的现金流量净额,"80,960,049.88","205,969,542.54","120,964,429.30","161,570,927.04","242,657,270.76","-58,649,482.83","-40,732,213.94","163,471,080.01","8,228,905.30","76,667,965.37","6,707,236.21","67,884,196.86","75,125,835.08","46,826,456.34","84,386,618.54","96,987,902.44","-64,448,028.49","-37,591,649.61","53,718,262.85","147,181,634.94","120,867,317.69","34,904,272.77"
分配股利、利润或偿还利息支付的现金,"128,720,780.49","164,308,970.53","119,820,814.05","58,639,329.25","125,722,214.92","29,289,918.66","63,584,295.25","129,157,442.26","171,675,369.52","28,473,595.29","58,564,160.57","113,739,073.48","143,834,689.18","25,726,202.98","53,679,871.33","100,935,014.83","134,368,238.73","21,302,606.99","47,870,431.35","94,852,879.03","125,046,880.36","33,320,877.25"
收回投资收到的现金,,"938,000.00",,,,,,,,,,,,,,,,,,,,
支付其他与筹资活动有关的现金,"34,010,707.02","75,516,187.93","56,033,496.72","21,459,324.80","60,062,173.13","10,461,491.51","25,915,393.93","31,943,899.63","37,484,383.37","1,666,666.67","3,319,510.33","5,046,939.91","7,896,666.68","1,974,166.67","3,948,333.34","5,922,499.97","2,313,744.34",,,,,
取得投资收益收到的现金,"1,496,983.30","1,496,983.30","1,496,983.30","1,496,983.30","1,496,983.30",,,"2,335,293.95","2,335,293.95",,,"2,380,203.46","2,380,203.45",,,"2,380,203.50","2,380,203.50",,,"913,159.81","913,159.81",
筹资活动现金流出小计,"1,097,295,188.51","1,425,626,757.94","1,818,645,603.48","855,003,896.37","2,576,338,757.80","338,887,774.17","1,219,038,739.28","1,869,640,391.99","2,912,762,422.08","649,625,115.99","950,368,524.93","1,543,890,661.95","2,948,874,863.50","652,022,334.83","876,559,755.45","1,950,345,766.78","3,896,481,998.23","624,031,368.57","1,639,693,995.63","2,295,986,355.31","3,611,628,186.64","794,997,077.25"
处置固定资产、无形资产和其他长期资产收回的现金净额,"59,224,072.21","166,884.10","1,498,350.00","583,459.87","583,459.87",,"1,375,750.00","2,723,861.17","2,697,316.17",,"231,411.58","231,407.79","2,594,265.04","8,221.37","17,221.37","18,380.34","4,814,665.84",,,,,
筹资活动产生的现金流量净额,"156,595,512.49","298,013,050.78","191,287,002.31","74,264,586.06","71,184,122.07","728,537,135.49","367,386,170.38","429,103,962.32","408,210,960.70","45,422,612.54","277,992,175.13","249,866,612.59","289,623,600.35","-83,803,347.88","1,109,214,270.03","350,322,878.74","105,968,362.76","138,599,982.43","-159,002,628.63","102,114,974.69","78,766,577.33","120,065,784.48"
处置子公司及其他营业单位收到的现金净额,,,,,,,,,,,,,,,,,,,,,,
四、汇率变动对现金的影响,"-8,943,392.42","-13,123,701.25","-5,382,080.62","-11,720,171.15","-16,978,500.43","-1,227,007.82","1,808,215.45","-2,236,423.23","-7,241,789.19","-169,420.75","3,323,767.50","17,645,350.43","17,952,975.36","1,519,463.16","5,081,059.50","5,205,175.57","21,139,647.26","-943,531.14","-3,200,911.58","-12,365,504.52","-3,532,583.05","-4,922,127.99"
收到其他与投资活动有关的现金,"6,580,456.98","3,714,285.87","11,301,486.84","4,228,969.90","19,958,468.18",,,,"26,241,000.00",,,,"11,426,100.00",,,,"25,879,214.23","25,433,000.00","25,433,000.00","46,413,000.00","53,788,700.00","53,788,700.00"
四(2)、其他原因对现金的影响,,,,,,,,,,,,,,,,,,,,,,
投资活动现金流入小计,"67,301,512.49","6,316,153.27","14,296,820.14","6,309,413.07","22,038,911.35",,"1,375,750.00","5,059,155.12","31,273,610.12",,"231,411.58","2,611,611.25","16,400,568.49","8,221.37","17,221.37","2,398,583.84","33,074,083.57","25,433,000.00","25,433,000.00","47,326,159.81","54,701,859.81","53,788,700.00"
五、现金及现金等价物净增加额,"-9,065,606.89","98,873,416.23","-55,258,119.17","123,985,251.71","137,302,361.28","549,231,533.87","180,631,812.34","367,318,441.03","155,497,858.47","72,625,827.49","194,275,697.77","125,431,524.65","161,982,163.22","-91,258,484.49","1,073,903,619.44","273,682,141.15","-114,502,284.18","56,854,846.85","-238,416,209.78","25,697,811.23","28,564,620.72","583,024.87"
购建固定资产、无形资产和其他长期资产支付的现金,"227,339,540.33","338,921,629.11","376,424,290.30","106,439,503.31","181,599,442.47","119,429,110.97","149,206,109.55","228,079,333.19","284,973,828.46","49,295,329.67","93,978,892.65","212,576,246.48","237,120,816.06","55,809,277.48","80,688,450.00","137,125,299.44","140,762,680.78","46,683,254.83","128,433,243.92","210,721,925.57","186,422,784.34","144,485,741.49"
期初现金及现金等价物余额,"254,342,649.53","245,277,042.64","344,150,458.87","288,892,339.70","288,892,339.70","426,194,700.98","426,194,700.98","426,194,700.98","426,194,700.98","581,692,559.45","581,692,559.45","581,692,559.45","581,692,559.45","743,674,722.67","743,674,722.67","743,674,722.67","743,674,722.67","629,172,438.49","629,172,438.49","629,172,438.49","629,172,438.49","713,943,144.48"
投资支付的现金,"1,000,000.00",,,,,,,,,,,,,,"44,107,100.00","44,107,100.00","69,473,668.50","21,959,700.00","26,195,143.50","26,195,143.50","35,090,171.72",
期末现金及现金等价物余额,"245,277,042.64","344,150,458.87","288,892,339.70","412,877,591.41","426,194,700.98","975,426,234.85","606,826,513.32","793,513,142.01","581,692,559.45","654,318,386.94","775,968,257.22","707,124,084.10","743,674,722.67","652,416,238.18","1,817,578,342.11","1,017,356,863.82","629,172,438.49","686,027,285.34","390,756,228.71","654,870,249.72","657,737,059.21","714,526,169.35"
