科目,2007-06-30,2007-09-30,2007-12-31,2008-03-31,2008-06-30,2008-09-30,2008-12-31,2009-03-31,2009-06-30,2009-09-30,2009-12-31,2010-03-31,2010-06-30,2010-09-30,2010-12-31,2011-03-31,2011-06-30,2011-09-30,2011-12-31,2012-03-31,2012-06-30,2012-09-30,2012-12-31,2013-03-31,2013-06-30,2013-09-30,2013-12-31,2014-03-31,2014-06-30,2014-09-30,2014-12-31,2015-03-31,2015-06-30,2015-09-30,2015-12-31,2016-03-31,2016-06-30,2016-09-30,2016-12-31,2017-03-31,2017-06-30,2017-09-30,2017-12-31,2018-03-31,2018-06-30,2018-09-30,2018-12-31,2019-03-31
其他应收款,"4,495,495.10","7,538,829.95","3,651,302.74","3,206,215.28","4,465,933.02","4,774,769.54","2,999,730.63","3,111,851.59","2,923,278.00","5,559,137.05","3,185,874.87","4,013,383.63","4,305,258.99","10,541,701.83","8,115,134.41","7,829,738.60","3,470,932.24","5,214,407.17","3,197,618.00","4,495,190.27","4,079,030.49","4,905,115.22","5,414,760.06","4,672,256.13","7,410,338.63","4,699,166.47","3,739,353.51","6,094,557.66","5,699,777.36","8,009,727.20","4,895,827.71","8,769,498.09","6,638,976.47","8,293,935.44","6,566,826.25","17,345,760.24","33,906,228.81","17,398,998.71","12,392,309.47","31,131,877.88","106,511,868.19","97,643,777.35","33,666,703.41","21,798,879.02","72,192,062.20","166,150,553.62","91,333,486.67","50,291,253.36"
应付职工薪酬,"3,670,818.21","2,947,988.78","2,614,400.00","2,282,600.29","2,960,067.87","2,787,526.26","5,875,381.76","3,859,221.95","3,806,039.80","7,882,814.97","9,279,609.51","6,025,292.32","8,812,125.31","9,874,491.81","11,327,483.25","6,337,014.09","8,020,457.98","7,855,651.62","10,735,030.00","3,478,415.57","2,622,767.52","5,678,004.60","10,654,663.52","5,476,774.43","6,917,570.31","6,877,837.42","10,454,882.98","8,001,592.92","6,002,012.22","20,155,780.75","25,861,390.57","7,048,414.38","13,251,595.61","21,977,260.31","64,252,089.52","44,498,847.45","51,339,900.68","56,659,051.91","56,775,661.86","39,065,723.20","44,649,150.60","34,344,707.40","48,363,287.69","17,993,019.22","58,111,308.94","83,319,867.05","89,817,190.49","65,679,624.14"
应收关联公司款,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
应交税费,"454,428.24","508,210.91","1,264,787.78","706,601.81","733,332.50","679,026.78","1,042,568.55","1,359,559.21","2,000,503.00","2,040,881.82","3,216,331.47","3,762,612.85","3,805,687.56","4,930,566.52","7,052,159.27","8,821,591.23","5,818,015.26","4,436,444.02","11,595,569.18","12,939,651.38","4,793,491.21","5,978,909.22","4,062,407.22","4,472,722.63","4,562,255.45","5,124,792.30","6,333,620.60","9,805,251.81","9,716,246.26","19,552,158.65","33,223,073.17","43,787,577.23","25,059,985.05","40,890,108.84","83,412,295.02","62,315,147.04","38,020,412.64","36,063,632.20","55,586,459.17","63,993,817.56","110,079,960.73","215,544,349.29","98,117,525.71","38,313,392.99","63,549,724.53","82,849,257.73","116,584,866.35","170,223,975.43"
应收利息,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"649,698.62","1,578,904.11","1,089,416.71","3,004,092.05","6,306,119.08","19,463,072.61","47,277,279.45","67,554,073.98","61,785,296.51","30,152,765.31","57,988,268.49","70,904,636.40","68,904,264.24","35,574,604.41","42,672,851.61",,"6,602,091.07","7,523,295.20"
应付利息,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"49,481.25","182,760.42","309,031.24","443,671.37","407,610.08","464,400.14","211,456.71","4,742,377.54",,"20,266,058.32","28,097,271.07"
应收股利,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"6,000,000.00",,,,,,,
应付股利,,,,,,,,,,,,,,,,,,,,,"203,000.00","203,000.00","203,000.00","203,000.00",,,,"80,000.00","80,000.00","80,000.00",,"5,434,491.90",,,,,,,,"96,630,772.00","1,107,500.00","1,107,500.00","669,500.00","657,000.00","5,106,960.00",,"2,555,430.00","2,555,430.00"
存货,,,,,,,,,,"3,650,629.16","1,653,701.72","2,992,340.36","5,242,119.26","4,951,025.88","1,357,967.49","5,852,741.90","3,110,309.78","2,575,138.81","1,362,966.71","3,853,268.52","1,910,006.06","1,916,979.71","4,359,809.29","3,234,585.72","4,652,151.33","3,475,936.16","1,269,480.84","4,415,778.30","2,104,265.11","3,004,360.48","3,827,575.04","5,626,700.06","9,249,145.99","4,714,747.24","2,277,952.32","8,368,060.71","4,079,813.66","6,336,701.38",,,,,,,"27,830,795.83","49,543,060.86",,
其他应付款,"3,350,821.78","2,923,112.39","84,871.00","78,065.32","520,015.08","256,375.96","500,253.78","1,288,283.11","541,237.95","1,162,433.02","443,157.90",,"673,480.61","1,236,392.25","958,910.34","2,380,681.18","879,885.49","623,919.86","374,933.55","1,127,324.55","1,242,595.35","2,456,256.41","467,363.10","578,965.73","1,706,022.55","2,350,302.80","671,244.02","1,439,798.88","1,792,102.31","12,525,864.40","4,655,419.84","9,651,216.90","10,547,643.67","9,093,009.83","11,407,603.16","7,433,897.20","9,684,718.20","12,171,779.19","3,847,054.98","10,174,520.74","15,006,877.67","25,654,872.39","17,893,406.32","96,260,279.16","37,854,014.42","102,134,639.21","198,181,883.66","124,157,513.89"
其中:消耗性生物资产,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
应付关联公司款,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
一年内到期的非流动资产,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"24,570,115.22","18,618,577.38","12,541,490.93","6,336,201.88","74,628,324.22","61,076,051.22","37,760,899.04","18,465,749.93","661,299,806.95","483,975,099.77"
一年内到期的非流动负债,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"51,476,600.00","51,033,600.00","51,033,600.00","51,033,600.00","319,152,600.00","317,712,600.00","301,535,070.00","309,761,470.00","476,977,620.00","378,792,320.00"
其他流动资产,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"223,212,564.55","1,141,506,689.94","1,101,418,895.34","1,079,539,673.34","1,034,799,030.96","855,453,075.11","1,005,325,579.30","973,616,192.61","972,518,667.17","564,636,889.88","853,988,472.11","1,670,642,672.22","1,650,357,265.50","1,339,073,359.32","1,217,840,207.11","2,724,188,038.32","3,438,213,724.84","2,802,310,074.38","2,816,646,942.52"
其他流动负债,,,,,,,"1,100,000.00","1,100,000.00","1,100,000.00","1,100,000.00","873,000.00","873,000.00","4,542,400.00","4,078,000.00","2,136,748.02","2,136,748.02","193,421.00","193,421.00",,,,,,,,,,,,,,,,,,,,,,,,,"459,953.82",,,,"24,259,043.99",
流动资产合计,"86,105,477.22","88,102,550.60","222,327,566.62","234,387,622.35","235,669,363.98","249,974,099.20","260,298,540.41","254,175,612.42","246,696,046.96","283,962,429.86","293,024,588.45","294,358,438.40","296,931,873.45","318,371,560.72","332,164,490.16","332,478,307.16","327,153,096.18","272,651,772.31","284,239,962.95","316,160,592.29","313,037,294.07","318,564,612.84","332,542,196.51","339,254,250.67","331,546,538.42","333,674,051.62","334,892,644.12","345,386,602.73","361,420,673.24","1,607,791,200.24","1,645,527,081.08","1,698,206,148.15","1,839,958,718.74","1,976,219,414.69","2,118,314,922.74","3,721,277,819.52","3,655,711,789.86","3,982,237,305.57","4,636,222,345.20","4,973,859,600.83","5,155,708,363.71","5,588,325,111.58","5,619,481,843.03","5,404,033,198.55","6,028,055,678.74","6,365,392,105.17","7,730,835,781.92","7,844,058,205.58"
流动负债合计,"27,971,248.67","25,166,346.63","18,427,541.24","23,596,107.93","24,210,170.65","30,701,695.16","35,831,593.90","25,005,394.27","20,339,390.75","36,052,907.31","37,012,098.86","30,213,161.61","32,287,560.13","44,249,939.03","37,704,471.48","24,460,208.11","20,204,731.17","32,688,276.01","40,748,732.50","45,891,237.47","35,934,995.70","28,266,572.43","26,842,867.98","22,790,587.24","24,320,957.11","22,364,307.94","21,781,069.75","29,758,373.66","31,163,576.30","234,172,142.91","215,997,134.61","245,974,149.35","283,880,949.90","336,872,997.65","369,298,025.05","281,808,688.16","315,752,146.97","529,903,603.87","599,804,904.47","747,478,459.65","683,587,927.66","923,947,217.13","1,079,522,533.61","1,232,622,960.91","1,621,754,481.93","1,757,749,661.49","1,835,256,150.00","1,573,183,089.28"
可供出售金融资产,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"14,000,000.00","14,000,000.00","17,071,100.00","20,113,600.00","37,733,546.47","62,778,450.00","62,778,450.00","92,778,432.90","92,778,432.90","81,453,832.90","81,453,832.90","81,453,832.90","51,453,850.00","57,653,850.00","65,153,850.00","85,153,850.00","100,153,850.00","100,153,850.00","107,653,850.00"
长期借款,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
持有至到期投资,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"3,177,700.00",,,,,,,,,,
应付债券,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"498,460,053.08","496,724,715.06","500,000,000.00","500,000,000.00"
长期应收款,,,,,,,,,,,"248,700.00","248,700.00","248,700.00","248,700.00","248,700.00","248,700.00","248,700.00","248,700.00","248,700.00","248,700.00","248,700.00","248,700.00","248,700.00","248,700.00","248,700.00","248,700.00","248,700.00","248,700.00","248,700.00","248,700.00","248,700.00","248,700.00","248,700.00","248,700.00","248,700.00","65,248,700.00","172,996,385.72","215,539,549.69","139,734,515.42","139,734,515.42","139,970,660.38","171,394,640.39","483,085,376.71","646,473,104.22","1,064,892,974.11","1,235,653,153.54","741,734,448.95","946,762,251.68"
长期应付款,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"77,214,900.00","76,550,400.00","76,550,400.00","76,550,400.00","303,775,800.00","303,775,800.00","301,535,070.00","309,761,470.00","108,242,300.00","108,242,300.00"
长期股权投资,"6,547,962.46","7,392,077.05","7,686,826.33","7,844,269.36","7,708,717.33","8,072,332.86","9,100,557.39","9,350,447.14","9,289,807.20",,,,,,,,,,,"8,000,000.00","8,000,000.00","8,000,000.00","8,000,000.00","8,000,000.00","8,000,000.00","8,000,000.00","14,000,000.00","14,000,000.00","14,000,000.00","15,000,000.00","15,080,036.90","18,960,173.90","26,010,173.90","26,810,173.90","26,896,618.69","25,906,618.69","25,896,618.69","25,896,618.69","20,416,969.30","52,400,369.30","103,026,969.30","118,026,969.30","328,257,413.23","778,257,413.23","779,410,787.26","929,410,787.26","293,150,213.53","249,317,986.24"
专项应付款,,,"2,300,000.00","2,300,000.00","2,200,000.00","2,200,000.00",,,,"1,000,000.00",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
投资性房地产,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
预计负债,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"5,217,038.60","14,122,538.60","11,812,343.12","21,908,001.00","36,630,015.55","53,865,653.75","34,614,861.39","16,178,534.26","1,025,000.00","591,883.90","600,000.00","600,000.00","2,077,997.32","2,077,997.32"
固定资产,"19,107,408.31","18,939,666.91","19,556,059.22","18,844,701.23","19,264,847.47","18,478,465.02","14,940,022.55","14,199,336.06","13,702,150.27","14,524,092.00","13,769,748.66","12,999,101.56","12,938,293.24","13,935,195.38","14,062,094.49","14,315,583.05","26,589,821.59","109,089,739.00","123,119,088.45","122,050,259.29","122,630,096.88","122,180,326.91","122,241,027.83","121,471,871.28","120,700,973.67","121,161,748.70","119,945,916.83","118,705,319.29","118,584,650.87","180,877,811.77","180,569,262.32","179,842,836.09","177,637,331.67","183,139,794.76","175,531,344.91","172,493,021.91","171,367,725.13","168,676,591.71","64,239,688.49","65,250,504.74","64,571,220.87","66,986,950.10","70,155,405.93","70,096,584.02","69,701,258.80","72,260,976.32","71,811,802.47","69,727,730.43"
递延所得税负债,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
在建工程,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"148,584.91","3,150,970.04","17,901,839.79",,,,,,
其他非流动负债,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"709,333.33",,,,,,,,,,,,,,,,,
工程物资,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
非流动负债合计,,,"2,300,000.00","2,300,000.00","2,200,000.00","2,200,000.00",,,,"1,000,000.00",,,,,,,,,,,,,,,,,,,,,"709,333.33","709,333.33","709,333.33","709,333.33","6,045,205.26","14,950,705.26","13,829,608.27","23,925,266.15","114,304,154.68","132,035,292.88","112,784,500.52","94,348,173.39","305,960,800.00","305,527,683.90","800,595,123.08","807,086,185.06","610,320,297.32","610,320,297.32"
固定资产清理,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
负债合计,"27,971,248.67","25,166,346.63","20,727,541.24","25,896,107.93","26,410,170.65","32,901,695.16","35,831,593.90","25,005,394.27","20,339,390.75","37,052,907.31","37,012,098.86","30,213,161.61","32,287,560.13","44,249,939.03","37,704,471.48","24,460,208.11","20,204,731.17","32,688,276.01","40,748,732.50","45,891,237.47","35,934,995.70","28,266,572.43","26,842,867.98","22,790,587.24","24,320,957.11","22,364,307.94","21,781,069.75","29,758,373.66","31,163,576.30","234,172,142.91","216,706,467.94","246,683,482.68","284,590,283.23","337,582,330.98","375,343,230.31","296,759,393.42","329,581,755.24","553,828,870.02","714,109,059.15","879,513,752.53","796,372,428.18","1,018,295,390.52","1,385,483,333.61","1,538,150,644.81","2,422,349,605.01","2,564,835,846.55","2,445,576,447.32","2,183,503,386.60"
生产性生物资产,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
实收资本(或股本),"42,900,000.00","42,900,000.00","57,400,000.00","57,400,000.00","74,620,000.00","74,620,000.00","74,620,000.00","74,620,000.00","74,620,000.00","74,620,000.00","74,620,000.00","74,620,000.00","74,620,000.00","74,620,000.00","74,620,000.00","74,620,000.00","111,930,000.00","111,930,000.00","111,930,000.00","113,960,000.00","113,960,000.00","113,960,000.00","113,960,000.00","113,960,000.00","113,330,000.00","113,330,000.00","113,330,000.00","113,330,000.00","113,330,000.00","349,493,088.00","348,693,088.00","871,732,720.00","871,732,720.00","871,732,720.00","871,732,720.00","955,232,720.00","1,910,465,440.00","1,910,465,440.00","1,932,615,440.00","3,285,446,248.00","3,285,446,248.00","3,285,446,248.00","3,416,091,248.00","3,415,666,248.00","4,435,684,822.00","4,442,964,822.00","4,442,964,822.00","4,442,964,822.00"
油气资产,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
资本公积,"87,108.26","87,108.26","116,726,213.46","116,726,213.46","99,506,213.46","99,506,213.46","99,506,213.46","99,506,213.46","99,506,213.46","99,506,213.46","99,506,213.46","99,506,213.46","99,506,213.46","99,506,213.46","99,526,908.26","99,526,908.26","62,216,908.26","62,216,908.26","66,114,508.26","83,227,408.26","84,201,808.26","85,176,208.26","84,755,408.26","84,734,713.46","79,746,908.26","79,746,908.26","77,186,908.26","77,186,908.26","77,186,908.26","3,351,689,374.85","3,345,708,868.79","2,822,689,931.59","2,821,316,167.47","2,821,316,167.47","2,822,232,196.36","4,385,820,894.24","3,425,588,174.24","3,425,588,174.24","3,545,150,590.52","2,214,779,882.52","2,237,239,982.52","2,259,700,082.52","2,697,292,261.31","2,729,889,030.56","1,712,778,025.46","1,757,028,216.35","1,784,399,149.32","1,793,464,152.13"
无形资产,"447,120.00","447,120.00","447,120.00","447,120.00","447,120.00","775,029.60","1,522,000.38","1,416,670.00","1,317,039.21","1,295,232.15","4,588,281.38","3,777,613.13","4,126,200.26","4,494,843.36","7,697,953.23","7,269,063.63","7,299,663.90","6,958,179.66","9,508,636.16","8,907,931.04","8,735,979.93","8,730,242.97","16,352,662.17","15,275,616.50","14,452,855.25","13,440,933.42","17,011,885.84","15,772,983.52","15,137,523.10","14,604,109.43","18,888,687.30","17,912,737.24","16,893,387.39","18,940,043.26","17,025,748.41","15,581,059.96","13,967,381.80","12,704,590.04","1,246,916.84","3,756,575.32","3,962,318.25","7,786,118.01","3,128,906.99","3,452,519.02","2,819,919.39","2,202,329.20","2,350,607.36","1,910,165.31"
盈余公积,"7,465,312.28","7,465,312.28","10,033,972.36","10,033,972.36","10,033,972.36","10,033,972.36","12,884,621.17","12,884,621.17","12,884,621.17","12,175,987.04","14,077,753.77","14,077,753.77","14,077,753.77","14,077,753.77","18,203,483.87","18,203,483.87","18,203,483.87","18,203,483.87","23,893,760.48","23,893,760.48","23,893,760.48","23,893,760.48","29,907,234.60","29,907,234.60","29,907,234.60","29,907,234.60","32,347,630.05","32,347,630.05","32,347,630.05","32,347,630.05","35,754,270.68","35,754,270.68","35,754,270.68","35,754,270.68","44,682,079.41","44,682,079.41","44,682,079.41","44,682,079.41","66,960,744.34","66,960,744.34","66,960,744.34","66,960,744.34","75,774,048.13","75,774,048.13","75,774,048.13","75,774,048.13","130,641,715.90","130,641,715.90"
开发支出,,,"880,000.00","1,880,000.00","1,575,000.00","2,075,000.00","2,844,542.23","3,495,790.47","4,051,189.86","4,544,013.53","1,656,211.83","3,012,792.79","3,012,792.79","5,061,576.05","1,715,732.24","2,054,772.06","2,359,307.71","2,688,218.91","3,194,138.72","5,035,017.92","5,035,017.92","8,694,533.26","3,398,671.76","4,248,339.70","5,516,739.95","3,398,671.76",,,,,,,,,,,,,,,,,,,,,,
减:库存股,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"128,691,500.00","127,584,000.00","127,584,000.00","127,584,000.00","622,991,508.70","621,551,508.70","603,133,248.70","619,586,048.70","318,332,502.59","318,332,502.59"
商誉,"1,167,404.92","1,167,404.92","800,000.00","800,000.00","800,000.00","800,000.00",,,,"143,612.65","146,337.55","146,337.55","146,337.55","146,337.55","146,337.55","146,337.55","146,337.55","146,337.55","146,337.55","146,337.55","146,337.55","146,337.55","146,337.55","146,337.55","146,337.55","146,337.55","146,337.55","146,337.55","146,337.55","2,400,493,896.59","2,400,493,896.59","2,400,493,896.59","2,400,493,896.59","2,400,493,896.59","2,400,493,896.59","2,400,493,896.59","2,400,493,896.59","2,400,493,896.59","2,400,347,559.04","2,406,247,642.05","2,406,247,642.05","2,406,247,642.05","2,408,185,626.08","2,408,185,626.08","2,408,185,626.08","2,408,185,626.08","2,408,185,626.08","2,408,185,626.08"
未分配利润,"34,906,594.72","40,386,894.81","46,781,542.96","53,259,109.69","56,259,455.41","62,095,978.98","67,350,994.14","71,888,777.48","69,525,860.32","73,493,355.21","78,969,897.63","86,030,638.62","85,825,189.97","96,568,472.96","112,584,973.95","126,330,633.08","137,395,944.18","152,841,978.12","164,402,873.88","179,505,409.70","188,974,360.00","200,960,573.00","213,324,538.18","222,720,339.18","220,792,825.83","221,765,917.40","229,246,096.37","229,787,520.45","243,704,798.05","255,629,715.94","332,976,217.15","361,175,512.79","481,105,434.57","589,623,645.25","706,362,476.75","799,466,701.06","842,933,377.88","977,094,301.02","1,223,526,127.92","1,336,480,822.33","1,579,923,266.95","1,838,816,633.32","2,065,690,566.29","2,282,023,735.25","2,577,586,236.02","3,044,197,514.91","3,275,910,090.23","3,717,253,776.40"
长期待摊费用,,,,,,,"1,907,381.15","1,740,904.50","1,601,106.23","1,550,388.86","1,327,310.04","847,340.28","37,098.75","1,481,319.61","2,834,010.34","3,097,018.14","3,101,640.84","3,438,753.12","3,561,523.90","3,498,224.02","3,552,669.86","3,404,909.64","2,887,776.52","2,664,769.88","2,381,183.20","2,127,886.54","1,891,089.88","1,654,293.22","1,431,121.07","1,438,881.13","1,056,157.41","811,330.77","567,170.79","81,804.84","65,896.39","62,037.90","45,476.27","42,103.39",,,,,"44,388,361.79","42,131,326.43","39,874,291.07","37,617,255.71","35,360,220.37","33,103,185.04"
少数股东权益,"147,869.09","145,917.61",,,,,,,,"9,596,598.54","10,106,980.54","10,128,531.30","10,522,448.63","14,571,036.76","15,398,508.11","16,023,306.28","16,172,480.50","15,875,578.78","16,055,326.16","16,624,912.89","16,873,010.50","16,463,109.18","17,124,818.78","16,493,277.37","16,436,663.79","16,291,176.68","16,454,782.26","15,367,147.76","14,955,100.67","13,579,141.23","11,614,284.22","11,131,704.92","3,101,931.02","3,014,914.40","3,106,978.85","3,133,571.66","3,064,812.81","11,165,585.84","7,584,186.33","82,818,421.02","156,875,278.64","155,696,617.81","154,841,367.62","157,420,418.12","9,136,117.69","6,273,370.75","14,502,650.82","80,215,425.57"
递延所得税资产,"294,566.52","294,566.52","231,306.96","231,306.96","231,306.96","231,306.96","165,544.21","165,544.21","165,544.21","165,544.21","44,067.50","44,067.50","44,067.50","44,067.50","20,000.00","20,000.00","17,623.12","17,623.12",,,,,,,,,,,,,"13,271,603.11","13,271,603.11","13,197,735.61","13,197,735.61","20,157,455.43","20,157,455.43","22,793,741.42","20,788,605.83","17,592,821.07","15,564,245.27","37,141,971.13","69,208,595.29","157,844,532.50","159,588,994.62","152,081,220.16","120,611,686.71","93,248,987.84","92,549,682.84"
外币报表折算价差,"191,806.41","191,806.41","259,609.11","1,119,616.46","-1,133,456.14","1,248,373.68","585,165.65","639,298.42","-53,201.76","-259,748.30","512,301.15","858,092.45","646,197.58","190,184.19","850,972.34","465,241.99","792,642.91","1,483,098.63","873,186.45","944,333.31","-2,451,838.73","1,249,439.82","-97,495.46","703,733.73","-1,541,261.55","-1,207,215.29","-2,209,912.47","-1,863,343.87","-1,719,007.50",,,,,,,,,,,,,,,,,,,
其他非流动资产,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"100,000,000.00","100,000,000.00"
