科目,2007年度,2008年度,2009年1-3月,2009年度,2010年1-3月,2010年1-6月,2010年1-9月,2010年度,2011年1-3月,2011年1-6月,2011年1-9月,2011年度,2012年1-3月,2012年1-6月,2012年1-9月,2012年度,2013年1-3月,2013年1-6月,2013年1-9月,2013年度,2014年1-3月,2014年1-6月,2014年1-9月,2014年度,2015年1-3月,2015年1-6月,2015年1-9月,2015年度,2016年1-3月,2016年1-6月,2016年1-9月,2016年度,2017年1-3月,2017年1-6月,2017年1-9月,2017年度,2018年1-3月,2018年1-6月
支付给职工以及为职工支付的现金,"9,685,829.37","16,690,920.82","4,336,116.73","17,465,558.03","6,239,048.06","11,149,930.57","17,442,567.78","25,155,133.69","9,692,801.96","18,739,001.91","31,022,638.51","43,322,947.80","14,141,787.56","27,891,728.79","35,405,967.92","52,836,363.41","14,426,934.74","26,014,570.73","40,496,978.66","60,304,601.25","18,790,584.23","33,467,733.70","51,080,900.71","71,138,468.69","19,470,839.92","34,986,331.03","53,802,043.68","70,961,458.19","20,367,194.06","38,933,172.62","57,246,830.78","78,047,442.04","22,767,573.85","46,175,587.79","74,222,908.68","95,925,406.39","38,363,572.89","64,712,665.70"
取得借款收到的现金,"366,650,000.00","541,200,000.00","110,000,000.00","381,800,000.00","186,000,000.00","429,000,000.00","484,500,000.00","721,500,000.00","320,000,000.00","701,000,000.00","956,000,000.00","1,093,000,000.00","455,000,000.00","820,000,000.00","1,018,000,000.00","1,360,611,217.37","577,000,000.00","812,000,000.00","1,020,197,197.40","1,517,977,470.13","463,100,000.00","819,634,914.33","991,634,914.33","1,478,392,351.88","508,000,000.00","855,591,445.53","1,162,591,445.53","1,382,591,445.53","462,000,000.00","539,000,000.00","873,000,000.00","1,239,624,042.50","388,000,000.00","595,800,000.00","727,000,000.00","844,800,000.00","270,000,000.00","689,948,250.00"
支付的各项税费,"31,807,638.13","68,694,437.61","19,485,245.30","80,014,539.16","25,990,190.14","45,790,870.52","68,720,150.73","63,211,222.05","10,082,737.60","21,012,148.00","61,746,754.74","71,603,406.70","48,605,631.12","67,863,370.33","72,629,830.32","90,553,034.77","24,210,711.80","40,047,163.31","56,594,085.86","71,188,188.79","26,040,077.15","46,250,708.19","70,439,031.02","92,001,554.45","5,676,217.31","24,258,562.54","33,739,293.57","56,922,651.06","21,580,971.67","37,879,029.68","63,356,889.01","84,715,468.98","24,058,446.49","49,310,913.00","85,749,197.34","118,754,061.12","32,339,369.01","91,726,944.64"
收到其他与筹资活动有关的现金,,"3,500,000.00",,,,,,,,,,"2,274,354.23",,,,,,,,,,,,,,"26,000,532.87","61,000,532.87","82,399,998.14",,,,"3,168,020.63",,,,"19,309,179.53","51,665,123.79","9,400,000.00"
支付其他与经营活动有关的现金,"23,712,986.22","22,986,428.82","7,801,024.42","15,595,828.65","19,525,860.66","13,402,083.58","16,402,620.98","30,068,892.91","4,145,952.14","17,871,290.13","40,368,560.28","45,683,076.70","7,664,187.64","15,705,747.47","24,978,816.41","61,028,825.12","6,105,860.29","16,952,362.96","30,722,809.65","62,585,527.25","13,721,404.05","23,503,304.96","47,007,613.98","53,712,157.59","28,034,998.99","28,236,073.99","39,831,255.31","52,572,181.29","18,755,582.60","38,595,093.78","61,342,888.08","75,566,829.92","18,826,156.60","36,523,671.59","63,212,533.43","73,182,365.84","14,436,944.45","41,657,533.97"
筹资活动现金流入小计,"366,650,000.00","544,700,000.00","110,000,000.00","381,800,000.00","186,000,000.00","1,054,000,000.00","1,109,500,000.00","1,310,208,700.00","400,000,000.00","781,000,000.00","1,036,000,000.00","1,175,274,354.23","455,000,000.00","820,000,000.00","1,018,000,000.00","1,360,611,217.37","577,000,000.00","812,000,000.00","1,020,197,197.40","1,517,977,470.13","463,100,000.00","819,634,914.33","991,634,914.33","1,478,392,351.88","508,000,000.00","881,591,978.40","1,223,591,978.40","1,464,991,443.67","462,000,000.00","539,000,000.00","873,000,000.00","1,242,792,063.13","388,000,000.00","595,800,000.00","727,000,000.00","864,109,179.53","321,665,123.79","699,348,250.00"
经营活动现金流出小计,"704,389,023.93","1,039,924,793.33","132,128,050.80","945,460,463.05","339,784,234.86","688,770,687.65","1,084,850,144.81","1,486,054,961.21","486,327,864.96","1,100,296,994.17","1,659,581,031.84","2,225,721,175.47","515,242,939.69","1,118,845,680.86","1,688,458,868.71","2,232,703,760.91","561,038,746.81","1,375,711,263.24","1,877,241,268.10","2,119,670,230.76","448,876,694.12","1,312,423,124.76","1,962,130,344.59","2,238,035,046.23","411,912,056.68","842,562,064.35","1,177,873,401.35","1,932,218,206.37","306,998,120.49","705,044,072.57","1,200,574,449.27","1,924,843,679.64","519,148,431.35","1,085,967,725.67","1,939,725,989.63","2,532,865,217.01","667,982,095.27","1,642,474,548.99"
偿还债务支付的现金,"183,650,000.00","334,000,000.00","171,000,000.00","465,200,000.00","115,000,000.00","341,000,000.00","449,000,000.00","674,532,772.92","153,418,520.00","310,418,520.00","424,218,520.00","831,218,520.00","170,000,000.00","538,000,000.00","732,000,000.00","931,000,000.00","317,611,217.37","660,611,217.37","852,611,217.37","1,193,058,414.77","650,280,272.73","892,030,272.73","1,138,130,272.73","1,664,415,187.06","359,567,868.68","854,494,073.53","1,134,994,073.53","1,386,244,073.53","558,000,000.00","861,250,000.00","1,168,250,000.00","1,553,440,808.67","328,250,000.00","555,250,000.00","739,250,000.00","932,250,000.00","458,291,060.32","723,000,000.00"
经营活动产生的现金流量净额,"68,239,462.51","-101,623,491.89","81,762,586.73","152,826,239.46","-32,401,476.51","-29,946,242.06","-32,095,139.14","-19,944,260.87","-19,893,889.78","-94,379,270.97","-39,739,767.00","49,478,389.02","-17,266,819.62","-3,061,798.08","-59,200,850.38","10,533,304.88","-118,780,768.07","-66,029,882.98","43,991,468.85","354,669,542.10","113,392,252.35","47,515,482.63","80,162,028.21","291,120,874.63","79,202,695.49","92,668,224.19","144,301,092.64","152,949,425.67","143,686,203.28","286,271,766.36","316,198,169.18","285,963,896.31","73,019,622.32","162,922,753.47","216,873,275.37","333,886,353.56","172,722,661.03","143,762,645.52"
分配股利、利润或偿还利息支付的现金,"55,150,486.23","36,211,991.50","9,760,481.83","36,624,569.19","7,525,892.93","15,428,183.63","23,641,117.54","38,502,646.88","7,644,906.10","60,422,121.24","74,878,781.09","94,007,981.63","15,812,596.70","90,124,971.03","122,482,976.05","139,116,332.69","19,419,316.81","39,776,519.75","62,488,054.53","87,471,204.38","23,272,648.86","65,195,371.82","99,007,404.45","108,161,350.75","19,542,591.61","43,937,617.05","64,067,836.91","80,839,420.63","16,932,184.66","31,707,815.39","44,764,878.88","57,672,953.41","12,872,850.27","27,581,396.33","38,680,716.30","49,859,662.12","12,301,366.28","23,065,218.00"
收回投资收到的现金,"23,000,000.00","20,000,000.00",,,,,,,,,"5,000,000.00","5,000,000.00",,,,,,,,,,,,,,,,,,,,,"31,900,000.00",,,,,
支付其他与筹资活动有关的现金,"2,180,000.00","1,520,000.00",,"2,500,000.00","400,000.00","28,190,192.15","37,001,135.48","15,000,000.00",,,,"13,071,525.96",,,,,"40,000,000.00","80,000,000.00","80,000,000.00","63,148,021.00","9,668,740.00",,,"56,445,001.87","10,014,616.30",,,"28,900,000.00","29,375,498.37","63,244,465.27","48,844,465.27","49,209,180.22","64,970,000.00","148,874,782.54","105,991,248.50","163,416,545.45",,"12,885,940.45"
取得投资收益收到的现金,"133,150.68","10,972.56",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
筹资活动现金流出小计,"240,980,486.23","371,731,991.50","180,760,481.83","504,324,569.19","122,925,892.93","384,618,375.78","509,642,253.02","728,035,419.80","161,063,426.10","370,840,641.24","499,097,301.09","938,298,027.59","185,812,596.70","628,124,971.03","854,482,976.05","1,070,116,332.69","377,030,534.18","780,387,737.12","995,099,271.90","1,343,677,640.15","683,221,661.59","957,225,644.55","1,237,137,677.18","1,829,021,539.68","389,125,076.59","898,431,690.58","1,199,061,910.44","1,495,983,494.16","604,307,683.03","956,202,280.66","1,261,859,344.15","1,660,322,942.30","406,092,850.27","731,706,178.87","883,921,964.80","1,145,526,207.57","470,592,426.60","758,951,158.45"
处置固定资产、无形资产和其他长期资产收回的现金净额,"153,032.00","195,000.00",,"99,500.00",,"626,597.12","656,597.12","957,689.40",,"46,384.61","146,472.99","1,278,534.78","364,063.10","413,122.84","413,122.84","4,598,977.99","267,659.75","1,109,175.35","1,256,343.11","1,917,606.50","19,615.38","33,265.38","689,337.24","486,856.40","23,099.11","85,564.31","85,564.31","491,581.00",,"102,838,715.99","138,386,482.67","133,469,500.00",,,"21,078.60","20,000.00",,"23,942.89"
筹资活动产生的现金流量净额,"125,669,513.77","172,968,008.50","-70,760,481.83","-122,524,569.19","63,074,107.07","669,381,624.22","599,857,746.98","582,173,280.20","238,936,573.90","410,159,358.76","536,902,698.91","236,976,326.64","269,187,403.30","191,875,028.97","163,517,023.95","290,494,884.68","199,969,465.82","31,612,262.88","25,097,925.50","174,299,829.98","-220,121,661.59","-137,590,730.22","-245,502,762.85","-350,629,187.80","118,874,923.41","-16,839,712.18","24,530,067.96","-30,992,050.49","-142,307,683.03","-417,202,280.66","-388,859,344.15","-417,530,879.17","-18,092,850.27","-135,906,178.87","-156,921,964.80","-281,417,028.04","-148,927,302.81","-59,602,908.45"
处置子公司及其他营业单位收到的现金净额,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"29,733,806.80","29,951,456.00","29,733,806.80",,
四、汇率变动对现金的影响,,,"30,919.83","-111,930.24","36,119.27","-196,776.95","-567,999.64","-815,767.23","-302,452.06","-2,201,619.37","-8,754,288.59","-14,412,807.51","2,037,178.11","-2,569,433.91","-1,990,846.51","-1,458,572.28","-237,946.89","-6,259,234.37","-8,550,245.72",742.87,,"2,167,702.34","-4,185,997.65","-52,250.66","-37,373.57","-27,452.32","-12,781.66","-15,599.71","9,289.57","10,534.54","14,753.54","7,463.14","2,029.35","12,776.75","13,407.96","12,748.09","-1,284.31","-2,996.70"
收到其他与投资活动有关的现金,,"7,380,889.00",,,,,,,,,,,,,,"3,340,000.00",,,,"3,505,500.00",,,,,,,,,,,"12,554,183.32",,,,,,,
四(2)、其他原因对现金的影响,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
投资活动现金流入小计,"23,286,182.68","27,586,861.56",,"99,500.00",,"626,597.12","656,597.12","957,689.40",,"46,384.61","5,146,472.99","6,278,534.78","364,063.10","413,122.84","413,122.84","7,938,977.99","267,659.75","1,109,175.35","1,256,343.11","5,423,106.50","19,615.38","33,265.38","689,337.24","486,856.40","23,099.11","85,564.31","85,564.31","491,581.00",,"102,838,715.99","150,940,665.99","133,469,500.00","31,900,000.00","29,733,806.80","29,972,534.60","29,753,806.80",,"23,942.89"
五、现金及现金等价物净增加额,"48,961,456.36","14,033,146.31","9,083,845.58","-34,284,349.52","24,624,339.16","596,277,073.78","455,033,594.67","358,040,834.07","162,072,781.98","179,479,335.71","263,898,528.22","-42,242,680.03","95,849,204.89","-95,553,538.51","-235,412,963.06","-141,696,128.59","-7,358,113.36","-127,255,386.65","-85,530,784.16","233,998,845.60","-198,543,424.37","-234,353,465.53","-370,847,241.96","-272,160,001.66","148,077,123.64","-1,873,970.26","78,424,526.06","25,660,481.98","-45,746,619.15","-131,342,090.92","-51,849,752.40","-116,428,684.65","69,162,239.03","22,613,666.28","45,516,939.33","-33,846,005.69","5,858,288.53","54,150,664.42"
购建固定资产、无形资产和其他长期资产支付的现金,"143,233,702.60","64,898,231.86","1,949,179.15","64,573,589.55","6,084,410.67","43,588,128.55","92,717,610.65","183,085,859.44","56,667,450.08","134,145,517.32","229,656,588.09","320,563,122.96","158,472,620.00","282,210,458.33","338,151,412.96","449,204,723.86","88,576,523.97","87,687,707.53","147,326,275.90","220,394,375.85","91,833,630.51","136,810,445.66","185,541,106.91","194,827,585.56","49,986,220.80","77,760,594.26","90,479,417.19","96,772,874.49","47,134,428.97","103,260,827.15","127,897,508.07","115,338,664.93","17,666,562.37","34,149,491.87","44,420,313.80","90,581,886.10","17,935,785.38","30,030,018.84"
期初现金及现金等价物余额,"9,837,904.62","58,799,360.98","72,832,507.29","72,832,507.29","38,548,157.77","38,548,157.77","56,303,909.78","38,548,157.77","396,588,991.84","396,588,991.84","396,588,991.84","396,588,991.84","354,346,311.81","354,346,311.81","354,346,311.81","354,346,311.81","212,650,183.22","212,650,183.22","212,650,183.22","212,650,183.22","507,359,591.15","446,649,060.15","446,649,060.15","446,649,028.82","174,489,027.16","174,489,027.16","174,489,027.16","174,489,027.16","200,149,509.14","200,149,509.14","200,149,509.14","200,149,509.14","83,453,974.81","83,720,824.49","83,720,824.49","83,720,824.49","49,874,818.80","49,874,818.80"
投资支付的现金,"25,000,000.00","20,000,000.00",,,,,"20,100,000.00",,,,,,,,,,,,,"80,000,000.00",,,,,,,,,,,,,,,,,,
期末现金及现金等价物余额,"58,799,360.98","72,832,507.29","81,916,352.87","38,548,157.77","63,172,496.93","634,825,231.55","511,337,504.45","396,588,991.84","558,661,773.82","576,068,327.55","660,487,520.06","354,346,311.81","450,195,516.70","258,792,773.30","118,933,348.75","212,650,183.22","205,292,069.86","85,394,796.57","127,119,399.06","446,649,028.82","308,816,166.78","212,295,594.62","75,801,818.19","174,489,027.16","322,566,150.80","172,615,056.90","252,913,553.22","200,149,509.14","154,402,889.99","68,807,418.22","148,299,756.74","83,720,824.49","152,616,213.84","106,334,490.77","129,237,763.82","49,874,818.80","55,733,107.33","104,025,483.22"
