科目,2013-12-31,2014-12-31,2015-12-31,2016-06-30,2016-12-31,2017-03-31,2017-06-30,2017-09-30,2017-12-31,2018-03-31,2018-06-30,2018-09-30,2018-12-31,2019-03-31
可供出售金融资产,"9,000,000.00","9,000,000.00","9,000,000.00","9,000,000.00","9,000,000.00","9,000,000.00","9,000,000.00","9,000,000.00","9,000,000.00","9,000,000.00","9,000,000.00","9,000,000.00","9,000,000.00",
长期借款,,,,"19,000,000.00","39,500,000.00",,,,,,,,,
持有至到期投资,,,,,,,,,,,,,,
应付债券,,,,,,,,,,,"213,776,236.23","243,045,685.14","237,619,984.63","141,315,496.79"
长期应收款,,,,,,,,,,,,,,
长期应付款,,,"22,340,924.64","30,576,892.11","28,032,199.43","24,268,778.69","20,504,895.95","16,743,621.21","12,977,130.47","9,213,247.73","5,394,794.00","1,986,997.00","830,882.00","415,445.00"
长期股权投资,,,,,,,,,,,,,,
专项应付款,,,,,,,,,,,,,,
投资性房地产,,,,,,,,,,,,,,
预计负债,,,,,,,,,,,,,,
固定资产,"68,158,206.50","84,920,162.33","96,453,586.87","127,737,189.01","207,276,189.87","204,329,459.27","215,926,990.99","327,997,686.51","339,694,737.34","337,081,900.02","352,949,423.52","349,633,372.64","407,979,158.87","411,974,975.44"
递延所得税负债,"1,255,782.50",,"121,359.00","3,507,119.48",,,,"478,566.88","556,192.50","2,531,437.50","681,897.50","916,272.50",,"1,604,308.37"
在建工程,"1,789,841.17","7,323,702.36","128,300,420.09","141,120,108.00","89,450,156.52","94,126,396.73","95,684,347.04","15,635,962.58","23,175,161.41","30,674,040.24","45,862,089.99","56,758,614.73","37,747,761.33","42,691,572.72"
其他非流动负债,,,,,,,,,,,,,,
工程物资,,,,,,,,,,,,,,
非流动负债合计,"1,758,587.57","405,683.32","22,803,366.98","53,456,147.20","67,808,682.77","24,536,359.19","24,371,593.23","20,931,354.69","17,729,706.31","15,766,421.32","223,775,016.57","249,790,146.23","243,305,884.97","148,017,005.75"
固定资产清理,,,,,,,,,,,,,,
负债合计,"227,733,504.84","290,504,072.19","458,453,656.97","529,572,546.15","524,952,436.91","402,363,130.80","597,972,924.71","744,036,665.05","833,513,734.50","627,057,992.83","1,001,950,362.64","1,211,899,982.73","1,195,077,028.41","1,128,352,709.33"
生产性生物资产,,,,,,,,,,,,,,
实收资本(或股本),"159,000,000.00","159,000,000.00","159,000,000.00","159,000,000.00","159,000,000.00","212,000,000.00","296,800,000.00","296,800,000.00","296,800,000.00","296,800,000.00","296,800,000.00","299,764,000.00","299,644,202.00","316,745,673.00"
油气资产,,,,,,,,,,,,,,
资本公积,"24,847,799.73","24,847,799.73","24,723,948.47","24,723,948.47","24,723,948.47","262,584,848.47","177,784,848.47","177,784,848.47","177,784,848.47","177,784,848.47","177,784,848.47","190,604,148.47","191,810,921.32","283,006,936.16"
无形资产,"17,507,018.19","19,692,146.00","46,381,741.70","45,752,742.38","45,417,308.14","45,072,553.72","44,722,805.80","68,313,454.19","68,071,307.60","72,663,497.71","72,193,213.06","71,987,011.74","72,081,417.11","76,342,325.26"
盈余公积,"16,202,076.32","22,343,941.02","38,030,350.06","38,030,350.06","56,129,224.76","56,129,224.76","56,129,224.76","56,129,224.76","63,786,325.71","63,786,325.71","63,786,325.71","63,786,325.71","71,699,783.47","71,699,783.47"
开发支出,,,,,,,,,,,,,,
减:库存股,,,,,,,,,,,,,"15,117,675.00","15,117,675.00"
商誉,,,"784,788.40","784,788.40","784,788.40","784,788.40","784,788.40","784,788.40","784,788.40","784,788.40","784,788.40","784,788.40","784,788.40","823,862.94"
未分配利润,"91,963,986.97","129,466,514.04","167,106,705.84","188,298,131.20","214,991,294.48","226,853,397.23","244,507,330.28","268,518,991.66","281,234,355.35","298,459,872.57","313,168,406.49","333,134,488.38","327,575,569.00","345,085,945.55"
长期待摊费用,,,,,,,,,,,,,"445,311.30","2,429,926.80"
少数股东权益,"4,165,069.65","3,913,611.79","3,766,437.35","3,683,005.52","3,543,712.57","3,411,724.26","3,367,404.09","3,376,938.02","3,218,856.10","3,133,061.41","4,075,022.25","6,004,952.20","6,305,656.60","10,293,107.05"
递延所得税资产,"2,053,788.80","3,700,294.62","4,163,764.87","3,922,561.91","3,972,992.96","4,584,212.98","6,746,816.05","6,944,920.40","6,022,528.70","6,496,607.27","8,857,986.29","10,317,265.19","10,561,279.20","12,791,656.34"
外币报表折算价差,,,,,,,,,,,,,,
其他非流动资产,"4,311,379.00","40,070,752.00","22,185,061.10","11,747,400.58","4,355,578.43","11,123,305.83","12,796,400.53","14,090,299.28","12,386,280.49","19,508,527.22","18,366,176.01","22,549,638.08","29,466,378.28","42,102,028.80"
非正常经营项目收益调整,,,,,,,,,,,,,,
非流动资产合计,"102,820,233.66","164,707,057.31","307,269,363.03","340,064,790.28","360,257,014.32","369,020,716.93","385,662,148.81","442,767,111.36","459,134,803.94","476,209,360.86","508,013,677.27","521,030,690.78","568,066,094.49","607,959,647.85"
所有者权益(或股东权益)合计,"300,919,268.02","336,780,616.58","390,433,190.72","420,418,994.85","458,880,179.93","760,288,794.37","776,426,723.50","801,493,717.91","824,515,485.13","848,053,075.57","947,170,455.56","957,041,161.86","939,523,962.63","1,044,459,429.12"
资产总计,"528,652,772.86","627,284,688.77","848,886,847.69","949,991,541.00","983,832,616.84","1,162,651,925.17","1,374,399,648.21","1,545,530,382.96","1,658,029,219.63","1,475,111,068.40","1,949,120,818.20","2,168,941,144.59","2,134,600,991.04","2,172,812,138.45"
负债和所有者(或股东权益)合计,"528,652,772.86","627,284,688.77","848,886,847.69","949,991,541.00","983,832,616.84","1,162,651,925.17","1,374,399,648.21","1,545,530,382.96","1,658,029,219.63","1,475,111,068.40","1,949,120,818.20","2,168,941,144.59","2,134,600,991.04","2,172,812,138.45"
