科目,2011-12-31,2012-12-31,2013-12-31,2014-06-30,2014-09-30,2014-12-31,2015-03-31,2015-06-30,2015-09-30,2015-12-31,2016-03-31,2016-06-30,2016-09-30,2016-12-31,2017-03-31,2017-06-30,2017-09-30,2017-12-31,2018-03-31
其他流动资产,,,,,"12,002,261.78","9,509,243.25","14,201,398.90","61,026,582.06","52,984,612.87","5,636,536.29","6,178,081.30","10,149,121.66","42,985,685.79","37,849,293.79","49,059,199.22","40,402,950.83","35,187,911.74","1,076,879.48","13,200,687.72"
其他流动负债,,,,,,,,,,,,,,,,,,,
流动资产合计,"495,695,263.25","506,745,210.92","681,441,096.54","741,859,468.88","803,107,667.48","1,058,255,722.26","1,067,534,717.89","1,020,808,339.74","1,008,013,539.07","910,947,166.09","895,440,792.30","910,038,190.22","1,148,663,771.93","1,071,913,510.10","1,135,138,180.31","1,190,123,406.87","1,194,803,179.71","1,219,382,547.03","1,197,595,472.19"
流动负债合计,"436,003,564.28","412,608,417.33","551,282,243.11","573,767,838.80","634,326,065.37","646,118,644.59","660,105,372.98","648,339,787.46","679,371,264.75","666,859,342.70","661,667,870.34","676,237,969.96","784,110,338.26","712,360,510.91","775,946,639.99","820,293,111.03","822,149,539.43","842,290,200.12","813,102,440.91"
可供出售金融资产,,,,,,,,,,,,,,,,,,,
长期借款,,,"30,000,000.00","100,000,000.00","100,000,000.00","100,000,000.00","100,000,000.00","80,000,000.00","50,000,000.00",,,,,,,,,,
持有至到期投资,,,,,,,,,,,,,,,,,,,
应付债券,,,,,,,,,,,,,,,,,,,
长期应收款,,,,,,,,,,,,,,,,,,,
长期应付款,,,,,,,,,,,,,,,,,,,
长期股权投资,,,,,,,,,,,,,,,,,"4,179,915.87","4,345,999.84","4,915,246.60"
专项应付款,,,,,,,,,,,,,,,,,,,
投资性房地产,,,,,,,,,,,,,,,,,,,
预计负债,,,,,,,,,,,,,,,,,,,
固定资产,"108,132,057.11","120,500,587.13","116,508,740.69","207,956,774.35","205,238,234.23","200,763,952.64","195,590,918.75","190,423,864.16","191,405,784.52","202,800,217.82","196,908,460.10","191,668,674.34","219,223,386.96","214,564,610.25","211,583,551.04","367,386,395.05","358,665,842.14","343,568,766.76","335,262,115.85"
递延所得税负债,,,,,,,,,,,,,"4,499,846.44","4,369,063.41","4,234,675.97","4,107,497.35","3,971,018.31","3,842,778.60","3,711,843.96"
在建工程,"21,358,344.39","40,025,717.55","90,656,887.88","53,725,099.41","66,454,163.85","76,266,803.04","83,217,947.07","87,842,658.13","92,311,054.12","92,142,284.29","99,712,280.67","110,980,343.72","127,426,652.65","146,674,470.04","154,275,317.50","7,587,597.99","9,762,871.04","28,006,065.64","31,043,534.54"
其他非流动负债,"31,440,000.00","34,464,000.00","34,464,000.00","34,807,500.00","34,729,250.00",,,,,,,,,,,,,,
工程物资,"710,228.30","3,491,241.16","3,544,143.63","1,714,608.58","738,982.95","691,369.23","298,002.89","58,274.25","25,796.47","758,022.42","722,448.40","97,731.82","116,656.25","61,893.34","76,423.26","29,038.64","29,038.64","30,559.59","30,559.59"
非流动负债合计,"31,440,000.00","34,464,000.00","64,464,000.00","134,807,500.00","134,729,250.00","135,651,000.00","135,572,750.00","114,994,500.00","86,455,891.23","33,838,000.00","33,759,750.00","33,603,250.00","38,603,096.44","38,294,063.41","38,031,425.97","38,380,997.35","37,727,147.68","37,026,537.26","36,378,231.99"
固定资产清理,,"97,273.39",,,,,,,"16,010.17",,,,,,,,,,"-9,350.31"
负债合计,"467,443,564.28","447,072,417.33","615,746,243.11","708,575,338.80","769,055,315.37","781,769,644.59","795,678,122.98","763,334,287.46","765,827,155.98","700,697,342.70","695,427,620.34","709,841,219.96","822,713,434.70","750,654,574.32","813,978,065.96","858,674,108.38","859,876,687.11","879,316,737.38","849,480,672.90"
生产性生物资产,,,,,,,,,,,,,,,,,,,
实收资本(或股本),"51,000,000.00","51,000,000.00","51,000,000.00","51,000,000.00","51,000,000.00","68,000,000.00","68,000,000.00","68,000,000.00","68,000,000.00","68,000,000.00","68,000,000.00","68,000,000.00","78,153,587.00","78,153,587.00","78,153,587.00","117,230,380.00","117,230,380.00","117,230,380.00","117,230,380.00"
油气资产,,,,,,,,,,,,,,,,,,,
资本公积,"42,655,068.71","42,655,068.71","42,655,068.71","42,655,068.71","42,655,068.71","275,245,268.71","275,245,268.71","275,245,268.71","275,245,268.71","275,245,268.71","275,245,268.71","275,245,268.71","591,825,704.10","591,825,704.10","591,825,704.10","552,748,911.10","552,748,911.10","552,748,911.10","552,748,911.10"
无形资产,"56,148,143.08","55,396,862.14","54,685,588.43","54,046,631.11","53,738,441.59","54,544,063.15","54,207,794.35","53,871,525.55","55,746,263.17","55,336,294.17","54,944,750.22","54,553,206.27","95,885,500.43","94,474,704.50","93,122,859.37","91,770,206.68","90,418,765.33","89,066,516.42","91,683,267.08"
盈余公积,"12,349,815.47","18,777,474.87","23,959,372.71","23,959,372.71","23,959,372.71","27,207,005.71","27,207,005.71","27,207,005.71","27,207,005.71","27,207,005.71","27,207,005.71","27,207,005.71","27,207,005.71","27,316,976.19","27,316,976.19","27,316,976.19","27,316,976.19","31,576,170.65","31,576,170.65"
开发支出,,,,,,,,,,,,,,,,,,"6,359,451.46","3,088,283.41"
减:库存股,,,,,,,,,,,,,,,,,,,
商誉,,,,,,,,,,,,"59,313.58","122,498,114.06","124,126,231.57","124,126,231.57","124,126,231.57","124,580,013.01","117,314,663.25","117,314,663.25"
未分配利润,"109,476,595.99","167,925,710.12","215,439,586.62","247,299,226.67","254,782,380.57","250,391,852.09","247,274,581.78","238,839,083.36","231,271,088.78","208,099,964.16","209,484,467.96","212,361,981.59","213,438,358.19","223,722,509.91","225,844,899.34","238,026,243.52","241,519,401.99","242,276,635.09","244,465,393.68"
长期待摊费用,,,,,,,,,,,,,,,,,"156,423.86",,"626,029.03"
少数股东权益,,"298,116.84","276,657.02","519,927.17","515,861.33","511,641.56","508,819.13","508,168.13","506,372.15","503,715.66","499,879.89","835,996.64","835,441.73","798,523.89","797,526.95","927,344.62","2,852,881.36","591,881.35","402,145.84"
递延所得税资产,"1,464,316.29","2,626,160.47","4,429,317.95","4,311,400.10","4,491,504.43","5,963,431.26","5,401,887.89","5,606,327.61","6,851,772.42","10,272,731.20","9,727,528.51","10,150,358.76","11,883,602.19","11,661,779.31","11,840,707.15","11,990,752.58","13,397,256.55","14,074,132.22","13,877,692.16"
外币报表折算价差,,,,,,,,,,,,,,,,,,,
其他非流动资产,,,,"13,206,681.56","11,331,137.09","10,007,426.60","11,196,477.34","18,319,461.02","17,672,891.33","11,566,943.81","22,535,306.41","20,235,622.87","13,627,604.67","14,391,566.95","13,236,804.34","7,314,213.95","11,256,024.15","6,739,220.11","5,636,700.18"
非正常经营项目收益调整,,,,,,,,,,,,,,,,,,,
非流动资产合计,"187,813,089.17","222,137,841.84","269,824,678.58","334,961,195.11","341,992,464.14","348,237,045.92","349,913,028.29","356,122,110.72","364,029,572.20","372,876,493.71","384,550,774.31","387,745,251.36","590,661,517.21","605,955,255.96","608,261,894.23","610,204,436.46","612,446,150.59","609,505,375.29","603,468,741.38"
所有者权益(或股东权益)合计,"216,064,788.14","281,810,635.43","335,519,532.01","368,245,325.19","376,044,816.25","624,723,123.59","621,769,623.20","613,596,163.00","606,215,955.29","583,126,317.10","584,563,946.27","587,942,221.62","916,611,854.44","927,214,191.74","929,422,008.58","941,653,734.95","947,372,643.19","949,571,184.94","951,583,540.67"
资产总计,"683,508,352.42","728,883,052.76","951,265,775.12","1,076,820,663.99","1,145,100,131.62","1,406,492,768.18","1,417,447,746.18","1,376,930,450.46","1,372,043,111.27","1,283,823,659.80","1,279,991,566.61","1,297,783,441.58","1,739,325,289.14","1,677,868,766.06","1,743,400,074.54","1,800,327,843.33","1,807,249,330.30","1,828,887,922.32","1,801,064,213.57"
负债和所有者(或股东权益)合计,"683,508,352.42","728,883,052.76","951,265,775.12","1,076,820,663.99","1,145,100,131.62","1,406,492,768.18","1,417,447,746.18","1,376,930,450.46","1,372,043,111.27","1,283,823,659.80","1,279,991,566.61","1,297,783,441.58","1,739,325,289.14","1,677,868,766.06","1,743,400,074.54","1,800,327,843.33","1,807,249,330.30","1,828,887,922.32","1,801,064,213.57"
