科目,2008年度,2009年度,2010年度,2011年1-6月,2011年1-9月,2011年度,2012年1-3月,2012年1-6月,2012年1-9月,2012年度,2013年1-3月,2013年1-6月,2013年1-9月,2013年度,2014年1-3月,2014年1-6月,2014年1-9月,2014年度,2015年1-3月,2015年1-6月,2015年1-9月,2015年度,2016年1-3月,2016年1-6月,2016年1-9月,2016年度,2017年1-3月,2017年1-6月,2017年1-9月,2017年度
分配股利、利润或偿还利息支付的现金,"44,908,615.00","37,202,762.93","153,132,083.07","16,883,208.71","19,602,613.16","34,852,613.16",,"57,824,198.20","103,000,000.00","148,362,500.00","650,000.00","144,000,000.00","144,809,804.55","145,647,866.03","3,262,500.00","3,635,854.21","155,177,876.21","155,316,457.32","3,506,628.13","159,211,202.50","159,300,297.42","219,391,107.41","99,347.35","4,349,096.79","8,584,092.01","12,377,168.72","3,252,758.52","136,332,988.12","143,223,431.35","149,510,559.03"
收回投资收到的现金,,"500,000.00","34,000,000.00",,,,,,,,,,,,,,,,,,,,,,"6,120,000.00","6,120,000.00",,,,
支付其他与筹资活动有关的现金,,,,,,,,,,,,,"82,000,000.00","50,000,000.00",,,,,,,,"28,100,000.00",,"527,036,845.04","527,036,845.04",,,"143,381,740.00","141,691,915.00","127,560,570.00"
取得投资收益收到的现金,,,,,,,,,,,,,,,,"4,500,000.00","4,500,000.00","4,500,000.00",,,,,,,,"5,490,000.00",,,,
筹资活动现金流出小计,"48,408,615.00","167,202,762.93","203,132,083.07","99,883,208.71","439,602,613.16","454,852,613.16",,"57,824,198.20","103,000,000.00","148,362,500.00","650,000.00","144,000,000.00","226,809,804.55","277,647,866.03","3,262,500.00","3,635,854.21","199,441,370.21","199,579,951.32","3,506,628.13","159,211,202.50","159,300,297.42","247,491,107.41","99,347.35","531,385,941.83","1,002,520,937.05","343,970,904.72","15,252,758.52","291,714,728.12","534,812,174.01","744,051,129.03"
处置固定资产、无形资产和其他长期资产收回的现金净额,"25,009.93","65,498.99","5,630,352.19","2,825,226.50","1,649,892.22","11,054,869.11","19,237.33","247,325.79","662,199.64","608,191.98","26,764.21","25,152.26","546,253.69","1,557,982.92","58,417.62","156,181.62","2,446,935.85","7,220,449.16",,"197,337.14","266,745.73","3,786,582.96","103,628.76","5,137,523.70","16,017,530.41","63,115,011.71","90,905.88","371,290.27","452,108.48","6,119,720.42"
筹资活动产生的现金流量净额,"35,091,385.00","-19,202,762.93","-23,132,083.07","52,116,791.29","1,945,155,886.84","1,931,905,886.84",,"-57,824,198.20","-103,000,000.00","-148,362,500.00","12,263,934.00","-99,142,638.00","-182,175,324.25","-233,384,372.03","-3,262,500.00","-3,635,854.21","-199,441,370.21","-149,579,951.32","22,659,143.87","-127,218,334.65","-126,562,984.91","-214,139,573.54","-99,347.35","-328,604,900.19","138,859,815.17","40,335,095.28","-15,252,758.52","48,655,713.24","233,120,790.21","394,601,966.41"
处置子公司及其他营业单位收到的现金净额,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
四、汇率变动对现金的影响,-494.67,"379,606.56","-537,101.85","-559,499.61","-1,452,774.59","-1,591,807.37","10,670.56","2,402,340.00","-85,884.43","-14,509.97","-480,125.13","-4,741,386.42","-4,855,767.65","-3,349,702.37","-1,460,778.62","-782,008.59","-1,602,764.92","-716,953.88","-6,515,610.84","-5,640,732.36","-9,088,491.75","380,114.01","465,078.39","2,018,062.07","2,275,140.05","52,844,776.83","-7,225,280.26","-29,192,748.14","-53,442,589.55","-69,052,956.83"
收到其他与投资活动有关的现金,"1,190,140.19","232,456.99","561,658.30","305,377.60","1,120,827.52","19,659,682.00","1,674,513.01","6,606,850.86","39,020,828.27",,"1,925,990.40","7,578,752.62","45,310,313.87","5,000,000.00","4,974,343.21","6,883,564.86","52,825,083.62","3,824,000.00","4,629,710.24","15,188,213.24","48,288,748.91","137,321,917.81","54,482,639.30","61,557,123.62","27,604,337.21","55,156,383.57",,"8,221,492.88","9,598,562.77","4,500,000.00"
四(2)、其他原因对现金的影响,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
投资活动现金流入小计,"1,215,150.12","797,955.98","40,192,010.49","3,130,604.10","2,770,719.74","30,714,551.11","1,693,750.34","6,854,176.65","39,683,027.91","608,191.98","1,952,754.61","7,603,904.88","45,856,567.56","6,557,982.92","5,032,760.83","11,539,746.48","59,772,019.47","15,544,449.16","4,629,710.24","15,385,550.38","48,555,494.64","141,108,500.77","54,586,268.06","66,694,647.32","49,741,867.62","129,881,395.28","90,905.88","8,592,783.15","10,050,671.25","10,619,720.42"
五、现金及现金等价物净增加额,"-13,739,102.96","82,921,393.12","-16,833,051.86","82,585,349.28","1,929,473,704.59","1,807,641,460.77","8,556,866.94","-76,161,548.32","-112,556,493.34","-158,558,352.61","-21,332,604.61","-105,449,317.33","-111,587,955.01","-117,343,813.24","66,615,615.99","97,863,744.10","65,331,494.89","-32,657,339.96","-35,960,152.98","-219,868,143.84","-182,620,233.01","-371,827,531.63","52,343,816.40","-438,665,358.47","-327,243,904.32","-249,997,742.42","-157,698,038.27","-313,099,153.87","-324,802,016.01","-458,601,167.12"
购建固定资产、无形资产和其他长期资产支付的现金,"95,343,000.75","99,114,411.32","231,271,438.54","152,232,770.76","174,526,902.06","248,607,703.43","75,186,530.62","105,953,273.89","144,386,674.55","202,111,619.31","15,990,113.22","86,386,187.27","211,878,978.16","264,004,117.54","28,958,930.23","69,208,273.79","39,419,152.34","153,000,034.90","5,624,901.31","42,700,687.63","69,284,990.59","127,905,411.29","15,060,103.06","48,386,737.82","60,478,989.47","183,215,481.65","158,763,911.31","396,300,158.70","517,104,816.26","934,072,928.44"
期初现金及现金等价物余额,"42,255,801.23","28,516,698.27","111,438,091.39","94,605,039.53","94,875,039.53","94,605,039.53","1,902,246,500.30","1,902,246,500.30","1,902,246,500.30","1,902,246,500.30","1,743,726,367.69","1,743,688,147.69","1,743,688,147.69","1,743,688,147.69","1,626,344,334.45","1,626,344,334.45","1,626,344,334.45","1,626,344,334.45","1,593,686,994.49","1,593,686,994.49","1,593,686,994.49","1,593,686,994.49","1,221,859,462.86","1,221,859,462.86","1,221,859,462.86","1,221,859,462.86","971,861,720.44","971,861,720.44","971,861,720.44","971,861,720.44"
投资支付的现金,,,"25,000,000.00","15,000,000.00","15,000,000.00","15,000,000.00",,,"23,360,226.81","3,929,434.74",,,,,,,"13,750,000.00","28,377,986.63","9,000,000.00","9,000,000.00","15,700,000.00","15,700,000.00",,"169,202,311.92",,,13.78,13.78,13.78,"25,117,300.00"
期末现金及现金等价物余额,"28,516,698.27","111,438,091.39","94,605,039.53","177,190,388.81","2,024,348,744.12","1,902,246,500.30","1,910,803,367.24","1,826,084,951.98","1,789,690,006.96","1,743,688,147.69","1,722,393,763.08","1,638,238,830.36","1,632,100,192.68","1,626,344,334.45","1,692,959,950.44","1,724,208,078.55","1,691,675,829.34","1,593,686,994.49","1,557,726,841.51","1,373,818,850.65","1,411,066,761.48","1,221,859,462.86","1,274,203,279.26","783,194,104.39","894,615,558.54","971,861,720.44","814,163,682.17","658,762,566.57","647,059,704.43","513,260,553.32"
