科目,2009年度,2010年度,2011年度,2012年1-6月,2012年1-9月,2012年度,2013年1-3月,2013年1-6月,2013年1-9月,2013年度,2014年1-3月,2014年1-6月,2014年1-9月,2014年度,2015年1-3月,2015年1-6月,2015年1-9月,2015年度,2016年1-3月,2016年1-6月,2016年1-9月,2016年度,2017年1-3月,2017年1-6月,2017年1-9月,2017年度,2018年1-3月,2018年1-6月
支付给职工以及为职工支付的现金,"12,913,597.71","18,559,501.47","31,659,429.79","22,153,555.31","39,783,495.11","32,249,523.71","11,384,978.36","19,062,066.59","26,802,116.47","35,240,693.28","14,295,023.62","25,288,963.41","30,531,604.41","44,248,091.85","15,056,389.85","47,018,804.49","64,312,479.84","74,833,429.33","22,123,649.45","46,004,172.08","57,579,678.59","83,982,247.99","26,300,699.80","58,340,174.50","73,233,708.67","110,197,811.05","29,271,350.11","63,599,383.71"
取得借款收到的现金,"165,000,000.00","180,000,000.00","140,000,000.00","165,000,000.00","165,000,000.00","165,000,000.00",,,,,,,,,,"24,100,000.00","17,300,000.00","81,200,000.00","55,160,000.00","59,000,000.00","62,160,000.00","84,000,000.00","50,000,000.00","50,000,000.00","62,000,000.00",,"7,500,000.00","37,400,000.00"
支付的各项税费,"50,325,219.30","61,205,847.74","82,988,635.67","56,241,663.25","76,017,628.30","101,166,529.29","28,526,951.04","50,784,423.21","73,293,355.58","104,342,121.58","28,613,512.04","48,620,759.15","71,660,070.36","100,415,073.31","22,376,348.68","46,635,400.47","67,557,866.61","131,096,109.34","23,311,290.50","49,975,103.53","84,109,139.16","126,121,809.67","37,309,691.33","77,035,148.74","126,857,188.49","170,150,384.11","41,738,830.43","93,555,087.50"
收到其他与筹资活动有关的现金,"600,822.25",,,,"6,680,324.33",,,,,,,,,,,,,,,,,,,,,"7,417,000.00",,
支付其他与经营活动有关的现金,"46,504,272.10","94,865,274.78","74,014,275.18","36,262,168.34","92,737,096.41","84,737,696.88","37,863,808.85","66,959,322.10","103,288,629.24","74,159,702.66","55,700,300.28","102,593,733.13","176,254,532.28","115,656,826.27","54,240,674.07","155,006,094.53","208,100,530.14","226,662,821.55","74,365,778.43","95,716,734.39","211,449,690.28","175,418,353.06","78,065,131.25","140,765,354.00","251,958,369.00","207,167,799.48","115,394,365.79","238,104,023.39"
筹资活动现金流入小计,"201,600,822.25","225,018,000.00","140,000,000.00","165,000,000.00","1,017,460,000.00","1,017,460,000.00",,,,,"20,717,009.00","30,906,909.00","30,906,909.00","30,906,909.00",,"24,100,000.00","17,300,000.00","62,655,854.60","55,160,000.00","59,000,000.00","62,160,000.00","84,000,000.00","50,000,000.00","50,000,000.00","62,000,000.00","7,417,000.00","7,500,000.00","147,833,180.00"
经营活动现金流出小计,"564,269,950.74","868,938,892.30","988,167,768.63","465,638,559.74","749,565,882.98","981,407,078.88","215,473,074.98","475,441,794.76","745,397,572.84","1,017,897,555.42","203,746,203.21","457,329,246.37","806,608,153.85","1,073,780,944.36","249,755,220.11","553,531,402.06","1,001,492,202.49","1,344,860,915.86","249,019,930.82","514,765,634.53","942,314,723.40","1,275,645,909.97","282,677,167.06","672,087,507.20","1,128,314,636.32","1,702,472,924.77","339,556,046.51","831,671,431.65"
偿还债务支付的现金,"185,000,000.00","120,000,000.00","130,000,000.00","215,000,000.00","275,000,000.00","275,000,000.00",,,,,,,,,,"1,000,000.00","11,000,000.00","61,900,000.00","32,000,000.00","40,500,000.00","50,500,000.00","79,000,000.00","50,000,000.00","72,200,000.00","62,200,000.00","700,000.00","7,500,000.00","27,500,000.00"
经营活动产生的现金流量净额,"60,651,684.26","-44,210,313.78","66,590,259.32","80,737,872.22","92,876,558.28","74,493,226.46","95,417,809.96","67,177,169.99","128,611,271.16","53,974,870.22","117,621,424.81","145,261,456.90","152,971,366.42","122,301,245.75","97,304,226.11","142,074,918.51","107,127,179.35","109,450,097.19","97,540,177.99","119,228,347.05","181,531,899.98","167,668,797.82","102,242,384.34","191,850,897.86","236,027,245.99","132,925,138.00","287,245,665.93","347,292,156.95"
分配股利、利润或偿还利息支付的现金,"18,202,626.87","897,213.70","4,372,473.87","2,528,086.75","2,768,762.22","3,480,784.46",,"27,523,197.45","27,872,217.45","27,872,217.45",,"32,660,860.97","32,660,860.97","33,075,031.37",,"28,093,535.11","28,093,535.11","29,615,203.12","1,197,264.87","17,120,632.05","34,542,897.35","35,416,057.85","1,075,910.65","7,341,032.37","8,066,337.25","9,650,283.95","1,165,740.10","37,314,047.58"
收回投资收到的现金,,,,,,,,,"50,000,000.00","100,000,000.00","180,000,000.00","280,000,000.00","310,000,000.00","80,000,000.00",,"300,000.00","300,000.00",,,,"120,000,000.00","200,000,000.00","140,000,000.00","140,000,000.00","150,000,000.00","170,000,000.00",,"80,000,000.00"
支付其他与筹资活动有关的现金,,,,,"1,243,876.52","5,680,324.33",,,,,,,,,,,,,,,,,,,,"10,609,407.31",,
取得投资收益收到的现金,,,,,,,,,"473,698.63","977,808.22","1,544,082.17","2,597,917.79","2,904,276.42","2,966,457.57",,,,,,,"807,780.82","1,654,630.14","1,701,232.86","2,557,451.50","2,965,276.96","5,981,694.26",,"799,876.74"
筹资活动现金流出小计,"203,202,626.87","120,897,213.70","134,372,473.87","217,528,086.75","279,012,638.74","284,161,108.79",,"27,523,197.45","27,872,217.45","27,872,217.45",,"32,660,860.97","32,660,860.97","33,075,031.37",,"29,093,535.11","39,093,535.11","91,515,203.12","33,197,264.87","57,620,632.05","85,042,897.35","114,416,057.85","51,075,910.65","79,541,032.37","70,266,337.25","20,959,691.26","8,665,740.10","64,814,047.58"
处置固定资产、无形资产和其他长期资产收回的现金净额,"44,111.49","975,633.16","3,381,532.34","37,680.65","26,825.00","408,891.67","22,000.00","113,000.00","118,050.00","540,899.24","1,050.00","1,750.00","35,968.16","153,667.37","18,900.00","79,513.23","101,513.23","1,489,061.99","12,845.00","795,804.27","158,689.64","264,698.72",,"27,000.00","39,000.00","5,092,789.45",,"87,150.00"
筹资活动产生的现金流量净额,"-1,601,804.62","104,120,786.30","5,627,526.13","-52,528,086.75","738,447,361.26","733,298,891.21",,"-27,523,197.45","-27,872,217.45","-27,872,217.45","20,717,009.00","-1,753,951.97","-1,753,951.97","-2,168,122.37",,"-4,993,535.11","-21,793,535.11","-28,859,348.52","21,962,735.13","1,379,367.95","-22,882,897.35","-30,416,057.85","-1,075,910.65","-29,541,032.37","-8,266,337.25","-13,542,691.26","-1,165,740.10","83,019,132.42"
处置子公司及其他营业单位收到的现金净额,,,,,,,,,,,,,,,,,,,,,,,,,,,,
四、汇率变动对现金的影响,,,,,,,,,,,,,,,,,,,,,,,,,,,,
收到其他与投资活动有关的现金,,,,"405,000.00",,"2,405,000.00",,,,,,,,,,,,,,"3,760,000.00",,"5,960,000.00",,,,,,
四(2)、其他原因对现金的影响,,,,,,,,,,,,,,,,,,,,,,,,,,,,
投资活动现金流入小计,"44,111.49","975,633.16","3,381,532.34","442,680.65","26,825.00","2,813,891.67","22,000.00","113,000.00","50,591,748.63","101,518,707.46","181,545,132.17","282,599,667.79","312,940,244.58","83,120,124.94","18,900.00","379,513.23","401,513.23","1,489,061.99","12,845.00","4,555,804.27","120,966,470.46","207,879,328.86","141,701,232.86","142,584,451.50","153,004,276.96","181,074,483.71",,"80,887,026.74"
五、现金及现金等价物净增加额,"23,961,935.66","-40,645,477.95","19,527,268.56","-8,890,514.08","772,635,315.44","725,485,362.39","89,873,646.90","-47,185,195.36","-21,291,565.98","-150,440,474.78","89,594,211.70","168,717,016.43","179,652,163.00","115,144,420.38","65,909,997.89","73,073,081.72","-11,855,388.44","-55,716,351.08","74,443,508.41","-114,360,768.12","-115,327,566.82","-143,544,638.93","216,045,517.63","142,672,332.85","143,290,426.07","244,325,665.66","177,633,779.62","320,634,319.00"
购建固定资产、无形资产和其他长期资产支付的现金,"34,723,784.85","57,917,391.53","56,072,049.23","37,542,980.20","58,715,429.10","85,120,646.95","5,566,163.06","36,952,167.90","72,622,368.32","98,061,835.01","10,289,354.28","17,390,156.29","44,505,496.03","88,108,827.94","24,057,128.22","49,647,814.91","82,850,545.91","132,996,890.19","45,072,249.71","59,444,287.39","74,943,039.91","103,546,707.76","4,712,188.92","10,111,984.14","25,364,759.63","56,131,264.79","8,446,146.21","20,563,997.11"
期初现金及现金等价物余额,"45,432,841.71","69,394,777.37","28,749,299.42","48,276,567.98","48,276,567.98","48,276,567.98","773,761,930.37","773,761,930.37","773,761,930.37","773,761,930.37","623,321,455.59","623,321,455.59","623,321,455.59","623,321,455.59","738,465,875.97","738,465,875.97","738,465,875.97","738,465,875.97","682,749,524.89","682,749,524.89","682,749,524.89","682,749,524.89","539,204,885.96","539,204,885.96","539,204,885.96","539,204,885.96","783,530,551.62","783,530,551.62"
投资支付的现金,,,,,,,,"50,000,000.00","100,000,000.00","180,000,000.00","220,000,000.00","240,000,000.00","240,000,000.00",,"7,356,000.00","14,740,000.00","14,740,000.00",,,"180,000,000.00","320,000,000.00","384,740,000.00","22,110,000.00","152,110,000.00","212,110,000.00",,"100,000,000.00","170,000,000.00"
期末现金及现金等价物余额,"69,394,777.37","28,749,299.42","48,276,567.98","39,386,053.90","820,911,883.42","773,761,930.37","863,635,577.27","726,576,735.01","752,470,364.39","623,321,455.59","712,915,667.29","792,038,472.02","802,973,618.59","738,465,875.97","804,375,873.86","811,538,957.69","726,610,487.53","682,749,524.89","757,193,033.30","568,388,756.77","567,421,958.07","539,204,885.96","755,250,403.59","681,877,218.81","682,495,312.03","783,530,551.62","961,164,331.24","1,104,164,870.62"
