科目,2007年度,2008年度,2009年1-6月,2009年度,2010年1-3月,2010年1-6月,2010年1-9月,2010年度,2011年1-3月,2011年1-6月,2011年1-9月,2011年度,2012年1-3月,2012年1-6月,2012年1-9月,2012年度,2013年1-3月,2013年1-6月,2013年1-9月,2013年度,2014年1-3月,2014年1-6月,2014年1-9月,2014年度,2015年1-3月,2015年1-6月,2015年1-9月,2015年度,2016年1-3月,2016年1-6月,2016年1-9月,2016年度,2017年1-3月,2017年1-6月,2017年1-9月,2017年度,2018年1-3月
支付给职工以及为职工支付的现金,"786,132,142.30","983,007,138.95","406,210,579.39","1,058,953,034.90","233,359,627.16","448,174,183.61","692,167,534.96","1,125,371,705.12","296,144,161.41","559,857,752.60","856,060,324.03","1,269,744,584.28","340,869,557.87","604,986,919.25","920,129,986.17","1,347,761,520.54","389,080,289.99","688,274,802.19","1,032,338,126.26","1,488,788,572.07","398,438,517.04","736,576,402.86","1,163,351,073.94","1,651,502,776.42","422,170,968.46","790,189,734.83","1,225,539,444.03","1,809,859,911.39","455,738,372.73","870,127,363.60","1,302,995,272.76","1,873,428,331.27","492,525,603.56","887,604,658.94","1,337,224,591.56","2,037,992,426.03","464,611,124.48"
取得借款收到的现金,"2,566,506,042.94","3,122,742,146.22","174,770,000.00","3,297,163,137.76","73,150,977.35","70,000,000.00","120,511,371.19","177,177,400.02","5,585,134.72","137,091,655.21","824,141,655.21","837,171,655.21",,"94,873,500.00","94,873,500.00","114,873,500.00",,"33,000,000.00","33,000,000.00","52,000,000.00","20,000,000.00","253,440,000.00","253,440,000.00","341,680,000.00","10,000,000.00","223,440,000.00","253,440,000.00","346,680,000.00",,"303,440,000.00","313,440,000.00","428,261,633.34",,"335,911,747.83","346,954,021.83","503,837,160.69","22,889,258.26"
支付的各项税费,"651,880,475.29","968,621,359.86","599,254,363.85","1,052,109,489.03","324,337,987.03","614,482,087.58","815,533,325.04","1,049,804,682.20","279,021,397.76","466,340,967.25","580,204,531.84","809,885,146.58","189,497,895.72","275,552,913.03","374,728,094.81","654,313,850.72","173,836,940.41","369,444,957.98","577,464,936.23","839,987,354.40","229,403,843.00","469,793,388.47","745,951,722.82","1,017,530,780.93","293,415,727.07","489,900,062.12","682,057,480.71","1,021,296,339.37","309,751,897.74","551,743,155.35","755,678,893.13","1,070,452,780.78","345,816,330.93","686,267,298.00","914,786,453.02","1,138,572,922.57","249,284,810.69"
收到其他与筹资活动有关的现金,,"23,475,669.82","1,195,043,000.00",,"27,119,618.81","29,173,361.90","35,864,840.32","35,310,817.37",,"18,851,193.73","28,749,237.56","111,526,860.90","10,151,069.05","19,138,972.25","24,030,166.06","193,030,816.14","2,631,131.33","23,351,419.56","67,185,280.74","102,492,366.41","3,003,336.38","35,683,995.67","34,728,518.67","109,647,675.79","946,272.52","17,130,121.02","19,845,520.70","100,474,999.63","36,950,829.13","2,091,589.43","49,525,023.40","83,737,156.97","21,814.76","9,000,049.51","9,382,671.19","17,030,081.64",
支付其他与经营活动有关的现金,"237,686,522.40","1,034,211,631.40","1,020,892,455.10","969,900,941.16","401,630,472.82","967,222,850.41","1,129,429,355.83","1,544,321,233.79","550,816,171.68","1,144,196,571.06","1,283,160,785.62","1,945,870,876.55","203,367,975.31","288,660,832.17","337,076,843.69","691,540,619.08","253,447,784.23","535,452,707.04","837,410,336.67","2,134,506,930.84","346,954,508.37","383,283,384.21","735,218,093.19","1,338,626,280.05","228,879,614.79","427,299,604.31","850,238,147.17","1,258,833,470.76","311,464,130.06","540,245,306.33","978,324,160.68","1,411,460,946.11","315,817,121.60","568,724,362.72","1,322,298,274.57","1,255,424,901.52","366,285,030.53"
筹资活动现金流入小计,"2,576,306,042.94","3,698,410,482.04","1,369,813,000.00","4,090,188,602.01","10,225,038,696.16","10,223,941,461.90","10,281,144,311.51","10,340,456,317.39","5,585,134.72","155,942,848.94","852,890,892.77","948,698,516.11","10,151,069.05","114,012,472.25","118,903,666.06","307,904,316.14","2,631,131.33","185,501,419.56","3,548,167,629.54","3,602,474,715.21","23,003,336.38","342,423,995.67","341,468,518.67","504,627,675.79","10,946,272.52","316,420,121.02","349,135,520.70","523,004,999.63","36,950,829.13","305,531,589.43","381,853,923.40","530,887,680.31","21,814.76","344,911,797.34","356,336,693.02","542,352,786.16","22,889,258.26"
经营活动现金流出小计,"11,532,164,333.51","12,256,105,624.06","6,007,758,629.16","12,077,952,251.77","3,384,670,783.49","7,007,019,588.73","10,249,403,570.47","14,652,720,348.67","3,514,951,665.63","7,150,579,682.34","10,321,306,343.71","14,564,307,240.50","2,734,162,295.17","5,643,990,872.89","8,528,667,671.52","12,265,926,688.09","3,190,757,649.19","6,675,733,950.58","9,983,775,376.50","15,215,615,099.33","3,794,959,270.58","7,073,084,163.14","10,375,659,409.07","14,575,010,691.87","3,438,229,519.34","7,010,949,520.14","9,352,892,980.35","13,388,597,170.95","3,558,092,584.38","7,141,784,326.85","10,781,679,933.83","14,669,132,828.99","4,074,171,706.05","8,236,866,445.47","11,923,166,345.01","15,355,653,299.03","3,367,664,714.24"
偿还债务支付的现金,"1,799,007,390.98","3,043,720,708.00","162,495,000.00","1,763,871,550.17","3,394,220,000.00","4,390,170,000.00","4,650,170,000.00","4,719,710,000.00","10,000,000.00","319,233,004.00","349,014,681.48","440,567,121.77","20,000,000.00","41,907,516.99","861,907,516.99","910,907,516.99","436,364.00","288,116,864.00","358,616,864.00","385,116,864.00","20,486,283.28","42,936,364.00","767,000,000.00","806,936,364.00","436,364.00","227,376,364.00","252,376,364.00","373,116,634.02","436,364.00","221,376,364.00","231,376,364.00","302,116,364.00","10,436,364.00","347,296,319.17","354,796,319.18","468,691,845.78","10,436,364.00"
经营活动产生的现金流量净额,"474,591,474.23","1,293,573,734.01","-776,714,088.00","1,035,682,229.28","-839,415,222.43","-746,384,592.19","-1,325,545,645.14","-379,662,271.86","-565,121,184.70","-1,273,914,668.73","-643,119,937.92","-96,917,476.68","-726,189,205.84","79,333,688.96","-269,758,620.08","1,139,532,514.13","-664,790,396.23","-324,707,928.40","-498,001,839.88","290,152,475.70","-1,191,060,437.61","-325,800,935.58","-359,628,436.14","2,772,441.11","532,334,358.60","903,146,010.19","1,252,342,730.63","3,158,833,228.01","-1,761,998,313.83","-134,543,396.85","-979,609,104.77","674,440,094.06","-758,024,151.37","-177,974,007.95","-693,693,509.67","-336,032,431.72","-1,744,775,113.59"
分配股利、利润或偿还利息支付的现金,"233,232,172.76","300,517,386.18","823,146,723.91","1,953,030,260.46","209,457,106.14","219,707,939.45","258,398,136.56","261,808,712.80","2,392,768.22","272,110,050.33","314,201,925.05","324,761,205.66","4,486,187.99","18,235,163.46","99,296,146.94","105,648,353.87","4,259,582.03","15,805,900.57","65,488,994.76","78,194,905.53","197,617.11","411,791,517.88","452,013,554.71","477,766,251.25","4,848,933.28","516,796,922.48","528,196,898.21","537,484,505.16","3,763,372.65","732,748,246.69","736,861,196.52","741,755,960.14","3,816,391.32","526,028,122.04","534,936,185.79","539,264,338.63","4,314,594.72"
收回投资收到的现金,"72,908,099.78","34,000,400.99","50,091,474.80","91,402,357.39","104,224,283.39","116,232,407.73","126,581,856.73","329,751,600.78","133,265,759.75","663,265,759.75","1,326,686,316.70","1,452,460,360.06","5,000,000.00","420,000,000.00","620,200,100.00","1,106,637,374.99","433,938,931.01","2,041,393,177.59","2,491,464,577.59","3,033,891,039.59","780,000,000.00","1,880,000,000.00","3,550,493,400.15","5,540,160,000.00","385,000,000.00","2,365,133,674.00","4,449,911,179.44","7,365,101,379.44","3,547,503,690.00","8,276,658,720.00","11,467,627,205.21","15,266,828,650.82","2,460,157,980.80","3,674,671,950.79","4,715,023,440.97","5,263,511,245.78","627,605,332.70"
支付其他与筹资活动有关的现金,,"4,227,938.41","3,029,393.41","5,693,770.57","13,000,793.37","14,075,960.13","15,450,019.36","16,176,939.42","24,000.00","1,973,132.93","2,070,264.63","2,505,600.00",,,"2,132.50","2,132.50",,360.45,"538,415.12","5,831,919.11","120,000.00",,"37,312.50","687,372.50","134,400.00",,,"332,016.00",,"696,488.47","696,488.47","772,376.47",,60.00,60.00,"754,188.00",
取得投资收益收到的现金,"48,161,193.07","30,309,721.89","27,775,978.00","46,318,143.76",,"1,009,411.66","43,596,294.32","49,100,345.15","64,286.10","19,219,749.38","23,691,573.13","28,736,862.74","1,323,566.72","15,464,237.81","22,372,048.30","37,868,497.98","5,205,399.12","15,625,033.23","21,427,860.69","51,976,687.32","20,932,063.35","30,673,391.46","80,271,016.05","127,012,093.41","11,063,317.40","86,090,727.60","125,264,516.38","171,626,309.92","35,210,897.40","67,901,316.91","83,365,699.26","166,190,879.34","12,902,506.87","42,906,580.55","79,529,540.79","134,432,260.59","33,890,255.68"
筹资活动现金流出小计,"2,032,239,563.74","3,348,466,032.59","988,671,117.32","3,722,595,581.20","3,616,677,899.51","4,623,953,899.58","4,924,018,155.92","4,997,695,652.22","12,416,768.22","593,316,187.26","665,286,871.16","767,833,927.43","24,486,187.99","60,142,680.45","961,205,796.43","1,016,558,003.36","4,695,946.03","303,923,125.02","424,644,273.88","469,143,688.64","20,803,900.39","454,727,881.88","1,219,050,867.21","1,285,389,987.75","5,419,697.28","744,173,286.48","780,573,262.21","910,933,155.18","4,199,736.65","954,821,099.16","968,934,048.99","1,044,644,700.61","14,252,755.32","873,324,501.21","889,732,564.97","1,008,710,372.41","14,750,958.72"
处置固定资产、无形资产和其他长期资产收回的现金净额,"46,832,183.66","25,710,448.75","506,181.49","5,468,153.27","397,854.77","5,668,862.19","8,134,400.01","13,880,845.64","315,466.40","703,216.20","2,535,686.20","3,972,031.11","10,076,610.00","10,184,079.98","10,321,756.05","15,303,604.82","109,443.00","1,215,228.00","1,309,228.00","1,633,961.31","854,952.00","1,666,142.00","2,391,712.00","3,062,994.14","124,831.13","554,168.38","1,868,890.21","5,421,708.71","515,955.00","548,005.00","14,333,785.52","1,159,776.00","5,501,356.78","6,942,474.61","9,118,707.66","10,132,295.93","949,855.00"
筹资活动产生的现金流量净额,"544,066,479.20","349,944,449.45","381,141,882.68","367,593,020.81","6,608,360,796.65","5,599,987,562.32","5,357,126,155.59","5,342,760,665.17","-6,831,633.50","-437,373,338.32","187,604,021.61","180,864,588.68","-14,335,118.94","53,869,791.80","-842,302,130.37","-708,653,687.22","-2,064,814.70","-118,421,705.46","3,123,523,355.66","3,133,331,026.57","2,199,435.99","-112,303,886.21","-877,582,348.54","-780,762,311.96","5,526,575.24","-427,753,165.46","-431,437,741.51","-387,928,155.55","32,751,092.48","-649,289,509.73","-587,080,125.59","-513,757,020.30","-14,230,940.56","-528,412,703.87","-533,395,871.95","-466,357,586.25","8,138,299.54"
处置子公司及其他营业单位收到的现金净额,"79,920,949.64",,,,,,,,,,,,,,,"62,531,684.84",,,,,,,,,,,,,,,,,,,,,
四、汇率变动对现金的影响,"-1,371,262.08","143,181.88","-2,581,006.49","-16,810,780.88","-83,068.31","-62,409,913.12","-28,846,194.35","-46,390,511.46","27,928,490.36","9,802,716.17","1,075,283.43","-70,475.44","515,269.62","705,033.04","1,221,403.46","2,863,194.70","-2,603,475.53","-5,461,097.90","-3,871,023.14","-5,597,724.63","5,291,999.25","5,089,668.87","-15,196,937.90","3,383,977.88","-38,388,254.57","-23,349,801.93","-14,106,159.94","2,806,645.95","-236,628.30","5,403,087.18","-1,573,559.77","-1,290,314.20","-2,117,425.07","-12,027,516.25","-28,404,730.24","-26,598,563.65","-7,319,018.46"
收到其他与投资活动有关的现金,"8,272,881.60","54,860,947.35","5,194,541.02","11,459,548.44","-580,000.00","24,314,558.90","28,189,756.90","74,346,030.54","510,307.78","136,836,916.48","162,456,794.93","207,385,820.50","23,544,788.84","47,790,049.78","77,628,034.79","91,289,371.64","5,877,583.13","18,417,947.18","31,130,049.97","140,421,471.13","1,324,516.97","5,309,420.25","6,962,463.48","44,434,410.88","8,230,499.21","11,620,794.98","8,413,419.03","34,095,874.30","46,789,976.33","86,238,087.34","86,903,459.32","229,788,965.34","233,161.93","3,450,261.50","18,788,382.53","17,901,954.15","7,157,981.09"
四(2)、其他原因对现金的影响,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
投资活动现金流入小计,"256,095,307.75","144,881,518.98","83,568,175.31","154,648,202.86","104,042,138.16","147,225,240.48","206,502,307.96","467,078,822.11","134,155,820.03","820,025,641.81","1,515,370,370.96","1,692,555,074.41","39,944,965.56","493,438,367.57","730,521,939.14","1,313,630,534.27","445,131,356.26","2,076,651,386.00","2,545,331,716.25","3,227,923,159.35","803,111,532.32","1,917,648,953.71","3,640,118,591.68","5,714,669,498.43","404,418,647.74","2,463,399,364.96","4,585,458,005.06","7,576,245,272.37","3,630,020,518.73","8,431,346,129.25","11,652,230,149.31","15,663,968,271.50","2,478,795,006.38","3,727,971,267.45","4,822,460,071.95","5,425,977,756.45","669,603,424.47"
五、现金及现金等价物净增加额,"469,710,574.60","265,097,460.74","-994,092,033.37","-73,486,371.16","5,659,123,764.00","4,540,761,069.21","3,253,433,103.37","4,275,993,660.65","-1,145,011,575.59","-2,019,120,159.49","-867,765,691.26","-415,645,242.19","-1,402,391,513.69","-711,408,372.58","-2,071,416,652.80","-603,143,485.45","-1,107,100,816.16","-983,627,883.54","1,738,128,561.91","2,484,249,699.60","-2,105,183,170.94","-2,908,774,014.55","-3,600,407,691.33","-1,611,082,072.43","-566,023,292.46","-84,502,528.54","244,635,761.58","3,038,505,302.79","-3,271,743,090.81","-2,254,525,387.44","-2,564,878,788.15","-333,953,881.79","-967,993,332.78","-1,321,703,902.32","-2,380,017,344.58","-1,923,310,045.32","-1,164,120,468.28"
购建固定资产、无形资产和其他长期资产支付的现金,"741,810,072.28","1,416,891,759.84","463,088,785.55","976,907,532.64","108,805,173.07","249,961,621.28","400,398,545.69","658,252,114.32","129,008,909.76","279,803,714.16","511,252,867.52","738,334,918.93","115,672,037.59","219,000,766.83","354,943,973.15","543,595,550.42","141,013,865.46","243,783,504.78","335,312,554.18","695,780,210.78","129,834,744.94","221,002,494.87","309,468,345.54","459,135,604.19","76,221,622.18","114,844,453.01","197,382,972.49","325,312,340.52","74,531,649.63","119,347,427.85","244,864,948.36","445,122,923.50","107,421,925.96","243,191,312.76","357,038,834.74","466,274,773.64","81,559,345.34"
期初现金及现金等价物余额,"1,422,621,125.83","1,892,331,700.43","2,157,429,161.17","2,157,429,161.17","2,606,652,769.36","2,083,942,790.01","2,083,942,790.01","2,083,942,790.01","6,359,936,450.66","6,359,936,450.66","6,359,936,450.66","6,359,936,450.66","5,944,291,208.47","5,944,291,208.47","5,944,291,208.47","5,944,291,208.47","5,341,147,723.02","5,341,147,723.02","5,341,147,723.02","5,341,147,723.02","7,825,397,422.62","7,825,397,422.62","7,825,397,422.62","7,825,397,422.62","6,214,315,350.19","6,214,315,350.19","6,214,315,350.19","6,214,315,350.19","9,252,820,652.98","9,252,820,652.98","9,252,820,652.98","9,252,820,652.98","8,918,866,771.19","8,918,866,771.19","8,918,866,771.19","8,918,866,771.19","6,995,556,725.87"
投资支付的现金,,"103,294,972.00","156,568,642.00","177,951,282.65","103,253,000.00","125,253,000.00","375,212,200.00","412,676,196.83","95,000,024.68","845,000,024.68","1,394,642,824.68","1,428,002,824.68","573,804,893.16","1,089,062,973.16","1,289,062,973.16","1,744,595,773.67","729,600,000.00","2,347,600,000.00","3,057,600,000.00","3,412,600,000.00","1,590,000,000.00","4,160,000,000.00","5,649,050,000.00","6,049,050,000.00","1,381,840,000.00","2,866,854,774.00","4,920,478,621.78","6,927,448,125.78","5,072,079,555.67","9,758,378,407.34","12,358,389,477.34","15,629,561,798.30","2,540,275,805.34","4,068,655,488.21","5,569,740,499.20","5,998,655,488.21",
期末现金及现金等价物余额,"1,892,331,700.43","2,157,429,161.17","1,163,337,127.80","2,083,942,790.01","8,265,776,533.36","6,624,703,859.22","5,337,375,893.38","6,359,936,450.66","5,214,924,875.07","4,340,816,291.17","5,492,170,759.40","5,944,291,208.47","4,541,899,694.78","5,232,882,835.89","3,872,874,555.67","5,341,147,723.02","4,234,046,906.86","4,357,519,839.48","7,079,276,284.93","7,825,397,422.62","5,720,214,251.68","4,916,623,408.07","4,224,989,731.29","6,214,315,350.19","5,648,292,057.73","6,129,812,821.65","6,458,951,111.77","9,252,820,652.98","5,981,077,562.17","6,998,295,265.54","6,687,941,864.83","8,918,866,771.19","7,950,873,438.41","7,597,162,868.87","6,538,849,426.61","6,995,556,725.87","5,831,436,257.59"
