科目,2009年度,2010年度,2011年度,2012年1-3月,2012年1-6月,2012年1-9月,2012年度,2013年1-3月,2013年1-6月,2013年1-9月,2013年度,2014年1-3月,2014年1-6月,2014年1-9月,2014年度,2015年1-3月,2015年1-6月,2015年1-9月,2015年度,2016年1-3月,2016年1-6月,2016年1-9月,2016年度,2017年1-3月,2017年1-6月,2017年1-9月,2017年度,2018年1-3月
支付给职工以及为职工支付的现金,"56,622,093.69","81,780,701.31","117,341,242.02","25,632,945.14","55,624,919.11","86,974,392.77","117,693,276.39","28,102,228.10","61,948,864.93","103,188,614.90","149,908,040.52","36,845,767.27","71,584,843.36","123,213,447.98","170,863,051.78","48,196,996.09","114,356,135.06","187,931,965.88","266,241,475.66","83,744,503.70","183,341,532.73","265,508,158.27","362,284,682.60","81,474,348.34","155,761,269.70","325,604,688.38","575,228,090.99","135,902,511.21"
取得借款收到的现金,"16,975,000.00","12,569,822.46","34,072,061.00","1,294,697.00","24,722,190.00","24,722,190.00","24,722,190.00",,"14,608,853.00","14,608,853.00","14,608,853.00",,,,,"139,750,000.00","139,750,000.00","139,750,000.00","139,750,000.00",,"30,000,000.00","522,000,000.00","122,000,000.00","50,000,000.00","50,000,000.00","174,799,240.00","240,000,000.00","209,340,000.00"
支付的各项税费,"15,911,882.53","17,070,759.49","19,568,872.77","5,070,485.87","11,270,592.05","17,372,316.19","24,098,388.35","7,008,511.70","12,029,860.49","19,719,936.86","29,318,873.99","5,932,056.00","13,534,804.19","23,126,537.34","33,470,718.83","11,216,919.92","25,424,645.34","36,773,165.06","58,743,184.24","17,286,294.19","36,349,214.53","60,356,399.97","87,411,012.27","35,804,359.36","57,833,742.87","84,730,027.91","97,186,542.34","57,452,252.73"
收到其他与筹资活动有关的现金,,,,,"123,375.43",,,,,,,,,,,,,,,,,,,,,,"34,597,112.82",
支付其他与经营活动有关的现金,"31,069,798.93","38,946,448.40","44,257,244.50","7,859,337.64","16,109,511.47","24,281,628.29","45,681,731.16","11,465,142.44","21,470,440.59","38,380,651.56","50,408,545.87","9,600,867.32","19,567,548.94","45,066,902.10","46,293,531.57","23,844,645.95","27,807,614.20","101,340,080.99","94,556,292.21","56,799,775.78","93,376,251.74","161,730,607.14","111,534,662.87","82,726,850.08","92,671,579.37","172,699,692.01","92,674,356.48","71,201,565.68"
筹资活动现金流入小计,"16,975,000.00","14,529,822.46","34,072,061.00","1,294,697.00","462,142,365.43","462,018,990.00","462,018,990.00",,"14,608,853.00","14,608,853.00","14,608,853.00",,,,"3,121,000.00","447,150,011.25","447,150,011.25","447,150,011.25","447,150,011.25",,"30,000,000.00","609,771,192.00","593,841,632.00","50,000,000.00","50,000,000.00","947,999,227.12","1,149,727,281.75","209,340,000.00"
经营活动现金流出小计,"438,981,082.14","585,014,697.13","802,063,950.45","181,220,416.84","359,341,173.54","569,692,733.70","767,278,011.25","187,067,393.61","377,285,912.09","632,983,933.17","967,991,954.62","229,805,785.48","433,983,637.74","723,122,590.58","1,038,552,402.54","457,692,601.34","769,721,058.97","1,254,617,149.07","1,727,340,533.11","526,195,780.86","920,864,434.46","1,440,128,429.34","1,975,125,859.49","606,164,380.48","992,758,923.42","1,653,392,105.82","2,432,327,049.76","1,019,053,182.39"
偿还债务支付的现金,"16,476,007.25","30,400,000.00","23,360,000.00","10,104,618.00","64,291,771.00","74,291,771.00","77,754,681.00",,"20,000,000.00","20,030,770.30","34,608,853.00",,,,,"1,500,000.00","55,237,500.00","60,175,000.00","65,112,500.00","4,894,118.92","9,894,118.92","14,894,118.92","19,894,118.92","6,511,141.67","42,500,000.00","145,457,815.33","149,511,737.04","65,443,450.19"
经营活动产生的现金流量净额,"97,068,301.70","108,980,541.90","29,847,149.67","8,625,265.86","30,769,594.27","63,645,892.16","106,972,940.71","29,180,789.12","50,992,316.73","121,281,174.36","176,744,596.85","14,692,101.76","49,893,862.36","73,254,171.78","156,318,861.82","21,451,827.26","108,899,232.80","173,525,335.46","232,652,171.05","36,935,214.60","77,325,109.21","283,465,053.19","358,890,498.45","31,346,720.62","-39,782,891.70","34,013,212.38","350,349,574.88","432,491,563.14"
分配股利、利润或偿还利息支付的现金,"4,535,369.71","48,796,711.67","39,463,865.68","1,781,311.31","2,269,563.94","25,154,901.94","25,546,038.12","315,479.99","30,691,334.90","30,776,032.35","30,814,663.43",,"45,000,000.00","45,000,000.00","45,000,000.00","1,490,031.63","52,460,431.20","54,502,045.78","59,511,412.07","2,138,828.98","65,558,603.30","67,704,915.10","67,884,450.65","429,479.17","49,817,036.81","50,771,682.65","89,677,954.26","770,242.38"
收回投资收到的现金,,"17,000,000.00",,,,,,,,,,,,,,,,,,,,,,,"27,274.76",,,
支付其他与筹资活动有关的现金,,,"2,570,000.00",,"7,317,035.91","8,267,035.91","8,361,650.66",,,,,,,,"954,581.20","6,614,031.87","7,390,000.00","7,390,000.00","7,389,999.99",,,"13,600,000.00",,"1,511,141.67",,,"10,995,817.80",
取得投资收益收到的现金,"125,870.46","1,857,086.94","2,335,862.38","873,820.31","1,434,890.34","1,760,546.50","2,434,538.88","587,295.80","1,698,265.71","3,718,647.07","6,179,616.92","755,832.67","3,475,216.23","4,669,698.43","8,209,273.72","1,181,376.97","6,088,552.47","5,070,995.31","11,152,695.47","1,110,892.39","2,690,093.46","4,156,965.81","8,369,403.13","690,700.99","8,169,969.19","10,652,208.75","17,409,032.12","2,947,458.66"
筹资活动现金流出小计,"21,011,376.96","79,196,711.67","65,393,865.68","11,885,929.31","73,878,370.85","107,713,708.85","111,662,369.78","315,479.99","50,691,334.90","50,806,802.65","65,423,516.43",,"45,000,000.00","45,000,000.00","45,954,581.20","9,604,063.50","115,087,931.20","122,067,045.78","132,013,912.06","7,032,947.90","75,452,722.22","96,199,034.02","87,778,569.57","8,451,762.51","92,317,036.81","196,229,497.98","250,185,509.10","66,213,692.57"
处置固定资产、无形资产和其他长期资产收回的现金净额,"367,217.02","410,408.22","25,518,989.28",,,,"92,163.03",,,"390,000.00","452,499.98","15,300.00","17,300.00","17,300.00","156,539.39","22,500.00","22,500.00","22,500.00","318,620.24",,,,"23,519.26",,,,"2,663,993.21",
筹资活动产生的现金流量净额,"-4,036,376.96","-64,666,889.21","-31,321,804.68","-10,591,232.31","388,263,994.58","354,305,281.15","350,356,620.22","-315,479.99","-36,082,481.90","-36,197,949.65","-50,814,663.43",,"-45,000,000.00","-45,000,000.00","-42,833,581.20","437,545,947.75","332,062,080.05","325,082,965.47","315,136,099.19","-7,032,947.90","-45,452,722.22","513,572,157.98","506,063,062.43","41,548,237.49","-42,317,036.81","751,769,729.14","899,541,772.65","143,126,307.43"
处置子公司及其他营业单位收到的现金净额,,"-137,594.40","13,983,051.35",,,,,,,,,,,,,,,,,,,,,,,,,
四、汇率变动对现金的影响,"-586,866.40","105,572.06","-394,851.24","20,984.75","981,501.55","1,827,144.72","-1,034,323.99","-1,668,418.64","-3,846,451.81","-6,292,267.10","-6,529,403.15","304,805.75","1,034,443.79","1,574,575.76","1,455,642.57","3,502,910.44","6,136,169.88","10,239,391.41","14,871,950.44","-1,166,389.19","979,808.43","1,584,402.47","10,808,947.75","36,776,110.48","-1,107,031.66","442,005.93","-5,080,851.20","-16,823,582.21"
收到其他与投资活动有关的现金,,,,,,,,,,,"5,000,000.00",,,,"15,610,000.00",,"55,000,000.00","55,000,000.00","1,243,320,000.00","228,522,130.00","269,730,000.00",,"300,581,641.70","1,839,774.62",,"49,290,000.00","3,733,740,000.00","137,680,000.00"
四(2)、其他原因对现金的影响,,,,,,,,,,,,,,,,,,,,,,,,,,,,
投资活动现金流入小计,"493,087.48","19,129,900.76","41,837,903.01","873,820.31","1,434,890.34","1,760,546.50","2,526,701.91","587,295.80","1,698,265.71","4,108,647.07","11,632,116.90","771,132.67","3,492,516.23","4,686,998.43","23,975,813.11","1,203,876.97","61,111,052.47","60,093,495.31","1,254,791,315.71","229,633,022.39","272,420,093.46","4,156,965.81","308,974,564.09","2,530,475.61","8,197,243.95","59,942,208.75","3,753,813,025.33","140,627,458.66"
五、现金及现金等价物净增加额,"26,329,566.38","45,215,745.67","27,423,021.27","-50,089,881.59","372,228,172.26","367,439,941.48","26,795,598.06","-37,564,664.53","-105,994,643.20","-103,202,205.09","79,590,718.88","-156,697,203.17","-152,370,897.40","-169,581,834.37","-56,263,544.55","-79,767,414.56","-44,081,888.71","-58,391,801.76","147,363,109.28","-126,984,638.55","-198,870,559.42","51,220,783.79","464,935,949.67","-558,519,044.06","-498,265,234.08","159,703,404.42","-270,984,901.52","253,762,514.69"
购建固定资产、无形资产和其他长期资产支付的现金,"49,608,579.44","18,333,379.84","12,545,375.49","48,018,720.20","49,221,808.48","54,098,923.05","57,026,340.79","10,348,850.82","15,756,291.93","26,101,809.77","34,847,494.12","6,465,243.35","9,591,719.78","18,097,580.34","45,180,280.85","41,971,976.98","168,112,992.91","262,077,238.00","374,947,928.98","70,843,538.45","199,804,978.30","334,400,180.22","689,636,647.44","112,734,336.21","193,329,265.81","282,173,751.78","703,277,447.49","102,279,232.33"
期初现金及现金等价物余额,"68,558,700.60","94,888,266.98","140,104,012.65","167,527,033.92","167,527,033.92","167,527,033.92","167,527,033.92","194,322,631.98","194,322,631.98","194,322,631.98","194,322,631.98","289,523,350.86","273,913,350.86","273,913,350.86","273,913,350.86","285,239,313.47","285,286,739.18","285,286,739.18","217,649,806.31","334,231,517.99","365,012,998.20","334,231,600.60","365,012,915.59","842,901,474.17","804,758,372.07","969,744,388.63","829,948,865.26","575,500,887.09"
投资支付的现金,"17,000,000.00",,,"1,000,000.00",,,"15,000,000.00","55,000,000.00",,,,"11,000,000.00","20,200,000.00","22,000,000.00","22,000,000.00","279,500,000.00","342,177,431.00","342,177,431.00","65,063,830.95","5,100,000.00",,"94,770,000.00",,,,,,
期末现金及现金等价物余额,"94,888,266.98","140,104,012.65","167,527,033.92","117,437,152.33","539,755,206.18","534,966,975.40","194,322,631.98","156,757,967.45","88,327,988.78","91,120,426.89","273,913,350.86","132,826,147.69","121,542,453.46","104,331,516.49","217,649,806.31","205,471,898.91","241,204,850.47","226,894,937.42","365,012,915.59","207,246,879.44","166,142,438.78","385,452,384.39","829,948,865.26","284,382,430.11","306,493,137.99","1,129,447,793.05","558,963,963.74","829,263,401.78"
