科目,2007年度,2008年度,2009年度,2010年1-3月,2010年1-6月,2010年1-9月,2010年度,2011年1-3月,2011年1-6月,2011年1-9月,2011年度,2012年1-3月,2012年1-6月,2012年1-9月,2012年度,2013年1-3月,2013年1-6月,2013年1-9月,2013年度,2014年1-3月,2014年1-6月,2014年1-9月,2014年度,2015年1-3月,2015年1-6月,2015年1-9月,2015年度,2016年1-3月,2016年1-6月,2016年1-9月,2016年度,2017年1-3月,2017年1-6月,2017年1-9月,2017年度
支付给职工以及为职工支付的现金,"24,509,457.14","38,501,392.10","41,768,919.80","9,194,737.75","21,028,371.99","43,372,865.65","63,121,575.32","17,872,642.22","36,398,566.24","65,396,189.24","85,009,868.76","23,421,430.63","48,426,232.96","86,557,783.36","113,491,262.00","28,054,753.12","56,796,627.19","82,433,073.88","130,259,528.85","30,919,496.47","66,254,131.90","107,563,422.87","150,412,794.71","51,782,076.85","97,206,558.58","141,334,923.40","196,422,209.98","78,686,248.93","135,197,572.76","193,061,681.72","257,407,155.49","100,967,518.40","168,784,450.83","237,295,678.95","313,529,173.62"
取得借款收到的现金,"54,000,000.00","83,000,000.00","167,000,000.00",,,"10,000,000.00","16,000,000.00",,"10,000,000.00","26,000,000.00","32,000,000.00",,"10,000,000.00","26,000,000.00","32,000,000.00",,"10,000,000.00","177,000,000.00","209,500,000.00",,"32,500,000.00","81,500,000.00","104,500,000.00","20,000,000.00","198,000,000.00","208,335,000.00","402,372,950.00","54,000,000.00","380,000,000.00","430,000,000.00","702,584,006.52","64,000,000.00","260,583,502.24","302,981,970.88","619,198,014.04"
支付的各项税费,"12,825,182.71","18,497,959.17","32,308,679.64","12,899,688.93","20,180,474.93","29,055,558.08","41,824,820.00","17,596,339.02","26,689,700.65","42,374,386.74","57,980,458.97","22,266,750.86","35,548,530.27","55,465,279.60","73,707,840.65","31,749,324.83","45,635,894.68","60,597,305.16","80,377,333.44","42,916,976.09","67,168,754.48","86,996,220.82","116,715,800.94","31,968,648.42","57,749,243.25","79,131,032.43","103,650,467.28","37,098,187.98","65,000,564.27","96,261,285.28","153,504,327.25","62,545,652.84","98,651,610.01","126,356,202.25","163,774,495.77"
收到其他与筹资活动有关的现金,,,,,,,,,,,,,,,,,,,,,,"1,100,000.00",,,"36,550,000.00","36,550,000.00","37,420,000.00",,,"1,319,999.23","2,619,999.23",,,,"3,670,000.00"
支付其他与经营活动有关的现金,"31,379,498.63","36,760,200.53","38,747,583.27","17,222,806.38","30,550,387.62","50,406,659.78","66,766,145.57","22,055,295.81","42,454,030.21","65,233,061.31","83,458,540.62","22,007,401.90","40,124,041.45","60,848,965.36","88,773,523.18","22,894,228.54","47,307,877.13","79,805,071.43","129,477,868.19","22,277,929.00","41,238,077.50","61,083,342.01","87,874,183.91","33,867,246.07","74,431,086.27","108,049,375.63","148,804,144.17","51,233,682.51","117,892,544.08","194,181,626.90","228,542,120.36","92,390,918.51","100,040,215.37","169,122,654.28","252,795,322.77"
筹资活动现金流入小计,"83,200,537.53","85,400,000.00","167,000,000.00","805,124,400.00","805,124,400.00","815,124,400.00","821,124,400.00",,"10,000,000.00","26,000,000.00","32,000,000.00",,"10,000,000.00","26,000,000.00","32,000,000.00",,"16,000,000.00","183,000,000.00","215,500,000.00",,"32,500,000.00","82,600,000.00","104,500,000.00","20,000,000.00","234,550,000.00","244,885,000.00","439,792,950.00","75,000,000.00","776,893,314.30","828,213,313.53","1,102,097,320.05","91,500,000.00","288,083,502.24","330,481,970.88","650,368,014.04"
经营活动现金流出小计,"174,207,850.72","256,302,569.00","282,022,125.94","90,616,013.80","163,570,295.29","298,702,734.95","436,425,929.68","135,548,531.81","264,792,368.07","427,583,833.15","588,120,031.67","166,737,397.83","304,339,930.49","504,378,921.83","662,915,682.91","191,191,050.28","326,415,732.39","518,082,780.29","784,004,024.36","247,991,018.48","465,619,383.62","685,401,951.84","906,236,013.60","274,010,231.45","518,114,566.67","780,153,930.88","1,092,946,882.77","383,633,247.49","760,490,105.30","1,214,339,999.55","1,645,487,586.62","511,881,674.72","849,571,864.30","1,246,869,801.97","1,754,171,354.73"
偿还债务支付的现金,"44,259,574.16","67,000,000.00","80,500,000.00","6,590,909.00","96,590,909.00","110,390,909.00","115,590,909.00","90,909.00","10,090,909.00","29,090,909.00","35,090,909.00","90,909.00","10,090,909.00","26,090,909.00","32,090,909.00","90,909.00","10,090,909.00","36,090,909.00","43,090,909.00","4,590,909.00","30,590,909.00","115,090,909.00","144,920,909.00","16,608,909.00","36,360,909.00","85,860,909.00","278,160,909.00","4,590,909.00","195,890,909.00","262,390,909.00","522,550,479.86","24,590,900.66","138,170,352.90","244,287,671.54","514,114,488.46"
经营活动产生的现金流量净额,"35,233,297.32","62,144,916.20","104,373,360.23","-18,714,103.27","18,504,587.13","797,728.50","81,840,718.03","-22,408,451.08","20,497,496.44","15,954,811.86","99,531,818.11","-36,836,884.83","5,537,365.23","-39,247,632.80","103,587,982.65","-43,495,974.85","1,083,498.04","-25,259,256.57","58,462,313.61","-52,131,543.67","-8,444,379.38","45,050,957.08","177,509,575.19","42,203,653.01","97,985,478.80","117,052,906.40","287,659,837.90","-18,205,512.03","61,586,133.59","106,233,921.00","182,916,256.14","66,758,739.30","218,741,037.10","283,335,526.69","422,658,732.09"
分配股利、利润或偿还利息支付的现金,"29,794,790.51","44,002,885.55","24,515,866.72","1,839,131.75","32,143,749.17","32,660,569.17","33,357,520.67","530,748.66","45,306,936.12","46,092,471.77","46,981,732.22","642,200.46","59,831,361.96","61,330,614.06","61,863,197.39","550,835.99","59,707,237.63","66,324,817.62","63,921,883.10","3,081,574.96","97,854,587.25","101,842,233.87","107,704,378.61","2,681,858.01","69,163,297.05","74,659,777.26","82,189,942.44","3,617,156.78","116,413,867.77","122,281,890.78","130,436,365.50","5,488,525.76","225,437,571.17","237,088,981.10","243,771,989.33"
收回投资收到的现金,,,,,,,,,,,,,,,,,,,"100,000,000.00",,"100,000,000.00","100,000,000.00","124,360,000.00",,,,,,"5,000,000.00","12,000,000.00","60,600,000.00","26,000,000.00","49,670,152.00","171,307,961.00","358,852,060.87"
支付其他与筹资活动有关的现金,"1,620,000.00",,,"795,710.52","7,029,673.52","7,029,673.52","7,029,673.52",,,,,,,,,,,"3,000,000.00","3,000,000.00",,,,"10,450,000.00",,"20,100,000.00","20,100,000.00","33,500,000.00",,"21,640,209.86","22,940,209.86","38,433,571.80",,"70,503,199.97","70,353,199.97","70,366,949.97"
取得投资收益收到的现金,"8,530,000.00","11,654,378.80","10,982,774.70","1,922,551.63","11,063,851.63","11,063,851.63","11,063,851.63",,,"14,039,198.27","14,039,198.27",,"11,700,000.00","11,700,000.00","11,700,000.00",,"15,600,000.00","21,000,000.00","20,395,643.84",,"10,712,320.00","16,227,227.91","16,227,227.91",,"5,000,000.00","8,456,400.00","8,456,400.00",,"8,769,600.00","9,200,701.37","10,171,551.16","899,027.60","22,162,057.88","25,844,746.12","26,203,426.62"
筹资活动现金流出小计,"75,674,364.67","111,002,885.55","105,015,866.72","9,225,751.27","135,764,331.69","150,081,151.69","155,978,103.19","621,657.66","55,397,845.12","75,183,380.77","82,072,641.22","733,109.46","69,922,270.96","87,421,523.06","93,954,106.39","641,744.99","69,798,146.63","105,415,726.62","110,012,792.10","7,672,483.96","128,445,496.25","216,933,142.87","263,075,287.61","19,290,767.01","125,624,206.05","180,620,686.26","393,850,851.44","8,208,065.78","333,944,986.63","407,613,009.64","691,420,417.16","30,079,426.42","434,111,124.04","551,729,852.61","828,253,427.76"
处置固定资产、无形资产和其他长期资产收回的现金净额,"17,300.00","1,230.00",,"-164,710.00","-153,490.00","-153,361.90","170,018.10","1,399.25","1,399.25","1,399.25","9,339.25","80,000.00","80,000.00","80,000.00","122,777.98",,,"31,715.00","30,915.00","100,200.00","100,650.00","85,979.57","158,545.38",100.00,"147,187.38","343,410.68","238,337.12","210,769.00","2,008.71","76,855.35","77,823.35","1,634.95","8,253.20","983,883.87","1,047,882.87"
筹资活动产生的现金流量净额,"7,526,172.86","-25,602,885.55","61,984,133.28","795,898,648.73","669,360,068.31","665,043,248.31","665,146,296.81","-621,657.66","-45,397,845.12","-49,183,380.77","-50,072,641.22","-733,109.46","-59,922,270.96","-61,421,523.06","-61,954,106.39","-641,744.99","-53,798,146.63","77,584,273.38","105,487,207.90","-7,672,483.96","-95,945,496.25","-134,333,142.87","-158,575,287.61","709,232.99","108,925,793.95","64,264,313.74","45,942,098.56","66,791,934.22","442,948,327.67","420,600,303.89","410,676,902.89","61,420,573.58","-146,027,621.80","-221,247,881.73","-177,885,413.72"
处置子公司及其他营业单位收到的现金净额,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
四、汇率变动对现金的影响,"-237,887.05","-447,784.72","456,578.48","-153,592.50","-467,325.01","-426,774.06","-728,341.91","-32,766.38","-239,998.88","-941,722.61","-1,088,368.98","-39,579.17","-56,990.91","150,687.54","-681,650.92","-684,503.86","-1,445,594.20","-1,754,478.14","-664,779.87","34,522.45","1,132,465.72","209,566.59","-535,078.71","819,904.36","1,123,164.36","3,870,051.60","8,748,129.57","-1,440,571.09","2,010,183.48","2,633,132.55","8,327,545.93","-950,653.61","-4,976,447.65","-10,067,742.82","-14,906,322.08"
收到其他与投资活动有关的现金,,,,,"2,294,664.25","2,294,664.25","2,294,664.25",,,,,,,,,,,,,,,,"45,059,909.69",,,,,,"10,645,605.83","46,395,000.05","95,739,544.83","74,595,562.00","101,611,449.94","243,454,454.42","322,310,737.43"
四(2)、其他原因对现金的影响,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
投资活动现金流入小计,"8,547,300.00","11,655,608.80","10,982,774.70","1,757,841.63","13,205,025.88","13,205,153.98","13,528,533.98","1,399.25","1,399.25","14,040,597.52","14,048,537.52","80,000.00","11,780,000.00","11,780,000.00","11,822,777.98",,"15,600,000.00","21,031,715.00","120,426,558.84","100,200.00","110,812,970.00","116,313,207.48","185,805,682.98",100.00,"5,147,187.38","8,799,810.68","8,694,737.12","210,769.00","24,417,214.54","67,672,556.77","166,588,919.34","101,496,224.55","173,451,913.02","441,591,045.41","708,414,107.79"
五、现金及现金等价物净增加额,"41,124,397.49","-13,045,381.23","75,146,580.58","763,213,302.17","671,236,574.11","617,705,226.41","682,799,923.66","-49,697,125.26","-78,469,661.29","-132,369,850.70","-128,260,326.93","-58,068,106.40","-139,359,363.00","-258,845,086.11","-149,299,552.56","-93,474,449.29","-193,561,187.42","-214,403,021.52","-117,460,023.95","-74,930,212.43","-3,000,455.17","1,891,919.21","99,299,504.39","25,496,202.31","172,420,423.55","122,123,515.14","217,865,279.47","-35,906,272.64","20,019,284.52","-302,971,746.33","-222,516,704.60","119,302,191.10","3,315,918.38","-19,805,447.25","181,326,672.51"
购建固定资产、无形资产和其他长期资产支付的现金,"9,944,485.64","53,795,235.96","93,597,521.11","15,575,492.42","29,365,782.20","60,914,130.32","76,987,283.25","22,135,649.39","48,830,712.98","107,740,156.70","184,621,872.36","20,538,532.94","96,697,466.36","170,106,617.79","202,074,555.88","48,652,225.59","55,000,944.63","77,271,250.16","92,237,299.40","15,260,907.25","36,414,064.17","49,827,670.20","77,274,478.90","18,236,688.05","40,761,200.94","71,863,567.28","104,840,823.68","46,762,892.74","96,999,212.82","204,615,390.39","251,050,428.69","51,289,961.10","79,556,947.67","101,583,499.18","142,482,856.08"
期初现金及现金等价物余额,"19,611,204.27","60,735,601.76","47,690,220.53","122,836,801.11","122,836,801.11","122,836,801.11","122,836,801.11","805,636,724.77","805,636,724.77","805,636,724.77","805,636,724.77","677,376,397.84","677,376,397.84","677,376,397.84","677,376,397.84","528,076,845.28","528,076,845.28","528,076,845.28","528,076,845.28","431,669,927.11","410,616,821.33","410,616,821.33","410,616,821.33","521,782,954.46","509,916,325.72","509,916,325.72","509,916,325.72","727,781,605.19","727,781,605.19","727,781,605.19","727,781,605.19","505,264,900.59","505,264,900.59","505,264,900.59","505,264,900.59"
投资支付的现金,,"7,000,000.00","9,052,745.00",,,,,"4,500,000.00","4,500,000.00","4,500,000.00","6,057,800.00",,,,,,"100,000,000.00","218,150,000.00","200,000,000.00",,"19,201,860.78","20,580,908.56","27,630,908.56",,,,"12,000,000.00",,"404,093,361.94","418,093,361.94","454,600,000.00","23,512,528.00","113,695,811.00","255,369,692.00","373,609,871.87"
期末现金及现金等价物余额,"60,735,601.76","47,690,220.53","122,836,801.11","886,050,103.28","794,073,375.22","740,542,027.52","805,636,724.77","755,939,599.51","727,167,063.48","673,266,874.07","677,376,397.84","619,308,291.44","538,017,034.84","418,531,311.73","528,076,845.28","434,602,395.99","334,515,657.86","313,673,823.76","410,616,821.33","356,739,714.68","407,616,366.16","412,508,740.54","509,916,325.72","547,279,156.77","682,336,749.27","632,039,840.86","727,781,605.19","691,875,332.55","747,800,889.71","424,809,858.86","505,264,900.59","624,567,091.69","508,580,818.97","485,459,453.34","686,591,573.10"
