科目,2007-03-31,2007-06-30,2007-09-30,2007-12-31,2008-03-31,2008-06-30,2008-09-30,2008-12-31,2009-03-31,2009-06-30,2009-09-30
应付职工薪酬,"7,245,999.04","22,631,469.88","21,244,180.22","53,490,503.72","23,431,473.36","27,805,823.40","36,375,723.83","40,996,873.11","45,890,171.04","30,984,736.61","55,442,685.79"
应收关联公司款,,,,,,,,,,,
应交税费,"141,010,180.83","158,599,705.17","171,419,334.31","141,372,558.67","140,574,226.86","146,434,599.65","171,378,382.33","108,684,336.77","178,219,776.03","202,419,814.29","227,568,601.45"
应收利息,,,,,,,,,,,
应付利息,,,"78,975.00","45,863,256.38","65,899,322.10","49,321,629.16","14,088,045.25","25,609,381.51","10,007,647.40","26,122,379.97","10,140,850.82"
应收股利,,,,,,,,,,"8,060,000.00",
应付股利,,"76,500.00",,,,"58,500.00","967,534.67","58,500.00",,"2,346,000.00","1,345,800.00"
存货,"198,951,773.79","238,174,803.19","238,829,629.54","244,044,686.43","254,973,201.95","290,875,978.11","308,145,763.91","315,067,164.67","317,349,362.74","323,477,823.14","304,862,279.62"
其他应付款,"237,746,346.37","142,746,129.53","82,714,467.54","196,392,720.43","37,364,923.77","80,512,611.07","233,885,027.81","180,605,136.35","144,435,083.79","196,798,905.75","197,233,885.03"
其中:消耗性生物资产,,,,,,,,,,,
应付关联公司款,,,,,,,,,,,
一年内到期的非流动资产,,,,,,,,,,,
一年内到期的非流动负债,"457,394,471.15","202,645,268.07","202,645,268.07","400,819,501.88","476,737,535.25","457,800,876.17","457,800,876.17","1,064,696,767.92","883,675,698.03","1,737,976,082.06","1,452,296,480.25"
其他流动资产,"-10,178,749.43",,,,,,,,,,
其他流动负债,"134,102.46",,,"1,107,601,370.54","1,043,613,745.59","1,041,160,648.67","39,106,878.51","40,737,158.63","35,367,438.75",,
流动资产合计,"2,334,142,762.09","2,399,298,041.58","2,747,624,657.69","2,920,849,027.69","3,352,944,906.23","3,175,139,375.09","3,120,930,354.12","2,683,186,149.38","3,210,192,817.50","3,830,327,097.61","3,502,666,373.71"
流动负债合计,"6,231,900,380.99","6,324,280,953.77","7,074,932,773.63","7,748,954,461.22","8,087,772,484.50","8,245,660,371.43","8,714,885,027.00","9,743,163,911.46","10,026,671,589.51","10,676,021,252.89","10,138,779,264.80"
可供出售金融资产,"234,670.00","8,118,801.95","10,183,525.93","9,284,804.74","2,369,696.47","1,877,668.62","2,091,291.83","3,016,240.79","4,987,770.34","6,441,651.49","5,479,123.61"
长期借款,"2,457,134,993.29","3,002,649,703.36","2,910,624,573.66","2,644,932,169.62","3,115,212,125.86","3,266,483,940.55","3,119,792,752.94","2,531,324,688.72","3,082,538,585.01","2,854,787,748.72","3,586,089,217.24"
持有至到期投资,,,,,,,,,,,
应付债券,,,,,,,,,,,
长期应收款,"8,864,000.00",,,,,,,,,,
长期应付款,"857,071,424.95","615,296,782.97","1,149,646,569.88","1,001,932,777.55","926,829,550.15","1,168,331,867.63","1,397,392,481.17","1,530,885,712.20","1,464,486,868.69","1,048,515,578.14","1,034,888,725.46"
长期股权投资,"110,816,323.26","167,125,843.37","194,421,040.81","206,846,369.84","208,614,965.29","210,877,836.85","208,803,872.21","251,801,415.06","257,785,771.62","250,175,240.51","253,868,006.33"
专项应付款,,,,,,,,"14,490,000.00","14,490,000.00","14,490,000.00","14,490,000.00"
投资性房地产,,,,"12,835,000.01","12,763,750.01","12,692,500.01","12,621,250.01","12,550,000.02","12,478,750.02","12,407,500.02","12,336,250.02"
预计负债,,,,,,,,"4,715,041.33","4,715,041.33",,
固定资产,"7,533,107,728.83","7,406,652,371.42","7,985,253,017.59","7,348,930,940.43","7,335,245,972.56","7,518,599,836.68","7,750,299,983.73","8,037,796,280.15","7,920,715,122.65","8,188,617,899.13","9,135,038,437.44"
递延所得税负债,,"934,528.94","1,337,216.54","1,359,744.26","248,224.77","159,659.76","198,111.93","405,114.17","867,691.10","1,199,215.93","987,459.80"
在建工程,"1,322,183,681.54","1,555,571,941.66","1,844,683,564.83","2,014,188,550.94","2,438,672,937.67","2,961,669,739.36","2,858,709,190.52","2,703,825,585.07","3,081,141,129.49","3,113,888,870.98","2,631,089,099.87"
其他非流动负债,,,,,,,,,,"168,043,665.61","179,554,902.12"
工程物资,,"8,431.50",,926.50,926.50,,,926.50,926.50,,926.50
非流动负债合计,"3,314,206,418.24","3,618,881,015.27","4,061,608,360.08","3,648,224,691.43","4,042,289,900.78","4,434,975,467.94","4,517,383,346.04","4,081,820,556.42","4,567,098,186.13","4,087,036,208.40","4,816,010,304.62"
固定资产清理,,,,,,,,,,,
负债合计,"9,546,106,799.23","9,943,161,969.04","11,136,541,133.71","11,397,179,152.65","12,130,062,385.28","12,680,635,839.37","13,232,268,373.04","13,824,984,467.88","14,593,769,775.64","14,763,057,461.29","14,954,789,569.42"
生产性生物资产,,,,,,,,,,,
实收资本(或股本),"1,081,500,000.00","1,081,500,000.00","1,081,500,000.00","1,081,500,000.00","1,081,500,000.00","1,081,500,000.00","1,081,500,000.00","1,081,500,000.00","1,081,500,000.00","1,303,722,200.00","1,303,722,200.00"
油气资产,,,,,,,,,,,
资本公积,"492,090,636.00","497,809,396.01","499,549,583.44","498,023,775.59","488,453,518.94","507,538,751.82","502,263,010.73","493,449,841.73","494,947,123.37","1,254,118,850.72","1,253,368,078.93"
无形资产,"49,983,051.50","152,921,255.00","147,843,999.08","146,866,884.04","146,482,386.46","145,231,080.81","144,547,777.13","121,777,000.40","121,283,152.06","120,493,408.36","119,452,393.12"
盈余公积,"172,620,942.24","139,937,707.35","139,937,707.35","139,591,731.77","139,591,731.77","139,591,731.77","139,591,731.77","139,591,731.77","139,591,731.73","139,591,731.77","139,591,731.73"
开发支出,,,,,,,,,,,
减:库存股,,,,,,,,,,,
商誉,,,,,,,,,,,
未分配利润,"142,917,002.76","136,525,238.24","213,829,433.48","-133,227,337.90","-96,379,186.83","-109,813,504.34","-552,039,925.78","-1,382,961,771.13","-1,356,695,321.88","-1,564,217,481.42","-1,606,495,121.59"
长期待摊费用,"136,673,528.50","127,715,656.27","152,680,589.19","331,116,629.68","243,970,216.17","337,826,025.50","342,031,347.70","354,996,381.29","357,055,606.96","388,645,946.29","365,872,656.57"
少数股东权益,"60,770,365.49","53,674,349.37","40,344,979.73","54,836,524.13","44,534,068.35","107,141,686.15","81,609,361.01","55,718,773.49","51,895,946.27","56,886,615.80","17,997,525.04"
递延所得税资产,,"27,410,317.26","21,226,442.59","7,409,512.37","5,189,560.15","7,786,441.85","11,363,483.52","7,992,065.08","7,900,155.99","8,375,198.27","7,876,780.86"
外币报表折算价差,,,,,,,,,,,
其他非流动资产,,"7,786,000.00","7,786,000.00","39,575,200.00","41,507,200.00","34,894,000.00","33,794,000.00","35,341,000.00","31,468,052.00","33,786,565.50","29,293,935.50"
非正常经营项目收益调整,,,,,,,,,,,
非流动资产合计,"9,161,862,983.63","9,453,310,618.43","10,364,078,180.02","10,117,054,818.55","10,434,817,611.28","11,231,455,129.68","11,364,262,196.65","11,529,096,894.36","11,794,816,437.63","12,122,832,280.55","12,560,307,609.82"
所有者权益(或股东权益)合计,"1,949,898,946.49","1,909,446,690.97","1,975,161,704.00","1,640,724,693.59","1,657,700,132.23","1,725,958,665.40","1,252,924,177.73","387,298,575.86","411,239,479.49","1,190,101,916.87","1,108,184,414.11"
资产总计,"11,496,005,745.72","11,852,608,660.01","13,111,702,837.71","13,037,903,846.24","13,787,762,517.51","14,406,594,504.77","14,485,192,550.77","14,212,283,043.74","15,005,009,255.13","15,953,159,378.16","16,062,973,983.53"
负债和所有者(或股东权益)合计,"11,496,005,745.72","11,852,608,660.01","13,111,702,837.71","13,037,903,846.24","13,787,762,517.51","14,406,594,504.77","14,485,192,550.77","14,212,283,043.74","15,005,009,255.13","15,953,159,378.16","16,062,973,983.53"
