科目,2009-12-31,2010-12-31,2011-12-31,2012-03-31,2012-06-30,2012-09-30,2012-12-31,2013-03-31,2013-06-30,2013-09-30,2013-12-31,2014-03-31,2014-06-30,2014-09-30,2014-12-31,2015-03-31,2015-06-30,2015-09-30,2015-12-31,2016-03-31,2016-06-30,2016-09-30,2016-12-31,2017-03-31,2017-06-30,2017-09-30,2017-12-31
其他应收款,"4,517,663.47","5,681,318.28","5,894,762.57","6,884,978.06","7,976,363.78","9,266,187.99","7,539,086.28","8,633,095.88","10,203,321.39","11,054,065.53","10,008,559.68","10,957,556.32","10,822,332.50","11,515,911.24","10,974,215.88","12,723,436.51","19,591,053.64","20,435,914.66","14,138,207.34","16,072,899.37","16,811,647.28","21,709,969.55","14,403,950.25","16,639,993.18","16,188,785.14","20,361,158.61","20,120,040.55"
应付职工薪酬,"3,610,802.77","5,075,169.17","3,175,169.17","575,169.17","716,358.51","691,750.29","6,344,895.48","770,222.37","687,785.15","722,202.95","8,388,396.89","622,284.91","226,426.32","250,496.52","22,274,882.54","8,637,868.34","318,813.06","367,307.67","24,866,878.62","19,770,461.44","3,006,576.17","468,201.41","23,589,616.79","2,473,555.83","2,374,834.41","3,348,198.30","30,577,207.57"
应收关联公司款,,,,,,,,,,,,,,,,,,,,,,,,,,,
应交税费,"13,865,020.93","13,189,405.62","7,583,755.98","4,410,052.13","7,606,203.12","10,085,502.42","14,479,221.97","6,965,891.98","5,728,046.10","10,229,467.30","14,986,658.13","5,413,260.68","14,049,487.09","20,659,674.16","19,231,732.52","20,055,751.32","16,863,647.64","19,431,126.40","28,167,675.65","12,665,825.77","18,530,342.91","10,682,037.22","49,431,919.12","11,596,142.00","14,765,430.12","18,838,786.26","44,117,054.24"
应收利息,,,,,"5,657,913.83",,"4,691,850.51",,"1,724,193.19","3,079,159.59","3,508,801.14","482,150.19","134,921.11","1,852,442.69","2,945,910.15","87,657.07","971,046.03","1,475,498.02","2,309,204.61","8,446.43","440,945.24","1,020,818.89","1,321,087.47","1,985,366.66","447,521.77","1,130,777.02","1,256,435.00"
应付利息,,"14,025.00","15,815.89","17,397.48","17,397.48","17,397.48",,,,,,,,,,,,,"227,108.33","164,617.81","105,348.93","51,100.13","200,971.27","152,544.05","104,087.31","52,696.68","207,343.28"
应收股利,,,,,,,,,,,,,,,,,,,,,,,,,,,
应付股利,,,,,,"20,620,920.00",,,"21,995,648.00",,,"27,494,560.00",,,,,,,,,"33,530.56",,,,,,
存货,"90,562,210.45","81,561,452.88","92,396,267.06","107,471,395.42","105,793,570.35","110,100,643.21","113,391,825.85","146,079,010.90","164,214,367.47","195,685,915.20","171,444,287.00","211,037,888.37","264,512,735.61","280,614,582.32","318,190,842.19","303,906,679.43","329,467,711.42","340,529,705.63","281,940,610.84","313,017,572.17","353,713,122.34","333,733,059.35","269,824,139.12","307,671,663.99","330,013,244.48","357,721,937.22","325,514,971.47"
其他应付款,"6,400,103.00","95,582.52","98,315.43","144,795.09","530,462.21","429,572.52","285,975.95","235,055.28","90,165.58","142,460.23","311,770.73","288,112.06","280,323.39","282,606.44","532,828.97","311,252.52","549,851.47","1,280,713.77","1,368,828.79","4,436,803.78","2,152,038.53","1,760,123.49","3,670,916.40","13,014,231.45","2,242,123.95","2,202,364.25","3,543,934.93"
其中:消耗性生物资产,,,,,,,,,,,,,,,,,,,,,,,,,,,
应付关联公司款,,,,,,,,,,,,,,,,,,,,,,,,,,,
一年内到期的非流动资产,,,,,,,,,,,,,,,,,,,,,,,,,,,
一年内到期的非流动负债,,,,,,,,,,,,,,,,,,,,,,,"1,599,854.99","1,197,447.70","833,301.62","428,988.93","1,788,058.24"
其他流动资产,,,,,,,,,,,"250,000,000.00",,"250,000,000.00","250,000,000.00","150,000,000.00","150,000,000.00","230,000,000.00","200,000,000.00","200,000,000.00","140,000,000.00","83,000,000.00","83,000,000.00","83,499,910.92","83,538,275.90","86,358,178.06","85,480,309.28","83,744,273.30"
其他流动负债,,,,,,,,,,,,,,,,,,,,,,,,,,,
流动资产合计,"251,335,445.95","335,543,967.72","367,243,583.27","1,031,242,217.18","1,018,175,221.59","1,044,728,955.29","1,064,684,651.29","1,044,279,644.09","783,081,932.87","861,159,275.68","1,157,316,851.20","1,179,719,600.38","1,240,981,495.27","1,240,653,969.16","1,356,710,049.23","1,346,807,392.57","1,337,868,394.66","1,372,236,859.82","1,434,191,690.67","1,388,631,838.21","1,380,477,349.49","1,430,339,136.41","1,532,580,475.72","1,513,067,271.90","1,531,200,796.52","1,628,858,905.09","1,742,455,256.50"
流动负债合计,"100,862,169.49","106,945,142.59","94,776,958.55","95,504,826.28","92,349,144.71","116,569,963.57","93,451,183.07","85,544,629.61","117,359,179.29","126,194,145.51","157,127,034.08","184,838,489.80","245,839,245.03","189,508,202.79","250,771,581.51","225,686,459.62","209,379,360.92","217,466,995.63","209,498,812.11","149,492,362.96","195,044,947.09","193,787,665.36","216,947,334.96","175,426,672.81","209,552,199.23","239,478,136.59","259,486,948.70"
可供出售金融资产,,,,,,,,,,,,,,,"30,000,000.00","30,000,000.00","32,000,000.00","32,000,000.00","47,350,000.00","47,350,000.00","69,479,700.00","57,129,700.00","57,129,700.00","57,129,700.00","105,481,516.08","105,481,516.08","107,481,516.08"
长期借款,,,,,,,,,,,,,,,,,,,"2,365,655.64","2,286,340.40","8,585,277.53","8,617,606.25","6,624,046.58","6,689,127.86","6,978,616.54","7,196,462.12","5,339,950.32"
持有至到期投资,,,,,,,,,"280,000,000.00","200,000,000.00",,,,,,,,,,,,,,,,,
应付债券,,,,,,,,,,,,,,,,,,,,,,,,,,,
长期应收款,,,,,,,,,,,,,,,,,,,,,,,,,,,
长期应付款,,,,,,,,,,,,,,,,,,,,,,,,,,,
长期股权投资,,,,,"24,750,000.00","24,750,000.00","24,298,876.89","49,048,876.89","48,650,420.58","78,650,420.58","79,071,009.56","72,424,533.63","100,181,277.72","100,181,277.72","80,757,968.65","73,923,902.14","77,780,289.92","115,180,708.41","113,841,441.74","108,369,020.78","108,814,769.52","110,146,733.84","122,825,223.96","122,618,207.27","92,425,193.45","100,339,653.02","91,738,066.70"
专项应付款,,,,,,,,,,,,,,,,,,,,,,,,,,,
投资性房地产,,,,,,,,,,,,,,,,,,,,,,,"5,610,015.00","5,539,605.12","5,469,195.24","5,398,785.36",
预计负债,,,,,,,,,,,,,,,,,,"137,554.30",,,,,,,,,
固定资产,"25,060,146.10","25,615,125.63","26,645,842.00","26,227,766.99","25,996,762.88","26,071,794.08","26,755,150.21","26,073,626.46","25,398,576.96","24,596,349.94","24,451,336.12","23,717,397.01","23,097,689.73","23,538,104.42","35,145,860.18","131,093,388.45","133,020,147.34","141,929,603.46","146,438,333.92","145,601,678.90","152,757,865.13","156,455,718.23","156,412,336.12","156,530,970.63","154,885,849.04","153,461,284.45","156,843,311.70"
递延所得税负债,,,,,,,,,,,,,,,,,,,,,,,,,,,
在建工程,,,"266,000.00","266,000.00","524,546.81","562,734.84","1,704,208.03","1,934,558.31","17,550,779.09","35,762,636.26","40,942,964.46","47,093,886.35","59,949,666.99","72,310,136.97","75,941,538.56","22,813.44","22,813.44","22,813.44","441,895.28","441,895.28",,,,,,,"30,501.72"
其他非流动负债,,,,,,,,,,"1,470,000.00","8,327,000.00","8,327,000.00","8,327,000.00","11,737,000.00","16,737,000.00",,,,,,,,,,,,
工程物资,,,,,,,,,,,,,,,,,,,,,,,,,,,
非流动负债合计,,,,,,,,,,"1,470,000.00","8,327,000.00","8,327,000.00","8,327,000.00","11,737,000.00","16,737,000.00","16,737,000.00","16,737,000.00","17,974,554.30","20,202,655.64","21,693,340.40","33,949,277.53","40,911,606.25","40,242,486.79","46,426,538.00","43,556,914.37","43,376,790.57","41,458,923.39"
固定资产清理,,,,,,,,,,,,,,,,,,,,,,,,,,,
负债合计,"100,862,169.49","106,945,142.59","94,776,958.55","95,504,826.28","92,349,144.71","116,569,963.57","93,451,183.07","85,544,629.61","117,359,179.29","127,664,145.51","165,454,034.08","193,165,489.80","254,166,245.03","201,245,202.79","267,508,581.51","242,423,459.62","226,116,360.92","235,441,549.93","229,701,467.75","171,185,703.36","228,994,224.62","234,699,271.61","257,189,821.75","221,853,210.81","253,109,113.60","282,854,927.16","300,945,872.09"
生产性生物资产,,,,,,,,,,,,,,,,,,,,,,,,,,,
实收资本(或股本),"20,000,000.00","103,092,800.00","103,092,800.00","137,472,800.00","137,472,800.00","137,472,800.00","137,472,800.00","137,472,800.00","137,472,800.00","274,945,600.00","274,945,600.00","274,945,600.00","274,945,600.00","274,945,600.00","274,945,600.00","274,945,600.00","604,880,320.00","604,880,320.00","604,880,320.00","604,880,320.00","604,880,320.00","604,880,320.00","604,880,320.00","604,880,320.00","604,880,320.00","604,880,320.00","604,880,320.00"
油气资产,,,,,,,,,,,,,,,,,,,,,,,,,,,
资本公积,,"98,566,035.29","98,566,035.29","718,059,872.49","713,681,872.49","713,681,872.49","713,681,872.49","713,681,872.49","713,681,872.49","576,209,072.49","576,209,072.49","576,209,072.49","576,209,072.49","576,209,072.49","576,209,072.49","576,209,072.49","246,274,352.49","246,274,352.49","246,274,352.49","246,274,352.49","246,274,352.49","246,274,352.49","246,274,352.49","246,274,352.49","246,274,352.49","246,274,352.49","246,274,352.49"
无形资产,"1,638,112.00","1,625,621.05","36,078,720.12","35,882,239.28","35,927,867.63","38,222,766.83","38,953,884.64","39,338,064.78","38,968,105.53","38,629,556.43","38,310,964.64","38,006,047.98","37,892,785.92","37,635,716.41","38,439,435.09","38,393,485.69","37,762,012.22","38,038,386.88","38,910,262.11","40,137,379.19","40,909,505.40","40,193,117.41","40,849,834.39","40,352,576.73","40,030,038.97","40,025,936.83","40,379,831.25"
盈余公积,"15,871,669.85","5,609,619.46","13,757,116.58","13,757,116.58","13,757,116.58","13,757,116.58","23,742,978.15","23,742,978.15","23,742,978.15","23,742,978.15","37,157,645.41","37,157,645.41","37,157,645.41","37,157,645.41","57,057,124.94","57,057,124.94","57,057,124.94","57,057,124.94","83,636,645.20","83,636,645.20","83,636,645.20","83,636,645.20","103,342,709.50","103,342,709.50","103,342,709.50","103,342,709.50","126,016,629.85"
开发支出,,,,,,,,,,,,,,,,,,,,,,,,,,,
减:库存股,,,,,,,,,,,,,,,,,,,,,,,,,,,
商誉,,,,,,,,,,,,,,,,,,"11,141,738.61","12,198,524.97","12,198,524.97","29,373,414.44","27,211,775.04","30,050,826.63","31,290,893.37","30,050,826.63","30,050,826.63","30,050,826.63"
未分配利润,"142,845,028.70","50,486,575.09","123,814,049.21","132,786,001.17","152,663,815.54","158,049,002.79","193,065,883.37","204,998,435.31","206,172,700.59","241,265,446.12","291,802,240.72","284,402,023.02","325,301,635.23","386,636,251.54","443,249,329.89","472,547,233.05","491,637,123.02","574,100,818.06","638,355,461.73","649,744,698.86","630,491,845.56","678,360,396.24","759,323,567.36","771,792,764.13","771,403,913.32","836,511,777.78","911,515,776.28"
长期待摊费用,"37,333.44","21,333.48","1,929,763.30","2,119,342.13","2,086,815.18","2,304,519.56","1,866,846.33","1,575,558.59","1,414,620.01","1,153,365.43","892,110.85","630,856.43","527,283.72","345,708.20","227,233.17","1,382,138.37","5,371,179.06","9,180,425.23","11,870,640.95","15,071,036.45","17,458,818.06","22,500,084.25","22,012,633.17","22,747,768.53","21,340,148.29","20,126,617.17","19,097,583.16"
少数股东权益,,,,,,,,,,,,,,"3,999,800.00","3,990,163.79","3,921,397.05","3,818,889.91","8,606,003.24","10,373,578.19","10,155,082.15","10,537,865.74","4,624,129.19","4,905,283.11","5,257,292.13","5,410,013.41","6,792,867.95","6,611,752.97"
递延所得税资产,"1,507,830.55","1,894,124.55","1,843,050.94","1,843,050.94","2,463,535.23","2,889,984.83","3,151,099.69","3,190,386.44","3,365,095.48","3,875,637.95","4,583,355.87","4,287,508.94","5,149,998.81","5,528,659.35","5,737,787.74","5,480,766.49","5,959,334.64","6,616,858.43","7,948,361.43","7,873,556.88","8,506,010.02","9,109,463.04","10,675,455.96","10,344,750.05","10,727,902.08","10,383,572.24","10,627,302.45"
外币报表折算价差,,,,,,,,,,,,,,,,,,,,,,,,,,,
其他非流动资产,,,,,,,,,,,,,,,,,,,,,,,,,,,
非正常经营项目收益调整,,,,,,,,,,,,,,,,,,,,,,,,,,,
非流动资产合计,"28,243,422.09","29,156,204.71","66,763,376.36","66,338,399.34","91,749,527.73","94,801,800.14","96,730,065.79","121,161,071.47","415,347,597.65","382,667,966.59","188,251,741.50","186,160,230.34","226,798,702.89","239,539,603.07","266,249,823.39","280,296,494.58","291,915,776.62","354,110,534.46","378,999,460.40","377,043,092.45","427,300,082.57","422,746,591.81","445,566,025.23","446,554,471.70","460,410,669.78","465,268,191.78","456,248,939.69"
所有者权益(或股东权益)合计,"178,716,698.55","257,755,029.84","339,230,001.08","1,002,075,790.24","1,017,575,604.61","1,022,960,791.86","1,067,963,534.01","1,079,896,085.95","1,081,070,351.23","1,116,163,096.76","1,180,114,558.62","1,172,714,340.92","1,213,613,953.13","1,278,948,369.44","1,355,451,291.11","1,384,680,427.53","1,403,667,810.36","1,490,905,844.35","1,583,489,683.32","1,594,489,227.30","1,578,783,207.44","1,618,386,456.61","1,720,956,679.20","1,737,768,532.79","1,738,502,352.70","1,811,272,169.71","1,897,758,324.10"
资产总计,"279,578,868.04","364,700,172.43","434,006,959.63","1,097,580,616.52","1,109,924,749.32","1,139,530,755.43","1,161,414,717.08","1,165,440,715.56","1,198,429,530.52","1,243,827,242.27","1,345,568,592.70","1,365,879,830.72","1,467,780,198.16","1,480,193,572.23","1,622,959,872.62","1,627,103,887.15","1,629,784,171.28","1,726,347,394.28","1,813,191,151.07","1,765,674,930.66","1,807,777,432.06","1,853,085,728.22","1,978,146,500.95","1,959,621,743.60","1,991,611,466.30","2,094,127,096.87","2,198,704,196.19"
负债和所有者(或股东权益)合计,"279,578,868.04","364,700,172.43","434,006,959.63","1,097,580,616.52","1,109,924,749.32","1,139,530,755.43","1,161,414,717.08","1,165,440,715.56","1,198,429,530.52","1,243,827,242.27","1,345,568,592.70","1,365,879,830.72","1,467,780,198.16","1,480,193,572.23","1,622,959,872.62","1,627,103,887.15","1,629,784,171.28","1,726,347,394.28","1,813,191,151.07","1,765,674,930.66","1,807,777,432.06","1,853,085,728.22","1,978,146,500.95","1,959,621,743.60","1,991,611,466.30","2,094,127,096.87","2,198,704,196.19"
