科目,2007年1-3月,2007年1-6月,2007年度,2008年1-3月,2008年1-6月,2008年1-9月,2008年度,2009年1-3月,2009年1-6月,2009年1-9月,2009年度,2010年1-3月,2010年1-6月,2010年1-9月,2010年度,2011年1-3月,2011年1-6月,2011年1-9月,2011年度,2012年1-3月,2012年1-6月,2012年1-9月,2012年度,2013年1-3月,2013年1-6月,2013年1-9月,2013年度,2014年1-3月,2014年1-6月,2014年1-9月,2014年度,2015年1-3月,2015年1-6月,2015年1-9月,2015年度,2016年1-3月,2016年1-6月,2016年1-9月,2016年度,2017年1-3月,2017年1-6月,2017年1-9月,2017年度,2018年1-3月
支付给职工以及为职工支付的现金,"5,943,827.12","9,103,077.34","19,273,216.80","7,534,596.39","12,390,661.06","17,158,473.95","22,659,377.38","7,067,832.95","10,649,171.61","16,916,718.01","18,654,492.50","9,242,747.71","13,544,790.50","18,404,425.28","22,010,276.27","9,814,612.54","16,360,888.67","23,218,953.73","29,561,481.14","11,984,825.00","21,780,776.79","32,877,439.90","34,787,596.74","16,815,276.47","28,725,384.84","42,263,160.78","45,986,713.13","19,269,288.15","33,460,999.67","48,147,947.09","62,436,045.40","17,726,507.45","32,499,138.44","50,749,834.12","51,116,189.27","23,367,555.55","38,692,891.04","47,800,804.16","58,497,477.83","19,063,376.47","29,370,584.84","41,745,032.98","54,832,108.78","21,035,434.02"
取得借款收到的现金,,"20,000,000.00","30,000,000.00",,,,,,,,,,,,,,,,,,,,,,,,,"2,000,000.00","2,000,000.00","2,000,000.00","2,000,000.00",,"1,800,000.00","21,800,000.00","41,800,000.00",,"1,500,000.00","1,500,000.00","1,500,000.00","2,000,000.00","4,900,000.00","5,000,000.00","5,000,000.00",
支付的各项税费,"2,591,695.01","6,002,523.71","13,823,074.28","8,672,479.61","11,310,024.49","14,455,701.73","16,188,067.34","11,905,628.58","16,110,432.00","16,994,032.34","23,443,247.27","2,016,455.02","4,664,380.47","6,114,205.89","11,278,638.44","7,756,284.34","15,615,120.55","20,850,922.99","32,592,116.07","20,244,201.32","25,428,247.69","26,085,162.32","19,436,512.21","12,408,300.75","17,532,507.03","25,251,198.69","33,682,080.96","6,025,485.07","9,505,152.89","11,574,908.65","12,531,535.52","2,752,832.51","7,312,599.44","9,674,988.18","19,261,767.01","6,459,133.89","28,108,417.89","28,480,092.40","50,770,540.07","4,220,951.61","9,521,397.04","13,966,831.17","18,474,646.86","5,762,031.15"
收到其他与筹资活动有关的现金,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
支付其他与经营活动有关的现金,"2,198,386.39","3,238,640.31","9,236,035.11","3,606,461.55","4,514,675.42","10,064,231.15","11,189,705.30","4,797,486.27","7,297,575.79","8,476,892.82","10,771,726.17","6,834,341.25","11,038,184.40","20,732,662.04","26,240,689.95","9,350,665.84","11,658,858.46","15,995,344.97","19,513,115.20","5,927,895.21","12,138,039.06","23,576,042.64","20,122,343.44","11,608,072.65","16,479,796.67","26,902,400.10","28,101,083.66","12,173,484.55","17,303,930.04","25,509,156.14","36,529,609.77","9,459,173.21","14,722,795.51","29,088,412.75","55,744,185.12","7,297,841.92","19,660,799.24","32,990,339.23","42,507,711.36","8,822,186.92","23,093,946.22","32,750,228.17","48,112,402.31","7,363,955.76"
筹资活动现金流入小计,,"51,200,000.00","61,200,000.00",,"181,750,000.00","182,750,000.00","182,750,000.00",,,"2,000,000.00","2,000,000.00","1,400,000.00","2,580,000.00","3,955,000.00","3,580,000.00",,,,"332,986,136.50","750,000.00","750,000.00","750,000.00","2,250,000.00",,,,"300,000.00","2,000,000.00","2,000,000.00","2,000,000.00","2,000,000.00",,"1,800,000.00","22,100,000.00","477,649,983.16",,"1,500,000.00","1,500,000.00","2,200,000.00","2,000,000.00","4,900,000.00","25,000,000.00","25,000,000.00",
经营活动现金流出小计,"71,648,047.15","88,585,341.67","137,462,057.81","60,171,649.90","97,974,600.07","97,985,322.67","103,434,976.83","33,984,881.70","55,017,923.77","100,650,313.54","124,323,134.53","30,465,718.59","57,874,453.79","102,041,307.56","149,013,709.28","53,676,272.19","105,076,594.62","123,370,580.56","172,856,148.63","54,612,215.84","102,610,363.02","174,835,090.29","213,205,799.69","74,998,822.26","118,781,476.49","195,916,622.61","245,065,489.74","63,503,460.88","106,999,814.19","152,922,396.17","261,350,369.37","70,202,061.21","125,879,854.48","196,508,218.02","260,545,980.11","88,241,136.10","163,667,284.83","217,209,503.11","298,995,643.16","69,173,749.95","124,807,822.15","183,133,034.50","217,427,017.48","63,641,261.49"
偿还债务支付的现金,"5,000,000.00","15,000,000.00","35,000,000.00",,"20,000,000.00","30,000,000.00","30,000,000.00",,,,,,,,,,,,,,,,,,,,,,,,,"2,000,000.00","2,000,000.00","2,000,000.00","22,000,000.00","21,800,000.00","21,800,000.00","21,800,000.00","21,800,000.00","1,500,000.00","1,500,000.00","1,500,000.00","1,500,000.00","2,000,000.00"
经营活动产生的现金流量净额,"-37,603,063.73","-40,038,450.35","6,849,189.43","-20,870,355.67","-19,685,467.60","-16,099,934.14","35,924,380.65","-8,191,562.90","-9,286,251.20","-6,406,652.39","25,788,159.70","-17,490,027.08","-4,357,632.93","-32,428,175.76","9,263,878.79","-2,793,724.12","27,075,191.74","27,329,803.89","36,409,765.57","-8,570,069.12","-21,832,391.72","-9,087,227.84","104,030,886.70","-13,898,702.74","-9,718,448.59","-17,274,312.16","20,219,274.00","14,588,432.34","22,166,363.29","32,850,529.45","75,663,408.12","-1,708,006.93","4,450,198.97","20,456,670.09","122,710,570.81","-21,915,220.76","-45,078,950.23","-27,785,436.50","56,476,807.93","-3,351,812.71","296,324.84","19,255,330.16","99,615,139.34","-4,969,597.13"
分配股利、利润或偿还利息支付的现金,"1,127,250.00","8,975,425.00","10,069,025.00","495,950.00","670,750.00","881,400.00","881,400.00",,"23,101,935.15","23,101,935.15","24,271,935.15",,"29,469,157.20","29,469,157.20","29,111,340.00",,"21,580,878.22","21,656,228.22","21,581,661.22",,"25,723,931.04","25,723,931.04","25,723,931.04",,"27,005,661.75","26,793,794.66","26,743,383.86","494,666.67","27,524,622.56","27,567,555.89","27,610,022.56",,"104,203.21","100,061.53","1,235,949.59","64,167.83","30,305,192.88","30,166,613.52","30,196,703.77","27,928.11","27,133,418.88","27,205,650.64","27,384,090.88","71,521.25"
收回投资收到的现金,,,,,,,,,,,,,,,,,"202,334.89","202,431.30","202,431.30",,,,,,,,,,,,,,,,,,,,,,,,,
支付其他与筹资活动有关的现金,,,,,"1,214,505.25","6,968,644.56","5,150,000.00",,,,,,,,,,,"242,828.00","4,559,534.12",,,,,,,,,,,,,,,,"1,916,562.20",,,,,,,,,
取得投资收益收到的现金,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"250,000.00",,,,,
筹资活动现金流出小计,"6,127,250.00","23,975,425.00","45,069,025.00","495,950.00","21,885,255.25","37,850,044.56","36,031,400.00",,"23,101,935.15","23,101,935.15","24,271,935.15",,"29,469,157.20","29,469,157.20","29,111,340.00",,"21,580,878.22","21,899,056.22","26,141,195.34",,"25,723,931.04","25,723,931.04","25,723,931.04",,"27,005,661.75","26,793,794.66","26,743,383.86","494,666.67","27,524,622.56","27,567,555.89","27,610,022.56","2,000,000.00","2,104,203.21","2,100,061.53","25,152,511.79","21,864,167.83","52,105,192.88","51,966,613.52","51,996,703.77","1,527,928.11","28,633,418.88","28,705,650.64","28,884,090.88","2,071,521.25"
处置固定资产、无形资产和其他长期资产收回的现金净额,,,"36,000.00","25,500.00","25,500.00","34,500.00","34,500.00",,,"16,100.00","21,000.00",180.00,180.00,"174,306.32","174,306.32",,"41,999.00","41,999.00","40,000.00",,,,"18,002.00","20,700.00","68,802.00","70,802.00","75,802.00","11,000.00","23,000.00","25,281.06","25,189.00","16,200.00","16,200.00","66,200.00","71,203.00","28,000.00","28,000.00","28,000.00","28,000.00",,,"200,000.00","200,000.00","5,908,740.00"
筹资活动产生的现金流量净额,"-6,127,250.00","27,224,575.00","16,130,975.00","-495,950.00","159,864,744.75","144,899,955.44","146,718,600.00",,"-23,101,935.15","-21,101,935.15","-22,271,935.15","1,400,000.00","-26,889,157.20","-25,514,157.20","-25,531,340.00",,"-21,580,878.22","-21,899,056.22","306,844,941.16","750,000.00","-24,973,931.04","-24,973,931.04","-23,473,931.04",,"-27,005,661.75","-26,793,794.66","-26,443,383.86","1,505,333.33","-25,524,622.56","-25,567,555.89","-25,610,022.56","-2,000,000.00","-304,203.21","19,999,938.47","452,497,471.37","-21,864,167.83","-50,605,192.88","-50,466,613.52","-49,796,703.77","472,071.89","-23,733,418.88","-3,705,650.64","-3,884,090.88","-2,071,521.25"
处置子公司及其他营业单位收到的现金净额,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"-15,792,033.67","-15,792,033.67","-15,792,033.67",,,,,
四、汇率变动对现金的影响,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
收到其他与投资活动有关的现金,,,,,,,,,,,,,,,,,,,"8,984,619.15",,,"14,104,350.00","12,899,223.05",,"1,737,600.78","1,737,600.78","1,569,868.93",,,,,,,,,,,,,,,,,
四(2)、其他原因对现金的影响,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
投资活动现金流入小计,,,"36,000.00","25,500.00","25,500.00","34,500.00","34,500.00",,,"16,100.00","21,000.00",180.00,180.00,"174,306.32","174,306.32",,"244,333.89","244,430.30","9,227,050.45",,,"14,104,350.00","12,917,225.05","20,700.00","1,806,402.78","1,808,402.78","1,645,670.93","11,000.00","23,000.00","25,281.06","25,189.00","16,200.00","16,200.00","66,200.00","71,203.00","28,000.00","-15,764,033.67","-15,764,033.67","-15,514,033.67",,,"200,000.00","200,000.00","5,908,740.00"
五、现金及现金等价物净增加额,"-40,763,615.52","-17,699,277.82","2,483,395.12","-21,906,221.41","137,460,697.69","127,697,924.51","153,272,881.52","-12,798,967.62","-47,537,820.08","-42,822,251.31","-31,678,239.09","-20,392,546.27","-40,608,343.82","-72,643,056.92","-42,003,792.38","-12,260,787.27","-35,319,217.96","-38,324,423.75","275,473,881.45","-33,477,648.95","-102,079,115.35","-115,353,259.75","-58,582,184.08","-33,929,352.34","-99,425,345.06","-110,783,966.32","-143,162,750.63","-41,570,510.38","-102,268,740.14","-125,606,111.62","-110,414,633.37","-29,853,498.53","-35,195,992.04","-35,573,575.52","374,691,195.46","-58,358,774.93","-148,531,921.58","-185,137,229.38","-174,313,057.00","-23,134,494.74","-59,361,055.94","-36,790,723.67","-58,599,524.60","-14,122,641.27"
购建固定资产、无形资产和其他长期资产支付的现金,"-2,966,698.21","4,885,402.47","20,532,769.31","565,415.74","2,744,079.46","1,136,596.79","29,404,599.13","4,607,404.72","15,149,633.73","15,329,763.77","35,215,463.64","4,302,699.19","9,361,733.69","12,500,030.28","23,884,057.43","9,467,063.15","41,057,865.37","43,019,601.72","73,033,002.68","25,657,579.83","55,272,792.59","87,206,466.87","143,626,334.82","16,051,349.60","64,507,637.50","68,524,262.28","133,632,136.70","53,723,101.05","94,981,305.87","127,962,191.24","155,541,032.93","26,161,691.60","39,358,187.80","76,096,384.08","200,588,049.72","11,607,389.34","34,083,747.80","87,871,148.69","151,676,387.49","20,254,753.92","34,956,461.90","51,572,903.19","116,123,073.06","12,740,262.89"
期初现金及现金等价物余额,"74,388,288.65","74,388,228.65","74,388,228.65","76,871,623.77","76,871,623.77","76,871,623.77","76,871,623.77","230,144,505.29","230,144,505.29","230,144,505.29","230,144,505.29","198,466,266.20","198,466,266.20","198,466,266.20","198,466,266.20","156,462,473.82","156,462,473.82","156,441,602.82","156,462,473.82","431,936,355.27","431,936,355.27","431,936,355.27","431,936,355.27","373,354,171.19","373,354,171.19","373,354,171.19","373,354,171.19","230,191,420.56","230,191,420.56","230,191,420.56","230,191,420.56","119,776,787.19","119,776,787.19","119,776,787.19","119,776,787.19","494,467,982.65","494,467,982.65","494,467,982.65","494,467,982.65","320,154,925.65","320,154,925.65","320,154,925.65","320,154,925.65","261,555,401.05"
投资支付的现金,,,,,,,,,,,,,,"2,375,000.00","2,000,000.00",,,"980,000.00","980,000.00",,,,,"4,000,000.00",,,,,,,,,,,,"2,999,997.00","2,999,997.00","3,249,997.00","13,802,740.00",,"967,500.00","967,500.00","38,407,500.00","250,000.00"
期末现金及现金等价物余额,"33,624,673.13","56,688,950.83","76,871,623.77","54,965,402.36","214,332,321.46","204,569,548.28","230,144,505.29","217,345,537.67","182,606,685.21","187,322,253.98","198,466,266.20","178,073,719.93","157,857,922.38","125,823,209.28","156,462,473.82","144,201,686.55","121,143,255.86","118,117,179.07","431,936,355.27","398,458,706.32","329,857,239.92","316,583,095.52","373,354,171.19","339,424,818.85","273,928,826.13","262,570,204.87","230,191,420.56","188,620,910.18","127,922,680.42","104,585,308.94","119,776,787.19","89,923,288.66","84,580,795.15","84,203,211.67","494,467,982.65","436,109,207.72","345,936,061.07","309,330,753.27","320,154,925.65","297,020,430.91","260,793,869.71","283,364,201.98","261,555,401.05","247,432,759.78"
