科目,2013-12-31,2014-12-31,2015-12-31,2016-06-30,2016-09-30,2016-12-31,2017-03-31,2017-06-30,2017-09-30
长期股权投资,,,,,,,,,
专项应付款,,,,,,,,,
投资性房地产,,,,,,,,,
预计负债,"218,036.37","191,347.29","196,241.55","197,477.12","226,457.53","182,980.54","183,208.67","188,099.18","304,417.25"
固定资产,"275,317,945.56","291,067,901.57","398,573,698.13","452,660,308.98","481,339,181.25","489,635,876.18","480,440,095.77","489,674,595.57","510,882,206.66"
递延所得税负债,,,"10,237.00",,,,,,
在建工程,"605,180.15","48,197,075.53","27,043,341.36","7,330,359.32","4,100,800.00","5,192,539.68","6,224,334.55","6,897,294.09","4,435,855.19"
其他非流动负债,,,,,,,"31,389,348.40",,
工程物资,,,,,,,,,
非流动负债合计,"39,298,203.44","78,447,250.84","36,008,172.70","34,234,232.97","33,380,744.23","32,454,798.09","31,572,557.07","30,694,978.43","29,928,827.35"
固定资产清理,,,,,,,,,
负债合计,"225,439,682.47","269,411,335.39","298,465,031.40","373,580,271.15","384,119,818.74","366,302,291.71","279,541,043.27","283,519,754.43","228,198,613.35"
生产性生物资产,,,,,,,,,
实收资本(或股本),"53,191,489.00","150,000,000.00","150,000,000.00","150,000,000.00","150,000,000.00","150,000,000.00","200,000,000.00","200,000,000.00","200,000,000.00"
油气资产,,,,,,,,,
资本公积,"33,238,511.00","282,421,737.91","286,807,737.92","286,807,737.92","286,807,737.92","286,807,737.92","680,780,137.92","680,780,137.92","680,780,137.92"
无形资产,"65,966,976.38","64,649,918.28","63,017,611.63","62,300,452.80","61,870,975.95","61,441,499.10","61,198,688.92","60,759,468.49","60,320,248.06"
盈余公积,"10,375,180.20","8,158,713.49","17,567,782.55","17,567,782.55","17,567,782.55","29,263,406.00","29,263,406.00","29,263,406.00","29,263,406.00"
开发支出,,,,,,,,,
减:库存股,,,,,,,,,
商誉,,,,,,,,,
未分配利润,"343,340,795.94","77,107,855.20","142,230,976.73","173,821,807.97","206,278,518.47","228,666,587.78","259,444,557.63","260,231,568.88","299,826,064.04"
长期待摊费用,,,,,,,,,
少数股东权益,"796,069.62",,,,,,,,
递延所得税资产,"3,600,060.24","4,586,101.10","5,041,819.69","5,385,136.81","5,700,379.63","5,879,699.92","5,879,699.92","5,936,400.36","5,972,268.53"
外币报表折算价差,,,,,,,,,
其他非流动资产,"13,218,560.11","29,685,522.34","33,954,065.57","67,780,816.60","41,368,189.16","30,804,531.78","54,594,696.85","48,340,293.13","33,614,774.52"
非正常经营项目收益调整,,,,,,,,,
非流动资产合计,"358,708,722.44","438,186,518.82","527,630,536.38","595,457,074.51","594,379,525.99","592,954,146.66","608,337,516.01","611,608,051.64","615,225,352.96"
所有者权益(或股东权益)合计,"442,481,961.24","518,504,624.42","598,160,639.33","630,128,539.83","662,773,784.96","697,046,012.34","1,171,973,865.97","1,172,938,361.00","1,212,710,339.94"
资产总计,"667,921,643.71","787,915,959.81","896,625,670.73","1,003,708,810.98","1,046,893,603.71","1,063,348,304.05","1,451,514,909.24","1,456,458,115.43","1,440,908,953.29"
负债和所有者(或股东权益)合计,"667,921,643.71","787,915,959.81","896,625,670.73","1,003,708,810.98","1,046,893,603.71","1,063,348,304.05","1,451,514,909.24","1,456,458,115.43","1,440,908,953.29"
