科目,2007年度,2008年度,2009年1-3月,2009年度,2010年1-3月,2010年1-6月,2010年1-9月,2010年度,2011年1-3月,2011年1-6月,2011年1-9月,2011年度,2012年1-3月,2012年1-6月,2012年1-9月,2012年度,2013年1-3月,2013年1-6月,2013年1-9月,2013年度,2014年1-3月,2014年1-6月,2014年1-9月,2014年度,2015年1-3月,2015年1-6月,2015年1-9月,2015年度,2016年1-3月,2016年1-6月,2016年1-9月,2016年度,2017年1-3月,2017年1-6月,2017年1-9月,2017年度,2018年1-3月,2018年1-6月,2018年1-9月,2018年度,2019年1-3月
堪探费用,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
加:影响利润总额的其他科目,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
财务费用,"2,225,869.11","3,388,235.98","344,483.40","1,853,817.86","213,766.82","684,255.44","317,164.17","-3,114,654.76","-161,886.76","-4,337,948.45","-4,268,148.21","-6,945,774.98","-2,608,800.79","-4,790,655.05","-6,633,536.09","-8,435,628.99","153,501.67","-1,075,037.04","-2,688,550.06","-2,733,544.11","-3,776,533.67","-4,228,744.82","-4,809,005.68","-5,306,827.20","-1,781,831.87","-1,570,350.11","-1,137,158.84","-76,776.85","762,788.05","4,978,602.87","6,929,824.83","11,976,255.12","2,693,598.03","4,976,912.93","6,764,511.46","10,178,253.25","3,410,095.70","7,538,058.97","11,982,956.54","14,394,634.87","4,743,918.09"
三、利润总额,"32,780,599.35","36,012,260.82","5,253,851.29","48,508,428.01","6,467,721.51","24,466,243.77","36,861,632.81","53,213,294.46","7,709,030.49","27,580,120.11","42,859,264.71","60,261,401.68","10,071,640.17","34,326,843.77","52,373,479.32","76,331,782.08","14,308,968.25","37,523,073.40","54,696,433.68","76,855,501.35","15,347,146.91","34,344,864.22","47,250,899.75","62,188,507.56","11,757,778.12","19,271,792.67","24,086,397.98","19,346,823.32","17,641,883.78","28,524,428.66","37,340,850.26","61,805,234.37","17,534,380.78","30,313,369.70","44,171,602.24","73,660,831.22","26,429,884.05","49,493,338.60","75,113,161.08","118,234,777.40","59,111,779.55"
资产减值损失,"1,347,988.93","1,227,668.50","274,134.77","2,066,793.75","103,655.88","3,234,946.19","2,241,821.57","4,182,551.47","546,132.08","1,034,379.64","2,494,981.70","4,884,660.87","109,774.85","1,363,406.61","5,458,885.23","7,423,041.38","-2,387,430.24","939,583.47","1,603,562.50","4,842,431.88","2,394,029.87","791,099.59","2,365,546.86","5,904,987.76","318,555.23","610,402.32","1,718,768.39","11,591,611.31","1,045,231.03","4,874,495.15","6,111,484.41","13,436,005.94","680,276.44","1,920,584.37","8,129,195.71","22,880,763.50","249,751.08","2,129,736.19","22,539,811.20","13,832,745.44","9,911,867.02"
减:所得税,"1,469,214.87","2,364,488.45","788,077.70","7,497,192.87","913,579.70","3,591,661.42","4,768,768.34","9,110,564.25","1,234,432.14","3,695,586.20","5,958,618.59","9,394,740.84","1,707,755.10","4,820,331.60","7,851,590.53","11,327,273.03","2,329,352.60","5,873,376.33","7,929,726.54","10,960,940.12","2,451,773.74","4,860,469.35","6,317,100.70","8,371,996.74","1,660,227.86","2,102,765.54","3,082,117.63","2,770,483.72","3,054,434.45","4,176,105.75","5,137,613.04","10,216,344.38","2,517,364.46","4,458,994.75","6,113,284.13","11,261,263.40","4,009,952.78","9,257,899.98","13,594,312.58","14,890,622.49","8,536,360.74"
加:公允价值变动净收益,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
加:影响净利润的其他科目,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
投资收益,,,,,,,,,,,,,,,,,,,,,,"773,684.92","1,850,301.34","3,070,735.57","1,024,967.80","2,233,504.70","3,006,558.23","3,819,314.31","631,043.80","974,156.45","-131,067.44","-118,174.68","-131,617.41","176,009.00","2,055,537.05","11,213,838.50","1,326,068.92","5,674,222.70","7,395,369.86","13,966,092.47","4,926,192.86"
四、净利润,"31,311,384.48","33,647,772.37","4,465,773.59","41,011,235.14","5,554,141.81","20,874,582.35","32,092,864.47","44,102,730.21","6,474,598.35","23,884,533.91","36,900,646.12","50,866,660.84","8,363,885.07","29,506,512.17","44,521,888.79","65,004,509.05","11,979,615.65","31,649,697.07","46,766,707.14","65,894,561.23","12,895,373.17","29,484,394.87","40,933,799.05","53,816,510.82","10,097,550.26","17,169,027.13","21,004,280.35","16,576,339.60","14,587,449.33","24,348,322.91","32,203,237.22","51,588,889.99","15,017,016.32","25,854,374.95","38,058,318.11","62,399,567.82","22,419,931.27","40,235,438.62","61,518,848.50","103,344,154.91","50,575,418.81"
其中:对联营企业和合营企业的投资权益,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
归属于母公司所有者的净利润,"31,321,407.43","33,647,772.37","4,465,773.59","41,011,235.14","5,554,141.81","20,874,582.35","32,092,864.47","44,102,730.21","6,474,598.35","23,884,533.91","36,900,646.12","50,866,660.84","8,363,885.07","29,506,512.17","44,521,888.79","65,004,509.05","11,979,615.65","31,649,697.07","46,766,707.14","65,894,561.23","12,895,373.17","29,484,394.87","40,933,799.05","53,816,510.82","10,097,550.26","17,169,027.13","21,004,280.35","16,576,339.60","14,587,449.33","24,348,322.91","32,203,237.22","51,588,889.99","15,017,016.32","25,854,374.95","38,058,318.11","62,399,567.82","22,419,931.27","40,235,438.62","61,518,848.50","103,344,154.91","50,575,418.81"
影响营业利润的其他科目,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
少数股东损益,"-10,022.95",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
