科目,2011年度,2012年度,2013年度,2014年1-6月,2014年度,2015年1-3月,2015年1-6月,2015年1-9月,2015年度,2016年1-3月,2016年1-6月,2016年1-9月,2016年度,2017年1-3月,2017年1-6月,2017年1-9月,2017年度,2018年1-3月,2018年1-6月,2018年1-9月,2018年度,2019年1-3月
收回投资收到的现金,,,,,,,,,,,,,,,,,"14,500.00","3,000,000.00","145,000,000.00","176,102,634.98","245,378,634.98","51,727,959.14"
支付其他与筹资活动有关的现金,"1,906,083.66","14,000,000.00",,,,"5,827,961.44","5,813,417.00","5,813,417.00","168,548,417.00",,"124,001.04","924,001.04","923,991.29","6,529.08","2,312.91","251,649,580.76","33,353,563.96","29,166.43","127,978.26","212,598.27","32,248,215.64","81,170.48"
取得投资收益收到的现金,,,,"1,080,175.37","1,080,175.37",,"3,010,627.95","3,010,627.95","3,010,627.95",,,,,,,,"903,867.00",,"11,924,931.81","11,923,275.34","12,014,719.94",
筹资活动现金流出小计,"7,032,451.65","41,906,804.00","11,554,890.68","7,725,887.25","9,785,973.35","11,521,017.00","71,832,892.00","71,832,892.00","234,567,892.00",,"4,638,416.21","158,505,330.51","258,722,820.76","6,529.08","2,312.91","263,707,094.62","531,963,464.20","30,512,066.43","41,752,344.45","273,591,604.34","306,855,443.65","31,299,995.48"
处置固定资产、无形资产和其他长期资产收回的现金净额,,"25,390.00",,,,,,"30,000.00","30,000.00",,,,,,,"80,000.00","80,000.00",,,,"10,707,453.11","2,000,000.00"
筹资活动产生的现金流量净额,"-7,032,451.65","-3,606,804.00","-11,554,890.68","42,274,112.75","45,214,026.65","167,778,983.00","107,467,108.00","110,467,108.00","196,572,008.00",,"82,327,243.79","2,076,164,325.71","1,972,779,020.29","-6,529.08","-4,704,671.55","207,075,621.11","-32,579,110.39","32,827,933.57","309,826,239.80","71,898,516.35","99,296,282.35","-1,270,027.04"
处置子公司及其他营业单位收到的现金净额,,,,,,,,,"38,600,000.00",,,"1,800,000.00","1,800,000.00",,,"918,367.00",,,"3,150,000.00","8,701,656.47",,
四、汇率变动对现金的影响,469.95,,,,-1.39,,"-1,165.58","-1,165.58","-1,165.58","-6,392.61","333,410.51","-3,806,374.33","-3,784,093.30","-31,154.52","-253,941.17","-917,514.43","-290,365.86","-195,871.43","681,732.83","2,408,086.18","805,954.51","-913,606.58"
收到其他与投资活动有关的现金,"1,500,000.00",,,,,,,,,,,,,,,,,,"109,917,415.26","109,942,103.26","76,204,688.00","64,450.68"
四(2)、其他原因对现金的影响,,,,,,,,,,,,,,,,,,,,,,
投资活动现金流入小计,"1,500,000.00","25,390.00",,"1,080,175.37","1,080,175.37",,"3,010,627.95","3,040,627.95","41,640,627.95",,,"1,800,000.00","1,800,000.00",,,"998,367.00","998,367.00","3,000,000.00","269,992,347.07","306,669,670.05","344,305,496.03","53,792,409.82"
五、现金及现金等价物净增加额,"-40,109,733.75","5,511,904.88","11,831,619.48","16,504,646.96","-57,189,998.88","126,654,880.22","72,459,156.53","50,816,541.68","33,816,212.66","-6,752,566.25","10,592,941.52","1,949,451,420.78","1,321,712,437.50","-101,142,529.33","-415,293,776.70","-377,765,768.76","-691,582,611.05","-286,695,722.90","13,484,133.59","-240,484,218.99","-243,437,317.21","-10,237,820.35"
购建固定资产、无形资产和其他长期资产支付的现金,"19,716,485.97","18,191,670.60","25,324,784.76","13,461,778.87","45,061,852.59","21,743,769.74","28,553,357.56","43,569,969.46","65,958,555.91","21,827,912.00","38,262,897.65","74,225,203.62","213,534,460.16","43,324,750.91","237,140,591.56","420,769,790.35","608,710,481.42","35,263,382.31","112,513,839.53","139,325,001.24","192,997,447.51","32,863,030.17"
期初现金及现金等价物余额,"139,097,027.22","98,987,293.47","104,499,198.35","116,330,817.83","116,330,817.83","59,956,818.95","59,956,818.95","59,956,818.95","59,140,818.95","255,813,531.61","92,957,031.61","92,957,031.61","92,957,031.61","1,414,669,469.11","1,414,669,469.11","1,415,803,456.67","1,414,669,469.11","723,065,304.77","723,086,858.06","723,086,858.06","723,086,858.06","479,649,540.85"
投资支付的现金,"30,000,000.00","30,000,000.00",,,"96,748,300.00",,,,"151,425,000.00",,"62,082,500.00","64,482,500.00","613,071,048.00",,"172,672,500.00","237,470,953.42","274,781,170.91","18,867,924.53","49,569,224.53","56,569,224.53","357,231,559.97",
期末现金及现金等价物余额,"98,987,293.47","104,499,198.35","116,330,817.83","132,835,464.79","59,140,818.95","186,611,699.17","132,415,975.48","110,773,360.63","92,957,031.61","249,060,965.36","103,549,973.13","2,042,408,452.39","1,414,669,469.11","1,313,526,939.78","999,375,692.41","1,038,037,687.91","723,086,858.06","436,369,581.87","736,570,991.65","482,602,639.07","479,649,540.85","469,411,720.50"
