科目,2007年度,2008年度,2009年度,2010年1-6月,2010年1-9月,2010年度,2011年1-3月,2011年1-6月,2011年1-9月,2011年度,2012年1-3月,2012年1-6月,2012年1-9月,2012年度,2013年1-3月,2013年1-6月,2013年1-9月,2013年度,2014年1-3月,2014年1-6月,2014年1-9月,2014年度,2015年1-3月,2015年1-6月,2015年1-9月,2015年度,2016年1-3月,2016年1-6月,2016年1-9月,2016年度,2017年1-3月,2017年1-6月,2017年1-9月,2017年度
支付给职工以及为职工支付的现金,"144,693,935.55","175,377,106.43","152,390,433.07","97,985,817.58","144,994,500.94","219,580,874.17","69,795,813.30","123,711,452.18","187,264,558.75","307,835,215.18","77,926,552.21","142,860,864.19","207,074,338.01","310,526,934.23","95,151,916.05","179,314,150.69","273,415,838.40","417,173,622.95","117,159,298.32","215,620,120.11","324,804,916.41","487,646,178.27","144,611,586.91","245,460,760.43","389,685,132.78","548,980,816.38","171,257,421.79","307,726,546.30","458,771,987.93","667,247,427.21","192,403,961.47","363,707,838.47","532,106,748.88","739,879,013.38"
取得借款收到的现金,"522,606,827.98","558,568,597.00","283,955,116.86","11,500,000.00","11,500,000.00","11,500,000.00",,"28,151,460.00",,"138,823,264.63","96,742,781.87","258,320,600.98","342,220,048.79","426,741,324.66","315,852,760.46","385,638,685.45","435,000,285.45","805,413,183.14","262,705,500.01","476,551,884.30","1,456,501,003.29","2,369,380,289.29","1,234,337,350.00","1,960,055,810.30","3,173,000,115.30","3,994,689,556.49","358,000,000.00","619,790,000.00","1,514,973,990.00","2,777,840,400.00","1,793,682,768.85","3,314,268,968.85","5,503,573,168.85","5,766,093,768.85"
支付的各项税费,"57,689,926.43","89,330,611.97","129,990,702.37","92,337,255.73","109,580,242.98","107,519,684.36","46,418,014.01","135,077,896.65","150,105,288.72","135,670,383.75","71,776,066.31","139,821,657.26","163,940,267.12","157,228,405.79","77,190,703.77","176,290,574.06","224,948,760.66","197,013,769.13","43,038,633.90","134,218,353.35","186,694,739.67","144,002,993.23","45,506,389.31","191,516,049.07","248,318,878.36","264,610,049.35","83,394,414.21","232,420,192.64","295,478,777.71","285,179,368.30","52,559,051.02","164,352,139.69","189,388,689.54","189,565,431.47"
收到其他与筹资活动有关的现金,"65,058,111.11","1,643,734.94",,,"5,000,000.00",,,,,,,"29,500,000.00","29,500,000.00","29,500,000.00",,"2,677,569.65","66,627,569.65",,,"3,822,508.20","4,187,037.51","50,000,000.00","238,425.60",,"8,321,983.67",,"303,819.53",,"33,248,000.00","113,232.00","1,866,358,400.00","2,535,026,600.00","3,821,528,850.00","1,775,295,000.00"
支付其他与经营活动有关的现金,"468,069,395.82","781,353,351.86","463,511,656.18","746,740,794.81","804,762,225.00","515,857,845.39","114,865,251.89","256,599,549.05","372,340,191.25","365,420,024.11","124,582,676.42","199,372,323.45","310,660,291.53","304,964,332.89","166,355,583.65","270,469,856.64","358,112,093.62","309,197,315.98","137,248,537.03","227,595,036.03","327,023,138.00","334,894,004.80","185,239,581.60","266,675,876.76","958,205,114.38","482,886,166.16","290,716,662.39","504,705,945.60","2,911,873,075.81","554,257,466.79","307,431,942.84","523,826,017.86","766,114,045.69","625,564,123.18"
筹资活动现金流入小计,"595,224,006.23","560,212,331.94","283,955,116.86","11,500,000.00","16,500,000.00","2,175,715,496.23",,"28,151,460.00",,"138,823,264.63","96,742,781.87","312,415,800.98","396,315,248.79","480,836,524.66","315,852,760.46","388,316,255.10","501,627,855.10","805,413,183.14","262,705,500.01","480,374,392.50","1,460,688,040.80","2,420,880,289.29","1,234,575,775.60","1,960,055,810.30","3,182,822,098.97","3,996,189,556.49","359,803,819.53","621,290,000.00","1,549,721,990.00","2,779,453,632.00","3,664,041,168.85","5,853,295,568.85","9,329,308,433.96","7,545,595,183.96"
经营活动现金流出小计,"1,912,466,998.10","2,563,496,900.43","1,886,183,500.17","1,703,300,388.76","2,254,536,000.32","3,009,746,490.54","845,926,849.84","1,966,789,366.13","2,712,124,347.55","3,597,914,539.31","916,232,748.12","1,343,676,306.47","1,880,194,127.02","2,485,552,715.18","785,985,739.05","1,614,889,946.45","2,533,739,319.74","3,049,995,551.96","908,767,653.15","1,830,732,114.78","2,929,276,311.62","3,628,895,530.91","1,057,925,392.64","2,075,956,490.45","3,639,668,956.68","4,082,751,239.03","1,117,335,824.47","2,313,555,997.69","5,632,667,619.98","4,187,146,442.55","1,193,420,829.45","2,456,208,965.00","3,877,854,044.10","4,808,625,384.58"
偿还债务支付的现金,"459,192,008.38","551,822,341.20","446,217,360.57","62,828,701.89","62,828,701.89","110,328,701.89",,,,"51,272,489.81","146,505,998.87","186,651,388.33","353,176,401.87","449,354,653.74","129,863,000.14","366,254,699.70","448,879,218.24","503,250,859.88","314,497,558.99","699,383,240.22","1,009,462,456.32","2,007,217,535.24","1,220,386,944.31","2,101,990,905.21","3,156,060,605.07","3,919,744,786.91","805,367,024.84","1,123,617,889.84","1,442,487,889.84","2,029,473,989.84","1,886,949,600.00","2,806,369,511.15","4,008,949,696.15","5,008,462,071.15"
经营活动产生的现金流量净额,"46,119,297.72","94,622,720.75","336,189,071.99","383,044,219.55","137,834,557.09","38,797,376.13","370,268,244.55","469,705,067.64","23,119,339.20","-179,882,853.14","673,360,041.15","1,298,167,990.30","1,121,224,323.39","699,643,110.05","463,791,891.25","1,105,666,861.64","751,250,106.45","433,359,278.95","253,752,964.16","688,173,528.50","48,143,448.34","-207,985,826.64","369,741,981.43","801,115,064.39","304,797,072.73","-43,094,994.41","461,578,162.81","901,339,376.07","529,653,441.33","172,695,468.96","292,375,531.39","919,061,085.78","485,916,950.11","194,648,826.80"
分配股利、利润或偿还利息支付的现金,"19,470,517.36","6,613,032.06","27,886,208.29","25,726,022.31","25,726,022.31","26,781,718.56",,"233,998,846.90","233,998,846.90","240,219,263.01",,"241,182,570.23","242,416,369.57","242,949,693.14","351,529.16","164,312,394.82","165,138,274.86","168,007,630.30","1,699,230.50","242,891,786.14","244,734,209.70","256,591,658.16","3,842,716.53","245,499,540.45","464,930,850.35","470,545,718.80","6,820,534.40","76,581,551.01","82,443,099.14","97,733,689.01","14,109,912.30","167,824,325.22","296,479,681.06","224,110,108.36"
收回投资收到的现金,"61,131,159.56","1,762,950.00",,"40,173.11","40,173.11","40,173.11",,,,"136,226,369.87",,,,"180,000,000.00",,,"4,399,920.00","370,454,001.68","39,758,866.67","738,953,624.56","947,544,884.34","1,600,653,979.65","779,923,668.49","767,235,110.93","1,835,779,317.78","2,380,471,185.21","891,093,919.35","1,181,606,144.87","1,292,530,787.02","1,491,471,532.95","238,545,345.08","380,885,213.67","647,905,127.25","558,458,685.27"
支付其他与筹资活动有关的现金,"114,671,546.92","400,000.00",,,"715,795.46",,,,,"29,500,000.00",,,,"22,788,450.00","63,000,000.00","63,000,000.00","63,000,000.00",,,"22,161,600.00","87,261,600.00","73,127,427.24",,,,"2,887,543.55",,"66,312,000.00","472,629,700.00","783,881,000.00","1,382,698,700.00","2,557,861,000.00","4,426,637,000.00","1,424,451,283.72"
取得投资收益收到的现金,"11,003,914.27","360,000.00","920,320.27","450,000.00","450,000.00","450,000.00","450,000.00","450,000.00","450,000.00","450,000.00","474,736.94","1,623,764.34","2,393,079.41","2,582,632.84","7,467,197.93","13,407,194.25","34,979,602.03","54,453,484.84","21,843,396.93","39,624,349.87","55,081,234.45","72,274,480.49","86,553,146.38","63,470,639.81","423,854,914.16","49,512,351.96","12,132,569.12","17,645,062.77","21,583,066.26","20,773,372.11","1,484,523.12","9,102,207.79","12,477,451.43","14,663,992.61"
筹资活动现金流出小计,"593,334,072.66","558,835,373.26","474,103,568.86","88,554,724.20","89,270,519.66","137,110,420.45",,"233,998,846.90","233,998,846.90","320,991,752.82","146,505,998.87","427,833,958.56","595,592,771.44","715,092,796.88","193,214,529.30","593,567,094.52","677,017,493.10","671,258,490.18","316,196,789.49","964,436,626.36","1,341,458,266.02","2,336,936,620.64","1,224,229,660.84","2,347,490,445.66","3,620,991,455.42","4,393,178,049.26","812,187,559.24","1,266,511,440.85","1,997,560,688.98","2,911,088,678.85","3,283,758,212.30","5,532,054,836.37","8,732,066,377.21","6,657,023,463.23"
处置固定资产、无形资产和其他长期资产收回的现金净额,"11,471.71","4,449,960.63","3,080,490.90","53,038.46","60,238.46","143,240.14",,"257,481.20","286,781.20","1,497,623.38","8,272.00","24,044.15","457,489.15","585,567.15","83,500.00","83,500.00","155,760.00","2,419,152.21",,"37,000.00","38,487.50","130,245.34","250,000.00","303,768.51","572,940.00","1,123,958.11","60,000.00","96,910.00","96,910.00","222,612.14","40,000.00","240,150.00","298,450.00","1,045,028.58"
筹资活动产生的现金流量净额,"1,889,933.57","1,376,958.68","-190,148,452.00","-77,054,724.20","-72,770,519.66","2,038,605,075.78",,"-205,847,386.90","-233,998,846.90","-182,168,488.19","-49,763,217.00","-115,418,157.58","-199,277,522.65","-234,256,272.22","122,638,231.16","-205,250,839.42","-175,389,638.00","134,154,692.96","-53,491,289.48","-484,062,233.86","119,229,774.78","83,943,668.65","10,346,114.76","-387,434,635.36","-438,169,356.45","-396,988,492.77","-452,383,739.71","-645,221,440.85","-447,838,698.98","-131,635,046.85","380,282,956.55","321,240,732.48","597,242,056.75","888,571,720.73"
处置子公司及其他营业单位收到的现金净额,"1,387,737.16",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
四、汇率变动对现金的影响,"-8,922,737.75","57,255,033.28","-45,063,475.77","-5,487,811.54","-1,990,117.97","-7,227,537.78","-5,879,993.32","-17,579,913.34","-16,608,308.56","23,582,344.42","-18,006,649.76","-17,180,321.40","-15,202,078.76","30,252,281.20","9,517,162.56","31,943,134.20","29,913,062.25","20,902,709.79","17,348,921.53","25,039,541.45","25,178,703.54","31,347,241.94","-2,468,528.58","29,946,640.14","39,232,343.02","39,181,190.77","969,286.31","5,503,290.43","9,235,791.51","35,249,008.16","-847,960.84","-17,900,921.23","-38,777,749.10","-143,963,796.76"
收到其他与投资活动有关的现金,"111,067,712.30","189,600,000.00",,,,"10,000,000.00",,,,,"180,000,000.00","448,000,000.00","478,000,000.00",,"196,000,000.00","408,050,000.00","1,008,050,000.00","272,000,000.00","631,190,000.00","317,000,000.00","317,000,000.00","467,000,000.00","204,813,901.00","200,000,000.00","224,819,901.00","400,000,000.00","88,729,510.16",,,"2,983,715.11",,,,"1,360,431.29"
四(2)、其他原因对现金的影响,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
投资活动现金流入小计,"184,601,995.00","196,172,910.63","4,000,811.17","543,211.57","550,411.57","10,633,413.25","450,000.00","707,481.20","736,781.20","138,173,993.25","180,483,008.94","449,647,808.49","480,850,568.56","183,168,199.99","203,550,697.93","421,540,694.25","1,047,585,282.03","699,326,638.73","692,792,263.60","1,095,614,974.43","1,319,664,606.29","2,140,058,705.48","1,071,540,715.87","1,031,009,519.25","2,485,027,072.94","2,831,107,495.28","992,015,998.63","1,199,348,117.64","1,314,210,763.28","1,515,451,232.31","240,069,868.20","390,227,571.46","660,681,028.68","575,528,137.75"
五、现金及现金等价物净增加额,"7,939,488.73","-17,155,433.66","2,343,305.34","235,020,274.13","-41,315,489.99","1,876,134,153.33","289,842,356.52","77,138,480.92","-409,762,064.34","-701,778,976.37","384,174,752.66","883,670,700.40","572,321,064.08","-127,629,256.27","296,381,706.39","64,504,851.32","-197,460,621.20","-731,339,334.30","349,053,984.67","263,231,062.50","86,666,295.09","211,195,254.04","548,661,220.21","292,632,309.40","144,580,487.00","-80,099,768.36","-65,777,678.12","467,475,857.48","141,358,839.20","223,348,651.97","794,811,252.39","1,173,197,595.85","781,706,130.11","543,081,320.30"
购建固定资产、无形资产和其他长期资产支付的现金,"84,388,303.24","126,606,737.00","91,628,612.05","65,918,674.25","104,833,874.02","194,674,174.05","74,995,894.71","169,846,767.68","183,006,529.28","365,483,972.71","66,228,430.67","193,810,019.41","277,537,626.46","376,369,975.29","33,016,276.51","61,978,430.24","97,008,065.14","114,189,908.48","58,224,034.76","89,285,833.50","117,873,177.59","162,567,169.90","32,315,910.74","49,250,279.02","80,179,175.10","124,282,313.34","35,022,720.25","49,276,085.67","64,124,935.01","84,457,438.60","17,725,205.31","67,004,420.94","97,192,514.63","148,833,820.36"
期初现金及现金等价物余额,"78,686,439.33","86,625,928.06","69,470,494.40","71,813,799.74","71,813,799.74","71,813,799.74","1,947,947,953.07","1,947,947,953.07","1,947,947,953.07","1,947,947,953.07","1,246,168,976.70","1,246,168,976.70","1,246,168,976.70","1,246,168,976.70","1,118,539,720.43","1,118,539,720.43","1,118,539,720.43","1,118,539,720.43","387,200,386.13","387,200,386.13","387,200,386.13","387,200,386.13","598,392,222.53","598,395,640.17","598,395,640.17","598,395,640.17","518,295,871.81","518,295,871.81","518,295,871.81","518,295,871.81","741,644,523.78","741,644,523.78","741,644,523.78","741,644,523.78"
投资支付的现金,"55,979,416.57","54,976,320.00",,,,,,,,"136,000,000.00","5,670,000.00","59,736,600.00","59,736,600.00","410,066,600.00",,"4,399,920.00","78,794,719.68","1,237,658,746.25","91,459,840.38","760,977,155.32","1,096,405,301.07","1,462,344,606.29","868,183,152.53","1,112,754,000.00","2,019,833,062.50","2,089,142,680.00","952,834,665.91","929,355,335.00","1,184,519,086.33","1,268,696,135.41","99,343,937.60","372,426,451.70","826,163,641.70","822,869,747.86"
期末现金及现金等价物余额,"86,625,928.06","69,470,494.40","71,813,799.74","306,834,073.87","30,498,309.75","1,947,947,953.07","2,237,790,309.59","2,025,086,433.99","1,538,185,888.73","1,246,168,976.70","1,630,343,729.36","2,129,839,677.10","1,818,490,040.78","1,118,539,720.43","1,414,921,426.82","1,183,044,571.75","921,079,099.23","387,200,386.13","736,254,370.80","650,431,448.63","473,866,681.22","598,395,640.17","1,147,053,442.74","891,027,949.57","742,976,127.17","518,295,871.81","452,518,193.69","985,771,729.29","659,654,711.01","741,644,523.78","1,536,455,776.17","1,914,842,119.63","1,523,350,653.89","1,284,725,844.08"
