科目,2008年度,2009年度,2010年度,2011年1-3月,2011年1-6月,2011年1-9月,2011年度,2012年1-3月,2012年1-6月,2012年1-9月,2012年度,2013年1-3月,2013年1-6月,2013年1-9月,2013年度,2014年1-3月,2014年1-6月,2014年1-9月,2014年度,2015年1-3月,2015年1-6月,2015年1-9月,2015年度,2016年1-3月,2016年1-6月,2016年1-9月,2016年度,2017年1-3月,2017年1-6月,2017年1-9月,2017年度,2018年1-3月,2018年1-6月
堪探费用,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
加:影响利润总额的其他科目,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
财务费用,"11,091,228.94","9,008,120.63","12,183,700.65","1,672,501.94","4,041,683.19","6,356,175.88","5,508,804.24","-631,006.88","-684,937.85","-901,511.50","2,818,934.24","2,769,168.80","7,979,022.45","13,234,440.34","19,748,126.63","6,636,477.30","15,609,988.43","28,493,940.18","42,320,166.35","10,285,961.00","18,437,799.68","12,191,258.91","18,722,756.57","14,562,509.92","20,632,322.21","47,159,273.60","47,744,382.91","48,864,905.83","96,749,589.05","156,062,366.12","226,214,723.28","147,775,468.64","168,426,336.07"
三、利润总额,"69,206,547.54","74,554,155.71","122,365,641.27","24,737,499.21","61,841,660.19","84,645,311.48","78,700,880.75","4,010,772.35","54,447,403.15","71,004,883.83","69,250,555.78","7,705,689.19","11,870,072.44","14,945,593.52","22,317,786.19","-451,073.38","-9,876,774.09","-19,295,057.89","1,114,019.53","-2,823,631.89","6,675,232.08","29,047,347.64","81,315,985.06","19,452,589.15","91,937,618.01","247,046,140.56","330,856,326.37","77,866,470.14","174,268,661.24","297,560,516.48","1,468,940,509.12","510,921,802.94","-492,213,399.90"
资产减值损失,"8,177,364.66","2,712,603.71","4,597,895.41","-416,690.26","3,197,033.62","3,459,258.14","11,065,066.25","1,410,014.87","6,867,915.10","5,590,034.11","9,312,090.93","2,779,157.66","5,623,871.94","6,792,221.45","12,511,900.25","-119,013.21","5,909,562.49","5,510,244.89","8,874,785.94","-1,698,595.69","8,012,040.69","14,034,854.17","32,758,238.85","113,056.41","9,488,896.41","21,375,207.69","56,456,196.73","10,258,421.58","34,538,502.11","51,487,892.18","525,861,000.97","-89,969,887.29","684,242,676.28"
减:所得税,"3,945,179.43","9,789,176.15","16,131,081.60","3,570,001.40","8,524,911.42","11,953,027.77","11,281,553.60","1,494,187.54","10,063,587.41","12,387,706.33","12,500,633.50","3,258,807.35","5,251,246.59","6,165,711.04","10,123,723.87","1,488,767.15","1,985,489.50","3,679,464.18","4,616,372.89","1,707,862.16","2,647,293.83","6,815,225.45","21,354,570.08","9,352,420.21","30,636,997.41","64,272,260.84","79,288,587.50","20,243,083.08","39,328,735.44","65,058,557.99","60,886,537.52","103,923,334.78","115,355,206.46"
加:公允价值变动净收益,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"1,632,033,260.21","148,037,029.35","-262,983,428.61"
加:影响净利润的其他科目,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
投资收益,"9,950,377.91","7,144,894.15","16,754,494.66","1,417,704.76","3,979,372.64","4,817,368.85","6,400,690.95","1,446,675.34","4,451,892.16","7,998,238.08","9,640,139.45","1,032,853.33","3,591,002.10","5,800,040.04","8,226,959.70","999,425.53","3,051,674.71","6,095,709.97","21,037,943.13","1,212,976.06","8,395,185.36","11,480,678.23","13,424,996.12","1,124,769.06","5,000,291.13","8,136,447.01","12,471,025.48","3,100,161.07","7,841,902.68","11,776,888.26","17,844,895.37","3,050,530.38","10,726,859.73"
四、净利润,"65,261,368.11","64,764,979.56","106,234,559.67","21,167,497.81","53,316,748.77","72,692,283.71","67,419,327.15","2,516,584.81","44,383,815.74","58,617,177.50","56,749,922.28","4,446,881.84","6,618,825.85","8,779,882.48","12,194,062.32","-1,939,840.53","-11,862,263.59","-22,974,522.07","-3,502,353.36","-4,531,494.05","4,027,938.25","22,232,122.19","59,961,414.98","10,100,168.94","61,300,620.60","182,773,879.72","251,567,738.87","57,623,387.06","134,939,925.80","232,501,958.49","1,408,053,971.60","406,998,468.16","-607,568,606.36"
其中:对联营企业和合营企业的投资权益,"3,712,739.32","6,340,780.81","15,804,577.16",,"3,485,152.64","4,323,148.85","5,906,470.95","1,446,675.34","3,979,459.66","7,525,805.58","9,167,706.95","1,032,853.33","3,120,362.10","5,329,400.04","6,793,915.95","999,425.53","3,008,476.08","4,882,977.09","6,543,204.97","1,138,425.74","2,921,631.06","4,723,286.18","5,236,779.38","810,161.08","3,635,622.77","6,058,451.58","9,127,436.31","2,371,549.27","5,896,322.96","8,990,345.76","12,231,739.95",,"5,995,318.67"
归属于母公司所有者的净利润,"52,136,955.76","51,675,034.93","81,327,506.62","14,944,340.30","38,529,997.36","52,936,935.65","49,667,114.44","915,601.30","41,407,427.31","51,943,653.80","49,253,879.00","4,421,583.75","7,104,334.75","10,449,897.64","17,213,451.93","418,143.88","-8,879,377.34","-18,125,043.29","3,555,296.31","-4,319,162.71","4,064,800.55","17,649,056.09","46,048,212.08","7,430,239.34","51,559,647.22","166,657,489.79","234,068,261.70","57,891,115.10","133,793,752.72","230,553,158.67","1,404,769,457.98","407,196,427.99","-581,203,755.86"
影响营业利润的其他科目,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
少数股东损益,"13,124,412.35","13,089,944.63","24,907,053.05","6,223,157.51","14,786,751.41","19,755,348.06","17,752,212.71","1,600,983.51","2,976,388.43","6,673,523.70","7,496,043.28","25,298.09","-485,508.90","-1,670,015.16","-5,019,389.61","-2,357,984.41","-2,982,886.25","-4,849,478.78","-7,057,649.67","-212,331.34","-36,862.30","4,583,066.10","13,913,202.90","2,669,929.60","9,740,973.38","16,116,389.93","17,499,477.17","-267,728.04","1,146,173.08","1,948,799.82","3,284,513.62","-197,959.83","-26,364,850.50"
