科目,2007年度,2008年度,2009年度,2010年1-3月,2010年1-6月,2010年1-9月,2010年度,2011年1-3月,2011年1-6月,2011年1-9月,2011年度,2012年1-3月,2012年1-6月,2012年1-9月,2012年度,2013年1-3月,2013年1-6月,2013年1-9月,2013年度,2014年1-3月,2014年1-6月,2014年1-9月,2014年度,2015年1-3月,2015年1-6月,2015年1-9月,2015年度,2016年1-3月,2016年1-6月,2016年1-9月,2016年度,2017年1-3月,2017年1-6月,2017年1-9月,2017年度
支付给职工以及为职工支付的现金,"302,787,460.20","388,860,630.65","431,692,890.71","141,103,983.69","238,355,732.17","340,417,502.05","494,558,161.59","184,549,526.78","328,879,630.98","477,064,578.01","664,435,693.70","252,153,044.79","431,319,267.46","584,253,517.52","871,441,149.78","210,549,729.39","489,204,693.14","709,173,997.46","965,743,520.08","334,159,919.48","573,680,680.35","857,065,680.67","1,176,161,790.24","374,686,364.64","651,871,299.03","899,361,100.67","1,237,267,504.28","394,640,353.04","667,739,597.16","945,142,962.80","1,313,176,658.28","465,570,899.39","772,743,861.70","1,118,841,048.90","1,480,958,498.30"
取得借款收到的现金,,,,,,,,,,,,,,"3,000,000.00","3,000,000.00","1,000,000.00","3,000,000.00","6,500,000.00","6,500,000.00",,,,,,"66,660,298.82","109,581,013.50","163,313,344.49","22,782,563.35","22,782,563.35","22,782,563.35","22,782,563.35",,,,
支付的各项税费,"253,998,705.00","401,226,020.28","415,305,116.37","235,587,011.76","329,413,933.28","390,129,537.72","623,804,641.97","313,811,523.92","466,798,932.14","548,769,779.87","764,366,546.97","375,366,434.43","586,879,999.01","678,378,115.77","931,313,655.79","298,371,937.20","457,927,636.21","570,457,069.94","860,126,183.50","338,723,587.33","512,955,584.10","648,192,364.48","849,471,280.72","350,401,595.64","501,231,988.28","611,393,120.73","878,153,448.69","357,673,152.32","676,106,492.36","765,411,329.01","835,496,982.81","160,895,202.74","305,985,500.25","367,817,275.33","481,376,964.47"
收到其他与筹资活动有关的现金,,,,,,,,,,,"20,291,500.84",,,,"18,816,870.51",,,,"13,189,133.35",,,,"9,086,651.03",,,,"4,310,482.93",,,,"1,467,663.93",,,,"796,269.61"
支付其他与经营活动有关的现金,"626,952,147.36","800,320,202.89","904,090,279.76","316,739,955.83","502,109,058.23","754,719,902.36","1,064,203,118.99","296,974,821.71","600,277,941.95","998,992,448.18","1,672,691,837.00","514,879,418.84","906,875,757.26","1,338,605,422.90","1,865,757,400.25","649,574,469.56","1,338,946,158.71","1,619,908,950.92","2,396,453,419.89","470,960,344.94","984,140,097.98","1,474,369,027.66","2,056,788,973.45","465,479,972.13","990,102,463.51","1,532,110,872.19","2,097,897,368.97","550,971,518.64","1,009,433,991.43","1,660,718,662.76","2,268,158,906.31","755,622,551.64","1,297,918,692.41","1,948,139,468.34","2,975,161,659.61"
筹资活动现金流入小计,,"38,400,000.00",,,"1,932,860,000.00","1,932,860,000.00","1,932,860,000.00",,"799,618.09","799,618.09","22,703,828.93","1,591,263.69","1,591,263.69","4,591,263.69","23,408,134.20","1,000,000.00","3,000,000.00","6,500,000.00","19,689,133.35",,,"31,489,964.00","40,576,615.03",,"66,660,298.82","109,581,013.50","172,423,827.42","22,782,563.35","24,182,563.35","22,782,563.35","25,362,450.75",,,"500,951.40","1,728,521.01"
经营活动现金流出小计,"6,005,912,029.24","7,563,913,235.93","8,695,552,257.89","3,024,340,346.66","5,379,780,554.92","7,854,183,106.06","11,237,221,352.27","3,819,937,293.42","6,881,576,248.82","9,857,867,899.60","14,102,474,234.49","4,927,131,560.00","8,166,477,065.24","11,424,961,284.22","14,977,764,861.12","4,830,613,480.85","8,711,200,773.69","12,090,098,120.43","16,910,783,259.50","5,185,137,820.67","9,722,166,104.59","13,832,347,692.39","18,672,835,779.57","5,921,341,963.81","10,291,540,244.53","14,040,463,149.15","18,844,632,565.46","5,926,376,179.52","10,270,647,593.93","14,626,772,711.59","18,952,909,559.82","6,377,590,902.22","10,812,800,455.56","15,370,878,468.08","20,033,047,957.14"
偿还债务支付的现金,,,,,,,,,,,,,,"150,000.00","600,000.00","550,000.00","1,350,000.00","3,800,000.00","4,700,000.00","2,100,000.00","2,550,000.00","4,200,000.00","4,200,000.00","27,000,000.00","27,050,000.00","27,050,000.00","27,050,000.00",,"21,190,000.00","21,190,000.00","186,045,907.84",,,,
经营活动产生的现金流量净额,"730,364,567.36","740,887,307.44","1,169,090,664.77","491,980,423.45","225,897,693.00","1,264,871,734.61","1,262,053,018.62","621,915,775.77","428,180,872.17","1,551,219,129.47","1,715,507,064.77","-651,899,901.07","-705,898,118.94","706,901,601.36","770,101,811.87","-76,812,256.49","-565,242,135.16","616,893,135.86","492,110,686.76","-336,845,773.36","-156,225,416.60","774,572,653.59","748,131,305.97","-17,357,731.02","-287,575,088.88","1,149,459,524.77","1,242,949,134.54","-272,040,575.84","-423,338,221.72","344,734,513.63","1,632,155,482.92","-652,369,541.03","-617,040,234.21","-10,909,665.86","1,123,260,187.53"
分配股利、利润或偿还利息支付的现金,"40,000,000.00","210,671,060.00","140,000,000.00",,,,,,"235,788,207.38","235,788,207.38","235,788,207.38",,"258,949,581.00","258,966,831.00","264,130,371.25","50,018.75","264,192,017.50","264,263,737.50","264,353,381.25","60,543.75","282,588,433.25","288,193,918.75","288,193,918.75","210,721.00","266,617,951.76","267,099,689.61","269,182,229.06",,"444,992,622.85","447,305,406.14","449,864,093.29",,"288,072,000.00","288,072,000.00","288,488,236.40"
收回投资收到的现金,"68,374,694.29",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"15,433,616.46"
支付其他与筹资活动有关的现金,,,"15,390,230.20",,"7,680,021.23","10,581,015.47","9,772,511.38",,"26,220,839.09","15,729,800.00",,,"22,214,459.37","17,924,864.37",,,,,,,,,,,,,"31,489,964.00",,,,1.00,,,"1,216,200.00","1,708,600.00"
取得投资收益收到的现金,,,,,,,,,,,,,,,"7,111,370.36",,"5,709,041.09","16,352,575.30","33,083,752.02","3,739,729.00","14,884,112.59","22,462,003.15","37,613,008.61","13,976,985.55","26,368,719.78","36,787,385.53","44,568,681.42","17,413,105.01","34,125,774.60","52,227,288.17","67,157,774.37","24,258,826.98","41,717,902.71","66,019,014.11","85,208,365.36"
筹资活动现金流出小计,"40,000,000.00","210,671,060.00","155,390,230.20",,"7,680,021.23","10,581,015.47","9,772,511.38",,"262,009,046.47","251,518,007.38","235,788,207.38",,"281,164,040.37","277,041,695.37","264,730,371.25","600,018.75","265,542,017.50","268,063,737.50","269,053,381.25","2,160,543.75","285,138,433.25","292,393,918.75","292,393,918.75","27,210,721.00","293,667,951.76","294,149,689.61","327,722,193.06",,"466,182,622.85","468,495,406.14","635,910,002.13",,"288,072,000.00","289,288,200.00","290,196,836.40"
处置固定资产、无形资产和其他长期资产收回的现金净额,"34,745,038.05","788,445.00","144,571.41","6,595.00","16,724.80","31,272.67","35,892.42","128,981.43","129,412.97","53,296.56","29,801.85","11,020.00","11,020.00","11,020.00","639,379.61",,,122.08,"209,263.29",,,,"1,905,229.07",,25.00,25.00,"1,433,831,759.00",,,,"2,785,388.27",,,,"2,428,568.17"
筹资活动产生的现金流量净额,"-40,000,000.00","-172,271,060.00","-155,390,230.20",,"1,925,179,978.77","1,922,278,984.53","1,923,087,488.62",,"-261,209,428.38","-250,718,389.29","-213,084,378.45","1,591,263.69","-279,572,776.68","-272,450,431.68","-241,322,237.05","399,981.25","-262,542,017.50","-261,563,737.50","-249,364,247.90","-2,160,543.75","-285,138,433.25","-260,903,954.75","-251,817,303.72","-27,210,721.00","-227,007,652.94","-184,568,676.11","-155,298,365.64","22,782,563.35","-442,000,059.50","-445,712,842.79","-610,547,551.38",,"-288,072,000.00","-288,787,248.60","-288,468,315.39"
处置子公司及其他营业单位收到的现金净额,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
四、汇率变动对现金的影响,,,,,,,,,,,,,,,,,,,,,,,,,,"-4,580.00","4,879.00",,,,,"3,335.33","-23,550.75","-163,122.08",
收到其他与投资活动有关的现金,,,,,,,,,,,"12,463,152.73",,,,"700,000,000.00",,"300,000,000.00","1,475,000,000.00","2,745,000,000.00","350,000,000.00","1,100,000,000.00","1,760,000,000.00","3,460,000,000.00","1,800,000,000.00","3,450,000,000.00","4,650,000,000.00","5,380,000,000.00","1,588,461,440.00","4,860,000,000.00","7,090,000,000.00","9,599,000,000.00","1,867,000,000.00","3,967,000,000.00","6,687,000,000.00","9,037,000,000.00"
四(2)、其他原因对现金的影响,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
投资活动现金流入小计,"103,119,732.34","788,445.00","144,571.41","6,595.00","16,724.80","31,272.67","35,892.42","128,981.43","129,412.97","53,296.56","12,492,954.58","11,020.00","11,020.00","11,020.00","707,750,749.97",,"305,709,041.09","1,491,352,697.38","2,778,293,015.31","353,739,729.00","1,114,884,112.59","1,782,462,003.15","3,499,518,237.68","1,813,976,985.55","3,476,368,744.78","4,686,787,410.53","6,858,400,440.42","1,605,874,545.01","4,894,125,774.60","7,142,227,288.17","9,668,943,162.64","1,891,258,826.98","4,008,717,902.71","6,753,019,014.11","9,140,070,549.99"
五、现金及现金等价物净增加额,"394,097,208.74","391,543,100.72","129,054,240.69","457,158,803.90","1,893,319,577.84","2,764,428,569.68","2,756,265,242.44","537,973,474.66","-163,846,626.13","833,706,923.89","911,063,876.41","-749,791,953.76","-1,189,109,634.87","-522,132,741.22","-125,722,251.19","-986,087,814.65","-2,023,723,538.72","-1,302,516,414.98","-1,141,454,254.33","-648,921,069.97","-841,936,319.95","-830,701,504.76","-1,082,556,264.33","-70,489,358.27","-432,140,139.19","564,385,857.12","1,752,404,507.26","-1,315,580,028.02","-1,749,716,626.07","-1,685,508,570.77","-248,016,724.37","-1,142,672,656.57","-1,586,080,062.02","-1,676,824,661.80","-475,082,960.31"
购建固定资产、无形资产和其他长期资产支付的现金,"308,901,298.96","177,861,591.72","884,790,765.29","34,828,214.55","257,774,818.73","322,753,422.13","428,911,157.22","95,534,435.27","342,410,635.62","478,310,265.58","602,809,561.99","99,494,336.38","203,649,759.25","356,594,930.90","662,252,575.98","309,675,539.41","486,648,427.15","674,198,510.72","767,493,708.50","313,654,481.86","505,456,582.69","716,832,206.75","804,747,965.61","113,716,891.80","167,745,142.15","386,106,822.07","625,220,581.06","80,986,120.54","148,504,119.45","247,757,529.78","746,658,818.55","104,565,277.85","312,662,179.77","363,019,976.16","742,605,032.87"
期初现金及现金等价物余额,"768,107,845.59","1,162,205,054.33","1,553,748,155.05","1,698,192,625.94","1,698,192,625.94","1,698,192,625.94","1,682,802,395.74","4,453,498,997.29","4,439,067,638.18","4,439,067,638.18","4,439,067,638.18","5,384,660,897.50","5,350,131,514.59","5,350,131,514.59","5,350,131,514.59","5,224,409,263.40","5,224,409,263.40","5,224,409,263.40","5,224,409,263.40","4,082,955,009.07","4,082,955,009.07","4,082,955,009.07","4,082,955,009.07","3,000,398,744.74","3,000,398,744.74","3,000,398,744.74","3,000,398,744.74","4,752,803,252.00","4,752,803,252.00","4,752,803,252.00","4,752,803,252.00","4,504,786,527.63","4,504,786,527.63","4,504,786,527.63","4,504,786,527.63"
投资支付的现金,,,,,,"100,000,000.00",,,,,,,,"600,000,000.00",,"600,000,000.00",,,,,,,,"26,181,000.00","26,181,000.00","51,181,000.00","25,000,000.00","2,749,000.00",,,,,,"669,963,663.21",
期末现金及现金等价物余额,"1,162,205,054.33","1,553,748,155.05","1,682,802,395.74","2,155,351,429.84","3,591,512,203.78","4,462,621,195.62","4,439,067,638.18","4,991,472,471.95","4,275,221,012.05","5,272,774,562.07","5,350,131,514.59","4,634,868,943.74","4,161,021,879.72","4,827,998,773.37","5,224,409,263.40","4,238,321,448.75","3,200,685,724.68","3,921,892,848.42","4,082,955,009.07","3,434,033,939.10","3,241,018,689.12","3,252,253,504.31","3,000,398,744.74","2,929,909,386.47","2,568,258,605.55","3,564,784,601.86","4,752,803,252.00","3,437,223,223.98","3,003,086,625.93","3,067,294,681.23","4,504,786,527.63","3,362,113,871.06","2,918,706,465.61","2,827,961,865.83","4,029,703,567.32"
