科目,2009年度,2010年度,2011年度,2012年1-3月,2012年1-6月,2012年1-9月,2012年度,2013年1-3月,2013年1-6月,2013年1-9月,2013年度,2014年1-3月,2014年1-6月,2014年1-9月,2014年度,2015年1-3月,2015年1-6月,2015年1-9月,2015年度,2016年1-3月,2016年1-6月,2016年1-9月,2016年度,2017年1-3月,2017年1-6月,2017年1-9月
支付给职工以及为职工支付的现金,"18,509,444.98","35,253,073.69","54,023,933.80","21,562,738.57","46,589,942.97","72,855,385.22","103,634,697.05","28,776,583.28","63,149,134.56","99,023,624.59","135,290,940.86","38,674,831.79","81,626,190.09","124,258,354.86","171,312,986.20","48,878,493.47","97,495,947.52","140,090,404.31","185,106,504.85","60,463,238.52","113,455,677.57","167,001,718.74","230,060,237.15","69,130,546.42","129,509,996.27","190,534,548.54"
取得借款收到的现金,"203,000,000.00","293,500,000.00","257,389,071.00","79,900,000.00","99,900,000.00","112,900,000.00","143,900,000.00","44,858,249.29","64,358,249.29","90,358,249.29","122,858,249.29","28,000,000.00","94,500,000.00","107,500,000.00","138,203,500.00","5,000,000.00","7,350,000.00","71,475,600.00","714,072,500.00","57,000,000.00","120,000,000.00","133,000,000.00","146,000,000.00","7,000,000.00","43,000,000.00","63,000,000.00"
支付的各项税费,"6,489,048.48","5,745,760.44","12,950,888.40","7,812,054.33","19,989,696.00","28,738,647.77","30,445,373.73","10,477,326.60","24,058,310.60","39,430,748.54","49,911,336.46","12,304,385.93","24,006,398.55","44,437,485.26","64,422,052.37","14,185,246.41","38,276,099.08","63,114,769.16","90,895,465.70","25,741,756.15","47,964,592.35","80,872,713.95","112,430,906.19","19,371,349.01","56,186,582.83","80,086,247.16"
收到其他与筹资活动有关的现金,"64,790,630.96",,,,"13,849,020.08",,"3,612,709.01","430,490.95","68,593,791.76","98,478,505.94","61,187,069.15","8,845,500.00","5,971,200.70",,"19,590,058.63","39,197,499.48","60,457,886.88","34,532,346.88","1,971,132.00","77,767,461.25","183,354,136.35","121,542,320.37","127,479,078.16","2,940,000.00","28,547,391.92",
支付其他与经营活动有关的现金,"16,584,179.21","31,149,576.01","35,947,461.79","12,496,587.26","18,531,935.35","30,604,297.79","44,699,000.29","14,315,796.59","23,716,754.77","39,165,894.03","53,735,192.12","13,756,377.85","29,408,994.43","47,500,498.61","63,141,576.99","16,955,650.55","40,989,477.24","60,887,390.29","96,192,003.36","21,598,438.33","41,944,834.04","79,481,291.11","98,800,191.69","25,673,234.66","46,795,313.62","99,571,530.64"
筹资活动现金流入小计,"277,790,630.96","512,100,000.00","257,389,071.00","582,335,200.00","616,184,220.08","615,335,200.00","650,397,909.01","45,288,740.24","132,952,041.05","198,636,755.23","193,845,318.44","36,845,500.00","100,471,200.70","107,500,000.00","157,793,558.63","44,197,499.48","67,807,886.88","141,007,946.88","751,043,632.00","134,767,461.25","303,354,136.35","254,542,320.37","273,479,078.16","9,940,000.00","71,547,391.92","63,000,000.00"
经营活动现金流出小计,"291,980,848.81","501,245,000.73","693,068,118.63","206,404,350.92","438,933,843.89","650,100,754.22","819,528,160.37","269,829,360.27","567,280,962.00","923,039,698.75","1,102,373,914.96","313,644,949.27","607,561,091.27","858,216,227.95","1,209,992,597.11","365,826,625.47","686,901,624.58","987,903,976.53","1,219,445,509.13","291,199,605.44","744,196,056.80","1,076,929,859.59","1,482,313,583.63","537,310,211.87","1,135,884,112.85","1,669,902,516.82"
偿还债务支付的现金,"195,000,000.00","255,500,000.00","193,439,071.00","61,000,000.00","231,000,000.00","267,850,000.00","279,850,000.00","21,000,000.00","52,858,249.29","83,858,249.29","113,358,249.29","22,000,000.00","52,500,000.00","118,500,000.00","136,000,000.00","25,453,900.00","43,467,100.00","70,267,100.00","131,379,500.00","532,500,000.00","633,350,000.00","761,350,000.00","771,350,000.00",,,"32,000,000.00"
经营活动产生的现金流量净额,"38,126,896.05","29,387,698.56","49,064,659.29","-13,682,149.50","-44,607,015.07","-40,207,997.99","26,891,961.31","-36,894,207.04","-65,295,497.64","-78,636,144.89","38,513,768.09","-47,269,936.55","-5,484,033.79","115,734,500.83","165,375,727.60","-14,875,771.50","29,779,861.53","102,152,997.49","251,859,618.92","55,450,031.18","13,584,593.42","162,727,273.15","307,308,851.71","-84,834,331.89","-145,321,100.58","21,864,676.31"
分配股利、利润或偿还利息支付的现金,"3,814,330.29","8,536,598.59","11,844,574.49","3,340,542.73","11,755,583.48","12,755,622.43","13,168,914.17","764,608.30","28,024,014.86","28,669,826.31","30,517,388.69","1,082,021.72","31,800,532.33","33,450,502.30","34,438,314.78","891,011.97","41,240,629.50","41,666,520.09","43,764,575.51","5,795,121.74","26,819,681.09","28,293,871.67","28,579,741.59","311,398.20","25,794,894.20","26,380,790.83"
收回投资收到的现金,,,,,,,,"21,100,000.00","121,100,000.00","421,100,000.00",,,,,,,,"887,655.61",,,,,"50,000,000.00",,,
支付其他与筹资活动有关的现金,"36,229,391.77","204,273,444.43","25,811,358.50","6,630,483.77","5,907,840.00","24,227,834.90","54,336,816.45","12,833,886.18","55,626.98","667,303.09",,,,"47,035,559.15","35,361,974.00",,"850,000.00","6,950,000.00","186,017,033.85",,,,"2,064,479.44","82,114,022.53","19,400,000.00","34,543,270.14"
取得投资收益收到的现金,,,,,,,,,"930,754.56","1,675,156.96","2,776,937.78","1,366,506.86","2,361,575.35","3,406,506.86","4,859,205.50","325,313.14","887,655.61",,"1,171,014.41",,"132,392.25","536,775.81","766,487.57","354,452.05","847,602.73","1,359,246.57"
筹资活动现金流出小计,"235,043,722.06","468,310,043.02","231,095,003.99","70,971,026.50","248,663,423.48","304,833,457.33","347,355,730.62","34,598,494.48","80,937,891.13","113,195,378.69","143,875,637.98","23,082,021.72","84,300,532.33","198,986,061.45","205,800,288.78","26,344,911.97","85,557,729.50","118,883,620.09","361,161,109.36","538,295,121.74","660,169,681.09","789,643,871.67","801,994,221.03","82,425,420.73","45,194,894.20","92,924,060.97"
处置固定资产、无形资产和其他长期资产收回的现金净额,,"98,707.43","1,290,200.00","62,000.00","161,080.00","413,080.00","534,323.59","9,300.00","59,300.00","146,800.00","2,492,005.00","39,875.00","85,875.00","190,874.00","206,674.00","290,000.00","4,428,393.94","4,428,393.94","4,746,393.94","1,529,552.00","1,550,052.00","1,587,914.00","2,766,529.50","165,000.00","260,881.00","829,040.85"
筹资活动产生的现金流量净额,"42,746,908.90","43,789,956.98","26,294,067.01","511,364,173.50","367,520,796.60","310,501,742.67","303,042,178.39","10,690,245.76","52,014,149.92","85,441,376.54","49,969,680.46","13,763,478.28","16,170,668.37","-91,486,061.45","-48,006,730.15","17,852,587.51","-17,749,842.62","22,124,326.79","389,882,522.64","-403,527,660.49","-356,815,544.74","-535,101,551.30","-528,515,142.87","-72,485,420.73","26,352,497.72","-29,924,060.97"
处置子公司及其他营业单位收到的现金净额,,,,,,,,,,,,,,,,,,,,,,,,,,
四、汇率变动对现金的影响,"1,697,745.63","-918,137.06","-546,356.30","-249,627.57","-1,016,422.76","-1,125,866.27","-1,031,808.20","-1,427,782.07","-996,072.81","-1,175,553.01","-1,643,222.94","-252,258.32","-25,684.82","-547,270.28","653,820.49","-1,304,852.36","1,013,905.48","5,044,753.34","4,766,087.86","-218,938.16","901,819.22","1,129,970.66","271,937.04","-2,141,671.82","1,854,775.67","811,898.77"
收到其他与投资活动有关的现金,,,,,,,,"19,814.49",,,"621,100,000.00","225,000,000.00","428,840,000.00","648,840,000.00","918,840,000.00","93,100,000.00","193,100,000.00","193,100,000.00","193,100,000.00",,,"40,104,850.00","43,480,000.00","50,000,000.00","100,000,000.00","150,000,000.00"
四(2)、其他原因对现金的影响,,,,,,,,,,,,,,,,,,,,,,,,,,
投资活动现金流入小计,,"98,707.43","1,290,200.00","62,000.00","161,080.00","413,080.00","534,323.59","21,129,114.49","122,090,054.56","422,921,956.96","626,368,942.78","226,406,381.86","431,287,450.35","652,437,380.86","923,905,879.50","93,715,313.14","198,416,049.55","198,416,049.55","199,017,408.35","1,529,552.00","1,682,444.25","42,229,539.81","97,013,017.07","50,519,452.05","101,108,483.73","152,188,287.42"
五、现金及现金等价物净增加额,"7,846,226.71","-4,329,888.92","34,704,912.78","489,718,259.02","296,014,467.58","226,503,156.96","247,571,642.98","-59,052,881.81","-160,732,193.37","-55,083,779.88","13,620,893.98","-47,021,725.60","-36,679,757.27","-161,906,226.72","-105,163,460.65","-50,065,263.20","31,373,669.14","118,217,541.23","593,194,793.26","-370,677,330.23","-439,150,457.73","-451,153,694.14","-334,646,439.91","-179,390,388.15","-180,239,706.76","-153,707,248.46"
购建固定资产、无形资产和其他长期资产支付的现金,"52,706,799.82","69,772,303.02","37,545,752.06","7,776,137.41","26,043,971.19","43,077,801.45","81,865,012.11","31,450,252.95","47,444,827.40","62,085,415.48","78,199,026.01","14,669,390.87","33,628,157.38","53,044,776.68","70,176,104.58","22,352,539.99","50,281,178.61","79,715,459.75","95,674,964.51","23,910,314.76","58,503,769.88","82,131,926.46","120,725,102.86","20,448,415.76","64,234,363.30","76,085,288.44"
期初现金及现金等价物余额,"34,705,034.57","42,551,261.28","38,221,372.36","72,926,285.14","72,926,285.14","72,926,285.14","72,926,285.14","320,497,928.12","320,497,928.12","320,497,928.12","320,497,928.12","334,118,822.10","334,118,822.10","334,118,822.10","334,118,822.10","239,071,046.52","228,955,361.45","228,955,361.45","228,955,361.45","821,099,692.20","821,099,692.21","821,099,692.20","822,150,154.71","532,278,760.23","487,503,714.80","487,503,714.80"
投资支付的现金,"2,291,328.00","280,769.00",,,,,,"21,100,000.00","221,100,000.00","421,100,000.00",,,,,,,,,"33,055,880.00",,,,,,,
期末现金及现金等价物余额,"42,551,261.28","38,221,372.36","72,926,285.14","562,644,544.16","368,940,752.72","299,429,442.10","320,497,928.12","261,445,046.31","159,765,734.75","265,414,148.24","334,118,822.10","287,097,096.50","297,439,064.83","172,212,595.38","228,955,361.45","189,005,783.32","260,329,030.59","347,172,902.68","822,150,154.71","450,422,361.97","381,949,234.48","369,945,998.06","487,503,714.80","352,888,372.08","307,264,008.04","333,796,466.34"
