科目,2011-12-31,2012-12-31,2013-12-31,2014-06-30,2014-09-30,2014-12-31,2015-03-31,2015-06-30,2015-09-30,2015-12-31,2016-03-31,2016-06-30,2016-09-30,2016-12-31,2017-03-31,2017-06-30,2017-09-30,2017-12-31
盈余公积,,"22,393,049.00","40,169,517.67","40,169,517.67","40,169,517.67","56,286,003.96","56,286,003.96","56,286,003.96","56,286,003.96","68,791,748.99","68,791,748.99","68,791,748.99","68,791,748.99","75,690,649.19","75,690,649.19","75,690,649.19","75,690,649.19","82,364,048.73"
开发支出,,,,,,,,,,,,,,,,,,
减:库存股,,,,,,,,,,,,,,,,,,
商誉,,,,,,,,,,,,,,,,,,
未分配利润,"76,987,557.43","195,921,527.76","308,606,306.64","339,423,345.53","369,046,181.68","396,684,646.78","420,259,162.44","396,184,740.16","409,083,337.96","435,164,783.54","447,764,068.77","463,388,876.69","444,458,253.55","469,931,965.22","479,499,633.10","489,781,751.36","480,555,635.29","517,751,008.19"
长期待摊费用,"12,580,305.64","8,389,437.11","6,543,296.09","7,278,514.53","8,595,776.46","8,917,671.23","8,030,053.53","8,373,172.31","10,081,786.74","51,696,749.64","40,748,083.95","48,897,507.89","48,491,600.67","43,507,953.15","43,188,165.06","42,574,577.63","37,862,026.31","35,178,644.37"
少数股东权益,,,,,,,,"19,582,546.75","48,485,231.22","46,648,916.90","45,980,501.99","45,498,548.29","45,362,784.12","43,975,334.18","45,663,458.26","42,985,883.25","41,682,742.38","40,317,430.91"
递延所得税资产,"1,522,540.42","2,740,477.80","1,590,626.31","1,458,817.66","1,794,059.21","2,585,095.46","2,585,095.46","2,585,095.46","2,585,095.46","8,484,296.99","8,484,296.99","8,484,296.99","8,484,296.99","7,195,843.17","7,195,843.17","6,197,587.35","6,197,587.35","4,516,886.05"
外币报表折算价差,,,,,,,,,,,,,,,,,,
其他非流动资产,,,,"12,277,468.93","12,860,103.73","1,477,540.63",,,,,,,,,,,,
非正常经营项目收益调整,,,,,,,,,,,,,,,,,,
非流动资产合计,"98,630,966.79","92,476,968.80","103,580,398.23","124,851,328.14","147,269,337.68","162,132,346.47","165,876,384.93","173,701,041.18","189,743,479.25","236,147,655.88","231,353,072.78","295,419,987.93","290,228,070.44","293,655,335.30","291,405,832.80","286,904,368.79","281,717,974.48","279,095,116.06"
所有者权益(或股东权益)合计,"585,978,025.37","727,305,044.70","857,766,292.25","888,583,331.14","918,206,167.29","961,961,118.68","1,549,105,634.34","1,544,613,758.81","1,586,415,041.08","1,624,999,470.62","1,636,930,340.94","1,652,073,195.16","1,633,006,807.85","1,663,991,969.78","1,675,247,761.74","1,682,852,304.99","1,672,323,048.05","1,719,257,393.61"
资产总计,"971,835,444.34","1,201,043,572.57","1,397,163,502.45","1,267,754,203.08","1,324,489,572.94","1,472,496,799.73","2,093,436,992.35","2,191,649,199.40","2,093,828,596.86","2,359,667,587.52","2,330,475,269.09","2,269,980,448.74","2,289,571,213.25","2,337,878,374.24","2,422,036,939.12","2,258,599,876.66","2,296,769,561.22","2,274,279,673.54"
负债和所有者(或股东权益)合计,"971,835,444.34","1,201,043,572.57","1,397,163,502.45","1,267,754,203.08","1,324,489,572.94","1,472,496,799.73","2,093,436,992.35","2,191,649,199.40","2,093,828,596.86","2,359,667,587.52","2,330,475,269.09","2,269,980,448.74","2,289,571,213.25","2,337,878,374.24","2,422,036,939.12","2,258,599,876.66","2,296,769,561.22","2,274,279,673.54"
